order,????,??,type,slotRole,relativeDifficulty,chains,width,height,score,coverage,openers,packs,levelId,sourceAsset,exportAsset,exportMeta,qualityFlags,portableQuality
157,??,1,sweep,Recovery,Recovery,84,20,33,140.1,0.983,15,direct_pure_topup_slice06_candidates,direct_pure_topup_06_05_direct_normal_pure_rect_sweep_g6_v07,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice06/direct_pure_topup_06_05_direct_normal_pure_rect_sweep_g6_v07.asset,Levels/157_sweep_direct_pure_topup_06_05_direct_normal_pure_rect_sweep_g6_v07.asset,Levels/157_sweep_direct_pure_topup_06_05_direct_normal_pure_rect_sweep_g6_v07.asset.meta,ok,ok
158,??,1,shape_symbol,Shape,Novelty,100,30,42,273,0.982,14,shape_final_with_supplement,r2_outer_strong_005_r2_006_a401_procmask_106_onion_maskproceduralvertical_30x42-maindistinctlettermtall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_106_onion_maskproceduralvertical_30x42-maindistinctlettermtall_20260611_111521.asset,Levels/158_shape_symbol_r2_outer_strong_005_r2_006_a401_procmask_106_onion_maskproceduralvertical_30x42-maindistinctlett.asset,Levels/158_shape_symbol_r2_outer_strong_005_r2_006_a401_procmask_106_onion_maskproceduralvertical_30x42-maindistinctlett.asset.meta,rel:VeryHard:ShapePeak:Shape:Symbol:letters-symbols:symbol:main,Normal
159,??,1,section,Normal,Normal,100,21,37,136.5,0.986,17,direct_normal_candidates,direct_normal_137_direct_normal_rect_dual_zone_g1_v14,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_137_direct_normal_rect_dual_zone_g1_v14.asset,Levels/159_section_direct_normal_137_direct_normal_rect_dual_zone_g1_v14.asset,Levels/159_section_direct_normal_137_direct_normal_rect_dual_zone_g1_v14.asset.meta,ok,ok
160,??,1,lock,Normal,Normal,76,21,31,177.5,0.980,12,direct_pure_topup_slice04_candidates,direct_pure_topup_04_14_direct_normal_pure_rect_core_burst_g7_v02,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice04/direct_pure_topup_04_14_direct_normal_pure_rect_core_burst_g7_v02.asset,Levels/160_lock_direct_pure_topup_04_14_direct_normal_pure_rect_core_burst_g7_v02.asset,Levels/160_lock_direct_pure_topup_04_14_direct_normal_pure_rect_core_burst_g7_v02.asset.meta,ok,long-straight-run
161,??,1,sweep,Recovery,Recovery,53,17,30,149.5,0.992,14,no_mask_style_expansion_preview,nomask_style_expansion_36_snake_spine_tall,Assets/ArrowMagic/SOData/Levels/NoMaskProcedural/StyleExpansionPreview/nomask_style_expansion_36_snake_spine_tall.asset,Levels/161_sweep_nomask_style_expansion_36_snake_spine_tall.asset,Levels/161_sweep_nomask_style_expansion_36_snake_spine_tall.asset.meta,ok,ok
162,??,1,dense,Normal,Normal,95,19,38,143.7,0.976,17,direct_pure_topup_slice06_candidates,direct_pure_topup_06_04_direct_normal_pure_rect_dense_weave_g6_v07,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice06/direct_pure_topup_06_04_direct_normal_pure_rect_dense_weave_g6_v07.asset,Levels/162_dense_direct_pure_topup_06_04_direct_normal_pure_rect_dense_weave_g6_v07.asset,Levels/162_dense_direct_pure_topup_06_04_direct_normal_pure_rect_dense_weave_g6_v07.asset.meta,ok,ok
163,??,1,shape_ocean,Shape,Novelty,101,32,42,275,0.977,14,shape_final_with_supplement,r2_outer_strong_005_r2_006_a401_procmask_66_onion_maskproceduralvertical_32x42-mainoceanpufferfishtall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_66_onion_maskproceduralvertical_32x42-mainoceanpufferfishtall_20260611_111229.asset,Levels/163_shape_ocean_r2_outer_strong_005_r2_006_a401_procmask_66_onion_maskproceduralvertical_32x42-mainoceanpufferfi.asset,Levels/163_shape_ocean_r2_outer_strong_005_r2_006_a401_procmask_66_onion_maskproceduralvertical_32x42-mainoceanpufferfi.asset.meta,rel:Novelty:ShapeVisual:Shape:Ocean:sea-creature:creature:main,Normal
164,??,2,lock,Pressure,Hard,114,23,38,156.9,0.985,17,direct_normal_topup_candidates,direct_normal_topup_18_direct_normal_topup_rect_lock_buckle_g8_v03,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_18_direct_normal_topup_rect_lock_buckle_g8_v03.asset,Levels/164_lock_direct_normal_topup_18_direct_normal_topup_rect_lock_buckle_g8_v03.asset,Levels/164_lock_direct_normal_topup_18_direct_normal_topup_rect_lock_buckle_g8_v03.asset.meta,ok,ok
165,??,1,maze,Recovery,Recovery,77,19,31,184.1,0.986,15,direct_pure_topup_slice05_candidates,direct_pure_topup_05_08_direct_normal_pure_rect_maze_long_chain_g9_v04,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice05/direct_pure_topup_05_08_direct_normal_pure_rect_maze_long_chain_g9_v04.asset,Levels/165_maze_direct_pure_topup_05_08_direct_normal_pure_rect_maze_long_chain_g9_v04.asset,Levels/165_maze_direct_pure_topup_05_08_direct_normal_pure_rect_maze_long_chain_g9_v04.asset.meta,ok,ok
166,??,1,section,Normal,Normal,119,20,38,139.4,0.980,22,direct_polish_clean_candidates,direct_polish_clean_19_direct_polish_normal_rect_section_unlock_g2_v03,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishCleanCandidates/direct_polish_clean_19_direct_polish_normal_rect_section_unlock_g2_v03.asset,Levels/166_section_direct_polish_clean_19_direct_polish_normal_rect_section_unlock_g2_v03.asset,Levels/166_section_direct_polish_clean_19_direct_polish_normal_rect_section_unlock_g2_v03.asset.meta,ok,ok
167,hole,1,hole_rescue,HoleRescue,Mechanic,53,26,22,247,0.974,14,hole_combined_20260613,hole_topup_043_topup_wide_26x22_maze,Assets/ArrowMagic/SOData/Levels/HoleProcedural/TopupCandidates/hole_topup_043_topup_wide_26x22_maze.asset,Levels/167_hole_rescue_hole_topup_043_topup_wide_26x22_maze.asset,Levels/167_hole_rescue_hole_topup_043_topup_wide_26x22_maze.asset.meta,hole10_v4:MazeLongChain:keep,hole10_v4_keep
168,??,1,shape_object,Shape,Novelty,100,28,42,285,0.986,14,shape_final_with_supplement,r2_outer_strong_005_r2_006_a401_procmask_102_onion_maskproceduralvertical_28x42-maindistinctboottall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_102_onion_maskproceduralvertical_28x42-maindistinctboottall_20260611_111510.asset,Levels/168_shape_object_r2_outer_strong_005_r2_006_a401_procmask_102_onion_maskproceduralvertical_28x42-maindistinctboot.asset,Levels/168_shape_object_r2_outer_strong_005_r2_006_a401_procmask_102_onion_maskproceduralvertical_28x42-maindistinctboot.asset.meta,rel:Novelty:ShapeVisual:Shape:Object:tools-items:object:main,Normal
169,??,2,lock,Pressure,Hard,115,23,40,150.0,0.985,16,direct_normal_candidates,direct_normal_31_direct_normal_rect_outer_shell_g3_v04,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_31_direct_normal_rect_outer_shell_g3_v04.asset,Levels/169_lock_direct_normal_31_direct_normal_rect_outer_shell_g3_v04.asset,Levels/169_lock_direct_normal_31_direct_normal_rect_outer_shell_g3_v04.asset.meta,ok,ok
170,??,1,section,Recovery,Recovery,104,22,37,141.4,0.978,22,direct_normal_topup_candidates,direct_normal_topup_71_direct_normal_topup_rect_quasi_symmetry_g8_v09,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_71_direct_normal_topup_rect_quasi_symmetry_g8_v09.asset,Levels/170_section_direct_normal_topup_71_direct_normal_topup_rect_quasi_symmetry_g8_v09.asset,Levels/170_section_direct_normal_topup_71_direct_normal_topup_rect_quasi_symmetry_g8_v09.asset.meta,ok,ok
171,??,1,dense,Recovery,Recovery,108,22,38,146.4,0.974,21,direct_normal_topup_candidates,direct_normal_topup_03_direct_normal_topup_rect_dense_weave_g6_v01,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_03_direct_normal_topup_rect_dense_weave_g6_v01.asset,Levels/171_dense_direct_normal_topup_03_direct_normal_topup_rect_dense_weave_g6_v01.asset,Levels/171_dense_direct_normal_topup_03_direct_normal_topup_rect_dense_weave_g6_v01.asset.meta,ok,ok
172,??,2,section,Pressure,Hard,106,23,34,152.4,0.987,18,direct_normal_topup_candidates,direct_normal_topup_22_direct_normal_topup_rect_stair_push_g8_v03,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_22_direct_normal_topup_rect_stair_push_g8_v03.asset,Levels/172_section_direct_normal_topup_22_direct_normal_topup_rect_stair_push_g8_v03.asset,Levels/172_section_direct_normal_topup_22_direct_normal_topup_rect_stair_push_g8_v03.asset.meta,ok,ok
173,??,1,shape_magic,Shape,Novelty,104,28,40,285,0.672,15,shape_final_with_supplement,r2_outer_strong_005_r2_006_a401_procmask_08_onion_maskproceduralvertical_28x40-maincandletall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_08_onion_maskproceduralvertical_28x40-maincandletall_20260611_110439.asset,Levels/173_shape_magic_r2_outer_strong_005_r2_006_a401_procmask_08_onion_maskproceduralvertical_28x40-maincandletall.asset,Levels/173_shape_magic_r2_outer_strong_005_r2_006_a401_procmask_08_onion_maskproceduralvertical_28x40-maincandletall.asset.meta,NoRisk|yellow_replacement:GrindyLowClear,Normal
174,??,1,maze,Recovery,Recovery,95,19,36,163.1,0.985,18,direct_pure_topup_slice06_candidates,direct_pure_topup_06_24_direct_normal_pure_rect_maze_long_chain_g8_v09,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice06/direct_pure_topup_06_24_direct_normal_pure_rect_maze_long_chain_g8_v09.asset,Levels/174_maze_direct_pure_topup_06_24_direct_normal_pure_rect_maze_long_chain_g8_v09.asset,Levels/174_maze_direct_pure_topup_06_24_direct_normal_pure_rect_maze_long_chain_g8_v09.asset.meta,ok,ok
175,??,1,section,Normal,Normal,92,20,33,178.4,0.983,15,direct_pure_normal_extra_slice01_candidates,direct_pure_normal_extra_01_09_direct_normal_pure_extra_rect_section_unlock_g16_v02,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/NormalExtraSlice01/direct_pure_normal_extra_01_09_direct_normal_pure_extra_rect_section_unlock_g16_v02.asset,Levels/175_section_direct_pure_normal_extra_01_09_direct_normal_pure_extra_rect_section_unlock_g16_v02.asset,Levels/175_section_direct_pure_normal_extra_01_09_direct_normal_pure_extra_rect_section_unlock_g16_v02.asset.meta,ok,ok
176,??,2,lock,Pressure,Hard,112,23,37,156.3,0.981,17,direct_normal_candidates,direct_normal_16_direct_normal_rect_core_burst_g1_v02,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_16_direct_normal_rect_core_burst_g1_v02.asset,Levels/176_lock_direct_normal_16_direct_normal_rect_core_burst_g1_v02.asset,Levels/176_lock_direct_normal_16_direct_normal_rect_core_burst_g1_v02.asset.meta,ok,ok
177,hole,1,hole_rescue,HoleRescue,Mechanic,52,28,22,246,0.972,9,hole_combined_20260613,hole_candidate_074_wide_28x22_dense,Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_074_wide_28x22_dense.asset,Levels/177_hole_rescue_hole_candidate_074_wide_28x22_dense.asset,Levels/177_hole_rescue_hole_candidate_074_wide_28x22_dense.asset.meta,hole10_v4:DenseWeave:keep,hole10_v4_keep
178,??,1,shape_art,Shape,Novelty,104,30,42,284,0.985,15,shape_final_with_supplement,r2_outer_strong_005_r2_006_a401_procmask_27_onion_maskproceduralvertical_30x42-mainpainterbusttall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_27_onion_maskproceduralvertical_30x42-mainpainterbusttall_20260611_110536.asset,Levels/178_shape_art_r2_outer_strong_005_r2_006_a401_procmask_27_onion_maskproceduralvertical_30x42-mainpainterbustta.asset,Levels/178_shape_art_r2_outer_strong_005_r2_006_a401_procmask_27_onion_maskproceduralvertical_30x42-mainpainterbustta.asset.meta,rel:Novelty:ShapeVisual:Shape:Art:studio:character:main,Normal
179,??,3,lock,Peak,VeryHard,115,22,39,159.6,0.981,16,direct_normal_topup_candidates,direct_normal_topup_26_direct_normal_topup_rect_lock_buckle_g9_v04,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_26_direct_normal_topup_rect_lock_buckle_g9_v04.asset,Levels/179_lock_direct_normal_topup_26_direct_normal_topup_rect_lock_buckle_g9_v04.asset,Levels/179_lock_direct_normal_topup_26_direct_normal_topup_rect_lock_buckle_g9_v04.asset.meta,ok,ok
180,??,1,sweep,Recovery,Recovery,108,21,38,151.5,0.980,20,direct_normal_topup_candidates,direct_normal_topup_56_direct_normal_topup_rect_sweep_g6_v07,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_56_direct_normal_topup_rect_sweep_g6_v07.asset,Levels/180_sweep_direct_normal_topup_56_direct_normal_topup_rect_sweep_g6_v07.asset,Levels/180_sweep_direct_normal_topup_56_direct_normal_topup_rect_sweep_g6_v07.asset.meta,ok,ok
181,??,1,maze,Recovery,Recovery,106,22,36,144.7,0.982,20,direct_normal_candidates,direct_normal_90_direct_normal_rect_maze_long_chain_g2_v09,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_90_direct_normal_rect_maze_long_chain_g2_v09.asset,Levels/181_maze_direct_normal_90_direct_normal_rect_maze_long_chain_g2_v09.asset,Levels/181_maze_direct_normal_90_direct_normal_rect_maze_long_chain_g2_v09.asset.meta,ok,ok
182,??,1,lock,Normal,Normal,88,18,38,143.5,0.981,15,direct_pure_topup_slice04_candidates,direct_pure_topup_04_06_direct_normal_pure_rect_core_burst_g6_v01,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice04/direct_pure_topup_04_06_direct_normal_pure_rect_core_burst_g6_v01.asset,Levels/182_lock_direct_pure_topup_04_06_direct_normal_pure_rect_core_burst_g6_v01.asset,Levels/182_lock_direct_pure_topup_04_06_direct_normal_pure_rect_core_burst_g6_v01.asset.meta,ok,ok
183,??,1,shape_ocean,Shape,Novelty,104,28,42,287,0.615,15,shape_final_with_supplement,r2_outer_strong_005_r2_006_a401_procmask_60_onion_maskproceduralvertical_28x42-mainoceanshelltall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_60_onion_maskproceduralvertical_28x42-mainoceanshelltall_20260611_111207.asset,Levels/183_shape_ocean_r2_outer_strong_005_r2_006_a401_procmask_60_onion_maskproceduralvertical_28x42-mainoceanshelltal.asset,Levels/183_shape_ocean_r2_outer_strong_005_r2_006_a401_procmask_60_onion_maskproceduralvertical_28x42-mainoceanshelltal.asset.meta,NoRisk|yellow_replacement:StartFakeWide,Normal
184,hole,1,hole_rescue,HoleRescue,Mechanic,55,24,28,248,0.972,8,hole_combined_20260613,hole_topup_024_topup_std_24x28_dual,Assets/ArrowMagic/SOData/Levels/HoleProcedural/TopupCandidates/hole_topup_024_topup_std_24x28_dual.asset,Levels/184_hole_rescue_hole_topup_024_topup_std_24x28_dual.asset,Levels/184_hole_rescue_hole_topup_024_topup_std_24x28_dual.asset.meta,hole10_v4:DualZone:keep,hole10_v4_keep
185,??,2,section,Pressure,Hard,103,21,37,165.4,0.983,18,direct_normal_candidates,direct_normal_158_direct_normal_rect_stair_push_g3_v16,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_158_direct_normal_rect_stair_push_g3_v16.asset,Levels/185_section_direct_normal_158_direct_normal_rect_stair_push_g3_v16.asset,Levels/185_section_direct_normal_158_direct_normal_rect_stair_push_g3_v16.asset.meta,ok,ok
186,??,1,sweep,Recovery,Recovery,104,21,36,152.6,0.991,18,direct_normal_candidates,direct_normal_55_direct_normal_rect_sweep_g5_v06,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_55_direct_normal_rect_sweep_g5_v06.asset,Levels/186_sweep_direct_normal_55_direct_normal_rect_sweep_g5_v06.asset,Levels/186_sweep_direct_normal_55_direct_normal_rect_sweep_g5_v06.asset.meta,ok,ok
187,??,1,shape_landmark,Shape,Novelty,105,30,44,287,0.567,15,shape_final_with_supplement,r2_outer_strong_005_r2_006_a401_procmask_33_onion_maskproceduralvertical_30x44-mainclocktowertall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_33_onion_maskproceduralvertical_30x44-mainclocktowertall_20260611_110755.asset,Levels/187_shape_landmark_r2_outer_strong_005_r2_006_a401_procmask_33_onion_maskproceduralvertical_30x44-mainclocktowertal.asset,Levels/187_shape_landmark_r2_outer_strong_005_r2_006_a401_procmask_33_onion_maskproceduralvertical_30x44-mainclocktowertal.asset.meta,NoRisk|yellow_replacement:GrindyLowClear,Normal
188,??,1,section,Normal,Normal,106,21,38,153.2,0.982,20,direct_normal_topup_candidates,direct_normal_topup_61_direct_normal_topup_rect_dual_zone_g7_v08,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_61_direct_normal_topup_rect_dual_zone_g7_v08.asset,Levels/188_section_direct_normal_topup_61_direct_normal_topup_rect_dual_zone_g7_v08.asset,Levels/188_section_direct_normal_topup_61_direct_normal_topup_rect_dual_zone_g7_v08.asset.meta,ok,ok
189,??,2,lock,Pressure,Hard,112,23,38,169.2,0.984,14,direct_normal_candidates,direct_normal_56_direct_normal_rect_core_burst_g5_v06,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_56_direct_normal_rect_core_burst_g5_v06.asset,Levels/189_lock_direct_normal_56_direct_normal_rect_core_burst_g5_v06.asset,Levels/189_lock_direct_normal_56_direct_normal_rect_core_burst_g5_v06.asset.meta,ok,ok
190,??,1,section,Normal,Normal,112,20,36,147.2,0.974,20,direct_polish_clean_candidates,direct_polish_clean_01_direct_polish_normal_rect_section_unlock_g0_v01,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishCleanCandidates/direct_polish_clean_01_direct_polish_normal_rect_section_unlock_g0_v01.asset,Levels/190_section_direct_polish_clean_01_direct_polish_normal_rect_section_unlock_g0_v01.asset,Levels/190_section_direct_polish_clean_01_direct_polish_normal_rect_section_unlock_g0_v01.asset.meta,ok,ok
191,??,1,lock,Normal,Normal,95,21,33,163.6,0.991,20,direct_pure_normal_extra_slice02_candidates,direct_pure_normal_extra_02_18_direct_normal_pure_extra_rect_lock_buckle_g20_v06,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/NormalExtraSlice02/direct_pure_normal_extra_02_18_direct_normal_pure_extra_rect_lock_buckle_g20_v06.asset,Levels/191_lock_direct_pure_normal_extra_02_18_direct_normal_pure_extra_rect_lock_buckle_g20_v06.asset,Levels/191_lock_direct_pure_normal_extra_02_18_direct_normal_pure_extra_rect_lock_buckle_g20_v06.asset.meta,ok,ok
192,hole,1,hole_rescue,HoleRescue,Mechanic,54,20,30,248,0.968,13,hole_combined_20260613,hole_candidate_063_tall_20x30_lock,Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_063_tall_20x30_lock.asset,Levels/192_hole_rescue_hole_candidate_063_tall_20x30_lock.asset,Levels/192_hole_rescue_hole_candidate_063_tall_20x30_lock.asset.meta,hole10_v4:LockBuckle:keep,hole10_v4_keep
193,??,1,shape_ocean,Shape,Novelty,102,30,40,289,0.574,14,shape_final_with_supplement,r2_outer_strong_005_r2_006_a401_procmask_61_onion_maskproceduralvertical_30x40-mainoceanstarfishtall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_61_onion_maskproceduralvertical_30x40-mainoceanstarfishtall_20260611_111208.asset,Levels/193_shape_ocean_r2_outer_strong_005_r2_006_a401_procmask_61_onion_maskproceduralvertical_30x40-mainoceanstarfish.asset,Levels/193_shape_ocean_r2_outer_strong_005_r2_006_a401_procmask_61_onion_maskproceduralvertical_30x40-mainoceanstarfish.asset.meta,NoRisk|yellow_replacement:GrindyLowClear,Normal
194,??,1,dense,Normal,Normal,87,18,37,174.9,0.991,16,direct_pure_normal_extra_slice01_candidates,direct_pure_normal_extra_01_11_direct_normal_pure_extra_rect_dense_weave_g16_v02,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/NormalExtraSlice01/direct_pure_normal_extra_01_11_direct_normal_pure_extra_rect_dense_weave_g16_v02.asset,Levels/194_dense_direct_pure_normal_extra_01_11_direct_normal_pure_extra_rect_dense_weave_g16_v02.asset,Levels/194_dense_direct_pure_normal_extra_01_11_direct_normal_pure_extra_rect_dense_weave_g16_v02.asset.meta,ok,ok
