"order","section10","mainMissionId","levelName","category","difficultyNameZh","experienceRole","roleInSection","finalStatus","finalLevelId","finalAssetPath","originalLevelId","originalAssetPath","replacementSourceKind","productionLane","productionChainLanguage","productionDifficultyBand","targetWidth","targetHeight","plannedWidth","plannedHeight","sourceCoverage","maxChoices","localPatchSolveRunMax","nearOuterPatchSolveRunMax","solveTraceQualityScore","solveTraceCollapseRiskScore","solveSameAxisRunMax","solveSameDirHeadRunMax"
"178","18","278","Main/Level_Main_178","shape","普通/恢复","Shape","","OriginalNonTarget","r2_outer_strong_005_r2_006_a401_maskonlyb01_11_main_shell","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L178_r2_outer_strong_005_r2_006_a401_maskonlyb01_11_mai.asset","r2_outer_strong_005_r2_006_a401_maskonlyb01_11_main_shell","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L178_r2_outer_strong_005_r2_006_a401_maskonlyb01_11_mai.asset","","","","","38","34","","","","","","","","","",""
"179","18","279","Main/Level_Main_179","normal","特别困难","Peak","Peak","ReplacedStrict0910","c5nep_w10smp_24_nutation_strict_mixed_peak_v1_rect_s18_o179_v03_strictmixedpeak_mixed_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w10smp/c5nep_w10smp_24_nutation_strict_mixed_peak_v1_rect_s18_o179_v03_strictmixedpeak_mixed_chain.asset","direct_normal_topup_26_direct_normal_topup_rect_lock_buckle_g9_v04","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L179_direct_normal_topup_26_direct_normal_topup_rect_lo.asset","strict152","PeelHard","rail_chain","Peak","22","39","24","32","0.982","9","7","4","0.879","0.209","7","6"
"180","18","280","Main/Level_Main_180","normal","普通/恢复","Recovery","","OriginalNonTarget","direct_normal_topup_56_direct_normal_topup_rect_sweep_g6_v07","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L180_direct_normal_topup_56_direct_normal_topup_rect_sw.asset","direct_normal_topup_56_direct_normal_topup_rect_sweep_g6_v07","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L180_direct_normal_topup_56_direct_normal_topup_rect_sw.asset","","","","","21","38","","","","","","","","","",""
"181","19","281","Main/Level_Main_181","normal","普通/恢复","Recovery","","OriginalNonTarget","direct_normal_90_direct_normal_rect_maze_long_chain_g2_v09","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L181_direct_normal_90_direct_normal_rect_maze_long_chai.asset","direct_normal_90_direct_normal_rect_maze_long_chain_g2_v09","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L181_direct_normal_90_direct_normal_rect_maze_long_chai.asset","","","","","22","36","","","","","","","","","",""
"182","19","282","Main/Level_Main_182","normal","普通/恢复","Normal","NormalA_FlowOrNeutral","ReplacedStrict0910","c5hole_lowchoice_v1_h04r_43_nutation_strict_mixed_localbreak_v1_rect_s19_o182_v00_strictmixedlocalbreak_local_break_chain_hf1","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h04r/c5hole_lowchoice_v1_h04r_43_nutation_strict_mixed_localbreak_v1_rect_s19_o182_v00_strictmixedlocalbreak_local_break_chain_hf1.asset","direct_pure_topup_04_06_direct_normal_pure_rect_core_burst_g6_v01","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L182_direct_pure_topup_04_06_direct_normal_pure_rect_co.asset","lowchoice","","","","18","38","20","27","0.98","8","3","2","0.92","0.15","6","6"
"183","19","283","Main/Level_Main_183","shape","普通/恢复","Shape","","OriginalNonTarget","r2_outer_strong_005_r2_006_a401_maskonlyb04_04_main_airplane","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L183_r2_outer_strong_005_r2_006_a401_maskonlyb04_04_mai.asset","r2_outer_strong_005_r2_006_a401_maskonlyb04_04_main_airplane","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L183_r2_outer_strong_005_r2_006_a401_maskonlyb04_04_mai.asset","","","","","42","42","","","","","","","","","",""
"184","19","284","Main/Level_Main_184_hole","hole","普通/恢复","HoleRescue","","OriginalNonTarget","hole_topup_024_topup_std_24x28_dual","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L184_hole_topup_024_topup_std_24x28_dual.asset","hole_topup_024_topup_std_24x28_dual","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L184_hole_topup_024_topup_std_24x28_dual.asset","","","","","24","28","","","","","","","","","",""
"185","19","285","Main/Level_Main_185","normal","困难","Pressure","Hard","ReplacedStrict0910","campaign500_normal_full_v1_s14_s26_67_nutation_peel_v2_rect_s19_o185_v00_peelmid_curve_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s14_s26/campaign500_normal_full_v1_s14_s26_67_nutation_peel_v2_rect_s19_o185_v00_peelmid_curve_chain.asset","direct_normal_158_direct_normal_rect_stair_push_g3_v16","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L185_direct_normal_158_direct_normal_rect_stair_push_g3.asset","strict152","PeelMid","curve_chain","Hard","21","37","23","31","0.972","10","5","5","0.763","0.195","5","4"
"186","19","286","Main/Level_Main_186","normal","普通/恢复","Recovery","NormalB_NeutralOrPeelLight","ReplacedStrict0910","campaign500_normal_full_v1_s14_s26_64_nutation_mixed_neutral_v1_rect_s19_o186_v00_neutralmixed_mixed_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s14_s26/campaign500_normal_full_v1_s14_s26_64_nutation_mixed_neutral_v1_rect_s19_o186_v00_neutralmixed_mixed_chain.asset","direct_normal_55_direct_normal_rect_sweep_g5_v06","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L186_direct_normal_55_direct_normal_rect_sweep_g5_v06.asset","strict152","NeutralMixed","mixed_chain","NormalNeutral","21","36","22","30","0.986","9","5","5","0.824","0.2","6","6"
"187","19","287","Main/Level_Main_187","shape","普通/恢复","Shape","","OriginalNonTarget","r2_outer_strong_005_r2_006_a401_maskonlyb04_03_main_waterdrop","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L187_r2_outer_strong_005_r2_006_a401_maskonlyb04_03_mai.asset","r2_outer_strong_005_r2_006_a401_maskonlyb04_03_main_waterdrop","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L187_r2_outer_strong_005_r2_006_a401_maskonlyb04_03_mai.asset","","","","","30","42","","","","","","","","","",""
"188","19","288","Main/Level_Main_188","normal","普通/恢复","Normal","","OriginalNonTarget","direct_normal_topup_61_direct_normal_topup_rect_dual_zone_g7_v08","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L188_direct_normal_topup_61_direct_normal_topup_rect_du.asset","direct_normal_topup_61_direct_normal_topup_rect_dual_zone_g7_v08","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L188_direct_normal_topup_61_direct_normal_topup_rect_du.asset","","","","","21","38","","","","","","","","","",""
"189","19","289","Main/Level_Main_189","normal","特别困难","Pressure","Peak","ReplacedStrict0910","c5nep_w11c_08_nutation_strict_mixed_hard_v1_rect_s19_o189_v02_strictmixedhard_mixed_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w11c/c5nep_w11c_08_nutation_strict_mixed_hard_v1_rect_s19_o189_v02_strictmixedhard_mixed_chain.asset","direct_normal_56_direct_normal_rect_core_burst_g5_v06","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L189_direct_normal_56_direct_normal_rect_core_burst_g5_.asset","strict152","PeelHard","rail_chain","Peak","23","38","24","32","0.987","8","5","4","0.796","0.311","7","7"
"190","19","290","Main/Level_Main_190","normal","普通/恢复","Normal","","OriginalNonTarget","direct_normal_topup_54_direct_normal_topup_rect_stair_push_g6_v07","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L190_direct_normal_topup_54_direct_normal_topup_rect_st.asset","direct_normal_topup_54_direct_normal_topup_rect_stair_push_g6_v07","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L190_direct_normal_topup_54_direct_normal_topup_rect_st.asset","","","","","23","39","","","","","","","","","",""
"191","20","291","Main/Level_Main_191","normal","普通/恢复","Normal","","OriginalNonTarget","direct_pure_normal_extra_02_18_direct_normal_pure_extra_rect_lock_buckle_g20_v06","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L191_direct_pure_normal_extra_02_18_direct_normal_pure_.asset","direct_pure_normal_extra_02_18_direct_normal_pure_extra_rect_lock_buckle_g20_v06","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L191_direct_pure_normal_extra_02_18_direct_normal_pure_.asset","","","","","21","33","","","","","","","","","",""
"192","20","292","Main/Level_Main_192_hole","hole","普通/恢复","HoleRescue","","OriginalNonTarget","hole_topup_035_topup_std_28x28_dense","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L192_hole_topup_035_topup_std_28x28_dense.asset","hole_topup_035_topup_std_28x28_dense","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L192_hole_topup_035_topup_std_28x28_dense.asset","","","","","28","28","","","","","","","","","",""
"193","20","293","Main/Level_Main_193","shape","普通/恢复","Shape","","OriginalNonTarget","r2_outer_strong_005_r2_006_a401_maskonlyb07_08_large_robothead","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L193_r2_outer_strong_005_r2_006_a401_maskonlyb07_08_lar.asset","r2_outer_strong_005_r2_006_a401_maskonlyb07_08_large_robothead","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L193_r2_outer_strong_005_r2_006_a401_maskonlyb07_08_lar.asset","","","","","44","40","","","","","","","","","",""
"194","20","294","Main/Level_Main_194","normal","普通/恢复","Normal","NormalB_NeutralOrPeelLight","ReplacedStrict0910","campaign500_normal_full_v1_s14_s26_78_nutation_mixed_neutral_v1_rect_s20_o194_v02_neutralmixed_mixed_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s14_s26/campaign500_normal_full_v1_s14_s26_78_nutation_mixed_neutral_v1_rect_s20_o194_v02_neutralmixed_mixed_chain.asset","direct_pure_normal_extra_01_11_direct_normal_pure_extra_rect_dense_weave_g16_v02","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L194_direct_pure_normal_extra_01_11_direct_normal_pure_.asset","strict152","NeutralMixed","mixed_chain","NormalNeutral","18","37","22","30","0.982","9","7","5","0.86","0.21","7","6"
"195","20","295","Main/Level_Main_195","normal","普通/恢复","Recovery","","OriginalNonTarget","direct_normal_topup_08_direct_normal_topup_rect_sweep_g6_v01","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L195_direct_normal_topup_08_direct_normal_topup_rect_sw.asset","direct_normal_topup_08_direct_normal_topup_rect_sweep_g6_v01","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L195_direct_normal_topup_08_direct_normal_topup_rect_sw.asset","","","","","23","37","","","","","","","","","",""
"196","20","296","Main/Level_Main_196","normal","极难","Peak","Peak","ReplacedStrict0910","c5hole_lowchoice_v1_h05r_05_nutation_strict_mixed_choiceclamp_v1_rect_s20_o196_v04_strictmixedchoiceclamp_choice_clamp_chain_hf1","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h05r/c5hole_lowchoice_v1_h05r_05_nutation_strict_mixed_choiceclamp_v1_rect_s20_o196_v04_strictmixedchoiceclamp_choice_clamp_chain_hf1.asset","direct_polish_clean_13_direct_polish_normal_rect_core_burst_g1_v02","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L196_direct_polish_clean_13_direct_polish_normal_rect_c.asset","lowchoice","","","","21","40","24","32","0.982","11","7","3","0.842","0.22","7","7"
"197","20","297","Main/Level_Main_197","normal","普通/恢复","Normal","NormalA_FlowOrNeutral","ReplacedStrict0910","campaign500_normal_full_v1_s14_s26_74_nutation_flow_rail_v1_rect_s20_o197_v01_flowrail_rail_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s14_s26/campaign500_normal_full_v1_s14_s26_74_nutation_flow_rail_v1_rect_s20_o197_v01_flowrail_rail_chain.asset","direct_pure_topup_05_24_direct_normal_pure_rect_maze_long_chain_g11_v06","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L197_direct_pure_topup_05_24_direct_normal_pure_rect_ma.asset","strict152","FlowRail","rail_chain","NormalFlow","20","33","20","27","0.987","10","6","3","0.913","0.111","6","5"
"198","20","298","Main/Level_Main_198","shape","普通/恢复","Shape","","OriginalNonTarget","r2_outer_strong_005_r2_006_a401_maskonlyb05_09_main_headphones","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L198_r2_outer_strong_005_r2_006_a401_maskonlyb05_09_mai.asset","r2_outer_strong_005_r2_006_a401_maskonlyb05_09_main_headphones","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L198_r2_outer_strong_005_r2_006_a401_maskonlyb05_09_mai.asset","","","","","40","38","","","","","","","","","",""
"199","20","299","Main/Level_Main_199","normal","普通/恢复","Recovery","Hard","ReplacedStrict0910","c5nep_w10smh_12_nutation_strict_mixed_hard_v1_rect_s20_o199_v03_strictmixedhard_mixed_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w10smh/c5nep_w10smh_12_nutation_strict_mixed_hard_v1_rect_s20_o199_v03_strictmixedhard_mixed_chain.asset","direct_normal_42_direct_normal_rect_section_unlock_g4_v05","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L199_direct_normal_42_direct_normal_rect_section_unlock.asset","strict152","PeelMid","curve_chain","Hard","22","38","23","31","0.989","10","5","3","0.88","0.191","6","6"
"200","20","300","Main/Level_Main_200","normal","普通/恢复","Normal","","OriginalNonTarget","direct_normal_topup_06_direct_normal_topup_rect_stair_push_g6_v01","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L200_direct_normal_topup_06_direct_normal_topup_rect_st.asset","direct_normal_topup_06_direct_normal_topup_rect_stair_push_g6_v01","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L200_direct_normal_topup_06_direct_normal_topup_rect_st.asset","","","","","21","38","","","","","","","","","",""
"201","21","301","Main/Level_Main_201_hole","hole","普通/恢复","HoleRescue","","OriginalNonTarget","hole_candidate_037_std_26x24_section","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L201_hole_candidate_037_std_26x24_section.asset","hole_candidate_037_std_26x24_section","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L201_hole_candidate_037_std_26x24_section.asset","","","","","26","24","","","","","","","","","",""
"202","21","302","Main/Level_Main_202","normal","普通/恢复","Normal","NormalA_FlowOrNeutral","ReplacedStrict0910","campaign500_normal_early_plus_v1_topup_fastlane1_25_nutation_flow_rail_v1_rect_s21_o202_v00_flowrail_patch_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/fastlane1/campaign500_normal_early_plus_v1_topup_fastlane1_25_nutation_flow_rail_v1_rect_s21_o202_v00_flowrail_patch_chain.asset","direct_pure_topup_06_09_direct_normal_pure_rect_outer_shell_g7_v08","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L202_direct_pure_topup_06_09_direct_normal_pure_rect_ou.asset","strict152","FlowPatch","patch_chain","NormalFlow","19","38","20","27","0.991","9","9","4","0.912","0.159","6","6"
"203","21","303","Main/Level_Main_203","shape","普通/恢复","Shape","","OriginalNonTarget","r2_outer_strong_005_r2_006_a401_maskonlyb05_10_large_microphone","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L203_r2_outer_strong_005_r2_006_a401_maskonlyb05_10_lar.asset","r2_outer_strong_005_r2_006_a401_maskonlyb05_10_large_microphone","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L203_r2_outer_strong_005_r2_006_a401_maskonlyb05_10_lar.asset","","","","","34","49","","","","","","","","","",""
"204","21","304","Main/Level_Main_204","normal","困难","Pressure","","OriginalNonTarget","direct_normal_67_direct_normal_rect_dual_zone_g0_v07","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L204_direct_normal_67_direct_normal_rect_dual_zone_g0_v.asset","direct_normal_67_direct_normal_rect_dual_zone_g0_v07","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L204_direct_normal_67_direct_normal_rect_dual_zone_g0_v.asset","","","","","22","36","","","","","","","","","",""
"205","21","305","Main/Level_Main_205","normal","普通/恢复","Recovery","","OriginalNonTarget","direct_normal_topup_24_direct_normal_topup_rect_sweep_g8_v03","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L205_direct_normal_topup_24_direct_normal_topup_rect_sw.asset","direct_normal_topup_24_direct_normal_topup_rect_sweep_g8_v03","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L205_direct_normal_topup_24_direct_normal_topup_rect_sw.asset","","","","","21","39","","","","","","","","","",""
"206","21","306","Main/Level_Main_206","normal","普通/恢复","Normal","NormalB_NeutralOrPeelLight","OriginalTargetMissingStrict","direct_normal_topup_04_direct_normal_topup_rect_core_burst_g6_v01","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L206_direct_normal_topup_04_direct_normal_topup_rect_co.asset","direct_normal_topup_04_direct_normal_topup_rect_core_burst_g6_v01","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L206_direct_normal_topup_04_direct_normal_topup_rect_co.asset","","NeutralMixed","mixed_chain","NormalNeutral","23","34","22","30","","","","","","","",""
"207","21","307","Main/Level_Main_207","shape","困难","Shape","","OriginalNonTarget","r2_outer_strong_005_r2_006_a401_maskonlyb09_04_main_magnetvarianta","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L207_r2_outer_strong_005_r2_006_a401_maskonlyb09_04_mai.asset","r2_outer_strong_005_r2_006_a401_maskonlyb09_04_main_magnetvarianta","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L207_r2_outer_strong_005_r2_006_a401_maskonlyb09_04_mai.asset","","","","","38","38","","","","","","","","","",""
"208","21","308","Main/Level_Main_208","normal","困难","Pressure","Hard","ReplacedStrict0910","c5nep_w12b_01_nutation_strict_mixed_hard_v1_rect_s21_o208_v00_strictmixedhard_mixed_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w12b/c5nep_w12b_01_nutation_strict_mixed_hard_v1_rect_s21_o208_v00_strictmixedhard_mixed_chain.asset","direct_normal_12_direct_normal_rect_section_unlock_g1_v02","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L208_direct_normal_12_direct_normal_rect_section_unlock.asset","strict152","PeelMid","rail_chain","Hard","23","39","23","31","0.98","9","8","5","0.883","0.136","4","4"
"209","21","309","Main/Level_Main_209","normal","极难","Peak","Peak","ReplacedStrict0910","c5nep_w13a_16_nutation_strict_mixed_axisbreak_v1_rect_s21_o209_v03_strictmixedaxisbreak_axis_break_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w13a/c5nep_w13a_16_nutation_strict_mixed_axisbreak_v1_rect_s21_o209_v03_strictmixedaxisbreak_axis_break_chain.asset","direct_diff120_144_direct_diff_veryhard_dag_unlock_zig_river_g0_v06","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L209_direct_diff120_144_direct_diff_veryhard_dag_unlock.asset","strict152","PressurePeak","mixed_chain","Peak","27","46","24","32","0.988","10","6","6","0.833","0.244","7","7"
"210","21","310","Main/Level_Main_210","normal","普通/恢复","Normal","","OriginalNonTarget","direct_normal_149_direct_normal_rect_quasi_symmetry_g2_v15","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L210_direct_normal_149_direct_normal_rect_quasi_symmetr.asset","direct_normal_149_direct_normal_rect_quasi_symmetry_g2_v15","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L210_direct_normal_149_direct_normal_rect_quasi_symmetr.asset","","","","","22","38","","","","","","","","","",""
"211","22","311","Main/Level_Main_211","normal","普通/恢复","Recovery","","OriginalNonTarget","direct_normal_135_direct_normal_rect_sweep_g1_v14","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L211_direct_normal_135_direct_normal_rect_sweep_g1_v14.asset","direct_normal_135_direct_normal_rect_sweep_g1_v14","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L211_direct_normal_135_direct_normal_rect_sweep_g1_v14.asset","","","","","21","39","","","","","","","","","",""
