order,assetPath,levelId,assetName,type,levelType,difficulty,stage,width,height,chains,arrowCells,validationStatus,validationFlags,shapeId
382,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice10/direct_pure_topup_10_14_direct_polish_hard_pure_rect_stair_push_g11_v09.asset,direct_pure_topup_10_14_direct_polish_hard_pure_rect_stair_push_g11_v09,direct_pure_topup_10_14_direct_polish_hard_pure_rect_stair_push_g11_v09,section,普通,1,351-400,22,44,150,945,Green,None,
383,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_57_onion_maskproceduralvertical_36x50-transitionsailboattall_20260611_111154.asset,r2_outer_strong_005_r2_006_a401_procmask_57_onion_maskproceduralvertical_36x50-transitionsailboattall,procmask_57_onion_maskproceduralvertical_36x50-transitionsailboattall_20260611_111154,shape_ocean,普通,3,351-400,36,50,142,944,Green,BottleneckHeavy,shape_transition_sailboat_tall
384,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishHardCandidates/direct_polish_hard_04_direct_polish_hard_rect_core_burst_g4_v01.asset,direct_polish_hard_04_direct_polish_hard_rect_core_burst_g4_v01,direct_polish_hard_04_direct_polish_hard_rect_core_burst_g4_v01,lock,普通,1,351-400,26,41,172,1051,Green,None,
385,Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_068_tall_28x30_dual.asset,hole_candidate_068_tall_28x30_dual,hole_candidate_068_tall_28x30_dual,hole_rescue,hole,1,351-400,28,30,72,746,Yellow,GrindyLowClear,
386,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_61_direct_normal_rect_outer_shell_g0_v07.asset,direct_normal_61_direct_normal_rect_outer_shell_g0_v07,direct_normal_61_direct_normal_rect_outer_shell_g0_v07,dense,普通,1,351-400,22,39,116,847,Green,None,
387,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_136_onion_maskproceduralvertical_38x52-transitioncarrier02tall_20260611_112008.asset,r2_outer_strong_005_r2_006_a401_procmask_136_onion_maskproceduralvertical_38x52-transitioncarrier02tall,procmask_136_onion_maskproceduralvertical_38x52-transitioncarrier02tall_20260611_112008,shape_vehicle,普通,1,351-400,38,52,152,1052,Green,None,shape_transition_carrier02_tall
388,Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_70_direct_advanced_extreme_rect_quasi_symmetry_g6_v03.asset,direct_advanced_70_direct_advanced_extreme_rect_quasi_symmetry_g6_v03,direct_advanced_70_direct_advanced_extreme_rect_quasi_symmetry_g6_v03,section,普通,4,351-400,32,59,305,1835,Yellow,BottleneckHeavy|GrindyLowClear,
389,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice07/direct_pure_topup_07_12_direct_polish_hard_pure_rect_lock_buckle_g10_v02.asset,direct_pure_topup_07_12_direct_polish_hard_pure_rect_lock_buckle_g10_v02,direct_pure_topup_07_12_direct_polish_hard_pure_rect_lock_buckle_g10_v02,lock,普通,3,351-400,25,45,181,1107,Green,None,
390,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice08/direct_pure_topup_08_11_direct_polish_hard_pure_rect_dual_zone_g12_v04.asset,direct_pure_topup_08_11_direct_polish_hard_pure_rect_dual_zone_g12_v04,direct_pure_topup_08_11_direct_polish_hard_pure_rect_dual_zone_g12_v04,section,普通,2,351-400,21,41,136,842,Green,None,
391,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishCleanCandidates/direct_polish_clean_08_direct_polish_normal_rect_sweep_g0_v01.asset,direct_polish_clean_08_direct_polish_normal_rect_sweep_g0_v01,direct_polish_clean_08_direct_polish_normal_rect_sweep_g0_v01,sweep,普通,1,351-400,23,39,137,878,Green,None,
392,Assets/ArrowMagic/SOData/Levels/HoleProcedural/HighChainCandidates/hole_highchain_extra_019_hc2_34x28_dual_b.asset,hole_highchain_extra_019_hc2_34x28_dual_b,hole_highchain_extra_019_hc2_34x28_dual_b,hole_rescue,hole,2,351-400,34,28,87,864,Green,None,
393,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_51_long_maskproceduralvertical_36x50-transitioncastlegatetall_20260611_111115.asset,r2_outer_strong_005_r2_006_a401_procmask_51_long_maskproceduralvertical_36x50-transitioncastlegatetall,procmask_51_long_maskproceduralvertical_36x50-transitioncastlegatetall_20260611_111115,shape_magic,普通,1,351-400,36,50,157,1304,Green,None,shape_transition_castle_gate_tall
394,Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_35_direct_advanced_veryhard_rect_core_burst_g0_v05.asset,direct_advanced_35_direct_advanced_veryhard_rect_core_burst_g0_v05,direct_advanced_35_direct_advanced_veryhard_rect_core_burst_g0_v05,lock,普通,3,351-400,27,50,214,1313,Yellow,GrindyLowClear,
395,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_94_direct_normal_rect_dense_weave_g3_v10.asset,direct_normal_94_direct_normal_rect_dense_weave_g3_v10,direct_normal_94_direct_normal_rect_dense_weave_g3_v10,dense,普通,1,351-400,23,40,118,907,Yellow,GrindyLowClear,
396,Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_16_direct_advanced_veryhard_rect_section_unlock_g1_v02.asset,direct_advanced_16_direct_advanced_veryhard_rect_section_unlock_g1_v02,direct_advanced_16_direct_advanced_veryhard_rect_section_unlock_g1_v02,section,普通,4,351-400,24,46,181,1089,Yellow,GrindyLowClear,
397,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_40_direct_normal_topup_rect_sweep_g10_v05.asset,direct_normal_topup_40_direct_normal_topup_rect_sweep_g10_v05,direct_normal_topup_40_direct_normal_topup_rect_sweep_g10_v05,sweep,普通,1,351-400,23,35,105,800,Green,None,
398,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_53_long_maskproceduralvertical_36x50-transitiondomepalacetall_20260611_111123.asset,r2_outer_strong_005_r2_006_a401_procmask_53_long_maskproceduralvertical_36x50-transitiondomepalacetall,procmask_53_long_maskproceduralvertical_36x50-transitiondomepalacetall_20260611_111123,shape_landmark,普通,3,351-400,36,50,163,1312,Green,BottleneckHeavy,shape_transition_dome_palace_tall
399,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice08/direct_pure_topup_08_01_direct_polish_hard_pure_rect_dual_zone_g11_v03.asset,direct_pure_topup_08_01_direct_polish_hard_pure_rect_dual_zone_g11_v03,direct_pure_topup_08_01_direct_polish_hard_pure_rect_dual_zone_g11_v03,section,普通,1,351-400,24,38,144,891,Green,None,
400,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice09/direct_pure_topup_09_18_direct_polish_hard_pure_rect_stair_push_g9_v07.asset,direct_pure_topup_09_18_direct_polish_hard_pure_rect_stair_push_g9_v07,direct_pure_topup_09_18_direct_polish_hard_pure_rect_stair_push_g9_v07,section,普通,1,351-400,23,38,143,856,Green,None,
401,Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_088_wide_32x26_section.asset,hole_candidate_088_wide_32x26_section,hole_candidate_088_wide_32x26_section,hole_rescue,hole,1,401-450,32,26,73,742,Green,None,
402,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishCleanCandidates/direct_polish_clean_03_direct_polish_normal_rect_dense_weave_g0_v01.asset,direct_polish_clean_03_direct_polish_normal_rect_dense_weave_g0_v01,direct_polish_clean_03_direct_polish_normal_rect_dense_weave_g0_v01,dense,普通,1,401-450,22,36,127,778,Green,None,
403,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_137_long_maskproceduralvertical_40x50-transitioncarrier03tall_20260611_112015.asset,r2_outer_strong_005_r2_006_a401_procmask_137_long_maskproceduralvertical_40x50-transitioncarrier03tall,procmask_137_long_maskproceduralvertical_40x50-transitioncarrier03tall_20260611_112015,shape_vehicle,普通,4,401-450,40,50,170,1284,Green,BottleneckHeavy,shape_transition_carrier03_tall
404,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice10/direct_pure_topup_10_20_direct_polish_hard_pure_rect_lock_buckle_g12_v10.asset,direct_pure_topup_10_20_direct_polish_hard_pure_rect_lock_buckle_g12_v10,direct_pure_topup_10_20_direct_polish_hard_pure_rect_lock_buckle_g12_v10,lock,普通,1,401-450,25,39,155,951,Green,None,
405,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice10/direct_pure_topup_10_17_direct_polish_hard_pure_rect_maze_long_chain_g11_v09.asset,direct_pure_topup_10_17_direct_polish_hard_pure_rect_maze_long_chain_g11_v09,direct_pure_topup_10_17_direct_polish_hard_pure_rect_maze_long_chain_g11_v09,maze,普通,1,401-450,25,43,170,1050,Green,None,
406,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice05/direct_pure_topup_05_17_direct_normal_pure_rect_outer_shell_g11_v06.asset,direct_pure_topup_05_17_direct_normal_pure_rect_outer_shell_g11_v06,direct_pure_topup_05_17_direct_normal_pure_rect_outer_shell_g11_v06,dense,普通,1,401-450,18,36,84,643,Green,None,
407,Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_11_direct_advanced_veryhard_rect_core_burst_g1_v02.asset,direct_advanced_11_direct_advanced_veryhard_rect_core_burst_g1_v02,direct_advanced_11_direct_advanced_veryhard_rect_core_burst_g1_v02,lock,普通,3,401-450,24,49,196,1154,Green,None,
408,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_114_onion_maskproceduralvertical_36x44-transitiondistinctbutterflytall_20260611_111757.asset,r2_outer_strong_005_r2_006_a401_procmask_114_onion_maskproceduralvertical_36x44-transitiondistinctbutterflytall,procmask_114_onion_maskproceduralvertical_36x44-transitiondistinctbutterflytall_20260611_111757,shape_nature,普通,3,401-450,36,44,167,1077,Green,None,shape_transition_distinct_butterfly_tall
409,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishHardCandidates/direct_polish_hard_01_direct_polish_hard_rect_section_unlock_g4_v01.asset,direct_polish_hard_01_direct_polish_hard_rect_section_unlock_g4_v01,direct_polish_hard_01_direct_polish_hard_rect_section_unlock_g4_v01,section,普通,2,401-450,23,40,145,900,Green,None,
410,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice10/direct_pure_topup_10_13_direct_polish_hard_pure_rect_dual_zone_g11_v09.asset,direct_pure_topup_10_13_direct_polish_hard_pure_rect_dual_zone_g11_v09,direct_pure_topup_10_13_direct_polish_hard_pure_rect_dual_zone_g11_v09,section,普通,1,401-450,21,42,139,870,Green,None,
411,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_145_direct_normal_rect_sweep_g2_v15.asset,direct_normal_145_direct_normal_rect_sweep_g2_v15,direct_normal_145_direct_normal_rect_sweep_g2_v15,sweep,普通,1,401-450,22,41,114,885,Green,None,
412,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice10/direct_pure_topup_10_24_direct_polish_hard_pure_rect_stair_push_g12_v10.asset,direct_pure_topup_10_24_direct_polish_hard_pure_rect_stair_push_g12_v10,direct_pure_topup_10_24_direct_polish_hard_pure_rect_stair_push_g12_v10,section,普通,1,401-450,24,40,157,943,Yellow,GrindyLowClear,
413,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_140_long_maskproceduralvertical_42x58-bigmegamonument05tall_20260611_112516.asset,r2_outer_strong_005_r2_006_a401_procmask_140_long_maskproceduralvertical_42x58-bigmegamonument05tall,procmask_140_long_maskproceduralvertical_42x58-bigmegamonument05tall_20260611_112516,shape_landmark,普通,2,401-450,42,58,179,1494,Green,BottleneckHeavy,shape_big_mega_monument05_tall
414,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_25_direct_normal_rect_sweep_g2_v03.asset,direct_normal_25_direct_normal_rect_sweep_g2_v03,direct_normal_25_direct_normal_rect_sweep_g2_v03,sweep,普通,1,401-450,22,37,107,804,Green,None,
415,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice08/direct_pure_topup_08_13_direct_polish_hard_pure_rect_quasi_symmetry_g12_v04.asset,direct_pure_topup_08_13_direct_polish_hard_pure_rect_quasi_symmetry_g12_v04,direct_pure_topup_08_13_direct_polish_hard_pure_rect_quasi_symmetry_g12_v04,section,普通,1,401-450,23,38,141,854,Green,None,
416,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice08/direct_pure_topup_08_18_direct_polish_hard_pure_rect_lock_buckle_g13_v05.asset,direct_pure_topup_08_18_direct_polish_hard_pure_rect_lock_buckle_g13_v05,direct_pure_topup_08_18_direct_polish_hard_pure_rect_lock_buckle_g13_v05,lock,普通,1,401-450,25,38,149,932,Green,None,
417,Assets/ArrowMagic/SOData/Levels/HoleProcedural/TopupCandidates/hole_topup_016_topup_tall_28x30_shell.asset,hole_topup_016_topup_tall_28x30_shell,hole_topup_016_topup_tall_28x30_shell,hole_rescue,hole,1,401-450,28,30,75,751,Green,None,
418,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_58_onion_maskproceduralvertical_40x56-biggiantrobottall_20260611_111158.asset,r2_outer_strong_005_r2_006_a401_procmask_58_onion_maskproceduralvertical_40x56-biggiantrobottall,procmask_58_onion_maskproceduralvertical_40x56-biggiantrobottall_20260611_111158,shape_space,普通,3,401-450,40,56,186,1353,Green,None,shape_big_giant_robot_tall
419,Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_40_direct_advanced_veryhard_rect_section_unlock_g0_v05.asset,direct_advanced_40_direct_advanced_veryhard_rect_section_unlock_g0_v05,direct_advanced_40_direct_advanced_veryhard_rect_section_unlock_g0_v05,section,普通,4,401-450,27,47,203,1250,Green,None,
420,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice10/direct_pure_topup_10_01_direct_polish_hard_pure_rect_dense_weave_g10_v08.asset,direct_pure_topup_10_01_direct_polish_hard_pure_rect_dense_weave_g10_v08,direct_pure_topup_10_01_direct_polish_hard_pure_rect_dense_weave_g10_v08,dense,普通,1,401-450,22,42,143,900,Green,None,
421,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishHardCandidates/direct_polish_hard_08_direct_polish_hard_rect_sweep_g4_v01.asset,direct_polish_hard_08_direct_polish_hard_rect_sweep_g4_v01,direct_polish_hard_08_direct_polish_hard_rect_sweep_g4_v01,sweep,普通,2,401-450,25,45,180,1100,Green,None,
422,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_14_direct_normal_rect_dense_weave_g1_v02.asset,direct_normal_14_direct_normal_rect_dense_weave_g1_v02,direct_normal_14_direct_normal_rect_dense_weave_g1_v02,dense,普通,1,401-450,23,38,113,860,Green,None,
423,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_144_onion_maskproceduralvertical_42x60-bigcarrier04tall_20260611_112535.asset,r2_outer_strong_005_r2_006_a401_procmask_144_onion_maskproceduralvertical_42x60-bigcarrier04tall,procmask_144_onion_maskproceduralvertical_42x60-bigcarrier04tall_20260611_112535,shape_vehicle,普通,3,401-450,42,60,186,1271,Green,None,shape_big_carrier04_tall
424,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishCleanCandidates/direct_polish_clean_18_direct_polish_normal_rect_maze_long_chain_g1_v02.asset,direct_polish_clean_18_direct_polish_normal_rect_maze_long_chain_g1_v02,direct_polish_clean_18_direct_polish_normal_rect_maze_long_chain_g1_v02,maze,普通,1,401-450,22,37,129,793,Green,None,
425,Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_33_direct_advanced_veryhard_rect_lock_buckle_g0_v05.asset,direct_advanced_33_direct_advanced_veryhard_rect_lock_buckle_g0_v05,direct_advanced_33_direct_advanced_veryhard_rect_lock_buckle_g0_v05,lock,普通,3,401-450,28,48,213,1320,Green,None,
426,Assets/ArrowMagic/SOData/Levels/HoleProcedural/TopupCandidates/hole_topup_050_topup_wide_30x26_dense.asset,hole_topup_050_topup_wide_30x26_dense,hole_topup_050_topup_wide_30x26_dense,hole_rescue,hole,1,401-450,30,26,77,688,Yellow,GrindyLowClear,
427,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_147_onion_maskproceduralvertical_42x60-biggrove02tall_20260611_112549.asset,r2_outer_strong_005_r2_006_a401_procmask_147_onion_maskproceduralvertical_42x60-biggrove02tall,procmask_147_onion_maskproceduralvertical_42x60-biggrove02tall_20260611_112549,shape_nature,普通,4,401-450,42,60,191,1358,Green,None,shape_big_grove02_tall
428,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice10/direct_pure_topup_10_03_direct_polish_hard_pure_rect_dual_zone_g10_v08.asset,direct_pure_topup_10_03_direct_polish_hard_pure_rect_dual_zone_g10_v08,direct_pure_topup_10_03_direct_polish_hard_pure_rect_dual_zone_g10_v08,section,普通,2,401-450,24,39,146,910,Green,None,
429,Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_10_direct_advanced_veryhard_rect_dense_weave_g1_v02.asset,direct_advanced_10_direct_advanced_veryhard_rect_dense_weave_g1_v02,direct_advanced_10_direct_advanced_veryhard_rect_dense_weave_g1_v02,dense,普通,4,401-450,27,48,205,1261,Green,None,
430,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice08/direct_pure_topup_08_22_direct_polish_hard_pure_rect_stair_push_g13_v05.asset,direct_pure_topup_08_22_direct_polish_hard_pure_rect_stair_push_g13_v05,direct_pure_topup_08_22_direct_polish_hard_pure_rect_stair_push_g13_v05,section,普通,1,401-450,24,39,147,914,Green,None,
431,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_54_direct_normal_rect_dense_weave_g5_v06.asset,direct_normal_54_direct_normal_rect_dense_weave_g5_v06,direct_normal_54_direct_normal_rect_dense_weave_g5_v06,dense,普通,1,401-450,23,39,112,879,Green,None,
432,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishHardCandidates/direct_polish_hard_13_direct_polish_hard_rect_core_burst_g5_v02.asset,direct_polish_hard_13_direct_polish_hard_rect_core_burst_g5_v02,direct_polish_hard_13_direct_polish_hard_rect_core_burst_g5_v02,lock,普通,3,401-450,24,43,164,1010,Green,None,
433,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_146_long_maskproceduralvertical_46x60-bigcarrier06tall_20260611_112547.asset,r2_outer_strong_005_r2_006_a401_procmask_146_long_maskproceduralvertical_46x60-bigcarrier06tall,procmask_146_long_maskproceduralvertical_46x60-bigcarrier06tall_20260611_112547,shape_vehicle,普通,2,401-450,46,60,195,1566,Green,None,shape_big_carrier06_tall
434,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice07/direct_pure_topup_07_11_direct_polish_hard_pure_rect_section_unlock_g10_v02.asset,direct_pure_topup_07_11_direct_polish_hard_pure_rect_section_unlock_g10_v02,direct_pure_topup_07_11_direct_polish_hard_pure_rect_section_unlock_g10_v02,section,普通,1,401-450,24,43,162,1007,Green,None,
435,Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_096_wide_34x26_lock.asset,hole_candidate_096_wide_34x26_lock,hole_candidate_096_wide_34x26_lock,hole_rescue,hole,1,401-450,34,26,79,790,Yellow,GrindyLowClear,
436,Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_25_direct_advanced_veryhard_rect_lock_buckle_g3_v04.asset,direct_advanced_25_direct_advanced_veryhard_rect_lock_buckle_g3_v04,direct_advanced_25_direct_advanced_veryhard_rect_lock_buckle_g3_v04,lock,普通,4,401-450,27,45,194,1195,Green,None,
437,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice08/direct_pure_topup_08_23_direct_polish_hard_pure_rect_quasi_symmetry_g13_v05.asset,direct_pure_topup_08_23_direct_polish_hard_pure_rect_quasi_symmetry_g13_v05,direct_pure_topup_08_23_direct_polish_hard_pure_rect_quasi_symmetry_g13_v05,section,普通,2,401-450,25,41,164,1003,Green,None,
438,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_149_onion_maskproceduralvertical_40x60-biggrove04tall_20260611_112600.asset,r2_outer_strong_005_r2_006_a401_procmask_149_onion_maskproceduralvertical_40x60-biggrove04tall,procmask_149_onion_maskproceduralvertical_40x60-biggrove04tall_20260611_112600,shape_nature,普通,2,401-450,40,60,207,1400,Green,None,shape_big_grove04_tall
439,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice07/direct_pure_topup_07_09_direct_polish_hard_pure_rect_maze_long_chain_g9_v01.asset,direct_pure_topup_07_09_direct_polish_hard_pure_rect_maze_long_chain_g9_v01,direct_pure_topup_07_09_direct_polish_hard_pure_rect_maze_long_chain_g9_v01,maze,普通,1,401-450,24,40,158,942,Green,None,
440,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice08/direct_pure_topup_08_21_direct_polish_hard_pure_rect_dual_zone_g13_v05.asset,direct_pure_topup_08_21_direct_polish_hard_pure_rect_dual_zone_g13_v05,direct_pure_topup_08_21_direct_polish_hard_pure_rect_dual_zone_g13_v05,section,普通,1,401-450,23,44,161,988,Green,None,
441,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_48_direct_normal_topup_rect_sweep_g11_v06.asset,direct_normal_topup_48_direct_normal_topup_rect_sweep_g11_v06,direct_normal_topup_48_direct_normal_topup_rect_sweep_g11_v06,sweep,普通,1,401-450,22,36,105,784,Green,None,
442,Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_101_wide_34x28_shell.asset,hole_candidate_101_wide_34x28_shell,hole_candidate_101_wide_34x28_shell,hole_rescue,hole,1,401-450,34,28,81,853,Green,None,
443,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_109_onion_maskproceduralvertical_28x42-maindistinctdigit5tall_20260611_111610.asset,r2_outer_strong_005_r2_006_a401_procmask_109_onion_maskproceduralvertical_28x42-maindistinctdigit5tall,procmask_109_onion_maskproceduralvertical_28x42-maindistinctdigit5tall_20260611_111610,shape_symbol,普通,1,401-450,28,42,90,605,Green,None,shape_main_distinct_digit5_tall
444,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice09/direct_pure_topup_09_05_direct_polish_hard_pure_rect_dense_weave_g14_v06.asset,direct_pure_topup_09_05_direct_polish_hard_pure_rect_dense_weave_g14_v06,direct_pure_topup_09_05_direct_polish_hard_pure_rect_dense_weave_g14_v06,dense,普通,2,401-450,23,43,159,970,Green,None,
445,Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_31_direct_advanced_veryhard_rect_sweep_g3_v04.asset,direct_advanced_31_direct_advanced_veryhard_rect_sweep_g3_v04,direct_advanced_31_direct_advanced_veryhard_rect_sweep_g3_v04,sweep,普通,3,401-450,24,51,197,1199,Green,None,
446,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishCleanCandidates/direct_polish_clean_21_direct_polish_normal_rect_dense_weave_g2_v03.asset,direct_polish_clean_21_direct_polish_normal_rect_dense_weave_g2_v03,direct_polish_clean_21_direct_polish_normal_rect_dense_weave_g2_v03,dense,普通,1,401-450,22,38,136,821,Green,None,
447,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_105_long_maskproceduralvertical_28x42-maindistincttoothtall_20260611_111520.asset,r2_outer_strong_005_r2_006_a401_procmask_105_long_maskproceduralvertical_28x42-maindistincttoothtall,procmask_105_long_maskproceduralvertical_28x42-maindistincttoothtall_20260611_111520,shape_object,普通,1,401-450,28,42,91,811,Green,None,shape_main_distinct_tooth_tall
448,Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_46_direct_advanced_veryhard_rect_quasi_symmetry_g1_v06.asset,direct_advanced_46_direct_advanced_veryhard_rect_quasi_symmetry_g1_v06,direct_advanced_46_direct_advanced_veryhard_rect_quasi_symmetry_g1_v06,section,普通,2,401-450,24,48,196,1128,Green,None,
449,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice07/direct_pure_topup_07_14_direct_polish_hard_pure_rect_core_burst_g10_v02.asset,direct_pure_topup_07_14_direct_polish_hard_pure_rect_core_burst_g10_v02,direct_pure_topup_07_14_direct_polish_hard_pure_rect_core_burst_g10_v02,lock,普通,2,401-450,27,41,181,1090,Green,None,
450,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice10/direct_pure_topup_10_19_direct_polish_hard_pure_rect_section_unlock_g12_v10.asset,direct_pure_topup_10_19_direct_polish_hard_pure_rect_section_unlock_g12_v10,direct_pure_topup_10_19_direct_polish_hard_pure_rect_section_unlock_g12_v10,section,普通,1,401-450,24,44,165,1037,Green,None,
451,Assets/ArrowMagic/SOData/Levels/HoleProcedural/HighChainCandidates/hole_highchain_extra_016_hc2_32x30_dual_b.asset,hole_highchain_extra_016_hc2_32x30_dual_b,hole_highchain_extra_016_hc2_32x30_dual_b,hole_rescue,hole,1,451-500,32,30,91,872,Yellow,GrindyLowClear,
452,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice07/direct_pure_topup_07_02_direct_polish_hard_pure_rect_lock_buckle_g9_v01.asset,direct_pure_topup_07_02_direct_polish_hard_pure_rect_lock_buckle_g9_v01,direct_pure_topup_07_02_direct_polish_hard_pure_rect_lock_buckle_g9_v01,lock,普通,1,451-500,23,42,154,943,Green,None,
453,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_20_long_maskproceduralvertical_30x42-mainbeanmascottall_20260611_110513.asset,r2_outer_strong_005_r2_006_a401_procmask_20_long_maskproceduralvertical_30x42-mainbeanmascottall,procmask_20_long_maskproceduralvertical_30x42-mainbeanmascottall_20260611_110513,shape_character,普通,1,451-500,30,42,88,765,Green,None,shape_main_bean_mascot_tall
454,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice09/direct_pure_topup_09_07_direct_polish_hard_pure_rect_dual_zone_g14_v06.asset,direct_pure_topup_09_07_direct_polish_hard_pure_rect_dual_zone_g14_v06,direct_pure_topup_09_07_direct_polish_hard_pure_rect_dual_zone_g14_v06,section,普通,2,451-500,25,40,159,978,Yellow,GrindyLowClear,
455,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice07/direct_pure_topup_07_23_direct_polish_hard_pure_rect_dense_weave_g11_v03.asset,direct_pure_topup_07_23_direct_polish_hard_pure_rect_dense_weave_g11_v03,direct_pure_topup_07_23_direct_polish_hard_pure_rect_dense_weave_g11_v03,dense,普通,1,451-500,22,42,149,906,Green,None,
