order,stage,currentDifficulty,proposedDifficulty,difficultyDelta,reviewWarnings,evidenceScore,difficultyScore,difficultyScorePctInStage,chainPctInStage,bottleneckPctInStage,grindPctInStage,openerPressureInStage,levelType,type,slotRole,relativeDifficulty,chains,openingGoodMoves,openingGoodMoveRatio,avgAvailableMoves,avgGoodMoveRatio,bottleneckStepRatio,hardBottleneckStepRatio,lowClearRatio,avgClearPerMove,maxLowClearStreak,validationStatus,validationSeverity,validationFlags,shapeId,levelId,assetPath,proposalReason
167,151-200,2,1,-1,,0.209,79.0,0.14,0.06,0.26,1.0,0.12,hole,hole_rescue,HoleRescue,Mechanic,53,11.0,0.786,10.358,0.553,0.264,0.019,0.189,9.189,8.0,Green,0,None,,hole_topup_043_topup_wide_26x22_maze,Assets/ArrowMagic/SOData/Levels/HoleProcedural/TopupCandidates/hole_topup_043_topup_wide_26x22_maze.asset,grind_high;slot=HoleRescue;hole_stage_relative
168,151-200,1,2,1,,0.66,162.0,0.78,0.4,0.62,0.96,0.12,普通,shape_object,Shape,Novelty,100,11.0,0.5,15.86,0.514,0.32,0.03,0.13,6.51,5.0,Green,0,None,shape_main_distinct_boot_tall,r2_outer_strong_005_r2_006_a401_procmask_102_onion_maskproceduralvertical_28x42-maindistinctboottall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_102_onion_maskproceduralvertical_28x42-maindistinctboottall_20260611_111510.asset,validation_difficulty_top25;grind_high;slot=Shape;shape_visible_level
169,151-200,2,4,2,ValidationYellow:BottleneckHeavy|PeakTooFlat,0.913,208.0,0.96,0.96,0.98,0.96,0.52,普通,lock,Pressure,Hard,115,7.0,0.438,8.713,0.405,0.443,0.026,0.061,7.878,7.0,Yellow,20,BottleneckHeavy|PeakTooFlat,,direct_normal_31_direct_normal_rect_outer_shell_g3_v04,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_31_direct_normal_rect_outer_shell_g3_v04.asset,validation_difficulty_top10;chain_top10;bottleneck_high;grind_high;rhythm=Hard;slot=Pressure
170,151-200,1,1,0,,0.457,138.0,0.5,0.58,0.78,0.24,0.42,普通,section,Recovery,Recovery,104,8.0,0.364,11.683,0.425,0.346,0.01,0.048,7.654,2.0,Green,0,None,,direct_normal_topup_71_direct_normal_topup_rect_quasi_symmetry_g8_v09,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_71_direct_normal_topup_rect_quasi_symmetry_g8_v09.asset,slot=Recovery
171,151-200,1,1,0,,0.583,143.0,0.6,0.82,0.88,0.82,0.12,普通,dense,Recovery,Recovery,108,11.0,0.524,12.454,0.457,0.38,0.009,0.102,7.537,4.0,Green,0,None,,direct_normal_topup_03_direct_normal_topup_rect_dense_weave_g6_v01,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_03_direct_normal_topup_rect_dense_weave_g6_v01.asset,chain_top25;bottleneck_high;slot=Recovery
172,151-200,2,2,0,,0.642,159.0,0.76,0.74,0.4,0.76,0.52,普通,section,Pressure,Hard,106,7.0,0.389,8.481,0.507,0.283,0.009,0.094,7.283,4.0,Green,12,PeakTooFlat,,direct_normal_topup_22_direct_normal_topup_rect_stair_push_g8_v03,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_22_direct_normal_topup_rect_stair_push_g8_v03.asset,validation_difficulty_top25;rhythm=Hard;slot=Pressure
173,151-200,1,2,1,,0.633,173.0,0.82,0.58,0.18,0.96,0.74,普通,shape_magic,Shape,Novelty,104,6.0,0.462,7.51,0.496,0.25,0.01,0.077,7.24,7.0,Green,0,None,shape_main_candle_tall,r2_outer_strong_005_r2_006_a401_procmask_08_onion_maskproceduralvertical_28x40-maincandletall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_08_onion_maskproceduralvertical_28x40-maincandletall_20260611_110439.asset,validation_difficulty_top25;grind_high;slot=Shape;shape_visible_level
174,151-200,1,1,0,,0.181,91.0,0.18,0.34,0.08,0.24,0.38,普通,maze,Recovery,Recovery,95,9.0,0.5,7.642,0.662,0.221,0.011,0.032,7.095,2.0,Green,0,None,,direct_pure_topup_06_24_direct_normal_pure_rect_maze_long_chain_g8_v09,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice06/direct_pure_topup_06_24_direct_normal_pure_rect_maze_long_chain_g8_v09.asset,slot=Recovery
175,151-200,1,2,1,,0.705,198.0,0.9,0.28,0.94,0.1,0.92,普通,section,Normal,Normal,92,4.0,0.267,5.957,0.637,0.424,0.076,0.033,7.054,1.0,Green,14,BottleneckHeavy,,direct_pure_normal_extra_01_09_direct_normal_pure_extra_rect_section_unlock_g16_v02,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/NormalExtraSlice01/direct_pure_normal_extra_01_09_direct_normal_pure_extra_rect_section_unlock_g16_v02.asset,validation_difficulty_top10;bottleneck_high;few_good_openers
176,151-200,2,1,-1,,0.586,138.0,0.5,0.88,0.34,0.66,0.42,普通,lock,Pressure,Hard,112,8.0,0.471,7.357,0.555,0.277,0.027,0.054,7.455,4.0,Green,12,PeakTooFlat,,direct_normal_16_direct_normal_rect_core_burst_g1_v02,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_16_direct_normal_rect_core_burst_g1_v02.asset,chain_top25;rhythm=Hard;slot=Pressure
177,151-200,2,1,-1,,0.232,74.0,0.12,0.02,0.54,0.66,0.86,hole,hole_rescue,HoleRescue,Mechanic,52,5.0,0.556,7.115,0.496,0.308,0.019,0.077,10.173,4.0,Green,0,None,,hole_candidate_074_wide_28x22_dense,Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_074_wide_28x22_dense.asset,few_good_openers;slot=HoleRescue;hole_stage_relative
178,151-200,1,3,2,ShapeOrNoveltyAsHard,0.727,189.0,0.88,0.58,0.96,0.54,0.74,普通,shape_art,Shape,Novelty,104,6.0,0.4,8.769,0.428,0.442,0.01,0.067,7.183,3.0,Green,14,BottleneckHeavy,shape_main_painter_bust_tall,r2_outer_strong_005_r2_006_a401_procmask_27_onion_maskproceduralvertical_30x42-mainpainterbusttall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_27_onion_maskproceduralvertical_30x42-mainpainterbusttall_20260611_110536.asset,validation_difficulty_top25;bottleneck_high;slot=Shape;shape_visible_level
179,151-200,3,1,-2,,0.544,112.0,0.22,0.96,0.7,0.48,0.22,普通,lock,Peak,VeryHard,115,10.0,0.625,8.93,0.501,0.33,0.035,0.061,7.322,2.0,Green,12,PeakTooFlat,,direct_normal_topup_26_direct_normal_topup_rect_lock_buckle_g9_v04,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_26_direct_normal_topup_rect_lock_buckle_g9_v04.asset,chain_top10;rhythm=VeryHard;slot=Peak
180,151-200,1,3,2,RecoveryButHeavy,0.725,182.0,0.86,0.82,0.8,0.66,0.52,普通,sweep,Recovery,Recovery,108,7.0,0.35,7.824,0.501,0.352,0.009,0.056,7.241,4.0,Green,0,None,,direct_normal_topup_56_direct_normal_topup_rect_sweep_g6_v07,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_56_direct_normal_topup_rect_sweep_g6_v07.asset,validation_difficulty_top25;chain_top25;slot=Recovery
181,151-200,1,1,0,,0.388,115.0,0.24,0.74,0.46,0.8,0.04,普通,maze,Recovery,Recovery,106,13.0,0.65,10.481,0.538,0.292,0.019,0.047,7.34,5.0,Green,0,None,,direct_normal_90_direct_normal_rect_maze_long_chain_g2_v09,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_90_direct_normal_rect_maze_long_chain_g2_v09.asset,slot=Recovery
182,151-200,1,1,0,,0.265,68.0,0.06,0.26,0.6,0.24,0.12,普通,lock,Normal,Normal,88,11.0,0.733,7.239,0.591,0.318,0.057,0.023,7.625,2.0,Green,0,None,,direct_pure_topup_04_06_direct_normal_pure_rect_core_burst_g6_v01,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice04/direct_pure_topup_04_06_direct_normal_pure_rect_core_burst_g6_v01.asset,stage_relative_quota
183,151-200,1,4,3,ShapeOrNoveltyAsHard,0.794,210.0,0.98,0.58,0.66,0.92,0.86,普通,shape_ocean,Shape,Novelty,104,5.0,0.385,9.529,0.438,0.327,0.019,0.125,6.952,6.0,Green,0,None,shape_main_ocean_shell_tall,r2_outer_strong_005_r2_006_a401_procmask_60_onion_maskproceduralvertical_28x42-mainoceanshelltall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_60_onion_maskproceduralvertical_28x42-mainoceanshelltall_20260611_111207.asset,validation_difficulty_top10;grind_high;few_good_openers;slot=Shape;shape_visible_level
184,151-200,2,1,-1,,0.232,51.0,0.02,0.08,0.44,0.94,0.74,hole,hole_rescue,HoleRescue,Mechanic,55,6.0,0.75,7.273,0.432,0.291,0.018,0.127,10.6,4.0,Green,0,None,,hole_topup_024_topup_std_24x28_dual,Assets/ArrowMagic/SOData/Levels/HoleProcedural/TopupCandidates/hole_topup_024_topup_std_24x28_dual.asset,grind_high;slot=HoleRescue;hole_stage_relative
185,151-200,2,2,0,,0.664,155.0,0.72,0.48,0.92,0.32,0.52,普通,section,Pressure,Hard,103,7.0,0.389,6.621,0.605,0.388,0.029,0.049,7.417,3.0,Green,12,PeakTooFlat,,direct_normal_158_direct_normal_rect_stair_push_g3_v16,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_158_direct_normal_rect_stair_push_g3_v16.asset,bottleneck_high;rhythm=Hard;slot=Pressure
186,151-200,1,1,0,,0.418,131.0,0.42,0.58,0.06,0.9,0.22,普通,sweep,Recovery,Recovery,104,10.0,0.556,8.231,0.52,0.212,0.029,0.058,7.202,6.0,Green,0,None,,direct_normal_55_direct_normal_rect_sweep_g5_v06,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_55_direct_normal_rect_sweep_g5_v06.asset,grind_high;slot=Recovery
187,151-200,1,2,1,,0.597,157.0,0.74,0.62,0.3,0.66,0.74,普通,shape_landmark,Shape,Novelty,105,6.0,0.462,7.371,0.486,0.276,0.01,0.076,7.133,4.0,Green,0,None,shape_main_clock_tower_tall,r2_outer_strong_005_r2_006_a401_procmask_33_onion_maskproceduralvertical_30x44-mainclocktowertall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_33_onion_maskproceduralvertical_30x44-mainclocktowertall_20260611_110755.asset,slot=Shape;shape_visible_level
188,151-200,1,1,0,,0.46,125.0,0.34,0.74,0.84,0.4,0.22,普通,section,Normal,Normal,106,10.0,0.5,10.189,0.52,0.358,0.009,0.057,7.396,2.0,Green,0,None,,direct_normal_topup_61_direct_normal_topup_rect_dual_zone_g7_v08,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_61_direct_normal_topup_rect_dual_zone_g7_v08.asset,stage_relative_quota
189,151-200,2,1,-1,,0.518,124.0,0.32,0.88,0.56,0.32,0.42,普通,lock,Pressure,Hard,112,8.0,0.571,6.688,0.585,0.313,0.036,0.045,7.679,3.0,Green,12,PeakTooFlat,,direct_normal_56_direct_normal_rect_core_burst_g5_v06,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_56_direct_normal_rect_core_burst_g5_v06.asset,chain_top25;rhythm=Hard;slot=Pressure
190,151-200,1,1,0,,0.447,126.0,0.38,0.88,0.12,0.96,0.0,普通,section,Normal,Normal,112,15.0,0.75,10.152,0.607,0.241,0.009,0.08,6.259,7.0,Green,0,None,,direct_polish_clean_01_direct_polish_normal_rect_section_unlock_g0_v01,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishCleanCandidates/direct_polish_clean_01_direct_polish_normal_rect_section_unlock_g0_v01.asset,chain_top25;grind_high
191,151-200,1,1,0,,0.593,142.0,0.58,0.34,0.86,0.84,0.22,普通,lock,Normal,Normal,95,10.0,0.5,7.053,0.557,0.379,0.042,0.105,7.232,4.0,Green,0,None,,direct_pure_normal_extra_02_18_direct_normal_pure_extra_rect_lock_buckle_g20_v06,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/NormalExtraSlice02/direct_pure_normal_extra_02_18_direct_normal_pure_extra_rect_lock_buckle_g20_v06.asset,bottleneck_high
192,151-200,2,3,1,HardHoleCheck|ValidationYellow:StartFakeWide,0.716,235.0,1.0,0.16,0.74,0.9,0.98,hole,hole_rescue,HoleRescue,Mechanic,82,2.0,0.167,8.598,0.408,0.341,0.012,0.122,9.183,6.0,Yellow,16,StartFakeWide,,hole_highchain_017_hc_28x30_dense_a,Assets/ArrowMagic/SOData/Levels/HoleProcedural/HighChainCandidates/hole_highchain_017_hc_28x30_dense_a.asset,validation_difficulty_top10;grind_high;few_good_openers;slot=HoleRescue;hole_stage_relative
193,151-200,1,2,1,,0.596,175.0,0.84,0.46,0.1,0.8,0.74,普通,shape_ocean,Shape,Novelty,102,6.0,0.353,11.578,0.555,0.235,0.01,0.088,6.755,5.0,Green,0,None,shape_main_ocean_starfish_tall,r2_outer_strong_005_r2_006_a401_procmask_61_onion_maskproceduralvertical_30x40-mainoceanstarfishtall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_61_onion_maskproceduralvertical_30x40-mainoceanstarfishtall_20260611_111208.asset,validation_difficulty_top25;slot=Shape;shape_visible_level
194,151-200,1,1,0,,0.283,104.0,0.2,0.24,0.26,0.4,0.52,普通,dense,Normal,Normal,87,7.0,0.438,5.851,0.569,0.264,0.023,0.057,7.586,3.0,Green,0,None,,direct_pure_normal_extra_01_11_direct_normal_pure_extra_rect_dense_weave_g16_v02,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/NormalExtraSlice01/direct_pure_normal_extra_01_11_direct_normal_pure_extra_rect_dense_weave_g16_v02.asset,stage_relative_quota
195,151-200,1,1,0,,0.462,128.0,0.4,0.74,0.52,0.66,0.22,普通,sweep,Recovery,Recovery,106,10.0,0.5,7.557,0.513,0.302,0.019,0.057,7.887,4.0,Green,0,None,,direct_normal_topup_08_direct_normal_topup_rect_sweep_g6_v01,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_08_direct_normal_topup_rect_sweep_g6_v01.asset,slot=Recovery
196,151-200,3,2,-1,,0.666,148.0,0.64,1.0,0.28,0.7,0.22,普通,lock,Peak,VeryHard,135,10.0,0.714,13.615,0.538,0.267,0.015,0.081,6.059,4.0,Green,0,None,,direct_polish_clean_13_direct_polish_normal_rect_core_burst_g1_v02,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishCleanCandidates/direct_polish_clean_13_direct_polish_normal_rect_core_burst_g1_v02.asset,chain_top10;rhythm=VeryHard;slot=Peak
197,151-200,1,1,0,,0.325,86.0,0.16,0.18,0.72,0.66,0.22,普通,maze,Normal,Normal,83,10.0,0.714,6.916,0.589,0.337,0.024,0.072,7.807,4.0,Green,0,None,,direct_pure_topup_05_24_direct_normal_pure_rect_maze_long_chain_g11_v06,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice05/direct_pure_topup_05_24_direct_normal_pure_rect_maze_long_chain_g11_v06.asset,stage_relative_quota
198,151-200,1,1,0,,0.568,146.0,0.62,0.62,0.9,0.24,0.22,普通,shape_object,Shape,Novelty,105,10.0,0.435,8.924,0.478,0.381,0.01,0.048,6.838,2.0,Green,0,None,shape_main_distinct_plug_tall,r2_outer_strong_005_r2_006_a401_procmask_104_onion_maskproceduralvertical_30x42-maindistinctplugtall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_104_onion_maskproceduralvertical_30x42-maindistinctplugtall_20260611_111517.asset,bottleneck_high;slot=Shape;shape_visible_level
199,151-200,1,1,0,,0.539,139.0,0.54,0.82,0.36,0.66,0.38,普通,section,Recovery,Recovery,108,9.0,0.409,10.0,0.558,0.278,0.028,0.065,7.611,4.0,Green,0,None,,direct_normal_42_direct_normal_rect_section_unlock_g4_v05,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_42_direct_normal_rect_section_unlock_g4_v05.asset,chain_top25;slot=Recovery
200,151-200,1,1,0,,0.409,123.0,0.3,0.74,0.14,0.24,0.42,普通,section,Normal,Normal,106,8.0,0.4,8.774,0.586,0.245,0.038,0.047,7.387,2.0,Green,0,None,,direct_normal_topup_06_direct_normal_topup_rect_stair_push_g6_v01,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_06_direct_normal_topup_rect_stair_push_g6_v01.asset,stage_relative_quota
201,201-250,2,1,-1,,0.207,75.0,0.06,0.06,0.04,0.94,0.78,hole,hole_rescue,HoleRescue,Mechanic,56,6.0,0.667,10.286,0.602,0.196,0.018,0.125,9.607,7.0,Green,0,None,,hole_candidate_037_std_26x24_section,Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_037_std_26x24_section.asset,grind_high;few_good_openers;slot=HoleRescue;hole_stage_relative
202,201-250,1,1,0,,0.355,109.0,0.2,0.2,0.72,0.8,0.08,普通,dense,Normal,Normal,94,11.0,0.611,7.106,0.551,0.33,0.021,0.106,7.521,4.0,Green,0,None,,direct_pure_topup_06_09_direct_normal_pure_rect_outer_shell_g7_v08,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice06/direct_pure_topup_06_09_direct_normal_pure_rect_outer_shell_g7_v08.asset,stage_relative_quota
203,201-250,1,1,0,,0.449,144.0,0.48,0.36,0.38,0.38,0.56,普通,shape_ocean,Shape,Novelty,103,7.0,0.412,9.291,0.458,0.272,0.019,0.058,7.184,3.0,Green,0,None,shape_main_ocean_flippers_tall,r2_outer_strong_005_r2_006_a401_procmask_63_onion_maskproceduralvertical_30x42-mainoceanflipperstall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_63_onion_maskproceduralvertical_30x42-mainoceanflipperstall_20260611_111223.asset,slot=Shape;shape_visible_level
204,201-250,2,1,-1,,0.5,140.0,0.44,0.58,0.58,0.84,0.14,普通,section,Pressure,Hard,107,10.0,0.588,8.271,0.545,0.318,0.009,0.075,7.271,6.0,Green,12,PeakTooFlat,,direct_normal_67_direct_normal_rect_dual_zone_g0_v07,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_67_direct_normal_rect_dual_zone_g0_v07.asset,rhythm=Hard;slot=Pressure
205,201-250,1,1,0,,0.314,99.0,0.12,0.78,0.64,0.44,0.04,普通,sweep,Recovery,Recovery,111,12.0,0.75,10.793,0.493,0.324,0.009,0.072,7.468,3.0,Green,0,None,,direct_normal_131_direct_normal_rect_outer_shell_g1_v14,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_131_direct_normal_rect_outer_shell_g1_v14.asset,chain_top25;slot=Recovery
206,201-250,1,1,0,,0.395,134.0,0.36,0.36,0.62,0.38,0.32,普通,lock,Normal,Normal,103,9.0,0.391,8.34,0.514,0.32,0.01,0.068,7.447,2.0,Green,0,None,,direct_normal_topup_04_direct_normal_topup_rect_core_burst_g6_v01,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_04_direct_normal_topup_rect_core_burst_g6_v01.asset,stage_relative_quota
207,201-250,1,1,0,,0.534,149.0,0.58,0.36,0.62,0.82,0.48,普通,shape_music,Shape,Novelty,103,8.0,0.4,11.359,0.521,0.32,0.01,0.107,6.981,3.0,Green,0,None,shape_main_music_headphones_tall,r2_outer_strong_005_r2_006_a401_procmask_supp_05_onion_maskfinalsupplement_30x42-mainmusicheadphonestall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_supp_05_onion_maskfinalsupplement_30x42-mainmusicheadphonestall_20260611_124310.asset,slot=Shape;shape_visible_level
208,201-250,2,1,-1,,0.543,147.0,0.54,0.78,0.22,0.94,0.14,普通,section,Pressure,Hard,111,10.0,0.556,8.793,0.533,0.252,0.009,0.108,7.874,8.0,Green,12,PeakTooFlat,,direct_normal_12_direct_normal_rect_section_unlock_g1_v02,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_12_direct_normal_rect_section_unlock_g1_v02.asset,chain_top25;grind_high;rhythm=Hard;slot=Pressure
209,201-250,3,4,1,ValidationYellow:GrindyLowClear,0.832,250.0,0.98,0.96,0.52,1.0,0.32,普通,lock,Peak,VeryHard,157,9.0,0.5,11.217,0.564,0.312,0.006,0.096,6.051,9.0,Yellow,18,GrindyLowClear,,direct_pure_topup_08_08_direct_polish_hard_pure_rect_lock_buckle_g12_v04,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice08/direct_pure_topup_08_08_direct_polish_hard_pure_rect_lock_buckle_g12_v04.asset,validation_difficulty_top10;chain_top10;grind_high;rhythm=VeryHard;slot=Peak
210,201-250,1,3,2,,0.777,185.0,0.76,0.8,0.9,0.92,0.48,普通,section,Normal,Normal,113,8.0,0.333,7.973,0.48,0.389,0.035,0.124,7.327,3.0,Green,0,None,,direct_normal_149_direct_normal_rect_quasi_symmetry_g2_v15,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_149_direct_normal_rect_quasi_symmetry_g2_v15.asset,validation_difficulty_top25;chain_top25;bottleneck_high;grind_high
211,201-250,1,1,0,,0.232,100.0,0.14,0.36,0.38,0.56,0.14,普通,sweep,Recovery,Recovery,103,10.0,0.625,9.33,0.525,0.272,0.01,0.058,7.748,4.0,Green,0,None,,direct_normal_135_direct_normal_rect_sweep_g1_v14,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_135_direct_normal_rect_sweep_g1_v14.asset,slot=Recovery
212,201-250,1,1,0,,0.142,53.0,0.02,0.16,0.08,0.38,0.32,普通,maze,Normal,Normal,85,9.0,0.75,7.176,0.5,0.224,0.012,0.059,7.765,3.0,Green,0,None,,direct_pure_normal_extra_01_16_direct_normal_pure_extra_rect_maze_long_chain_g16_v02,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/NormalExtraSlice01/direct_pure_normal_extra_01_16_direct_normal_pure_extra_rect_maze_long_chain_g16_v02.asset,stage_relative_quota
213,201-250,1,1,0,,0.568,174.0,0.68,0.5,0.44,0.74,0.56,普通,shape_nature,Shape,Novelty,106,7.0,0.389,8.519,0.487,0.292,0.009,0.085,7.104,5.0,Green,0,None,shape_main_cactus_tall,r2_outer_strong_005_r2_006_a401_procmask_07_onion_maskproceduralvertical_30x42-maincactustall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_07_onion_maskproceduralvertical_30x42-maincactustall_20260611_110436.asset,slot=Shape;shape_visible_level
214,201-250,2,1,-1,,0.508,145.0,0.52,0.46,0.32,0.88,0.56,普通,lock,Pressure,Hard,105,7.0,0.583,9.638,0.507,0.267,0.01,0.067,7.533,7.0,Green,12,PeakTooFlat,,direct_normal_66_direct_normal_rect_core_burst_g0_v07,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_66_direct_normal_rect_core_burst_g0_v07.asset,grind_high;rhythm=Hard;slot=Pressure
215,201-250,1,1,0,,0.344,119.0,0.3,0.18,0.5,0.56,0.56,普通,dense,Normal,Normal,90,7.0,0.467,6.556,0.489,0.3,0.011,0.078,7.133,4.0,Green,0,None,,direct_pure_topup_05_12_direct_normal_pure_rect_dense_weave_g10_v05,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice05/direct_pure_topup_05_12_direct_normal_pure_rect_dense_weave_g10_v05.asset,stage_relative_quota
216,201-250,3,2,-1,,0.605,148.0,0.56,0.92,0.28,0.56,0.08,普通,section,Peak,VeryHard,144,11.0,0.688,7.174,0.614,0.264,0.014,0.042,5.993,4.0,Green,0,None,,direct_pure_topup_09_08_direct_polish_hard_pure_rect_stair_push_g14_v06,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice09/direct_pure_topup_09_08_direct_polish_hard_pure_rect_stair_push_g14_v06.asset,chain_top10;rhythm=VeryHard;slot=Peak
217,201-250,2,1,-1,,0.312,99.0,0.12,0.06,0.76,0.68,0.92,hole,hole_rescue,HoleRescue,Mechanic,56,5.0,0.417,9.571,0.456,0.339,0.018,0.089,9.643,4.0,Green,0,None,,hole_candidate_072_wide_28x22_lock,Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_072_wide_28x22_lock.asset,few_good_openers;slot=HoleRescue;hole_stage_relative
218,201-250,1,3,2,ShapeOrNoveltyAsHard,0.734,206.0,0.9,0.5,0.84,0.84,0.78,普通,shape_vehicle,Shape,Novelty,106,6.0,0.429,10.708,0.513,0.368,0.009,0.094,6.962,6.0,Green,0,None,shape_main_train_front_tall,r2_outer_strong_005_r2_006_a401_procmask_16_onion_maskproceduralvertical_30x42-maintrainfronttall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_16_onion_maskproceduralvertical_30x42-maintrainfronttall_20260611_110458.asset,validation_difficulty_top10;few_good_openers;slot=Shape;shape_visible_level
