"order","section10","mainMissionId","levelName","category","difficultyNameZh","experienceRole","roleInSection","finalStatus","finalLevelId","finalAssetPath","originalLevelId","originalAssetPath","replacementSourceKind","productionLane","productionChainLanguage","productionDifficultyBand","sourceCoverage","maxChoices","localPatchSolveRunMax","nearOuterPatchSolveRunMax","solveTraceQualityScore","solveTraceCollapseRiskScore","solveSameAxisRunMax","solveSameDirHeadRunMax","assemblyAction","assemblySourcePool","assemblySourceRoot","assemblyGateClass","assemblySelectionReason","assemblyCopyRequired","assemblyCandidateLevelId","assemblyCandidateAssetPath","assemblyCandidateStyle","assemblyCandidateChainLanguage","assemblyCandidateRole","assemblyManualReview","assemblyRemainingGap","assemblyGapReason","assemblyCandidateWidth","assemblyCandidateHeight","assemblyCandidateChains","assemblyCandidateAvgChoices","assemblyCandidateMaxChain","assemblyCandidateAvgChain","assemblyCandidateStraightness","assemblyCandidateProfile"
"133","14","233","Main/Level_Main_133","shape","困难","Shape","","ShapeCandidatePlanned","campaign500_shape_psg_next10b_03_L133_musicnote","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgNext10B/campaign500_shape_psg_next10b_03_L133_musicnote.asset","r2_outer_strong_005_r2_006_a401_maskonlyb01_05_large_musicnote","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L133_r2_outer_strong_005_r2_006_a401_maskonlyb01_05_lar.asset","shape_psg_inventory","","","","0.986","11","7","4","","","","","ActiveReplace","ShapeMaskInventory",".worktrees/mask-psg-production","LatestProposedKeep","Confirmed shape inventory candidate; user allowed manual-review rows for one-level-per-shape coverage.","True","campaign500_shape_psg_next10b_03_L133_musicnote","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgNext10B/campaign500_shape_psg_next10b_03_L133_musicnote.asset","Sweep","","TraceKeeper","False","False","","","","88","6.5","","","","Sweep"
"134","14","234","Main/Level_Main_134","normal","普通/恢复","Normal","NormalA_FlowOrNeutral","ReplacedHardGate0910","campaign500_normal_full_v1_s14_s26_02_nutation_flow_rail_v1_rect_s14_o134_v01_flowrail_rail_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s14_s26/campaign500_normal_full_v1_s14_s26_02_nutation_flow_rail_v1_rect_s14_o134_v01_flowrail_rail_chain.asset","direct_pure_topup_01_24_direct_refresh_topup_rect_maze_long_chain_g2_v03","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L134_direct_pure_topup_01_24_direct_refresh_topup_rect_.asset","strict152","FlowRail","rail_chain","NormalFlow","0.988","9","3","3","0.915","0.144","6","6","ActiveReplace","Campaign500_HardGateUntil0910","main","CampaignHardGate","Existing 145-row no-quality-drop HardGate replacement.","False","campaign500_normal_full_v1_s14_s26_02_nutation_flow_rail_v1_rect_s14_o134_v01_flowrail_rail_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s14_s26/campaign500_normal_full_v1_s14_s26_02_nutation_flow_rail_v1_rect_s14_o134_v01_flowrail_rail_chain.asset","","rail_chain","","False","False","","","","","","","","",""
"136","14","236","Main/Level_Main_136","normal","极难","Peak","Peak","ReplacedHardGate0910","c5hole_lowchoice_v1_h03r_31_nutation_strict_mixed_peak_v1_rect_s14_o136_v00_strictmixedpeak_strict_peak_chain_hf1","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h03r/c5hole_lowchoice_v1_h03r_31_nutation_strict_mixed_peak_v1_rect_s14_o136_v00_strictmixedpeak_strict_peak_chain_hf1.asset","direct_normal_39_direct_normal_rect_quasi_symmetry_g3_v04","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L136_direct_normal_39_direct_normal_rect_quasi_symmetry.asset","lowchoice","","","","0.984","8","4","4","0.905","0.153","7","5","ActiveReplace","Campaign500_HardGateUntil0910","main","CampaignHardGate","Existing 145-row no-quality-drop HardGate replacement.","False","c5hole_lowchoice_v1_h03r_31_nutation_strict_mixed_peak_v1_rect_s14_o136_v00_strictmixedpeak_strict_peak_chain_hf1","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h03r/c5hole_lowchoice_v1_h03r_31_nutation_strict_mixed_peak_v1_rect_s14_o136_v00_strictmixedpeak_strict_peak_chain_hf1.asset","","","","False","False","","","","","","","","",""
"137","14","237","Main/Level_Main_137","normal","普通/恢复","Normal","NormalB_NeutralOrPeelLight","ReplacedHardGate0910","campaign500_normal_full_v1_s14_s26_04_nutation_mixed_neutral_v1_rect_s14_o137_v00_neutralmixed_mixed_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s14_s26/campaign500_normal_full_v1_s14_s26_04_nutation_mixed_neutral_v1_rect_s14_o137_v00_neutralmixed_mixed_chain.asset","direct_pure_topup_04_19_direct_normal_pure_rect_lock_buckle_g8_v03","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L137_direct_pure_topup_04_19_direct_normal_pure_rect_lo.asset","strict152","NeutralMixed","mixed_chain","NormalNeutral","0.985","10","4","4","0.923","0.125","6","5","ActiveReplace","Campaign500_HardGateUntil0910","main","CampaignHardGate","Existing 145-row no-quality-drop HardGate replacement.","False","campaign500_normal_full_v1_s14_s26_04_nutation_mixed_neutral_v1_rect_s14_o137_v00_neutralmixed_mixed_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s14_s26/campaign500_normal_full_v1_s14_s26_04_nutation_mixed_neutral_v1_rect_s14_o137_v00_neutralmixed_mixed_chain.asset","","mixed_chain","","False","False","","","","","","","","",""
"138","14","238","Main/Level_Main_138","shape","困难","Shape","","ShapeCandidatePlanned","campaign500_shape_psg_next10b_04_L138_bowlingpin","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgNext10B/campaign500_shape_psg_next10b_04_L138_bowlingpin.asset","r2_outer_strong_005_r2_006_a401_maskonlyb05_03_main_bowlingpin","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L138_r2_outer_strong_005_r2_006_a401_maskonlyb05_03_mai.asset","shape_psg_inventory","","","","0.995","9","11","2","","","","","ActiveReplace","ShapeMaskInventory",".worktrees/mask-psg-production","LatestProposedKeep","Confirmed shape inventory candidate; user allowed manual-review rows for one-level-per-shape coverage.","True","campaign500_shape_psg_next10b_04_L138_bowlingpin","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgNext10B/campaign500_shape_psg_next10b_04_L138_bowlingpin.asset","SectionUnlock","","TraceKeeper","False","False","","","","90","5.47","","","","SectionUnlock"
"140","14","240","Main/Level_Main_140","normal","困难","Normal","Hard","ReplacedHardGate0910","c5nep_w10smh_07_nutation_strict_mixed_hard_v1_rect_s14_o140_v02_strictmixedhard_mixed_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w10smh/c5nep_w10smh_07_nutation_strict_mixed_hard_v1_rect_s14_o140_v02_strictmixedhard_mixed_chain.asset","direct_normal_92_direct_normal_rect_section_unlock_g3_v10","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L140_direct_normal_92_direct_normal_rect_section_unlock.asset","strict152","PeelMid","curve_chain","Hard","0.985","10","6","3","0.87","0.189","6","6","ActiveReplace","Campaign500_HardGateUntil0910","main","CampaignHardGate","Existing 145-row no-quality-drop HardGate replacement.","False","c5nep_w10smh_07_nutation_strict_mixed_hard_v1_rect_s14_o140_v02_strictmixedhard_mixed_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w10smh/c5nep_w10smh_07_nutation_strict_mixed_hard_v1_rect_s14_o140_v02_strictmixedhard_mixed_chain.asset","","curve_chain","","False","False","","","","","","","","",""
"143","15","243","Main/Level_Main_143","shape","普通/恢复","Shape","","ShapeCandidatePlanned","campaign500_shape_psg_review_top3_rescue_30_L143_watermelonslice_dense","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgReviewTop3Rescue/campaign500_shape_psg_review_top3_rescue_30_L143_watermelonslice_dense.asset","r2_outer_strong_005_r2_006_a401_maskonlyb05_19_large_watermelonslice","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L143_r2_outer_strong_005_r2_006_a401_maskonlyb05_19_lar.asset","shape_psg_inventory","","","","0.987","8","7","6","","","","","ActiveReplace","ShapeMaskInventory",".worktrees/mask-psg-production","LatestProposedKeep","Confirmed shape inventory candidate; user allowed manual-review rows for one-level-per-shape coverage.","True","campaign500_shape_psg_review_top3_rescue_30_L143_watermelonslice_dense","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgReviewTop3Rescue/campaign500_shape_psg_review_top3_rescue_30_L143_watermelonslice_dense.asset","DenseWeave","","TraceKeeper","False","False","","","","89","4.54","","","","DenseWeave"
"145","15","245","Main/Level_Main_145","normal","普通/恢复","Recovery","NormalA_FlowOrNeutral","ReplacedHardGate0910","campaign500_normal_early_plus_v1_topup_fastlane1_16_nutation_flow_rail_v1_rect_s15_o145_v00_flowrail_patch_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/fastlane1/campaign500_normal_early_plus_v1_topup_fastlane1_16_nutation_flow_rail_v1_rect_s15_o145_v00_flowrail_patch_chain.asset","direct_pure_normal_extra_02_16_direct_normal_pure_extra_rect_maze_long_chain_g19_v05","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L145_direct_pure_normal_extra_02_16_direct_normal_pure_.asset","strict152","FlowPatch","patch_chain","NormalFlow","0.991","7","3","2","0.94","0.064","7","3","ActiveReplace","Campaign500_HardGateUntil0910","main","CampaignHardGate","Existing 145-row no-quality-drop HardGate replacement.","False","campaign500_normal_early_plus_v1_topup_fastlane1_16_nutation_flow_rail_v1_rect_s15_o145_v00_flowrail_patch_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/fastlane1/campaign500_normal_early_plus_v1_topup_fastlane1_16_nutation_flow_rail_v1_rect_s15_o145_v00_flowrail_patch_chain.asset","","patch_chain","","False","False","","","","","","","","",""
"146","15","246","Main/Level_Main_146","normal","普通/恢复","Normal","NormalB_NeutralOrPeelLight","ReplacedHardGate0910","campaign500_normal_full_v1_s14_s26_17_nutation_mixed_neutral_v1_rect_s15_o146_v01_neutralmixed_mixed_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s14_s26/campaign500_normal_full_v1_s14_s26_17_nutation_mixed_neutral_v1_rect_s15_o146_v01_neutralmixed_mixed_chain.asset","direct_pure_topup_06_12_direct_normal_pure_rect_dense_weave_g7_v08","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L146_direct_pure_topup_06_12_direct_normal_pure_rect_de.asset","strict152","NeutralMixed","mixed_chain","NormalNeutral","0.992","10","3","3","0.922","0.166","6","6","ActiveReplace","Campaign500_HardGateUntil0910","main","CampaignHardGate","Existing 145-row no-quality-drop HardGate replacement.","False","campaign500_normal_full_v1_s14_s26_17_nutation_mixed_neutral_v1_rect_s15_o146_v01_neutralmixed_mixed_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s14_s26/campaign500_normal_full_v1_s14_s26_17_nutation_mixed_neutral_v1_rect_s15_o146_v01_neutralmixed_mixed_chain.asset","","mixed_chain","","False","False","","","","","","","","",""
"147","15","247","Main/Level_Main_147","shape","普通/恢复","Shape","","ShapeCandidatePlanned","campaign500_shape_psg_next10b_06_L147_caveentrance","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgNext10B/campaign500_shape_psg_next10b_06_L147_caveentrance.asset","r2_outer_strong_005_r2_006_a401_maskonlyb08_09_large_caveentrance","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L147_r2_outer_strong_005_r2_006_a401_maskonlyb08_09_lar.asset","shape_psg_inventory","","","","0.986","11","13","2","","","","","ActiveReplace","ShapeMaskInventory",".worktrees/mask-psg-production","LatestProposedKeep","Confirmed shape inventory candidate; user allowed manual-review rows for one-level-per-shape coverage.","True","campaign500_shape_psg_next10b_06_L147_caveentrance","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgNext10B/campaign500_shape_psg_next10b_06_L147_caveentrance.asset","LockBuckle","","TraceKeeper","False","False","","","","106","5.3","","","","LockBuckle"
"148","15","248","Main/Level_Main_148","normal","困难","Pressure","Hard","ReplacedHardGate0910","c5hole_lowchoice_v1_h03r_38_nutation_strict_mixed_choiceclamp_v1_rect_s15_o148_v01_strictmixedchoiceclamp_choice_clamp_chain_hf1","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h03r/c5hole_lowchoice_v1_h03r_38_nutation_strict_mixed_choiceclamp_v1_rect_s15_o148_v01_strictmixedchoiceclamp_choice_clamp_chain_hf1.asset","sgp_merged_final_outer_repair_quality_filtered26_harde_02_sgp_linework_maze_08_sgp_linework_maze_bluepri","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L148_sgp_merged_final_outer_repair_quality_filtered26_h.asset","lowchoice","","","","0.99","9","5","4","0.888","0.144","6","5","ActiveReplace","Campaign500_HardGateUntil0910","main","CampaignHardGate","Existing 145-row no-quality-drop HardGate replacement.","False","c5hole_lowchoice_v1_h03r_38_nutation_strict_mixed_choiceclamp_v1_rect_s15_o148_v01_strictmixedchoiceclamp_choice_clamp_chain_hf1","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h03r/c5hole_lowchoice_v1_h03r_38_nutation_strict_mixed_choiceclamp_v1_rect_s15_o148_v01_strictmixedchoiceclamp_choice_clamp_chain_hf1.asset","","","","False","False","","","","","","","","",""
"149","15","249","Main/Level_Main_149","normal","极难","Peak","Peak","ReplacedHardGate0910","c5nep_w13a_01_nutation_strict_mixed_axisbreak_v1_rect_s15_o149_v00_strictmixedaxisbreak_axis_break_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w13a/c5nep_w13a_01_nutation_strict_mixed_axisbreak_v1_rect_s15_o149_v00_strictmixedaxisbreak_axis_break_chain.asset","direct_normal_126_direct_normal_rect_core_burst_g0_v13","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L149_direct_normal_126_direct_normal_rect_core_burst_g0.asset","strict152","PeelHard","rail_chain","Peak","0.986","9","6","4","0.868","0.232","7","7","ActiveReplace","Campaign500_HardGateUntil0910","main","CampaignHardGate","Existing 145-row no-quality-drop HardGate replacement.","False","c5nep_w13a_01_nutation_strict_mixed_axisbreak_v1_rect_s15_o149_v00_strictmixedaxisbreak_axis_break_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w13a/c5nep_w13a_01_nutation_strict_mixed_axisbreak_v1_rect_s15_o149_v00_strictmixedaxisbreak_axis_break_chain.asset","","rail_chain","","False","False","","","","","","","","",""
"152","16","252","Main/Level_Main_152","normal","困难","Normal","Hard","ReplacedHardGate0910","c5hole_lowchoice_v1_h04r_09_nutation_strict_mixed_hard_v1_rect_s16_o152_v02_strictmixedhard_strict_hard_chain_hf1","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h04r/c5hole_lowchoice_v1_h04r_09_nutation_strict_mixed_hard_v1_rect_s16_o152_v02_strictmixedhard_strict_hard_chain_hf1.asset","direct_normal_133_direct_normal_rect_lock_buckle_g1_v14","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L152_direct_normal_133_direct_normal_rect_lock_buckle_g.asset","lowchoice","","","","0.98","8","3","3","0.907","0.118","6","5","ActiveReplace","Campaign500_HardGateUntil0910","main","CampaignHardGate","Existing 145-row no-quality-drop HardGate replacement.","False","c5hole_lowchoice_v1_h04r_09_nutation_strict_mixed_hard_v1_rect_s16_o152_v02_strictmixedhard_strict_hard_chain_hf1","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h04r/c5hole_lowchoice_v1_h04r_09_nutation_strict_mixed_hard_v1_rect_s16_o152_v02_strictmixedhard_strict_hard_chain_hf1.asset","","","","False","False","","","","","","","","",""
"153","16","253","Main/Level_Main_153","shape","困难","Shape","","ShapeCandidatePlanned","campaign500_shape_psg_next10b_07_L153_pumpkin","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgNext10B/campaign500_shape_psg_next10b_07_L153_pumpkin.asset","r2_outer_strong_005_r2_006_a401_maskonlyb02_16_large_pumpkin","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L153_r2_outer_strong_005_r2_006_a401_maskonlyb02_16_lar.asset","shape_psg_inventory","","","","0.990","10","13","3","","","","","ActiveReplace","ShapeMaskInventory",".worktrees/mask-psg-production","LatestProposedKeep","Confirmed shape inventory candidate; user allowed manual-review rows for one-level-per-shape coverage.","True","campaign500_shape_psg_next10b_07_L153_pumpkin","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgNext10B/campaign500_shape_psg_next10b_07_L153_pumpkin.asset","DenseWeave","","TraceKeeper","False","False","","","","131","6.08","","","","DenseWeave"
"154","16","254","Main/Level_Main_154","normal","特别困难","Pressure","Peak","ExternalCandidatePlanned","nutation_longchain_candidate80_holefix_s3_v1_20_nutation_longchain_spine_v1_rect_c80hf3_05_d1_section_spine","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixS3V1/nutation_longchain_candidate80_holefix_s3_v1_20_nutation_longchain_spine_v1_rect_c80hf3_05_d1_section_spine.asset","direct_normal_98_direct_normal_rect_stair_push_g3_v10","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L154_direct_normal_98_direct_normal_rect_stair_push_g3_.asset","nutation_longchain_strict60_campaign_gate","PeelHard","curve_chain","Peak","0.947","6","5","5","0.893","0.173","6","6","ActiveReplace","NutationLongChainStrict60",".worktrees/nutation-peel","CampaignHardGateGenericMatch","Generic LongChain strict candidate matched to missing Peak slot by stage difficulty, canvas, and chain-language fit.","True","nutation_longchain_candidate80_holefix_s3_v1_20_nutation_longchain_spine_v1_rect_c80hf3_05_d1_section_spine","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixS3V1/nutation_longchain_candidate80_holefix_s3_v1_20_nutation_longchain_spine_v1_rect_c80hf3_05_d1_section_spine.asset","maze_long_chain","spine_chain","LongChainHardPeak","False","False","","25","34","60","3.25","26","13.42","0.638","holefix"
"155","16","255","Main/Level_Main_155","normal","普通/恢复","Normal","NormalB_NeutralOrPeelLight","ReplacedHardGate0910","campaign500_normal_full_v1_s14_s26_28_nutation_mixed_neutral_v1_rect_s16_o155_v00_neutralmixed_mixed_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s14_s26/campaign500_normal_full_v1_s14_s26_28_nutation_mixed_neutral_v1_rect_s16_o155_v00_neutralmixed_mixed_chain.asset","direct_pure_normal_extra_02_19_direct_normal_pure_extra_rect_dense_weave_g20_v06","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L155_direct_pure_normal_extra_02_19_direct_normal_pure_.asset","strict152","NeutralMixed","mixed_chain","NormalNeutral","0.985","8","5","4","0.916","0.145","6","6","ActiveReplace","Campaign500_HardGateUntil0910","main","CampaignHardGate","Existing 145-row no-quality-drop HardGate replacement.","False","campaign500_normal_full_v1_s14_s26_28_nutation_mixed_neutral_v1_rect_s16_o155_v00_neutralmixed_mixed_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s14_s26/campaign500_normal_full_v1_s14_s26_28_nutation_mixed_neutral_v1_rect_s16_o155_v00_neutralmixed_mixed_chain.asset","","mixed_chain","","False","False","","","","","","","","",""
"158","16","258","Main/Level_Main_158","shape","困难","Shape","","ShapeCandidatePlanned","campaign500_shape_psg_next10b_08_L158_starfish","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgNext10B/campaign500_shape_psg_next10b_08_L158_starfish.asset","r2_outer_strong_005_r2_006_a401_maskonlyb01_07_large_starfish","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L158_r2_outer_strong_005_r2_006_a401_maskonlyb01_07_lar.asset","shape_psg_inventory","","","","0.981","12","5","3","","","","","ActiveReplace","ShapeMaskInventory",".worktrees/mask-psg-production","NeedsFinalManualReview","Confirmed shape inventory candidate; user allowed manual-review rows for one-level-per-shape coverage.","True","campaign500_shape_psg_next10b_08_L158_starfish","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgNext10B/campaign500_shape_psg_next10b_08_L158_starfish.asset","CoreBurst","","ReviewCandidate","True","False","","","","96","5.79","","","","CoreBurst"
"160","16","260","Main/Level_Main_160","normal","普通/恢复","Normal","NormalA_FlowOrNeutral","ReplacedHardGate0910","c5nep_w11a_06_nutation_strict_mixed_hard_v1_rect_s16_o160_v00_strictmixedhard_mixed_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w11a/c5nep_w11a_06_nutation_strict_mixed_hard_v1_rect_s16_o160_v00_strictmixedhard_mixed_chain.asset","direct_pure_topup_04_14_direct_normal_pure_rect_core_burst_g7_v02","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L160_direct_pure_topup_04_14_direct_normal_pure_rect_co.asset","strict152","FlowCurve","curve_chain","NormalFlow","0.983","8","6","4","0.864","0.206","7","7","ActiveReplace","Campaign500_HardGateUntil0910","main","CampaignHardGate","Existing 145-row no-quality-drop HardGate replacement.","False","c5nep_w11a_06_nutation_strict_mixed_hard_v1_rect_s16_o160_v00_strictmixedhard_mixed_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w11a/c5nep_w11a_06_nutation_strict_mixed_hard_v1_rect_s16_o160_v00_strictmixedhard_mixed_chain.asset","","curve_chain","","False","False","","","","","","","","",""
