rank,status,pack,sourceId,sourcePath,outputId,outputPath,mode,width,height,chainsBefore,chainsAfter,tilesBefore,tilesAfter,coverageBefore,coverageAfter,outer1Before,outer1After,outer2Before,outer2After,maxOuterEmptyBefore,maxOuterEmptyAfter,edgeShortBefore,edgeShortAfter,edgeLongBefore,edgeLongAfter,maxEdgeRunBefore,maxEdgeRunAfter,trimmedOuterExit,trimmedOuterShort,filled,greedy,score,details
131,repaired,R2,r1_ab_234_above300_level_851_final_take_refill_v2_p2_delta3_occ3_addcells_rewrite_v2_v2_l3_added74_rotation_vflip,Assets/ArrowMagic/SOData/Levels/Seeds/R2FinalCandidatePool/r1_ab_234_above300_level_851_final_take_refill_v2_p2_delta3_occ3_addcells_rewrite_v2_v2_l3_added74_rotation_vflip.asset,r2_outer_strong_128_r2_234_a851,Assets/ArrowMagic/SOData/Levels/Generated/R2OuterStrongRepair/r2_outer_strong_128_r2_234_a851.asset,fill_outer,24,27,59,71,536,602,0.827,0.929,0.255,0.929,0.553,0.904,73,3,0,4,0,2,7,18,0,0,22,True,9518.9,original:greedy=True:outer1=0.255:outer2=0.553:empty=73:edgeShort=0:edgeLong=0:filled=0:trim=0/0:fast greedy budget=450 | fill_outer:greedy=True:outer1=0.929:outer2=0.904:empty=3:edgeShort=4:edgeLong=2:filled=22:trim=0/0:fast greedy budget=450 | trim_refill:greedy=True:outer1=0.929:outer2=0.904:empty=3:edgeShort=4:edgeLong=2:filled=22:trim=0/0:fast greedy budget=450
132,repaired,R2,r1_ab_235_above300_level_852_final_take_refill_v2_p2_delta10_occ10_addcells_rewrite_v2_v2_r3_added85_rotation_vflip,Assets/ArrowMagic/SOData/Levels/Seeds/R2FinalCandidatePool/r1_ab_235_above300_level_852_final_take_refill_v2_p2_delta10_occ10_addcells_rewrite_v2_v2_r3_added85_rotation_vflip.asset,r2_outer_strong_129_r2_235_a852,Assets/ArrowMagic/SOData/Levels/Generated/R2OuterStrongRepair/r2_outer_strong_129_r2_235_a852.asset,fill_outer,28,30,99,99,806,810,0.960,0.964,0.955,0.991,0.949,0.968,1,1,31,30,2,2,11,11,0,0,4,True,10157.7,original:greedy=True:outer1=0.955:outer2=0.949:empty=1:edgeShort=31:edgeLong=2:filled=0:trim=0/0:fast greedy budget=450 | fill_outer:greedy=True:outer1=0.991:outer2=0.968:empty=1:edgeShort=30:edgeLong=2:filled=4:trim=0/0:fast greedy budget=450 | trim_refill:greedy=True:outer1=0.991:outer2=0.968:empty=1:edgeShort=30:edgeLong=2:filled=4:trim=0/0:fast greedy budget=450
133,repaired,R2,r1_ab_236_above300_level_855_final_take_refill_v2_p2_delta13_occ5_addcells_rewrite_v2_v2_r2_added47_rotation_vflip,Assets/ArrowMagic/SOData/Levels/Seeds/R2FinalCandidatePool/r1_ab_236_above300_level_855_final_take_refill_v2_p2_delta13_occ5_addcells_rewrite_v2_v2_r2_added47_rotation_vflip.asset,r2_outer_strong_130_r2_236_a855,Assets/ArrowMagic/SOData/Levels/Generated/R2OuterStrongRepair/r2_outer_strong_130_r2_236_a855.asset,fill_outer,19,24,55,58,437,441,0.958,0.967,0.939,0.988,0.962,0.987,2,1,12,13,1,1,10,10,0,0,4,True,10473.2,original:greedy=True:outer1=0.939:outer2=0.962:empty=2:edgeShort=12:edgeLong=1:filled=0:trim=0/0:fast greedy budget=450 | fill_outer:greedy=True:outer1=0.988:outer2=0.987:empty=1:edgeShort=13:edgeLong=1:filled=4:trim=0/0:fast greedy budget=450 | trim_refill:greedy=True:outer1=0.988:outer2=0.987:empty=1:edgeShort=13:edgeLong=1:filled=4:trim=0/0:fast greedy budget=450
134,repaired,R2,r1_ab_237_above300_level_857_final_take_refill_v2_p2_delta12_occ4_addcells_rewrite_v2_v2_t3_added58_rotation_vflip,Assets/ArrowMagic/SOData/Levels/Seeds/R2FinalCandidatePool/r1_ab_237_above300_level_857_final_take_refill_v2_p2_delta12_occ4_addcells_rewrite_v2_v2_t3_added58_rotation_vflip.asset,r2_outer_strong_131_r2_237_a857,Assets/ArrowMagic/SOData/Levels/Generated/R2OuterStrongRepair/r2_outer_strong_131_r2_237_a857.asset,fill_outer,20,28,65,66,541,548,0.966,0.979,0.913,0.989,0.943,0.983,2,1,16,14,0,0,7,7,0,0,7,True,10529.4,original:greedy=True:outer1=0.913:outer2=0.943:empty=2:edgeShort=16:edgeLong=0:filled=0:trim=0/0:fast greedy budget=450 | fill_outer:greedy=True:outer1=0.989:outer2=0.983:empty=1:edgeShort=14:edgeLong=0:filled=7:trim=0/0:fast greedy budget=450 | trim_refill:greedy=True:outer1=0.989:outer2=0.983:empty=1:edgeShort=14:edgeLong=0:filled=7:trim=0/0:fast greedy budget=450
135,repaired,R2,r1_ab_238_above300_level_858_final_take_refill_v2_p2_delta12_occ10_addcells_rewrite_v2_v2_l2_added60_rotation_vflip,Assets/ArrowMagic/SOData/Levels/Seeds/R2FinalCandidatePool/r1_ab_238_above300_level_858_final_take_refill_v2_p2_delta12_occ10_addcells_rewrite_v2_v2_l2_added60_rotation_vflip.asset,r2_outer_strong_132_r2_238_a858,Assets/ArrowMagic/SOData/Levels/Generated/R2OuterStrongRepair/r2_outer_strong_132_r2_238_a858.asset,fill_outer,20,31,59,59,608,609,0.981,0.982,0.980,0.990,0.979,0.984,2,1,14,14,7,7,18,18,0,0,1,True,9985.6,original:greedy=True:outer1=0.980:outer2=0.979:empty=2:edgeShort=14:edgeLong=7:filled=0:trim=0/0:fast greedy budget=450 | fill_outer:greedy=True:outer1=0.990:outer2=0.984:empty=1:edgeShort=14:edgeLong=7:filled=1:trim=0/0:fast greedy budget=450 | trim_refill:greedy=True:outer1=0.990:outer2=0.984:empty=1:edgeShort=14:edgeLong=7:filled=1:trim=0/0:fast greedy budget=450
136,missing_level,R2,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0,missing authored level
137,kept,R2,r1_ab_242_above300_level_869_final_take_refill_v2_p2_delta18_occ10_addcells_rewrite_v2_v2_b3_added84_rotation_vflip,Assets/ArrowMagic/SOData/Levels/Seeds/R2FinalCandidatePool/r1_ab_242_above300_level_869_final_take_refill_v2_p2_delta18_occ10_addcells_rewrite_v2_v2_b3_added84_rotation_vflip.asset,r2_outer_strong_133_r2_242_a869,Assets/ArrowMagic/SOData/Levels/Generated/R2OuterStrongRepair/r2_outer_strong_133_r2_242_a869.asset,original,29,39,122,122,1092,1092,0.966,0.966,0.924,0.924,0.953,0.953,3,3,17,17,4,4,14,14,0,0,0,True,9265.0,original:greedy=True:outer1=0.924:outer2=0.953:empty=3:edgeShort=17:edgeLong=4:filled=0:trim=0/0:fast greedy budget=450 | fill_outer:greedy=False:outer1=0.970:outer2=0.977:empty=2:edgeShort=18:edgeLong=3:filled=6:trim=0/0:fast greedy failed budget=450 | trim_refill:greedy=False:outer1=0.977:outer2=0.980:empty=2:edgeShort=18:edgeLong=3:filled=7:trim=1/0:fast greedy failed budget=450
138,repaired,R2,r1_ab_245_above300_level_871_final_take_refill_v2_p2_delta13_occ13_addcells_rewrite_v2_v2_r2_added49_rotation_vflip,Assets/ArrowMagic/SOData/Levels/Seeds/R2FinalCandidatePool/r1_ab_245_above300_level_871_final_take_refill_v2_p2_delta13_occ13_addcells_rewrite_v2_v2_r2_added49_rotation_vflip.asset,r2_outer_strong_134_r2_245_a871,Assets/ArrowMagic/SOData/Levels/Generated/R2OuterStrongRepair/r2_outer_strong_134_r2_245_a871.asset,fill_outer,22,25,68,69,535,538,0.973,0.978,0.956,0.989,0.971,0.988,1,1,15,14,5,5,14,14,0,0,3,True,10195.2,original:greedy=True:outer1=0.956:outer2=0.971:empty=1:edgeShort=15:edgeLong=5:filled=0:trim=0/0:fast greedy budget=450 | fill_outer:greedy=True:outer1=0.989:outer2=0.988:empty=1:edgeShort=14:edgeLong=5:filled=3:trim=0/0:fast greedy budget=450 | trim_refill:greedy=True:outer1=0.989:outer2=0.988:empty=1:edgeShort=14:edgeLong=5:filled=5:trim=2/0:fast greedy budget=450
139,repaired,R2,r1_ab_247_above300_level_877_final_take_refill_v2_p2_delta9_occ5_addcells_rewrite_v2_v2_l2_added59_rotation_vflip,Assets/ArrowMagic/SOData/Levels/Seeds/R2FinalCandidatePool/r1_ab_247_above300_level_877_final_take_refill_v2_p2_delta9_occ5_addcells_rewrite_v2_v2_l2_added59_rotation_vflip.asset,r2_outer_strong_135_r2_247_a877,Assets/ArrowMagic/SOData/Levels/Generated/R2OuterStrongRepair/r2_outer_strong_135_r2_247_a877.asset,fill_outer,21,31,76,77,626,630,0.962,0.968,0.940,0.980,0.958,0.979,2,1,12,12,3,3,13,13,0,0,4,True,10284.9,original:greedy=True:outer1=0.940:outer2=0.958:empty=2:edgeShort=12:edgeLong=3:filled=0:trim=0/0:fast greedy budget=450 | fill_outer:greedy=True:outer1=0.980:outer2=0.979:empty=1:edgeShort=12:edgeLong=3:filled=4:trim=0/0:fast greedy budget=450 | trim_refill:greedy=True:outer1=0.980:outer2=0.979:empty=1:edgeShort=12:edgeLong=3:filled=4:trim=0/0:fast greedy budget=450
140,repaired,R2,r1_ab_248_above300_level_878_final_addcells_rewrite_v2_v2_b3_added63_rotation_vflip,Assets/ArrowMagic/SOData/Levels/Seeds/R2FinalCandidatePool/r1_ab_248_above300_level_878_final_addcells_rewrite_v2_v2_b3_added63_rotation_vflip.asset,r2_outer_strong_136_r2_248_a878,Assets/ArrowMagic/SOData/Levels/Generated/R2OuterStrongRepair/r2_outer_strong_136_r2_248_a878.asset,fill_outer,23,31,58,70,614,691,0.861,0.969,0.202,0.942,0.585,0.970,53,2,4,4,3,6,15,18,0,0,22,True,9560.9,original:greedy=True:outer1=0.202:outer2=0.585:empty=53:edgeShort=4:edgeLong=3:filled=0:trim=0/0:fast greedy budget=450 | fill_outer:greedy=True:outer1=0.942:outer2=0.970:empty=2:edgeShort=4:edgeLong=6:filled=22:trim=0/0:fast greedy budget=450 | trim_refill:greedy=True:outer1=0.942:outer2=0.970:empty=2:edgeShort=4:edgeLong=6:filled=22:trim=0/0:fast greedy budget=450
141,repaired,R2,r1_ab_249_above300_level_879_final_take_refill_v2_p2_delta9_occ7_addcells_rewrite_v2_v2_r2_added49_rotation_vflip,Assets/ArrowMagic/SOData/Levels/Seeds/R2FinalCandidatePool/r1_ab_249_above300_level_879_final_take_refill_v2_p2_delta9_occ7_addcells_rewrite_v2_v2_r2_added49_rotation_vflip.asset,r2_outer_strong_137_r2_249_a879,Assets/ArrowMagic/SOData/Levels/Generated/R2OuterStrongRepair/r2_outer_strong_137_r2_249_a879.asset,fill_outer,22,26,60,61,552,555,0.965,0.970,0.957,0.989,0.966,0.983,2,1,17,17,3,3,13,13,0,0,3,True,10299.7,original:greedy=True:outer1=0.957:outer2=0.966:empty=2:edgeShort=17:edgeLong=3:filled=0:trim=0/0:fast greedy budget=450 | fill_outer:greedy=True:outer1=0.989:outer2=0.983:empty=1:edgeShort=17:edgeLong=3:filled=3:trim=0/0:fast greedy budget=450 | trim_refill:greedy=True:outer1=0.989:outer2=0.983:empty=1:edgeShort=17:edgeLong=3:filled=3:trim=0/0:fast greedy budget=450
142,repaired,R2,r1_ab_251_above300_level_882_final_take_refill_v2_p2_delta18_occ18_addcells_rewrite_v2_v2_t2_added36_rotation_vflip,Assets/ArrowMagic/SOData/Levels/Seeds/R2FinalCandidatePool/r1_ab_251_above300_level_882_final_take_refill_v2_p2_delta18_occ18_addcells_rewrite_v2_v2_t2_added36_rotation_vflip.asset,r2_outer_strong_138_r2_251_a882,Assets/ArrowMagic/SOData/Levels/Generated/R2OuterStrongRepair/r2_outer_strong_138_r2_251_a882.asset,fill_outer,19,25,56,61,424,454,0.893,0.956,0.667,1.000,0.731,0.919,25,0,13,16,3,4,22,22,0,0,5,True,10238.2,original:greedy=True:outer1=0.667:outer2=0.731:empty=25:edgeShort=13:edgeLong=3:filled=0:trim=0/0:fast greedy budget=450 | fill_outer:greedy=True:outer1=1.000:outer2=0.919:empty=0:edgeShort=16:edgeLong=4:filled=5:trim=0/0:fast greedy budget=450 | trim_refill:greedy=True:outer1=1.000:outer2=0.919:empty=0:edgeShort=16:edgeLong=4:filled=5:trim=0/0:fast greedy budget=450
143,repaired,R2,r1_ab_253_above300_level_885_final_take_refill_v2_p2_delta14_occ14_addcells_rewrite_v2_v2_t2_added41_rotation_vflip,Assets/ArrowMagic/SOData/Levels/Seeds/R2FinalCandidatePool/r1_ab_253_above300_level_885_final_take_refill_v2_p2_delta14_occ14_addcells_rewrite_v2_v2_t2_added41_rotation_vflip.asset,r2_outer_strong_139_r2_253_a885,Assets/ArrowMagic/SOData/Levels/Generated/R2OuterStrongRepair/r2_outer_strong_139_r2_253_a885.asset,fill_outer,21,37,107,108,755,757,0.972,0.974,0.964,0.982,0.977,0.986,2,1,16,17,2,2,10,10,0,0,2,True,10257.2,original:greedy=True:outer1=0.964:outer2=0.977:empty=2:edgeShort=16:edgeLong=2:filled=0:trim=0/0:fast greedy budget=450 | fill_outer:greedy=True:outer1=0.982:outer2=0.986:empty=1:edgeShort=17:edgeLong=2:filled=2:trim=0/0:fast greedy budget=450 | trim_refill:greedy=False:outer1=0.982:outer2=0.986:empty=1:edgeShort=16:edgeLong=2:filled=8:trim=1/2:fast greedy failed budget=450
144,repaired,R2,r1_ab_254_above300_level_887_final_sparse_prefill_fill4_hole11_addcells_rewrite_v2_v2_t2_added41_rotation_vflip,Assets/ArrowMagic/SOData/Levels/Seeds/R2FinalCandidatePool/r1_ab_254_above300_level_887_final_sparse_prefill_fill4_hole11_addcells_rewrite_v2_v2_t2_added41_rotation_vflip.asset,r2_outer_strong_140_r2_254_a887,Assets/ArrowMagic/SOData/Levels/Generated/R2OuterStrongRepair/r2_outer_strong_140_r2_254_a887.asset,fill_outer,22,29,65,68,567,580,0.889,0.909,0.888,0.980,0.915,0.979,3,1,13,15,4,4,14,14,0,0,8,True,10160.7,original:greedy=True:outer1=0.888:outer2=0.915:empty=3:edgeShort=13:edgeLong=4:filled=0:trim=0/0:fast greedy budget=450 | fill_outer:greedy=True:outer1=0.980:outer2=0.979:empty=1:edgeShort=15:edgeLong=4:filled=8:trim=0/0:fast greedy budget=450 | trim_refill:greedy=True:outer1=0.980:outer2=0.979:empty=1:edgeShort=15:edgeLong=4:filled=8:trim=0/0:fast greedy budget=450
145,repaired,R2,r1_ab_255_above300_level_889_final_rotation_vflip,Assets/ArrowMagic/SOData/Levels/Seeds/R2FinalCandidatePool/r1_ab_255_above300_level_889_final_rotation_vflip.asset,r2_outer_strong_141_r2_255_a889,Assets/ArrowMagic/SOData/Levels/Generated/R2OuterStrongRepair/r2_outer_strong_141_r2_255_a889.asset,fill_outer,40,65,7,141,18,2414,0.007,0.928,0.000,0.995,0.020,0.955,206,1,5,4,0,134,3,18,0,0,137,True,2365.5,original:greedy=True:outer1=0.000:outer2=0.020:empty=206:edgeShort=5:edgeLong=0:filled=0:trim=0/0:fast greedy budget=450 | fill_outer:greedy=True:outer1=0.995:outer2=0.955:empty=1:edgeShort=4:edgeLong=134:filled=137:trim=0/0:fast greedy budget=450 | trim_refill:greedy=True:outer1=0.995:outer2=0.955:empty=1:edgeShort=4:edgeLong=134:filled=137:trim=0/0:fast greedy budget=450
146,repaired,R2,r1_ab_257_above300_level_893_final_take_refill_v2_p2_delta14_occ8_addcells_rewrite_v2_v2_r2_added41_rotation_hflip,Assets/ArrowMagic/SOData/Levels/Seeds/R2FinalCandidatePool/r1_ab_257_above300_level_893_final_take_refill_v2_p2_delta14_occ8_addcells_rewrite_v2_v2_r2_added41_rotation_hflip.asset,r2_outer_strong_142_r2_257_a893,Assets/ArrowMagic/SOData/Levels/Generated/R2OuterStrongRepair/r2_outer_strong_142_r2_257_a893.asset,fill_outer,22,21,57,57,452,453,0.978,0.981,0.988,1.000,0.987,0.994,1,0,13,13,3,3,17,17,0,0,1,True,10558.0,original:greedy=True:outer1=0.988:outer2=0.987:empty=1:edgeShort=13:edgeLong=3:filled=0:trim=0/0:fast greedy budget=450 | fill_outer:greedy=True:outer1=1.000:outer2=0.994:empty=0:edgeShort=13:edgeLong=3:filled=1:trim=0/0:fast greedy budget=450 | trim_refill:greedy=True:outer1=1.000:outer2=0.994:empty=0:edgeShort=13:edgeLong=3:filled=1:trim=0/0:fast greedy budget=450
147,kept,R2,r1_ab_258_above300_level_894_final_take_refill_v2_p2_delta13_occ7_addcells_rewrite_v2_v2_t2_added42_rotation_vflip,Assets/ArrowMagic/SOData/Levels/Seeds/R2FinalCandidatePool/r1_ab_258_above300_level_894_final_take_refill_v2_p2_delta13_occ7_addcells_rewrite_v2_v2_t2_added42_rotation_vflip.asset,r2_outer_strong_143_r2_258_a894,Assets/ArrowMagic/SOData/Levels/Generated/R2OuterStrongRepair/r2_outer_strong_143_r2_258_a894.asset,original,22,25,58,58,510,510,0.927,0.927,0.878,0.878,0.895,0.895,8,8,10,10,0,0,9,9,0,0,0,True,8534.5,original:greedy=True:outer1=0.878:outer2=0.895:empty=8:edgeShort=10:edgeLong=0:filled=0:trim=0/0:fast greedy budget=450 | fill_outer:greedy=False:outer1=1.000:outer2=0.994:empty=0:edgeShort=16:edgeLong=0:filled=8:trim=0/0:fast greedy failed budget=450 | trim_refill:greedy=False:outer1=1.000:outer2=0.994:empty=0:edgeShort=16:edgeLong=0:filled=8:trim=0/0:fast greedy failed budget=450
148,repaired,R2,r1_ab_259_above300_level_897_final_take_refill_v2_p2_delta14_occ4_addcells_rewrite_v2_v2_b3_added51_rotation_vflip,Assets/ArrowMagic/SOData/Levels/Seeds/R2FinalCandidatePool/r1_ab_259_above300_level_897_final_take_refill_v2_p2_delta14_occ4_addcells_rewrite_v2_v2_b3_added51_rotation_vflip.asset,r2_outer_strong_144_r2_259_a897,Assets/ArrowMagic/SOData/Levels/Generated/R2OuterStrongRepair/r2_outer_strong_144_r2_259_a897.asset,fill_outer,18,21,37,41,362,371,0.958,0.981,0.878,0.973,0.914,0.979,3,1,11,12,4,4,16,16,0,0,7,True,10126.9,original:greedy=True:outer1=0.878:outer2=0.914:empty=3:edgeShort=11:edgeLong=4:filled=0:trim=0/0:fast greedy budget=450 | fill_outer:greedy=True:outer1=0.973:outer2=0.979:empty=1:edgeShort=12:edgeLong=4:filled=7:trim=0/0:fast greedy budget=450 | trim_refill:greedy=True:outer1=0.973:outer2=0.979:empty=1:edgeShort=12:edgeLong=4:filled=8:trim=1/0:fast greedy budget=450
149,repaired,R2,r1_ab_261_above300_level_899_final_take_refill_v2_p2_delta15_occ7_addcells_rewrite_v2_v2_l2_added64_rotation_vflip,Assets/ArrowMagic/SOData/Levels/Seeds/R2FinalCandidatePool/r1_ab_261_above300_level_899_final_take_refill_v2_p2_delta15_occ7_addcells_rewrite_v2_v2_l2_added64_rotation_vflip.asset,r2_outer_strong_145_r2_261_a899,Assets/ArrowMagic/SOData/Levels/Generated/R2OuterStrongRepair/r2_outer_strong_145_r2_261_a899.asset,fill_outer,28,33,102,102,906,908,0.981,0.983,0.983,1.000,0.978,0.987,1,0,18,18,4,4,25,25,0,0,2,True,10221.0,original:greedy=True:outer1=0.983:outer2=0.978:empty=1:edgeShort=18:edgeLong=4:filled=0:trim=0/0:fast greedy budget=450 | fill_outer:greedy=True:outer1=1.000:outer2=0.987:empty=0:edgeShort=18:edgeLong=4:filled=2:trim=0/0:fast greedy budget=450 | trim_refill:greedy=True:outer1=1.000:outer2=0.987:empty=0:edgeShort=18:edgeLong=4:filled=2:trim=0/0:fast greedy budget=450
150,repaired,R2,r1_ab_262_above300_level_901_final_rotation_vflip,Assets/ArrowMagic/SOData/Levels/Seeds/R2FinalCandidatePool/r1_ab_262_above300_level_901_final_rotation_vflip.asset,r2_outer_strong_146_r2_262_a901,Assets/ArrowMagic/SOData/Levels/Generated/R2OuterStrongRepair/r2_outer_strong_146_r2_262_a901.asset,trim_refill,29,44,1,88,44,1276,0.034,1.000,0.014,1.000,0.159,1.000,96,0,0,0,1,88,44,18,1,0,88,True,5372.0,original:greedy=True:outer1=0.014:outer2=0.159:empty=96:edgeShort=0:edgeLong=1:filled=0:trim=0/0:fast greedy budget=450 | fill_outer:greedy=True:outer1=0.944:outer2=0.971:empty=8:edgeShort=0:edgeLong=65:filled=64:trim=0/0:fast greedy budget=450 | trim_refill:greedy=True:outer1=1.000:outer2=1.000:empty=0:edgeShort=0:edgeLong=88:filled=88:trim=1/0:fast greedy budget=450
151,kept,R2,r1_ab_263_above300_level_904_final_take_refill_v2_p2_delta19_occ19_addcells_rewrite_v2_v2_t2_added32_rotation_vflip,Assets/ArrowMagic/SOData/Levels/Seeds/R2FinalCandidatePool/r1_ab_263_above300_level_904_final_take_refill_v2_p2_delta19_occ19_addcells_rewrite_v2_v2_t2_added32_rotation_vflip.asset,r2_outer_strong_147_r2_263_a904,Assets/ArrowMagic/SOData/Levels/Generated/R2OuterStrongRepair/r2_outer_strong_147_r2_263_a904.asset,original,17,31,51,51,497,497,0.943,0.943,0.837,0.837,0.875,0.875,5,5,15,15,2,2,16,16,0,0,0,True,8243.2,original:greedy=True:outer1=0.837:outer2=0.875:empty=5:edgeShort=15:edgeLong=2:filled=0:trim=0/0:fast greedy budget=450 | fill_outer:greedy=False:outer1=0.946:outer2=0.966:empty=4:edgeShort=19:edgeLong=2:filled=8:trim=0/0:fast greedy failed budget=450 | trim_refill:greedy=False:outer1=0.946:outer2=0.966:empty=4:edgeShort=19:edgeLong=2:filled=8:trim=0/0:fast greedy failed budget=450
152,repaired,R2,r1_ab_264_above300_level_906_final_take_refill_v2_p2_delta7_occ7_addcells_rewrite_v2_v2_r2_added56_rotation_vflip,Assets/ArrowMagic/SOData/Levels/Seeds/R2FinalCandidatePool/r1_ab_264_above300_level_906_final_take_refill_v2_p2_delta7_occ7_addcells_rewrite_v2_v2_r2_added56_rotation_vflip.asset,r2_outer_strong_148_r2_264_a906,Assets/ArrowMagic/SOData/Levels/Generated/R2OuterStrongRepair/r2_outer_strong_148_r2_264_a906.asset,fill_outer,23,30,68,70,644,678,0.933,0.983,0.657,0.990,0.816,0.990,29,1,12,11,2,4,26,26,0,0,6,True,10066.3,original:greedy=True:outer1=0.657:outer2=0.816:empty=29:edgeShort=12:edgeLong=2:filled=0:trim=0/0:fast greedy budget=450 | fill_outer:greedy=True:outer1=0.990:outer2=0.990:empty=1:edgeShort=11:edgeLong=4:filled=6:trim=0/0:fast greedy budget=450 | trim_refill:greedy=True:outer1=0.990:outer2=0.990:empty=1:edgeShort=11:edgeLong=4:filled=6:trim=0/0:fast greedy budget=450
153,repaired,R2,r1_ab_265_above300_level_907_final_take_refill_v2_p2_delta12_occ12_addcells_rewrite_v2_v2_t3_added66_rotation_vflip,Assets/ArrowMagic/SOData/Levels/Seeds/R2FinalCandidatePool/r1_ab_265_above300_level_907_final_take_refill_v2_p2_delta12_occ12_addcells_rewrite_v2_v2_t3_added66_rotation_vflip.asset,r2_outer_strong_149_r2_265_a907,Assets/ArrowMagic/SOData/Levels/Generated/R2OuterStrongRepair/r2_outer_strong_149_r2_265_a907.asset,fill_outer,23,27,64,66,600,606,0.966,0.976,0.938,0.990,0.946,0.978,2,1,16,17,3,3,11,11,0,0,5,True,10265.6,original:greedy=True:outer1=0.938:outer2=0.946:empty=2:edgeShort=16:edgeLong=3:filled=0:trim=0/0:fast greedy budget=450 | fill_outer:greedy=True:outer1=0.990:outer2=0.978:empty=1:edgeShort=17:edgeLong=3:filled=5:trim=0/0:fast greedy budget=450 | trim_refill:greedy=True:outer1=0.990:outer2=0.978:empty=1:edgeShort=17:edgeLong=3:filled=5:trim=0/0:fast greedy budget=450
154,repaired,R2,r1_ab_267_above300_level_925_final_sparse_prefill_fill25_hole81_addcells_rewrite_v2_v2_l3_added99_rotation_vflip,Assets/ArrowMagic/SOData/Levels/Seeds/R2FinalCandidatePool/r1_ab_267_above300_level_925_final_sparse_prefill_fill25_hole81_addcells_rewrite_v2_v2_l3_added99_rotation_vflip.asset,r2_outer_strong_150_r2_267_a925,Assets/ArrowMagic/SOData/Levels/Generated/R2OuterStrongRepair/r2_outer_strong_150_r2_267_a925.asset,trim_refill,29,36,96,117,863,993,0.827,0.951,0.381,0.929,0.553,0.930,36,3,4,10,2,7,36,18,2,0,30,True,9112.2,original:greedy=True:outer1=0.381:outer2=0.553:empty=36:edgeShort=4:edgeLong=2:filled=0:trim=0/0:fast greedy budget=450 | fill_outer:greedy=True:outer1=0.921:outer2=0.943:empty=3:edgeShort=13:edgeLong=4:filled=29:trim=0/0:fast greedy budget=450 | trim_refill:greedy=True:outer1=0.929:outer2=0.930:empty=3:edgeShort=10:edgeLong=7:filled=30:trim=2/0:fast greedy budget=450
155,repaired,R2,r1_ab_271_above300_level_943_final_take_refill_v2_p2_delta8_occ4_addcells_rewrite_v2_v2_t3_added75_rotation_vflip,Assets/ArrowMagic/SOData/Levels/Seeds/R2FinalCandidatePool/r1_ab_271_above300_level_943_final_take_refill_v2_p2_delta8_occ4_addcells_rewrite_v2_v2_t3_added75_rotation_vflip.asset,r2_outer_strong_151_r2_271_a943,Assets/ArrowMagic/SOData/Levels/Generated/R2OuterStrongRepair/r2_outer_strong_151_r2_271_a943.asset,fill_outer,26,29,78,79,738,742,0.979,0.984,0.962,0.991,0.961,0.980,2,1,13,13,4,4,22,22,0,0,3,True,10198.8,original:greedy=True:outer1=0.962:outer2=0.961:empty=2:edgeShort=13:edgeLong=4:filled=0:trim=0/0:fast greedy budget=450 | fill_outer:greedy=True:outer1=0.991:outer2=0.980:empty=1:edgeShort=13:edgeLong=4:filled=3:trim=0/0:fast greedy budget=450 | trim_refill:greedy=True:outer1=0.991:outer2=0.980:empty=1:edgeShort=13:edgeLong=4:filled=3:trim=0/0:fast greedy budget=450
156,kept,R2,r1_ab_272_above300_level_946_final_take_refill_v2_p2_delta14_occ14_addcells_rewrite_v2_v2_r2_added58_rotation_vflip,Assets/ArrowMagic/SOData/Levels/Seeds/R2FinalCandidatePool/r1_ab_272_above300_level_946_final_take_refill_v2_p2_delta14_occ14_addcells_rewrite_v2_v2_r2_added58_rotation_vflip.asset,r2_outer_strong_152_r2_272_a946,Assets/ArrowMagic/SOData/Levels/Generated/R2OuterStrongRepair/r2_outer_strong_152_r2_272_a946.asset,original,26,32,98,98,783,783,0.941,0.941,0.795,0.795,0.875,0.875,10,10,17,17,2,2,14,14,0,0,0,True,7217.7,original:greedy=True:outer1=0.795:outer2=0.875:empty=10:edgeShort=17:edgeLong=2:filled=0:trim=0/0:fast greedy budget=450 | fill_outer:greedy=False:outer1=0.929:outer2=0.944:empty=3:edgeShort=20:edgeLong=1:filled=15:trim=0/0:fast greedy failed budget=450 | trim_refill:greedy=False:outer1=0.929:outer2=0.944:empty=3:edgeShort=20:edgeLong=1:filled=15:trim=0/0:fast greedy failed budget=450
