"order","section10","mainMissionId","levelName","category","difficultyNameZh","experienceRole","roleInSection","finalStatus","finalLevelId","finalAssetPath","originalLevelId","originalAssetPath","replacementSourceKind","productionLane","productionChainLanguage","productionDifficultyBand","sourceCoverage","maxChoices","localPatchSolveRunMax","nearOuterPatchSolveRunMax","solveTraceQualityScore","solveTraceCollapseRiskScore","solveSameAxisRunMax","solveSameDirHeadRunMax","assemblyAction","assemblySourcePool","assemblySourceRoot","assemblyGateClass","assemblySelectionReason","assemblyCopyRequired","assemblyCandidateLevelId","assemblyCandidateAssetPath","assemblyCandidateStyle","assemblyCandidateChainLanguage","assemblyCandidateRole","assemblyManualReview","assemblyRemainingGap","assemblyGapReason","assemblyCandidateWidth","assemblyCandidateHeight","assemblyCandidateChains","assemblyCandidateAvgChoices","assemblyCandidateMaxChain","assemblyCandidateAvgChain","assemblyCandidateStraightness","assemblyCandidateProfile","templateTargetChains","templateTargetChainsMin","templateTargetChainsMax","templateTargetWidth","templateTargetHeight","actualChains","actualArrowTiles","actualMaxChain","actualAvgChain","effectiveChainLoad","sectionWaveRole","rhythmStageBand","rhythmPlacementReason","rhythmStyleGroup","rhythmChainDelta","rhythmEffectiveDelta","rhythmCandidateDifficultyScore"
"254","26","354","Main/Level_Main_254","normal","普通/恢复","Normal","NormalA_FlowOrNeutral","ReplacedRhythmV4","c5hole_lowchoice_v1_h04r_09_nutation_strict_mixed_hard_v1_rect_s16_o152_v02_strictmixedhard_strict_hard_chain_hf1","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h04r/c5hole_lowchoice_v1_h04r_09_nutation_strict_mixed_hard_v1_rect_s16_o152_v02_strictmixedhard_strict_hard_chain_hf1.asset","direct_normal_topup_38_direct_normal_topup_rect_stair_push_g10_v05","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L254_direct_normal_topup_38_direct_normal_topup_rect_st.asset","normal","Campaign500_HardGateUntil0910","strict_hard_chain","","0.98","8","3","3","0.907","0.118","","","ActiveReplace","Campaign500_HardGateUntil0910","","RhythmV4Front300TraceKeep","rhythm_v4|target=101;stageTarget=101;effective=71.5;chains=70;role=Normal;style=hardgate;chain=strict_hard_chain;cost=126.8","False","c5hole_lowchoice_v1_h04r_09_nutation_strict_mixed_hard_v1_rect_s16_o152_v02_strictmixedhard_strict_hard_chain_hf1","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h04r/c5hole_lowchoice_v1_h04r_09_nutation_strict_mixed_hard_v1_rect_s16_o152_v02_strictmixedhard_strict_hard_chain_hf1.asset","hardgate","strict_hard_chain","","False","False","","23","31","70","","21","9.99","","152","101","91","111","21","36","70","699","21","9.99","71.52","Normal","S03_front300_quality","target=101;stageTarget=101;effective=71.5;chains=70;role=Normal;style=hardgate;chain=strict_hard_chain;cost=126.8","hardgate","-31.0","-29.5","3.844"
"255","26","355","Main/Level_Main_255","normal","普通/恢复","Recovery","","ReplacedRhythmV4","c5nep_w11c_35_nutation_strict_mixed_hard_v1_rect_s39_o386_v04_strictmixedhard_mixed_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w11c/c5nep_w11c_35_nutation_strict_mixed_hard_v1_rect_s39_o386_v04_strictmixedhard_mixed_chain.asset","direct_normal_151_direct_normal_rect_outer_shell_g3_v16","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L255_direct_normal_151_direct_normal_rect_outer_shell_g.asset","normal","FlowCurve","curve_chain","NormalFlow","0.975","8","5","4","0.833","0.274","","","ActiveReplace","Campaign500_HardGateUntil0910","","RhythmV4Front300TraceKeep","rhythm_v4|target=110;stageTarget=110;effective=68.6;chains=66;role=Recovery;style=flow;chain=curve_chain;cost=160.3","False","c5nep_w11c_35_nutation_strict_mixed_hard_v1_rect_s39_o386_v04_strictmixedhard_mixed_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w11c/c5nep_w11c_35_nutation_strict_mixed_hard_v1_rect_s39_o386_v04_strictmixedhard_mixed_chain.asset","flow","curve_chain","NormalFlow","False","False","","22","29","66","","21","9.42","","386","110","99","121","23","37","66","622","21","9.42","68.64","Recovery","S03_front300_quality","target=110;stageTarget=110;effective=68.6;chains=66;role=Recovery;style=flow;chain=curve_chain;cost=160.3","flow","-44.0","-41.4","3.782"
"256","26","356","Main/Level_Main_256","normal","极难","Peak","Peak","ReplacedRhythmV4","campaign500_longchain_prod200_pool_v1_06_l005_long_normal_b_normal_s01_slot_seedweave_braid_carrier","Assets/ArrowMagic/SOData/Levels/Campaign500LongChainProd200PoolV1/campaign500_longchain_prod200_pool_v1_06_l005_long_normal_b_normal_s01_slot_seedweave_braid_carrier.asset","direct_polish_hard_07_direct_polish_hard_rect_quasi_symmetry_g4_v01","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L256_direct_polish_hard_07_direct_polish_hard_rect_quas.asset","normal","slot_seedweave_braid_carrier","family_profile_chain","LongNormalB","0.9492","11","4","4","0.91","0.014","","","ActiveReplace","SeedV5LongChain30Front300",".worktrees/campaign500-longchain-prod200-pool","RhythmV4Front300TraceKeep","rhythm_v4|target=159;stageTarget=159;effective=72.8;chains=26;role=PeakExtreme;style=longchain;chain=family_profile_chain;cost=237.4","True","campaign500_longchain_prod200_pool_v1_06_l005_long_normal_b_normal_s01_slot_seedweave_braid_carrier","Assets/ArrowMagic/SOData/Levels/Campaign500LongChainProd200PoolV1/campaign500_longchain_prod200_pool_v1_06_l005_long_normal_b_normal_s01_slot_seedweave_braid_carrier.asset","longchain","family_profile_chain","LongNormalB","False","False","","17","22","26","","40","13.65","","5","159","143","175","24","42","26","355","40","13.65","72.85","PeakExtreme","S03_front300_quality","target=159;stageTarget=159;effective=72.8;chains=26;role=PeakExtreme;style=longchain;chain=family_profile_chain;cost=237.4","longchain","-133.0","-86.2","4.761"
"257","26","357","Main/Level_Main_257","normal","普通/恢复","Normal","","ReplacedRhythmV4","c5nep_w11a_46_nutation_strict_mixed_hard_v1_rect_s45_o446_v00_strictmixedhard_mixed_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w11a/c5nep_w11a_46_nutation_strict_mixed_hard_v1_rect_s45_o446_v00_strictmixedhard_mixed_chain.asset","direct_normal_153_direct_normal_rect_lock_buckle_g3_v16","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L257_direct_normal_153_direct_normal_rect_lock_buckle_g.asset","normal","PeelLight","curve_chain","NormalPeelLight","0.98","8","8","5","0.841","0.228","","","ActiveReplace","Campaign500NormalFullV1UnusedStrict","","RhythmV4Front300TraceKeep","rhythm_v4|target=107;stageTarget=107;effective=77.7;chains=66;role=Normal;style=peel;chain=curve_chain;cost=145.9","False","c5nep_w11a_46_nutation_strict_mixed_hard_v1_rect_s45_o446_v00_strictmixedhard_mixed_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w11a/c5nep_w11a_46_nutation_strict_mixed_hard_v1_rect_s45_o446_v00_strictmixedhard_mixed_chain.asset","peel","curve_chain","NormalPeelLight","False","False","","22","30","66","","21","9.80","","446","107","96","118","23","36","66","647","21","9.80","77.71","Normal","S03_front300_quality","target=107;stageTarget=107;effective=77.7;chains=66;role=Normal;style=peel;chain=curve_chain;cost=145.9","peel","-41.0","-29.3","4.566"
"258","26","358","Main/Level_Main_258","shape","普通/恢复","Shape","","ShapeCandidatePlanned","campaign500_shape_psg_next10d_08_L258_questionmarkvarianta","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgNext10D/campaign500_shape_psg_next10d_08_L258_questionmarkvarianta.asset","r2_outer_strong_005_r2_006_a401_maskonlyb09_02_main_questionmarkvarianta","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L258_r2_outer_strong_005_r2_006_a401_maskonlyb09_02_mai.asset","shape_psg_inventory","","","","0.989","10","10","3","","","","","ActiveReplace","ShapeMaskInventory",".worktrees/mask-psg-production","LatestProposedKeep","Confirmed shape inventory candidate; user allowed manual-review rows for one-level-per-shape coverage.","True","campaign500_shape_psg_next10d_08_L258_questionmarkvarianta","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgNext10D/campaign500_shape_psg_next10d_08_L258_questionmarkvarianta.asset","Sweep","","TraceKeeper","False","False","","","","107","5.33","","","","Sweep","110","99","121","34","44","107","792","17","7.40","","Shape","S03_front300_quality","unchanged_from_v3_or_non_normal","","","",""
"259","26","359","Main/Level_Main_259","normal","普通/恢复","Recovery","","ReplacedRhythmV4","campaign500_normal_full_v1_s39_s50_tail_21_nutation_mixed_neutral_v1_rect_s43_o422_v02_neutralmixed_mixed_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s39_s50_tail/campaign500_normal_full_v1_s39_s50_tail_21_nutation_mixed_neutral_v1_rect_s43_o422_v02_neutralmixed_mixed_chain.asset","direct_pure_topup_10_18_direct_polish_hard_pure_rect_outer_shell_g11_v09","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L259_direct_pure_topup_10_18_direct_polish_hard_pure_re.asset","normal","NeutralMixed","mixed_chain","NormalNeutral","0.991","10","5","2","0.914","0.14","","","ActiveReplace","Campaign500_HardGateUntil0910","","RhythmV4Front300TraceKeep","rhythm_v4|target=126;stageTarget=126;effective=71.5;chains=66;role=Recovery;style=neutral;chain=mixed_chain;cost=210.0","False","campaign500_normal_full_v1_s39_s50_tail_21_nutation_mixed_neutral_v1_rect_s43_o422_v02_neutralmixed_mixed_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s39_s50_tail/campaign500_normal_full_v1_s39_s50_tail_21_nutation_mixed_neutral_v1_rect_s43_o422_v02_neutralmixed_mixed_chain.asset","neutral","mixed_chain","NormalNeutral","False","False","","22","30","66","","21","9.91","","422","126","113","139","21","38","66","654","21","9.91","71.45","Recovery","S03_front300_quality","target=126;stageTarget=126;effective=71.5;chains=66;role=Recovery;style=neutral;chain=mixed_chain;cost=210.0","neutral","-60.0","-54.5","4.123"
"260","26","360","Main/Level_Main_260","normal","普通/恢复","Normal","NormalB_NeutralOrPeelLight","ReplacedRhythmV4","c5nep_w9smh_10_nutation_strict_mixed_hard_v1_rect_s12_o116_v01_strictmixedhard_mixed_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w9smh/c5nep_w9smh_10_nutation_strict_mixed_hard_v1_rect_s12_o116_v01_strictmixedhard_mixed_chain.asset","direct_normal_78_direct_normal_rect_stair_push_g1_v08","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L260_direct_normal_78_direct_normal_rect_stair_push_g1_.asset","normal","PeelMid","rail_chain","Hard","0.986","9","4","3","0.875","0.14","","","ActiveReplace","Campaign500_HardGateUntil0910","","RhythmV4Front300TraceKeep","rhythm_v4|target=101;stageTarget=101;effective=72.5;chains=66;role=Normal;style=hardgate;chain=rail_chain;cost=132.4","False","c5nep_w9smh_10_nutation_strict_mixed_hard_v1_rect_s12_o116_v01_strictmixedhard_mixed_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w9smh/c5nep_w9smh_10_nutation_strict_mixed_hard_v1_rect_s12_o116_v01_strictmixedhard_mixed_chain.asset","hardgate","rail_chain","Hard","False","False","","21","28","66","","21","8.79","","116","101","91","111","21","34","66","580","21","8.79","72.53","Normal","S03_front300_quality","target=101;stageTarget=101;effective=72.5;chains=66;role=Normal;style=hardgate;chain=rail_chain;cost=132.4","hardgate","-35.0","-28.5","4.186"
"261","27","361","Main/Level_Main_261","normal","普通/恢复","Recovery","","ReplacedRhythmV4","c5nep_w11a_01_nutation_strict_mixed_hard_v1_rect_s01_o010_v00_strictmixedhard_mixed_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w11a/c5nep_w11a_01_nutation_strict_mixed_hard_v1_rect_s01_o010_v00_strictmixedhard_mixed_chain.asset","sgp_merged_final_outer_repair_quality_filtered26_harde_09_sgp_linework_maze_05_sgp_linework_maze_bluepri","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L261_sgp_merged_final_outer_repair_quality_filtered26_h.asset","normal","PeelHard","rail_chain","Peak","0.986","10","4","4","0.835","0.224","","","ActiveReplace","Campaign500_HardGateUntil0910","","RhythmV4Front300TraceKeep","rhythm_v4|target=107;stageTarget=107;effective=77.7;chains=65;role=Recovery;style=hardgate;chain=rail_chain;cost=156.6","False","c5nep_w11a_01_nutation_strict_mixed_hard_v1_rect_s01_o010_v00_strictmixedhard_mixed_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w11a/c5nep_w11a_01_nutation_strict_mixed_hard_v1_rect_s01_o010_v00_strictmixedhard_mixed_chain.asset","hardgate","rail_chain","Peak","False","False","","22","30","65","","21","10.02","","10","107","96","118","23","37","65","651","21","10.02","77.73","Recovery","S03_front300_quality","target=107;stageTarget=107;effective=77.7;chains=65;role=Recovery;style=hardgate;chain=rail_chain;cost=156.6","hardgate","-42.0","-29.3","4.456"
"262","27","362","Main/Level_Main_262","normal","普通/恢复","Normal","NormalB_NeutralOrPeelLight","ReplacedRhythmV4","c5nep_w9smh_06_nutation_strict_mixed_hard_v1_rect_s05_o044_v01_strictmixedhard_mixed_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w9smh/c5nep_w9smh_06_nutation_strict_mixed_hard_v1_rect_s05_o044_v01_strictmixedhard_mixed_chain.asset","direct_normal_44_direct_normal_rect_dense_weave_g4_v05","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L262_direct_normal_44_direct_normal_rect_dense_weave_g4.asset","normal","PeelMid","curve_chain","Hard","0.98","10","4","3","0.862","0.177","","","ActiveReplace","Campaign500_HardGateUntil0910","","RhythmV4Front300TraceKeep","rhythm_v4|target=102;stageTarget=102;effective=76.7;chains=65;role=Normal;style=hardgate;chain=curve_chain;cost=155.1","False","c5nep_w9smh_06_nutation_strict_mixed_hard_v1_rect_s05_o044_v01_strictmixedhard_mixed_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w9smh/c5nep_w9smh_06_nutation_strict_mixed_hard_v1_rect_s05_o044_v01_strictmixedhard_mixed_chain.asset","hardgate","curve_chain","Hard","False","False","","21","28","65","","20","8.86","","44","102","92","112","22","37","65","576","20","8.86","76.69","Normal","S03_front300_quality","target=102;stageTarget=102;effective=76.7;chains=65;role=Normal;style=hardgate;chain=curve_chain;cost=155.1","hardgate","-37.0","-25.3","4.429"
"263","27","363","Main/Level_Main_263","shape","普通/恢复","Shape","","ShapeCandidatePlanned","campaign500_shape_psg_remaining_hard_r3_06_L263_cherries_r3section","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgRemainingHardR3/campaign500_shape_psg_remaining_hard_r3_06_L263_cherries_r3section.asset","r2_outer_strong_005_r2_006_a401_maskonlyb05_04_main_cherries","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L263_r2_outer_strong_005_r2_006_a401_maskonlyb05_04_mai.asset","shape_psg_inventory","","","","0.985","9","9","2","","","","","ActiveReplace","ShapeMaskInventory",".worktrees/mask-psg-production","LatestProposedKeep","Confirmed shape inventory candidate; user allowed manual-review rows for one-level-per-shape coverage.","True","campaign500_shape_psg_remaining_hard_r3_06_L263_cherries_r3section","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgRemainingHardR3/campaign500_shape_psg_remaining_hard_r3_06_L263_cherries_r3section.asset","SectionUnlock","","TraceKeeper","False","False","","","","94","5.39","","","","SectionUnlock","116","104","128","36","42","94","745","17","7.93","","Shape","S03_front300_quality","unchanged_from_v3_or_non_normal","","","",""
"264","27","364","Main/Level_Main_264","normal","特别困难","Pressure","Hard","ReplacedRhythmV4","campaign500_longchain_prod200_pool_v1_05_l005_long_normal_b_normal_s01_slot_seedweave_braid_carrier","Assets/ArrowMagic/SOData/Levels/Campaign500LongChainProd200PoolV1/campaign500_longchain_prod200_pool_v1_05_l005_long_normal_b_normal_s01_slot_seedweave_braid_carrier.asset","direct_pure_topup_10_12_direct_polish_hard_pure_rect_core_burst_g11_v09","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L264_direct_pure_topup_10_12_direct_polish_hard_pure_re.asset","normal","slot_seedweave_braid_carrier","family_profile_chain","LongNormalB","0.9492","11","4","4","0.91","0.014","","","ActiveReplace","SeedV5LongChain30Front300",".worktrees/campaign500-longchain-prod200-pool","RhythmV4Front300TraceKeep","rhythm_v4|target=157;stageTarget=157;effective=72.8;chains=26;role=Hard;style=longchain;chain=family_profile_chain;cost=254.4","True","campaign500_longchain_prod200_pool_v1_05_l005_long_normal_b_normal_s01_slot_seedweave_braid_carrier","Assets/ArrowMagic/SOData/Levels/Campaign500LongChainProd200PoolV1/campaign500_longchain_prod200_pool_v1_05_l005_long_normal_b_normal_s01_slot_seedweave_braid_carrier.asset","longchain","family_profile_chain","LongNormalB","False","False","","17","22","26","","40","13.65","","5","157","141","173","25","40","26","355","40","13.65","72.85","Hard","S03_front300_quality","target=157;stageTarget=157;effective=72.8;chains=26;role=Hard;style=longchain;chain=family_profile_chain;cost=254.4","longchain","-131.0","-84.2","4.761"
"265","27","365","Main/Level_Main_265","normal","普通/恢复","Recovery","","ReplacedRhythmV4","c5hole_lowchoice_v1_h01r_37_nutation_strict_mixed_choiceclamp_v1_rect_s06_o056_v00_strictmixedchoiceclamp_choice_clamp_chain_hf1","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h01r/c5hole_lowchoice_v1_h01r_37_nutation_strict_mixed_choiceclamp_v1_rect_s06_o056_v00_strictmixedchoiceclamp_choice_clamp_chain_hf1.asset","direct_normal_70_direct_normal_rect_maze_long_chain_g0_v07","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L265_direct_normal_70_direct_normal_rect_maze_long_chai.asset","normal","Campaign500_HardGateUntil0910","choice_clamp_chain","","0.989","7","6","4","0.893","0.159","","","ActiveReplace","Campaign500_HardGateUntil0910","","RhythmV4Front300TraceKeep","rhythm_v4|target=104;stageTarget=104;effective=71.2;chains=64;role=Recovery;style=hardgate;chain=choice_clamp_chain;cost=152.8","False","c5hole_lowchoice_v1_h01r_37_nutation_strict_mixed_choiceclamp_v1_rect_s06_o056_v00_strictmixedchoiceclamp_choice_clamp_chain_hf1","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h01r/c5hole_lowchoice_v1_h01r_37_nutation_strict_mixed_choiceclamp_v1_rect_s06_o056_v00_strictmixedchoiceclamp_choice_clamp_chain_hf1.asset","hardgate","choice_clamp_chain","","False","False","","22","30","64","","21","10.20","","56","104","94","114","20","39","64","653","21","10.20","71.15","Recovery","S03_front300_quality","target=104;stageTarget=104;effective=71.2;chains=64;role=Recovery;style=hardgate;chain=choice_clamp_chain;cost=152.8","hardgate","-40.0","-32.8","4.247"
"266","27","366","Main/Level_Main_266","normal","普通/恢复","Normal","NormalA_FlowOrNeutral","ReplacedRhythmV4","nutation_longchain_candidate80_holefix_s2_v1_04_nutation_longchain_spine_v1_rect_c80hf2_01_d1_lock_spine","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixS2V1/nutation_longchain_candidate80_holefix_s2_v1_04_nutation_longchain_spine_v1_rect_c80hf2_01_d1_lock_spine.asset","direct_pure_topup_04_10_direct_normal_pure_rect_section_unlock_g7_v02","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L266_direct_pure_topup_04_10_direct_normal_pure_rect_se.asset","normal","maze_long_chain","spine_chain","","0.947","6","3","2","0.903","0.176","","","ActiveReplace","NutationLongChainStrict60Front300","","RhythmV4Front300TraceKeep","rhythm_v4|target=97;stageTarget=97;effective=60.6;chains=47;role=Normal;style=longchain;chain=spine_chain;cost=144.7","False","nutation_longchain_candidate80_holefix_s2_v1_04_nutation_longchain_spine_v1_rect_c80hf2_01_d1_lock_spine","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixS2V1/nutation_longchain_candidate80_holefix_s2_v1_04_nutation_longchain_spine_v1_rect_c80hf2_01_d1_lock_spine.asset","longchain","spine_chain","","False","False","","22","30","47","","26","13.30","","","97","87","107","22","35","47","625","26","13.30","60.65","Normal","S03_front300_quality","target=97;stageTarget=97;effective=60.6;chains=47;role=Normal;style=longchain;chain=spine_chain;cost=144.7","longchain","-50.0","-36.4","3.592"
"267","27","367","Main/Level_Main_267_hole","hole","普通/恢复","HoleRescue","","OriginalNonTarget","hole_highchain_extra_001_hc2_32x28_dual_b","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L267_hole_highchain_extra_001_hc2_32x28_dual_b.asset","hole_highchain_extra_001_hc2_32x28_dual_b","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L267_hole_highchain_extra_001_hc2_32x28_dual_b.asset","","","","","","","","","","","","","KeepCurrent","","main","","","False","","","","","","False","False","","","","","","","","","","82","74","90","32","28","","","","","","HoleRescue","S03_front300_quality","unchanged_from_v3_or_non_normal","","","",""
