order,backupGroup,levelId,assetName,type,levelType,difficulty,width,height,chains,assetPath,zipAsset,status
182,normal,direct_pure_topup_04_06_direct_normal_pure_rect_core_burst_g6_v01,direct_pure_topup_04_06_direct_normal_pure_rect_core_burst_g6_v01,lock,普通,1,18,38,88,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice04/direct_pure_topup_04_06_direct_normal_pure_rect_core_burst_g6_v01.asset,normal/Level_182_direct_pure_topup_04_06_direct_normal_pure_rect_core_burst_g6_v01.asset,ok
183,shape,r2_outer_strong_005_r2_006_a401_procmask_60_onion_maskproceduralvertical_28x42-mainoceanshelltall,procmask_60_onion_maskproceduralvertical_28x42-mainoceanshelltall_20260611_111207,shape_ocean,普通,4,28,42,104,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_60_onion_maskproceduralvertical_28x42-mainoceanshelltall_20260611_111207.asset,shape/Level_183_procmask_60_onion_maskproceduralvertical_28x42-mainoceanshelltall_20260611_111207.asset,ok
184,hole,hole_topup_024_topup_std_24x28_dual,hole_topup_024_topup_std_24x28_dual,hole_rescue,hole,1,24,28,55,Assets/ArrowMagic/SOData/Levels/HoleProcedural/TopupCandidates/hole_topup_024_topup_std_24x28_dual.asset,hole/Level_184_hole_topup_024_topup_std_24x28_dual.asset,ok
185,normal,direct_normal_158_direct_normal_rect_stair_push_g3_v16,direct_normal_158_direct_normal_rect_stair_push_g3_v16,section,普通,2,21,37,103,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_158_direct_normal_rect_stair_push_g3_v16.asset,normal/Level_185_direct_normal_158_direct_normal_rect_stair_push_g3_v16.asset,ok
186,normal,direct_normal_55_direct_normal_rect_sweep_g5_v06,direct_normal_55_direct_normal_rect_sweep_g5_v06,sweep,普通,1,21,36,104,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_55_direct_normal_rect_sweep_g5_v06.asset,normal/Level_186_direct_normal_55_direct_normal_rect_sweep_g5_v06.asset,ok
187,shape,r2_outer_strong_005_r2_006_a401_procmask_33_onion_maskproceduralvertical_30x44-mainclocktowertall,procmask_33_onion_maskproceduralvertical_30x44-mainclocktowertall_20260611_110755,shape_landmark,普通,2,30,44,105,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_33_onion_maskproceduralvertical_30x44-mainclocktowertall_20260611_110755.asset,shape/Level_187_procmask_33_onion_maskproceduralvertical_30x44-mainclocktowertall_20260611_110755.asset,ok
188,normal,direct_normal_topup_61_direct_normal_topup_rect_dual_zone_g7_v08,direct_normal_topup_61_direct_normal_topup_rect_dual_zone_g7_v08,section,普通,1,21,38,106,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_61_direct_normal_topup_rect_dual_zone_g7_v08.asset,normal/Level_188_direct_normal_topup_61_direct_normal_topup_rect_dual_zone_g7_v08.asset,ok
189,normal,direct_normal_56_direct_normal_rect_core_burst_g5_v06,direct_normal_56_direct_normal_rect_core_burst_g5_v06,lock,普通,1,23,38,112,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_56_direct_normal_rect_core_burst_g5_v06.asset,normal/Level_189_direct_normal_56_direct_normal_rect_core_burst_g5_v06.asset,ok
190,normal,direct_polish_clean_01_direct_polish_normal_rect_section_unlock_g0_v01,direct_polish_clean_01_direct_polish_normal_rect_section_unlock_g0_v01,section,普通,1,20,36,112,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishCleanCandidates/direct_polish_clean_01_direct_polish_normal_rect_section_unlock_g0_v01.asset,normal/Level_190_direct_polish_clean_01_direct_polish_normal_rect_section_unlock_g0_v01.asset,ok
191,normal,direct_pure_normal_extra_02_18_direct_normal_pure_extra_rect_lock_buckle_g20_v06,direct_pure_normal_extra_02_18_direct_normal_pure_extra_rect_lock_buckle_g20_v06,lock,普通,1,21,33,95,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/NormalExtraSlice02/direct_pure_normal_extra_02_18_direct_normal_pure_extra_rect_lock_buckle_g20_v06.asset,normal/Level_191_direct_pure_normal_extra_02_18_direct_normal_pure_extra_rect_lock_buckle_g20_v06.asset,ok
192,hole,hole_highchain_017_hc_28x30_dense_a,hole_highchain_017_hc_28x30_dense_a,hole_rescue,hole,3,28,30,82,Assets/ArrowMagic/SOData/Levels/HoleProcedural/HighChainCandidates/hole_highchain_017_hc_28x30_dense_a.asset,hole/Level_192_hole_highchain_017_hc_28x30_dense_a.asset,ok
193,shape,r2_outer_strong_005_r2_006_a401_procmask_61_onion_maskproceduralvertical_30x40-mainoceanstarfishtall,procmask_61_onion_maskproceduralvertical_30x40-mainoceanstarfishtall_20260611_111208,shape_ocean,普通,2,30,40,102,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_61_onion_maskproceduralvertical_30x40-mainoceanstarfishtall_20260611_111208.asset,shape/Level_193_procmask_61_onion_maskproceduralvertical_30x40-mainoceanstarfishtall_20260611_111208.asset,ok
194,normal,direct_pure_normal_extra_01_11_direct_normal_pure_extra_rect_dense_weave_g16_v02,direct_pure_normal_extra_01_11_direct_normal_pure_extra_rect_dense_weave_g16_v02,dense,普通,1,18,37,87,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/NormalExtraSlice01/direct_pure_normal_extra_01_11_direct_normal_pure_extra_rect_dense_weave_g16_v02.asset,normal/Level_194_direct_pure_normal_extra_01_11_direct_normal_pure_extra_rect_dense_weave_g16_v02.asset,ok
195,normal,direct_normal_topup_08_direct_normal_topup_rect_sweep_g6_v01,direct_normal_topup_08_direct_normal_topup_rect_sweep_g6_v01,sweep,普通,1,23,37,106,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_08_direct_normal_topup_rect_sweep_g6_v01.asset,normal/Level_195_direct_normal_topup_08_direct_normal_topup_rect_sweep_g6_v01.asset,ok
196,normal,direct_polish_clean_13_direct_polish_normal_rect_core_burst_g1_v02,direct_polish_clean_13_direct_polish_normal_rect_core_burst_g1_v02,lock,普通,2,21,40,135,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishCleanCandidates/direct_polish_clean_13_direct_polish_normal_rect_core_burst_g1_v02.asset,normal/Level_196_direct_polish_clean_13_direct_polish_normal_rect_core_burst_g1_v02.asset,ok
197,normal,direct_pure_topup_05_24_direct_normal_pure_rect_maze_long_chain_g11_v06,direct_pure_topup_05_24_direct_normal_pure_rect_maze_long_chain_g11_v06,maze,普通,1,20,33,83,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice05/direct_pure_topup_05_24_direct_normal_pure_rect_maze_long_chain_g11_v06.asset,normal/Level_197_direct_pure_topup_05_24_direct_normal_pure_rect_maze_long_chain_g11_v06.asset,ok
198,shape,r2_outer_strong_005_r2_006_a401_procmask_104_onion_maskproceduralvertical_30x42-maindistinctplugtall,procmask_104_onion_maskproceduralvertical_30x42-maindistinctplugtall_20260611_111517,shape_object,普通,1,30,42,105,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_104_onion_maskproceduralvertical_30x42-maindistinctplugtall_20260611_111517.asset,shape/Level_198_procmask_104_onion_maskproceduralvertical_30x42-maindistinctplugtall_20260611_111517.asset,ok
199,normal,direct_normal_42_direct_normal_rect_section_unlock_g4_v05,direct_normal_42_direct_normal_rect_section_unlock_g4_v05,section,普通,1,22,38,108,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_42_direct_normal_rect_section_unlock_g4_v05.asset,normal/Level_199_direct_normal_42_direct_normal_rect_section_unlock_g4_v05.asset,ok
200,normal,direct_normal_topup_06_direct_normal_topup_rect_stair_push_g6_v01,direct_normal_topup_06_direct_normal_topup_rect_stair_push_g6_v01,section,普通,1,21,38,106,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_06_direct_normal_topup_rect_stair_push_g6_v01.asset,normal/Level_200_direct_normal_topup_06_direct_normal_topup_rect_stair_push_g6_v01.asset,ok
201,hole,hole_candidate_037_std_26x24_section,hole_candidate_037_std_26x24_section,hole_rescue,hole,1,26,24,56,Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_037_std_26x24_section.asset,hole/Level_201_hole_candidate_037_std_26x24_section.asset,ok
202,normal,direct_pure_topup_06_09_direct_normal_pure_rect_outer_shell_g7_v08,direct_pure_topup_06_09_direct_normal_pure_rect_outer_shell_g7_v08,dense,普通,1,19,38,94,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice06/direct_pure_topup_06_09_direct_normal_pure_rect_outer_shell_g7_v08.asset,normal/Level_202_direct_pure_topup_06_09_direct_normal_pure_rect_outer_shell_g7_v08.asset,ok
203,shape,r2_outer_strong_005_r2_006_a401_procmask_63_onion_maskproceduralvertical_30x42-mainoceanflipperstall,procmask_63_onion_maskproceduralvertical_30x42-mainoceanflipperstall_20260611_111223,shape_ocean,普通,1,30,42,103,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_63_onion_maskproceduralvertical_30x42-mainoceanflipperstall_20260611_111223.asset,shape/Level_203_procmask_63_onion_maskproceduralvertical_30x42-mainoceanflipperstall_20260611_111223.asset,ok
204,normal,direct_normal_67_direct_normal_rect_dual_zone_g0_v07,direct_normal_67_direct_normal_rect_dual_zone_g0_v07,section,普通,1,22,36,107,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_67_direct_normal_rect_dual_zone_g0_v07.asset,normal/Level_204_direct_normal_67_direct_normal_rect_dual_zone_g0_v07.asset,ok
205,normal,direct_normal_131_direct_normal_rect_outer_shell_g1_v14,direct_normal_131_direct_normal_rect_outer_shell_g1_v14,sweep,普通,1,21,40,111,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_131_direct_normal_rect_outer_shell_g1_v14.asset,normal/Level_205_direct_normal_131_direct_normal_rect_outer_shell_g1_v14.asset,ok
206,normal,direct_normal_topup_04_direct_normal_topup_rect_core_burst_g6_v01,direct_normal_topup_04_direct_normal_topup_rect_core_burst_g6_v01,lock,普通,1,23,34,103,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_04_direct_normal_topup_rect_core_burst_g6_v01.asset,normal/Level_206_direct_normal_topup_04_direct_normal_topup_rect_core_burst_g6_v01.asset,ok
207,shape,r2_outer_strong_005_r2_006_a401_procmask_supp_05_onion_maskfinalsupplement_30x42-mainmusicheadphonestall,procmask_supp_05_onion_maskfinalsupplement_30x42-mainmusicheadphonestall_20260611_124310,shape_music,普通,1,30,42,103,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_supp_05_onion_maskfinalsupplement_30x42-mainmusicheadphonestall_20260611_124310.asset,shape/Level_207_procmask_supp_05_onion_maskfinalsupplement_30x42-mainmusicheadphonestall_20260611_124310.asset,ok
208,normal,direct_normal_12_direct_normal_rect_section_unlock_g1_v02,direct_normal_12_direct_normal_rect_section_unlock_g1_v02,section,普通,1,23,39,111,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_12_direct_normal_rect_section_unlock_g1_v02.asset,normal/Level_208_direct_normal_12_direct_normal_rect_section_unlock_g1_v02.asset,ok
209,normal,direct_pure_topup_08_08_direct_polish_hard_pure_rect_lock_buckle_g12_v04,direct_pure_topup_08_08_direct_polish_hard_pure_rect_lock_buckle_g12_v04,lock,普通,4,23,42,157,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice08/direct_pure_topup_08_08_direct_polish_hard_pure_rect_lock_buckle_g12_v04.asset,normal/Level_209_direct_pure_topup_08_08_direct_polish_hard_pure_rect_lock_buckle_g12_v04.asset,ok
210,normal,direct_normal_149_direct_normal_rect_quasi_symmetry_g2_v15,direct_normal_149_direct_normal_rect_quasi_symmetry_g2_v15,section,普通,3,22,38,113,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_149_direct_normal_rect_quasi_symmetry_g2_v15.asset,normal/Level_210_direct_normal_149_direct_normal_rect_quasi_symmetry_g2_v15.asset,ok
211,normal,direct_normal_135_direct_normal_rect_sweep_g1_v14,direct_normal_135_direct_normal_rect_sweep_g1_v14,sweep,普通,1,21,39,103,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_135_direct_normal_rect_sweep_g1_v14.asset,normal/Level_211_direct_normal_135_direct_normal_rect_sweep_g1_v14.asset,ok
212,normal,direct_pure_normal_extra_01_16_direct_normal_pure_extra_rect_maze_long_chain_g16_v02,direct_pure_normal_extra_01_16_direct_normal_pure_extra_rect_maze_long_chain_g16_v02,maze,普通,1,19,35,85,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/NormalExtraSlice01/direct_pure_normal_extra_01_16_direct_normal_pure_extra_rect_maze_long_chain_g16_v02.asset,normal/Level_212_direct_pure_normal_extra_01_16_direct_normal_pure_extra_rect_maze_long_chain_g16_v02.asset,ok
213,shape,r2_outer_strong_005_r2_006_a401_procmask_07_onion_maskproceduralvertical_30x42-maincactustall,procmask_07_onion_maskproceduralvertical_30x42-maincactustall_20260611_110436,shape_nature,普通,1,30,42,106,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_07_onion_maskproceduralvertical_30x42-maincactustall_20260611_110436.asset,shape/Level_213_procmask_07_onion_maskproceduralvertical_30x42-maincactustall_20260611_110436.asset,ok
214,normal,direct_normal_66_direct_normal_rect_core_burst_g0_v07,direct_normal_66_direct_normal_rect_core_burst_g0_v07,lock,普通,1,20,40,105,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_66_direct_normal_rect_core_burst_g0_v07.asset,normal/Level_214_direct_normal_66_direct_normal_rect_core_burst_g0_v07.asset,ok
215,normal,direct_pure_topup_05_12_direct_normal_pure_rect_dense_weave_g10_v05,direct_pure_topup_05_12_direct_normal_pure_rect_dense_weave_g10_v05,dense,普通,1,18,36,90,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice05/direct_pure_topup_05_12_direct_normal_pure_rect_dense_weave_g10_v05.asset,normal/Level_215_direct_pure_topup_05_12_direct_normal_pure_rect_dense_weave_g10_v05.asset,ok
216,normal,direct_pure_topup_09_08_direct_polish_hard_pure_rect_stair_push_g14_v06,direct_pure_topup_09_08_direct_polish_hard_pure_rect_stair_push_g14_v06,section,普通,2,21,42,144,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice09/direct_pure_topup_09_08_direct_polish_hard_pure_rect_stair_push_g14_v06.asset,normal/Level_216_direct_pure_topup_09_08_direct_polish_hard_pure_rect_stair_push_g14_v06.asset,ok
217,hole,hole_candidate_072_wide_28x22_lock,hole_candidate_072_wide_28x22_lock,hole_rescue,hole,1,28,22,56,Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_072_wide_28x22_lock.asset,hole/Level_217_hole_candidate_072_wide_28x22_lock.asset,ok
218,shape,r2_outer_strong_005_r2_006_a401_procmask_16_onion_maskproceduralvertical_30x42-maintrainfronttall,procmask_16_onion_maskproceduralvertical_30x42-maintrainfronttall_20260611_110458,shape_vehicle,普通,3,30,42,106,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_16_onion_maskproceduralvertical_30x42-maintrainfronttall_20260611_110458.asset,shape/Level_218_procmask_16_onion_maskproceduralvertical_30x42-maintrainfronttall_20260611_110458.asset,ok
219,normal,direct_normal_topup_17_direct_normal_topup_rect_section_unlock_g8_v03,direct_normal_topup_17_direct_normal_topup_rect_section_unlock_g8_v03,section,普通,1,22,36,105,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_17_direct_normal_topup_rect_section_unlock_g8_v03.asset,normal/Level_219_direct_normal_topup_17_direct_normal_topup_rect_section_unlock_g8_v03.asset,ok
220,normal,direct_pure_normal_extra_02_10_direct_normal_pure_extra_rect_lock_buckle_g19_v05,direct_pure_normal_extra_02_10_direct_normal_pure_extra_rect_lock_buckle_g19_v05,lock,普通,2,19,32,80,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/NormalExtraSlice02/direct_pure_normal_extra_02_10_direct_normal_pure_extra_rect_lock_buckle_g19_v05.asset,normal/Level_220_direct_pure_normal_extra_02_10_direct_normal_pure_extra_rect_lock_buckle_g19_v05.asset,ok
221,normal,direct_normal_topup_11_direct_normal_topup_rect_dense_weave_g7_v02,direct_normal_topup_11_direct_normal_topup_rect_dense_weave_g7_v02,dense,普通,3,21,39,109,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_11_direct_normal_topup_rect_dense_weave_g7_v02.asset,normal/Level_221_direct_normal_topup_11_direct_normal_topup_rect_dense_weave_g7_v02.asset,ok
222,normal,direct_normal_26_direct_normal_rect_core_burst_g2_v03,direct_normal_26_direct_normal_rect_core_burst_g2_v03,lock,普通,1,20,39,104,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_26_direct_normal_rect_core_burst_g2_v03.asset,normal/Level_222_direct_normal_26_direct_normal_rect_core_burst_g2_v03.asset,ok
223,shape,r2_outer_strong_005_r2_006_a401_procmask_supp_08_onion_maskfinalsupplement_30x42-mainmusicdrumtall,procmask_supp_08_onion_maskfinalsupplement_30x42-mainmusicdrumtall_20260611_124316,shape_music,普通,3,30,42,103,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_supp_08_onion_maskfinalsupplement_30x42-mainmusicdrumtall_20260611_124316.asset,shape/Level_223_procmask_supp_08_onion_maskfinalsupplement_30x42-mainmusicdrumtall_20260611_124316.asset,ok
224,normal,direct_normal_27_direct_normal_rect_dual_zone_g2_v03,direct_normal_27_direct_normal_rect_dual_zone_g2_v03,section,普通,1,22,35,108,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_27_direct_normal_rect_dual_zone_g2_v03.asset,normal/Level_224_direct_normal_27_direct_normal_rect_dual_zone_g2_v03.asset,ok
225,hole,hole_topup_022_topup_std_22x28_maze,hole_topup_022_topup_std_22x28_maze,hole_rescue,hole,1,22,28,57,Assets/ArrowMagic/SOData/Levels/HoleProcedural/TopupCandidates/hole_topup_022_topup_std_22x28_maze.asset,hole/Level_225_hole_topup_022_topup_std_22x28_maze.asset,ok
226,normal,direct_normal_69_direct_normal_rect_quasi_symmetry_g0_v07,direct_normal_69_direct_normal_rect_quasi_symmetry_g0_v07,section,普通,1,22,35,105,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_69_direct_normal_rect_quasi_symmetry_g0_v07.asset,normal/Level_226_direct_normal_69_direct_normal_rect_quasi_symmetry_g0_v07.asset,ok
227,normal,direct_polish_hard_02_direct_polish_hard_rect_lock_buckle_g4_v01,direct_polish_hard_02_direct_polish_hard_rect_lock_buckle_g4_v01,lock,普通,2,24,43,163,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishHardCandidates/direct_polish_hard_02_direct_polish_hard_rect_lock_buckle_g4_v01.asset,normal/Level_227_direct_polish_hard_02_direct_polish_hard_rect_lock_buckle_g4_v01.asset,ok
228,shape,r2_outer_strong_005_r2_006_a401_procmask_97_long_maskproceduralvertical_30x42-maindistinctghosttall,procmask_97_long_maskproceduralvertical_30x42-maindistinctghosttall_20260611_111455,shape_magic,普通,1,30,42,109,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_97_long_maskproceduralvertical_30x42-maindistinctghosttall_20260611_111455.asset,shape/Level_228_procmask_97_long_maskproceduralvertical_30x42-maindistinctghosttall_20260611_111455.asset,ok
