"order","section10","category","difficultyBucket","experienceRole","projectedChain","projectedArrow","projectedAsset","sourcePool","productionLane","chainLanguage","baseChain","baseArrow","initialChain","initialArrow","projectionReason","linkedOrder","chainDeltaVsBase","chainDeltaVsInitial"
"455","46","normal","Ordinary","Normal","82","757","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w12d/c5nep_w12d_27_nutation_strict_mixed_hard_v1_rect_s46_o455_v02_strictmixedhard_mixed_chain.asset","Campaign500HardGateUntil0910After300Reclaimed","PeelLight","rail_chain","82","757","149","906","keep_current","","0","-67"
"456","46","normal","Peak","Peak","92","1045","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixV1/nutation_longchain_candidate80_holefix_v1_37_nutation_longchain_curve_v1_rect_c80hf_10_d2_section_curve.asset","NutationLongChainStrict60","LongChainProbe","patch_chain","92","1045","224","1379","keep_current","","0","-132"
"457","46","normal","Ordinary","Recovery","74","648","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s46_s50_tail/campaign500_normal_full_v1_s46_s50_tail_07_nutation_mixed_neutral_v1_rect_s46_o457_v00_neutralmixed_mixed_chain.asset","Campaign500HardGateUntil0910After300Reclaimed","NeutralMixed","mixed_chain","74","648","117","903","keep_current","","0","-43"
"458","46","shape","Shape","Shape","95","766","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgNext10H/campaign500_shape_psg_next10h_08_L458_star.asset","ShapeMaskInventory","","","95","766","112","763","keep_current","","0","-17"
"459","46","normal","Hard","Normal","81","814","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w13b/c5nep_w13b_37_nutation_strict_mixed_localbreak_v1_rect_s46_o459_v00_strictmixedlocalbreak_local_break_chain.asset","Campaign500HardGateUntil0910After300Reclaimed","PeelMid","curve_chain","81","814","180","1095","keep_current","","0","-99"
"460","46","normal","Ordinary","Normal","156","953","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice08/direct_pure_topup_08_10_direct_polish_hard_pure_rect_core_burst_g12_v04.asset","","","","156","953","156","953","keep_current","","0","0"
"461","47","normal","Ordinary","Recovery","168","1010","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice07/direct_pure_topup_07_18_direct_polish_hard_pure_rect_sweep_g10_v02.asset","","","","168","1010","168","1010","keep_current","","0","0"
"462","47","normal","Ordinary","Normal","83","829","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/c/c5s2_c_17_nutation_strict_mixed_localbreak_v1_rect_s47_o462_v00_strictmixedlocalbreak_mixed_chain.asset","C5V4FGapfillStrictSelected","StrictMixedLocalBreak","mixed_chain","83","829","135","828","keep_current","","0","-52"
"463","47","shape","Shape","Shape","89","721","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgReviewTop3Rescue/campaign500_shape_psg_review_top3_rescue_172_L463_castletower_section.asset","ShapeMaskInventory","","","89","721","71","721","keep_current","","0","18"
"464","47","normal","Hard","Pressure","65","648","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s46_s50_tail/campaign500_normal_full_v1_s46_s50_tail_18_nutation_mixed_neutral_v1_rect_s47_o464_v02_neutralmixed_mixed_chain.asset","Campaign500HardGateUntil0910After300Reclaimed","NeutralMixed","mixed_chain","65","648","111","826","keep_current","","0","-46"
"465","47","normal","Peak","Recovery","213","1314","Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_23_direct_advanced_veryhard_rect_sweep_g2_v03.asset","InitialTemplateDonorRevertReviewOnly","","","104","1044","213","1314","v7_review_donor_revert","89","109","0"
"466","47","normal","Ordinary","Normal","166","1015","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice07/direct_pure_topup_07_05_direct_polish_hard_pure_rect_dual_zone_g9_v01.asset","","","","166","1015","166","1015","keep_current","","0","0"
"467","47","hole","HoleRescue","HoleRescue","63","591","Assets/ArrowMagic/SOData/Levels/HoleProcedural/TopupCandidates/hole_topup_031_topup_std_26x26_maze.asset","","","","63","591","63","591","keep_current","","0","0"
"468","47","shape","Shape","Shape","81","732","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgReviewTop3Rescue/campaign500_shape_psg_review_top3_rescue_176_L468_boombox_sweep.asset","ShapeMaskInventory","","","81","732","73","729","keep_current","","0","8"
"469","47","normal","Hard","Pressure","89","956","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixV1/nutation_longchain_candidate80_holefix_v1_29_nutation_longchain_curve_v1_rect_c80hf_08_d2_weave_curve.asset","NutationLongChainStrict60","PeelMid","curve_chain","89","956","160","982","keep_current","","0","-71"
"470","47","normal","Ordinary","Recovery","149","920","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice09/direct_pure_topup_09_23_direct_polish_hard_pure_rect_section_unlock_g10_v08.asset","","","","149","920","149","920","keep_current","","0","0"
"471","48","normal","Ordinary","Recovery","46","536","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/fastlane1/campaign500_normal_early_plus_v1_topup_fastlane1_52_nutation_flow_rail_v1_rect_s48_o471_v00_flowrail_curve_chain.asset","Campaign500HardGateUntil0910After300Reclaimed","FlowCurve","curve_chain","46","536","106","824","keep_current","","0","-60"
"472","48","normal","Hard","Pressure","231","1395","Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_13_direct_advanced_veryhard_rect_stair_push_g1_v02.asset","","","","231","1395","231","1395","keep_current","","0","0"
"473","48","shape","Shape","Shape","78","657","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgFinal6/campaign500_shape_psg_final6_01_L473_mug.asset","ShapeMaskInventory","","","78","657","67","659","keep_current","","0","11"
"474","48","normal","Ordinary","Recovery","178","1124","Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_42_direct_advanced_veryhard_rect_dense_weave_g1_v06.asset","","","","178","1124","178","1124","keep_current","","0","0"
"475","48","normal","Hard","Normal","73","922","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixS3V1/nutation_longchain_candidate80_holefix_s3_v1_28_nutation_longchain_spine_v1_rect_c80hf3_07_d2_maze_spine.asset","NutationLongChainStrict60","PeelMid","rail_chain","73","922","195","1207","keep_current","","0","-122"
"476","48","normal","Hard","Pressure","77","650","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w11b/c5nep_w11b_51_nutation_strict_mixed_hard_v1_rect_s48_o476_v00_strictmixedhard_mixed_chain.asset","Campaign500HardGateUntil0910After300Reclaimed","PeelLight","rail_chain","77","650","126","926","keep_current","","0","-49"
"477","48","hole","HoleRescue","HoleRescue","60","588","Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_032_std_24x28_dense.asset","","","","60","588","60","588","keep_current","","0","0"
"478","48","shape","Shape","Shape","96","780","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgReviewTop3Rescue/campaign500_shape_psg_review_top3_rescue_178_L478_flag_section.asset","ShapeMaskInventory","","","96","780","112","765","keep_current","","0","-16"
"479","48","normal","Peak","Peak","93","1007","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixV1/nutation_longchain_candidate80_holefix_v1_33_nutation_longchain_curve_v1_rect_c80hf_09_d2_core_curve.asset","NutationLongChainStrict60","LongChainProbe","rail_chain","93","1007","185","1086","keep_current","","0","-92"
"480","48","normal","Ordinary","Recovery","141","884","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice08/direct_pure_topup_08_24_direct_polish_hard_pure_rect_sweep_g13_v05.asset","","","","141","884","141","884","keep_current","","0","0"
"481","49","normal","Ordinary","Recovery","71","656","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s46_s50_tail/campaign500_normal_full_v1_s46_s50_tail_37_nutation_mixed_neutral_v1_rect_s49_o481_v00_neutralmixed_mixed_chain.asset","Campaign500HardGateUntil0910After300Reclaimed","NeutralMixed","mixed_chain","71","656","108","824","keep_current","","0","-37"
"482","49","normal","Ordinary","Normal","79","759","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w11c/c5nep_w11c_55_nutation_strict_mixed_hard_v1_rect_s49_o482_v04_strictmixedhard_mixed_chain.asset","Campaign500HardGateUntil0910After300Reclaimed","PeelLight","curve_chain","79","759","150","917","keep_current","","0","-71"
"483","49","shape","Shape","Shape","81","643","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgReviewTop3Rescue/campaign500_shape_psg_review_top3_rescue_182_L483_heart_sweep.asset","ShapeMaskInventory","","","81","643","64","644","keep_current","","0","17"
"484","49","hole","HoleRescue","HoleRescue","62","554","Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_103_notch_24x28_section_b.asset","","","","62","554","62","554","keep_current","","0","0"
"485","49","normal","Peak","Pressure","189","1133","Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_44_direct_advanced_veryhard_rect_dual_zone_g1_v06.asset","InitialTemplateDonorRevertReviewOnly","","","121","1155","189","1133","v7_review_donor_revert","96","68","0"
"486","49","normal","Ordinary","Recovery","213","1262","Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_07_direct_advanced_veryhard_rect_sweep_g0_v01.asset","","","","213","1262","213","1262","keep_current","","0","0"
"487","49","shape","Shape","Shape","97","798","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgReviewTop3Rescue/campaign500_shape_psg_review_top3_rescue_186_L487_sun_dense.asset","ShapeMaskInventory","","","97","798","113","789","keep_current","","0","-16"
"488","49","normal","Ordinary","Normal","195","1202","Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_29_direct_advanced_veryhard_rect_stair_push_g3_v04.asset","","","","195","1202","195","1202","keep_current","","0","0"
"489","49","normal","Hard","Pressure","76","720","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80V1/nutation_longchain_candidate80_v1_11_nutation_longchain_patch_v1_rect_c80_03_d1_weave_patch.asset","NutationLongChainStrict60","PeelMid","rail_chain","76","720","108","780","keep_current","","0","-32"
"490","49","normal","Ordinary","Normal","199","1198","Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_24_direct_advanced_veryhard_rect_section_unlock_g2_v03.asset","","","","199","1198","199","1198","keep_current","","0","0"
"491","50","normal","Hard","Normal","199","1197","Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_22_direct_advanced_veryhard_rect_quasi_symmetry_g2_v03.asset","InitialTemplateDonorRevertReviewOnly","","","86","888","199","1197","v7_review_donor_revert","40","113","0"
"492","50","hole","HoleRescue","HoleRescue","91","872","Assets/ArrowMagic/SOData/Levels/HoleProcedural/HighChainCandidates/hole_highchain_extra_016_hc2_32x30_dual_b.asset","","","","91","872","91","872","keep_current","","0","0"
"493","50","shape","Shape","Shape","90","759","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgFinal6/campaign500_shape_psg_final6_05_L493_dragonhead.asset","ShapeMaskInventory","","","90","759","64","752","keep_current","","0","26"
"494","50","normal","Ordinary","Normal","192","1138","Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_02_direct_advanced_veryhard_rect_dense_weave_g0_v01.asset","","","","192","1138","192","1138","keep_current","","0","0"
"495","50","normal","Ordinary","Recovery","71","653","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w6nm/c5nep_w6nm_22_nutation_mixed_neutral_v1_rect_s50_o495_v01_neutralmixed_mixed_chain.asset","Campaign500HardGateUntil0910After300Reclaimed","NeutralMixed","mixed_chain","71","653","97","716","keep_current","","0","-26"
"496","50","normal","Peak","Peak","71","649","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w11b/c5nep_w11b_56_nutation_strict_mixed_hard_v1_rect_s50_o496_v00_strictmixedhard_mixed_chain.asset","Campaign500HardGateUntil0910After300Reclaimed","PeelLight","rail_chain","71","649","108","860","keep_current","","0","-37"
"497","50","normal","Ordinary","Normal","151","901","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishHardCandidates/direct_polish_hard_12_direct_polish_hard_rect_dense_weave_g5_v02.asset","","","","151","901","151","901","keep_current","","0","0"
"498","50","shape","Shape","Shape","69","578","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgReviewTop3Rescue/campaign500_shape_psg_review_top3_rescue_188_L498_banana_core.asset","ShapeMaskInventory","","","69","578","72","578","keep_current","","0","-3"
"499","50","normal","Ordinary","Recovery","159","1167","Assets/ArrowMagic/SOData/Levels/DirectProcedural/Differentiation120Candidates/direct_diff120_129_direct_diff_veryhard_long_spine_long_corridor_g2_v03.asset","","","","159","1167","159","1167","keep_current","","0","0"
"500","50","normal","Peak","Normal","200","1249","Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_45_direct_advanced_veryhard_rect_stair_push_g1_v06.asset","InitialTemplateDonorRevertReviewOnly","","","108","1155","200","1249","v7_review_donor_revert","76","92","0"
