"order","section10","category","difficultyBucket","experienceRole","projectedChain","canvasAdjustedChain","longChainCanvasBonus","isLongChain","projectedArrow","projectedArea","projectedAsset","sourcePool","productionLane","chainLanguage","baseChain","baseArrow","baseArea","initialChain","initialArrow","initialArea","projectionReason","linkedOrder","chainDeltaVsBase","chainDeltaVsInitial"
"418","42","shape","Shape","Shape","130","130","0","False","1080","1764","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgReviewTop3Rescue/campaign500_shape_psg_review_top3_rescue_159_L418_crystalcluster_dense.asset","ShapeMaskInventory","","","130","1080","1764","157","1068","1764","keep_current","","0","-27"
"419","42","normal","Peak","Peak","92","102","10","True","906","972","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80V1/nutation_longchain_candidate80_v1_27_nutation_longchain_patch_v1_rect_c80_07_d2_maze_patch.asset","NutationLongChainStrict60","LongChainProbe","rail_chain","92","906","972","203","1250","1269","keep_current","","0","-111"
"420","42","normal","Ordinary","Recovery","143","143","0","False","900","924","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice10/direct_pure_topup_10_01_direct_polish_hard_pure_rect_dense_weave_g10_v08.asset","","","","143","900","924","143","900","924","keep_current","","0","0"
"421","43","normal","Ordinary","Recovery","180","180","0","False","1100","1125","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishHardCandidates/direct_polish_hard_08_direct_polish_hard_rect_sweep_g4_v01.asset","","","","180","1100","1125","180","1100","1125","keep_current","","0","0"
"422","43","normal","Ordinary","Normal","66","66","0","False","654","660","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s39_s50_tail/campaign500_normal_full_v1_s39_s50_tail_21_nutation_mixed_neutral_v1_rect_s43_o422_v02_neutralmixed_mixed_chain.asset","Campaign500HardGateUntil0910After300Reclaimed","NeutralMixed","mixed_chain","66","654","660","113","860","874","keep_current","","0","-47"
"423","43","shape","Shape","Shape","139","139","0","False","1157","1672","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgRemainingDropTop3/campaign500_shape_psg_remaining_drop_top3_58_L423_artistpalette_r2lock.asset","ShapeMaskInventory","","","139","1157","1672","136","1147","1672","keep_current","","0","3"
"424","43","normal","Ordinary","Normal","74","74","0","False","650","660","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w11a/c5nep_w11a_43_nutation_strict_mixed_hard_v1_rect_s43_o424_v02_strictmixedhard_mixed_chain.asset","Campaign500HardGateUntil0910After300Reclaimed","PeelLight","curve_chain","74","650","660","129","793","814","keep_current","","0","-55"
"425","43","normal","Peak","Pressure","86","96","10","True","921","972","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixS3V1/nutation_longchain_candidate80_holefix_s3_v1_25_nutation_longchain_curve_v1_rect_c80hf3_07_d2_maze_curve.asset","NutationLongChainStrict60","LongChainProbe","patch_chain","86","921","972","213","1320","1344","keep_current","","0","-127"
"426","43","hole","HoleRescue","HoleRescue","80","80","0","False","672","768","Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_086_wide_32x24_dense.asset","","","","80","672","768","80","672","768","keep_current","","0","0"
"427","43","shape","Shape","Shape","166","166","0","False","1311","1760","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgNoBR4/campaign500_shape_psg_no_b_r4_46_L427_treasurechest_r4sweep.asset","ShapeMaskInventory","","","166","1311","1760","161","1311","1760","keep_current","","0","5"
"428","43","normal","Ordinary","Normal","146","146","0","False","910","936","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice10/direct_pure_topup_10_03_direct_polish_hard_pure_rect_dual_zone_g10_v08.asset","","","","146","910","936","146","910","936","keep_current","","0","0"
"429","43","normal","Hard","Pressure","84","96","12","True","1016","1064","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixV1/nutation_longchain_candidate80_holefix_v1_34_nutation_longchain_rail_v1_rect_c80hf_09_d2_core_rail.asset","NutationLongChainStrict60","PeelMid","rail_chain","84","1016","1064","205","1261","1296","keep_current","","0","-121"
"430","43","normal","Ordinary","Normal","147","147","0","False","914","936","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice08/direct_pure_topup_08_22_direct_polish_hard_pure_rect_stair_push_g13_v05.asset","","","","147","914","936","147","914","936","keep_current","","0","0"
"431","44","normal","Ordinary","Normal","67","67","0","False","653","660","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s39_s50_tail/campaign500_normal_full_v1_s39_s50_tail_32_nutation_mixed_neutral_v1_rect_s44_o431_v01_neutralmixed_mixed_chain.asset","C5V4FGapfillStrictSelected","NeutralMixed","mixed_chain","67","653","660","112","879","897","keep_current","","0","-45"
"432","44","normal","Hard","Pressure","99","99","0","False","678","713","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationHubMixedV1Strict30RefillPool/nutation_hub_mixed_v1_strict30_refill_06_s02_r02.asset","HubMixedStrict30Refill","PeelMid","rail_chain","99","678","713","164","1010","1032","keep_current","","0","-65"
"433","44","shape","Shape","Shape","162","162","0","False","1427","2021","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgNoBR5/campaign500_shape_psg_no_b_r5_14_L433_filmroll_r5coreA.asset","ShapeMaskInventory","","","162","1427","2021","161","1410","2021","keep_current","","0","1"
"434","44","normal","Ordinary","Normal","162","162","0","False","1007","1032","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice07/direct_pure_topup_07_11_direct_polish_hard_pure_rect_section_unlock_g10_v02.asset","","","","162","1007","1032","162","1007","1032","keep_current","","0","0"
"435","44","hole","HoleRescue","HoleRescue","76","76","0","False","697","784","Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_051_std_28x28_lock.asset","","","","76","697","784","76","697","784","keep_current","","0","0"
"436","44","normal","Peak","Peak","84","92","8","True","849","910","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80V1/nutation_longchain_candidate80_v1_23_nutation_longchain_patch_v1_rect_c80_06_d2_lock_patch.asset","NutationLongChainStrict60","LongChainProbe","curve_chain","84","849","910","194","1195","1215","keep_current","","0","-110"
"437","44","normal","Ordinary","Normal","164","164","0","False","1003","1025","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice08/direct_pure_topup_08_23_direct_polish_hard_pure_rect_quasi_symmetry_g13_v05.asset","","","","164","1003","1025","164","1003","1025","keep_current","","0","0"
"438","44","shape","Shape","Shape","172","172","0","False","1386","1849","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgRemainingHardR3/campaign500_shape_psg_remaining_hard_r3_37_L438_giftbox_r3lock.asset","ShapeMaskInventory","","","172","1386","1849","166","1373","1849","keep_current","","0","6"
"439","44","normal","Ordinary","Recovery","79","79","0","False","759","768","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w13b/c5nep_w13b_21_nutation_strict_mixed_localbreak_v1_rect_s44_o439_v08_strictmixedlocalbreak_local_break_chain.asset","Campaign500HardGateUntil0910After300Reclaimed","PeelLight","rail_chain","79","759","768","158","942","960","keep_current","","0","-79"
"440","44","normal","Ordinary","Normal","161","161","0","False","988","1012","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice08/direct_pure_topup_08_21_direct_polish_hard_pure_rect_dual_zone_g13_v05.asset","","","","161","988","1012","161","988","1012","keep_current","","0","0"
"441","45","normal","Ordinary","Recovery","83","83","0","False","782","792","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/c/c5s2_c_05_nutation_strict_mixed_localbreak_v1_rect_s45_o441_v00_strictmixedlocalbreak_mixed_chain.asset","C5V4FGapfillStrictSelected","StrictMixedLocalBreak","mixed_chain","83","782","792","105","784","792","keep_current","","0","-22"
"442","45","hole","HoleRescue","HoleRescue","81","81","0","False","853","952","Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_101_wide_34x28_shell.asset","","","","81","853","952","81","853","952","keep_current","","0","0"
"443","45","shape","Shape","Shape","86","86","0","False","714","1209","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgNext10H/campaign500_shape_psg_next10h_05_L443_ufo.asset","ShapeMaskInventory","","","86","714","1209","84","714","1209","keep_current","","0","2"
"444","45","normal","Hard","Pressure","159","159","0","False","970","989","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice09/direct_pure_topup_09_05_direct_polish_hard_pure_rect_dense_weave_g14_v06.asset","","","","159","970","989","159","970","989","keep_current","","0","0"
"445","45","normal","Hard","Recovery","87","87","0","False","893","910","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w13a/c5nep_w13a_25_nutation_strict_mixed_axisbreak_v1_rect_s45_o445_v00_strictmixedaxisbreak_axis_break_chain.asset","Campaign500HardGateUntil0910After300Reclaimed","PeelMid","rail_chain","87","893","910","197","1199","1224","keep_current","","0","-110"
"446","45","normal","Ordinary","Normal","75","75","0","False","650","660","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s39_s50_tail/campaign500_normal_full_v1_s39_s50_tail_51_nutation_peel_rect_s45_o446_v02_peellight_curve_chain.asset","C5V4FGapfillStrictSelected","PeelLight","curve_chain","75","650","660","136","821","836","keep_current","","0","-61"
"447","45","shape","Shape","Shape","95","95","0","False","791","1116","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgNext10H/campaign500_shape_psg_next10h_06_L447_magicbook.asset","ShapeMaskInventory","","","95","791","1116","78","790","1116","keep_current","","0","17"
"448","45","normal","Hard","Pressure","196","196","0","False","1128","1152","Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_46_direct_advanced_veryhard_rect_quasi_symmetry_g1_v06.asset","","","","196","1128","1152","196","1128","1152","keep_current","","0","0"
"449","45","normal","Peak","Peak","86","96","10","True","928","972","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixS3V1/nutation_longchain_candidate80_holefix_s3_v1_26_nutation_longchain_rail_v1_rect_c80hf3_07_d2_maze_rail.asset","NutationLongChainStrict60","LongChainProbe","rail_chain","86","928","972","181","1090","1107","keep_current","","0","-95"
"450","45","normal","Ordinary","Normal","165","165","0","False","1037","1056","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice10/direct_pure_topup_10_19_direct_polish_hard_pure_rect_section_unlock_g12_v10.asset","","","","165","1037","1056","165","1037","1056","keep_current","","0","0"
"451","46","hole","HoleRescue","HoleRescue","90","90","0","False","866","960","Assets/ArrowMagic/SOData/Levels/HoleProcedural/HighChainCandidates/hole_highchain_extra_018_hc2_32x30_lock_a.asset","","","","90","866","960","90","866","960","keep_current","","0","0"
"452","46","normal","Ordinary","Normal","154","154","0","False","943","966","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice07/direct_pure_topup_07_02_direct_polish_hard_pure_rect_lock_buckle_g9_v01.asset","","","","154","943","966","154","943","966","keep_current","","0","0"
"453","46","shape","Shape","Shape","111","111","0","False","917","1672","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgNext10H/campaign500_shape_psg_next10h_07_L453_fish.asset","ShapeMaskInventory","","","111","917","1672","106","902","1672","keep_current","","0","5"
"454","46","normal","Hard","Pressure","156","156","0","False","1609","1632","Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV4/shape_refresh_v4_L454_sgp_manual_keep_outer1_repair_05_sgp_seed_hard_skeleton_newseed2026061.asset","","","","156","1609","1632","156","1609","1632","keep_current","","0","0"
"455","46","normal","Ordinary","Normal","82","82","0","False","757","768","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w12d/c5nep_w12d_27_nutation_strict_mixed_hard_v1_rect_s46_o455_v02_strictmixedhard_mixed_chain.asset","Campaign500HardGateUntil0910After300Reclaimed","PeelLight","rail_chain","82","757","768","149","906","924","keep_current","","0","-67"
"456","46","normal","Peak","Peak","92","104","12","True","1045","1102","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixV1/nutation_longchain_candidate80_holefix_v1_37_nutation_longchain_curve_v1_rect_c80hf_10_d2_section_curve.asset","NutationLongChainStrict60","LongChainProbe","patch_chain","92","1045","1102","224","1379","1400","keep_current","","0","-132"
"457","46","normal","Ordinary","Recovery","74","74","0","False","648","660","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s46_s50_tail/campaign500_normal_full_v1_s46_s50_tail_07_nutation_mixed_neutral_v1_rect_s46_o457_v00_neutralmixed_mixed_chain.asset","Campaign500HardGateUntil0910After300Reclaimed","NeutralMixed","mixed_chain","74","648","660","117","903","920","keep_current","","0","-43"
"458","46","shape","Shape","Shape","95","95","0","False","766","1444","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgNext10H/campaign500_shape_psg_next10h_08_L458_star.asset","ShapeMaskInventory","","","95","766","1444","112","763","1444","keep_current","","0","-17"
"459","46","normal","Hard","Normal","81","81","0","False","814","825","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w13b/c5nep_w13b_37_nutation_strict_mixed_localbreak_v1_rect_s46_o459_v00_strictmixedlocalbreak_local_break_chain.asset","Campaign500HardGateUntil0910After300Reclaimed","PeelMid","curve_chain","81","814","825","180","1095","1128","keep_current","","0","-99"
"460","46","normal","Ordinary","Normal","156","156","0","False","953","975","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice08/direct_pure_topup_08_10_direct_polish_hard_pure_rect_core_burst_g12_v04.asset","","","","156","953","975","156","953","975","keep_current","","0","0"
"461","47","normal","Ordinary","Recovery","168","168","0","False","1010","1025","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice07/direct_pure_topup_07_18_direct_polish_hard_pure_rect_sweep_g10_v02.asset","","","","168","1010","1025","168","1010","1025","keep_current","","0","0"
"462","47","normal","Ordinary","Normal","83","83","0","False","829","840","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/c/c5s2_c_17_nutation_strict_mixed_localbreak_v1_rect_s47_o462_v00_strictmixedlocalbreak_mixed_chain.asset","C5V4FGapfillStrictSelected","StrictMixedLocalBreak","mixed_chain","83","829","840","135","828","840","keep_current","","0","-52"
"463","47","shape","Shape","Shape","89","89","0","False","721","1102","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgReviewTop3Rescue/campaign500_shape_psg_review_top3_rescue_172_L463_castletower_section.asset","ShapeMaskInventory","","","89","721","1102","71","721","1102","keep_current","","0","18"
"464","47","normal","Hard","Pressure","65","65","0","False","648","660","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s46_s50_tail/campaign500_normal_full_v1_s46_s50_tail_18_nutation_mixed_neutral_v1_rect_s47_o464_v02_neutralmixed_mixed_chain.asset","Campaign500HardGateUntil0910After300Reclaimed","NeutralMixed","mixed_chain","65","648","660","111","826","836","keep_current","","0","-46"
"465","47","normal","Peak","Recovery","213","213","0","False","1314","1344","Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_23_direct_advanced_veryhard_rect_sweep_g2_v03.asset","InitialTemplateDonorRevertReviewOnly","","","104","1044","1102","213","1314","1344","v8_review_donor_revert","89","109","0"
"466","47","normal","Ordinary","Normal","166","166","0","False","1015","1040","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice07/direct_pure_topup_07_05_direct_polish_hard_pure_rect_dual_zone_g9_v01.asset","","","","166","1015","1040","166","1015","1040","keep_current","","0","0"
"467","47","hole","HoleRescue","HoleRescue","63","63","0","False","591","676","Assets/ArrowMagic/SOData/Levels/HoleProcedural/TopupCandidates/hole_topup_031_topup_std_26x26_maze.asset","","","","63","591","676","63","591","676","keep_current","","0","0"
"468","47","shape","Shape","Shape","81","81","0","False","732","1073","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgReviewTop3Rescue/campaign500_shape_psg_review_top3_rescue_176_L468_boombox_sweep.asset","ShapeMaskInventory","","","81","732","1073","73","729","1073","keep_current","","0","8"
"469","47","normal","Hard","Pressure","89","99","10","True","956","1008","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixV1/nutation_longchain_candidate80_holefix_v1_29_nutation_longchain_curve_v1_rect_c80hf_08_d2_weave_curve.asset","NutationLongChainStrict60","PeelMid","curve_chain","89","956","1008","160","982","1008","keep_current","","0","-71"
"470","47","normal","Ordinary","Recovery","149","149","0","False","920","950","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice09/direct_pure_topup_09_23_direct_polish_hard_pure_rect_section_unlock_g10_v08.asset","","","","149","920","950","149","920","950","keep_current","","0","0"
"471","48","normal","Ordinary","Recovery","106","106","0","False","824","836","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_16_direct_normal_topup_rect_sweep_g7_v02.asset","InitialTemplateDonorRevertReviewOnly","","","46","536","540","106","824","836","v8_review_donor_revert","30","60","0"
"472","48","normal","Hard","Pressure","231","231","0","False","1395","1428","Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_13_direct_advanced_veryhard_rect_stair_push_g1_v02.asset","","","","231","1395","1428","231","1395","1428","keep_current","","0","0"
"473","48","shape","Shape","Shape","78","78","0","False","657","957","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgFinal6/campaign500_shape_psg_final6_01_L473_mug.asset","ShapeMaskInventory","","","78","657","957","67","659","957","keep_current","","0","11"
"474","48","normal","Ordinary","Recovery","178","178","0","False","1124","1144","Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_42_direct_advanced_veryhard_rect_dense_weave_g1_v06.asset","","","","178","1124","1144","178","1124","1144","keep_current","","0","0"
"475","48","normal","Hard","Normal","73","83","10","True","922","972","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixS3V1/nutation_longchain_candidate80_holefix_s3_v1_28_nutation_longchain_spine_v1_rect_c80hf3_07_d2_maze_spine.asset","NutationLongChainStrict60","PeelMid","rail_chain","73","922","972","195","1207","1224","keep_current","","0","-122"
"476","48","normal","Hard","Pressure","77","77","0","False","650","660","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w11b/c5nep_w11b_51_nutation_strict_mixed_hard_v1_rect_s48_o476_v00_strictmixedhard_mixed_chain.asset","Campaign500HardGateUntil0910After300Reclaimed","PeelLight","rail_chain","77","650","660","126","926","943","keep_current","","0","-49"
"477","48","hole","HoleRescue","HoleRescue","60","60","0","False","588","672","Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_032_std_24x28_dense.asset","","","","60","588","672","60","588","672","keep_current","","0","0"
"478","48","shape","Shape","Shape","96","96","0","False","780","1596","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgReviewTop3Rescue/campaign500_shape_psg_review_top3_rescue_178_L478_flag_section.asset","ShapeMaskInventory","","","96","780","1596","112","765","1596","keep_current","","0","-16"
"479","48","normal","Peak","Peak","93","105","12","True","1007","1064","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixV1/nutation_longchain_candidate80_holefix_v1_33_nutation_longchain_curve_v1_rect_c80hf_09_d2_core_curve.asset","NutationLongChainStrict60","LongChainProbe","rail_chain","93","1007","1064","185","1086","1100","keep_current","","0","-92"
"480","48","normal","Ordinary","Recovery","141","141","0","False","884","903","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice08/direct_pure_topup_08_24_direct_polish_hard_pure_rect_sweep_g13_v05.asset","","","","141","884","903","141","884","903","keep_current","","0","0"
"481","49","normal","Ordinary","Recovery","71","71","0","False","656","660","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s46_s50_tail/campaign500_normal_full_v1_s46_s50_tail_37_nutation_mixed_neutral_v1_rect_s49_o481_v00_neutralmixed_mixed_chain.asset","Campaign500HardGateUntil0910After300Reclaimed","NeutralMixed","mixed_chain","71","656","660","108","824","836","keep_current","","0","-37"
"482","49","normal","Ordinary","Normal","79","79","0","False","759","768","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w11c/c5nep_w11c_55_nutation_strict_mixed_hard_v1_rect_s49_o482_v04_strictmixedhard_mixed_chain.asset","Campaign500HardGateUntil0910After300Reclaimed","PeelLight","curve_chain","79","759","768","150","917","946","keep_current","","0","-71"
"483","49","shape","Shape","Shape","81","81","0","False","643","1023","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgReviewTop3Rescue/campaign500_shape_psg_review_top3_rescue_182_L483_heart_sweep.asset","ShapeMaskInventory","","","81","643","1023","64","644","1023","keep_current","","0","17"
"484","49","hole","HoleRescue","HoleRescue","62","62","0","False","554","672","Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_103_notch_24x28_section_b.asset","","","","62","554","672","62","554","672","keep_current","","0","0"
"485","49","normal","Peak","Pressure","189","189","0","False","1133","1150","Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_44_direct_advanced_veryhard_rect_dual_zone_g1_v06.asset","InitialTemplateDonorRevertReviewOnly","","","121","1155","1209","189","1133","1150","v8_review_donor_revert","96","68","0"
"486","49","normal","Ordinary","Recovery","213","213","0","False","1262","1300","Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_07_direct_advanced_veryhard_rect_sweep_g0_v01.asset","","","","213","1262","1300","213","1262","1300","keep_current","","0","0"
"487","49","shape","Shape","Shape","97","97","0","False","798","1444","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgReviewTop3Rescue/campaign500_shape_psg_review_top3_rescue_186_L487_sun_dense.asset","ShapeMaskInventory","","","97","798","1444","113","789","1444","keep_current","","0","-16"
"488","49","normal","Ordinary","Normal","195","195","0","False","1202","1225","Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_29_direct_advanced_veryhard_rect_stair_push_g3_v04.asset","","","","195","1202","1225","195","1202","1225","keep_current","","0","0"
"489","49","normal","Hard","Pressure","76","81","5","True","720","768","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80V1/nutation_longchain_candidate80_v1_11_nutation_longchain_patch_v1_rect_c80_03_d1_weave_patch.asset","NutationLongChainStrict60","PeelMid","rail_chain","76","720","768","108","780","792","keep_current","","0","-32"
"490","49","normal","Ordinary","Normal","199","199","0","False","1198","1225","Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_24_direct_advanced_veryhard_rect_section_unlock_g2_v03.asset","","","","199","1198","1225","199","1198","1225","keep_current","","0","0"
"491","50","normal","Hard","Normal","199","199","0","False","1197","1222","Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_22_direct_advanced_veryhard_rect_quasi_symmetry_g2_v03.asset","InitialTemplateDonorRevertReviewOnly","","","86","888","910","199","1197","1222","v8_review_donor_revert","40","113","0"
"492","50","hole","HoleRescue","HoleRescue","91","91","0","False","872","960","Assets/ArrowMagic/SOData/Levels/HoleProcedural/HighChainCandidates/hole_highchain_extra_016_hc2_32x30_dual_b.asset","","","","91","872","960","91","872","960","keep_current","","0","0"
"493","50","shape","Shape","Shape","90","90","0","False","759","1368","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgFinal6/campaign500_shape_psg_final6_05_L493_dragonhead.asset","ShapeMaskInventory","","","90","759","1368","64","752","1368","keep_current","","0","26"
"494","50","normal","Ordinary","Normal","192","192","0","False","1138","1170","Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_02_direct_advanced_veryhard_rect_dense_weave_g0_v01.asset","","","","192","1138","1170","192","1138","1170","keep_current","","0","0"
"495","50","normal","Ordinary","Recovery","71","71","0","False","653","660","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w6nm/c5nep_w6nm_22_nutation_mixed_neutral_v1_rect_s50_o495_v01_neutralmixed_mixed_chain.asset","Campaign500HardGateUntil0910After300Reclaimed","NeutralMixed","mixed_chain","71","653","660","97","716","735","keep_current","","0","-26"
"496","50","normal","Peak","Peak","71","71","0","False","649","660","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w11b/c5nep_w11b_56_nutation_strict_mixed_hard_v1_rect_s50_o496_v00_strictmixedhard_mixed_chain.asset","Campaign500HardGateUntil0910After300Reclaimed","PeelLight","rail_chain","71","649","660","108","860","874","keep_current","","0","-37"
"497","50","normal","Ordinary","Normal","151","151","0","False","901","920","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishHardCandidates/direct_polish_hard_12_direct_polish_hard_rect_dense_weave_g5_v02.asset","","","","151","901","920","151","901","920","keep_current","","0","0"
"498","50","shape","Shape","Shape","69","69","0","False","578","1428","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgReviewTop3Rescue/campaign500_shape_psg_review_top3_rescue_188_L498_banana_core.asset","ShapeMaskInventory","","","69","578","1428","72","578","1428","keep_current","","0","-3"
"499","50","normal","Ordinary","Recovery","159","174","15","True","1167","1200","Assets/ArrowMagic/SOData/Levels/DirectProcedural/Differentiation120Candidates/direct_diff120_129_direct_diff_veryhard_long_spine_long_corridor_g2_v03.asset","","","","159","1167","1200","159","1167","1200","keep_current","","0","0"
"500","50","normal","Peak","Normal","200","200","0","False","1249","1269","Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_45_direct_advanced_veryhard_rect_stair_push_g1_v06.asset","InitialTemplateDonorRevertReviewOnly","","","108","1155","1209","200","1249","1269","v8_review_donor_revert","76","92","0"
