"order","section10","category","sectionWaveRole","difficultyBucket","experienceRole","difficultyNameZh","replacementMark","finalStatus","sourcePool","productionLane","productionChainLanguage","patchKind","initialAssetPath","currentAssetPath","initialGuid","currentGuid","initialWidth","initialHeight","initialArea","initialArrowCount","initialChainCount","currentWidth","currentHeight","currentArea","currentArrowCount","currentChainCount","currentCoverage","sourceCoverage","maxChoices","localPatchSolveRunMax","solveTraceQualityScore"
"122","13","normal","Normal","Ordinary","Normal","普通/恢复","REPLACED","ReplacedRhythmV4","Campaign500NormalFullV1UnusedStrict","PressurePeak","mixed_chain","","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/NormalExtraSlice01/direct_pure_normal_extra_01_19_direct_normal_pure_extra_rect_dense_weave_g17_v03.asset","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w13b/c5nep_w13b_04_nutation_strict_mixed_localbreak_v1_rect_s24_o239_v03_strictmixedlocalbreak_local_break_chain.asset","6e4ae4c9a34d58945a6f0dad2d491a96","40e3976867d4ac446b63532aff379c83","20","32","640","630","89","26","34","884","867","79","0.9808","0.981","8","8","0.823"
"123","13","shape","Shape","Shape","Shape","普通/恢复","REPLACED","ShapeCandidatePlanned","ShapeMaskInventory","","","","Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L123_car_main.asset","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgReviewTop3Rescue/campaign500_shape_psg_review_top3_rescue_22_L123_car_core.asset","79501bada43793c48825eb06d77d0eca","66e922aa802282044a1e862bbb3d9609","38","30","1140","662","90","38","30","1140","672","86","0.5895","0.993","7","10",""
"124","13","normal","Normal","Ordinary","Normal","普通/恢复","REPLACED","ReplacedRhythmV4","Campaign500_HardGateUntil0910","PeelMid","rail_chain","","Assets/ArrowMagic/SOData/Levels/DirectProcedural/Differentiation120Candidates/direct_diff120_56_direct_diff_normal_dag_unlock_center_cross_g3_v04.asset","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w10smh/c5nep_w10smh_34_nutation_strict_mixed_hard_v1_rect_s31_o305_v01_strictmixedhard_mixed_chain.asset","082ae869a38a53d4fa2017487f617f03","f1cc87831ec50b145b3944ac2c46bf2c","21","36","756","741","96","25","33","825","818","82","0.9915","0.992","10","5","0.877"
"125","13","normal","Hard","Hard","Pressure","特别困难","REPLACED","ReplacedRhythmV4","NutationLongChainStrict60Front300","maze_long_chain","patch_chain","","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/NormalExtraSlice01/direct_pure_normal_extra_01_20_direct_normal_pure_extra_rect_core_burst_g17_v03.asset","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixS3V1/nutation_longchain_candidate80_holefix_s3_v1_11_nutation_longchain_patch_v1_rect_c80hf3_03_d1_weave_patch.asset","15b1ee3aeba540e4fb21910cd7d11847","fbe703b7f8182d447a694943429921df","21","34","714","702","93","24","32","768","728","76","0.9479","0.948","10","6","0.884"
"126","13","hole","HoleRescue","HoleRescue","HoleRescue","普通/恢复","KEPT_CURRENT","OriginalNonTarget","","","","","Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_016_std_20x26_section.asset","Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_016_std_20x26_section.asset","e11aaaad19ba783499fe734b284e52ae","e11aaaad19ba783499fe734b284e52ae","20","26","520","439","50","20","26","520","439","50","0.8442","","","",""
"127","13","shape","Shape","Shape","Shape","困难","REPLACED","ShapeCandidatePlanned","ShapeMaskInventory","","","","Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV8/shape_refresh_v8_L127_maskonlyb01_01_main_mushroom_20260614_170705.asset","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgReviewTop3Rescue/campaign500_shape_psg_review_top3_rescue_25_L127_mushroom_lock.asset","d1fe3ebb2b9ffc142bddcc6d6b7d408e","60521cf1677fbdc4caf9ae8681256e56","34","34","1156","707","96","34","34","1156","716","88","0.6194","0.992","11","10",""
"128","13","normal","Normal","Ordinary","Normal","普通/恢复","REPLACED","ReplacedRhythmV4Final","Campaign500_HardGateUntil0910","NeutralMixed","mixed_chain","","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/NormalExtraSlice01/direct_pure_normal_extra_01_02_direct_normal_pure_extra_rect_lock_buckle_g15_v01.asset","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s01_s13/campaign500_normal_full_v1_s01_s13_114_nutation_mixed_neutral_v1_rect_s10_o100_v02_neutralmixed_mixed_chain.asset","e395ae4f3cb0cdd4ab1402143220e06f","4890563c5ad5fed4cbcfc17c300fd47c","19","34","646","640","80","20","27","540","536","63","0.9926","","9","5","0.91"
"129","13","normal","PeakExtreme","Peak","Pressure","特别困难","REPLACED","ReplacedRhythmV4","SeedV5LongChain30Front300","slot_seedmaze_chamber_corridor","family_profile_chain","","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_30_direct_normal_topup_rect_stair_push_g9_v04.asset","Assets/ArrowMagic/SOData/Levels/Campaign500LongChainProd200PoolV1/campaign500_longchain_prod200_pool_v1_164_l212_long_normal_b_maze_s22_slot_seedmaze_chamber_corridor.asset","572d73d608b91d540b73fee326743c23","30331b7e9131df84684f2734f344ed0d","22","35","770","762","102","23","29","667","631","42","0.946","0.9460","10","5","0.885"
"130","13","normal","Normal","Ordinary","Normal","普通/恢复","REPLACED","ReplacedRhythmV4","Campaign500_HardGateUntil0910","PeelHard","rail_chain","","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice06/direct_pure_topup_06_07_direct_normal_pure_rect_dual_zone_g6_v07.asset","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w13a/c5nep_w13a_01_nutation_strict_mixed_axisbreak_v1_rect_s15_o149_v00_strictmixedaxisbreak_axis_break_chain.asset","da752972e7059b54cb70351a4c7b5d8f","45150f9a93b0e2c42a2bc001c90f85d1","22","31","682","673","96","24","32","768","757","77","0.9857","0.986","9","6","0.868"
"131","14","normal","Normal","Ordinary","Normal","普通/恢复","REPLACED","ReplacedRhythmV4","Campaign500_HardGateUntil0910","NeutralMixed","mixed_chain","","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice04/direct_pure_topup_04_01_direct_normal_pure_rect_outer_shell_g6_v01.asset","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s39_s50/campaign500_normal_full_v1_s39_s50_18_nutation_mixed_neutral_v1_rect_s40_o395_v02_neutralmixed_mixed_chain.asset","db7643bf7229afe419743652f1965ef2","c23c8d32ba49eac4ca58b5839da20ef8","18","31","558","548","81","24","32","768","756","72","0.9844","0.984","9","5","0.87"
"132","14","normal","Hard","Hard","Pressure","困难","REPLACED","ReplacedRhythmV4","Campaign500_HardGateUntil0910","PeelMid","rail_chain","","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice04/direct_pure_topup_04_22_direct_normal_pure_rect_core_burst_g8_v03.asset","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w12d/c5nep_w12d_23_nutation_strict_mixed_hard_v1_rect_s40_o394_v06_strictmixedhard_mixed_chain.asset","f0b1eb148749691418ab90675f0f19e4","599de6e79d577704a8a83d3cd9ac9476","19","32","608","600","86","25","33","825","809","81","0.9806","0.981","8","5","0.872"
"133","14","shape","Shape","Shape","Shape","困难","REPLACED","ShapeCandidatePlanned","ShapeMaskInventory","","","","Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L133_musicnote_large.asset","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgNext10B/campaign500_shape_psg_next10b_03_L133_musicnote.asset","bc890f2701c97a540b3226d0de8dff1d","80fd94542b34c114395e227dcb03053e","34","47","1598","700","94","34","47","1598","697","88","0.4362","0.986","11","7",""
"134","14","normal","Normal","Ordinary","Normal","普通/恢复","REPLACED","ReplacedRhythmV4","Campaign500NormalFullV1UnusedStrict","FlowRail","rail_chain","","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice01/direct_pure_topup_01_24_direct_refresh_topup_rect_maze_long_chain_g2_v03.asset","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w2fr/c5nep_w2fr_10_nutation_flow_rail_v1_rect_s26_o254_v00_flowrail_rail_chain.asset","75873479b53dfed4ab0dd5f065067009","4254d069b890cec47aa568d707f30796","14","29","406","399","56","20","27","540","535","50","0.9907","0.991","8","7","0.845"
"135","14","hole","HoleRescue","HoleRescue","HoleRescue","普通/恢复","KEPT_CURRENT","OriginalNonTarget","","","","","Assets/ArrowMagic/SOData/Levels/HoleProcedural/TopupCandidates/hole_topup_012_topup_tall_20x30_shell.asset","Assets/ArrowMagic/SOData/Levels/HoleProcedural/TopupCandidates/hole_topup_012_topup_tall_20x30_shell.asset","a56ed2dbce570fe41922aeda86611a58","a56ed2dbce570fe41922aeda86611a58","20","30","600","510","52","20","30","600","510","52","0.85","","","",""
"136","14","normal","PeakExtreme","Peak","Peak","极难","REPLACED","ReplacedRhythmV4","NutationLongChainStrict60Front300","maze_long_chain","spine_chain","","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_39_direct_normal_rect_quasi_symmetry_g3_v04.asset","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixS3V1/nutation_longchain_candidate80_holefix_s3_v1_60_nutation_longchain_spine_v1_rect_c80hf3_15_d3_section_spine.asset","8156b6de7fb66664bafcd2e22f7b0df3","9b33591f60517484b8a5713d93bb4cb7","23","36","828","817","113","34","42","1428","1364","99","0.9552","0.955","10","5","0.877"
"137","14","normal","Normal","Ordinary","Normal","普通/恢复","REPLACED","ReplacedRhythmV4","Campaign500_HardGateUntil0910","NeutralMixed","mixed_chain","","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice04/direct_pure_topup_04_19_direct_normal_pure_rect_lock_buckle_g8_v03.asset","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s27_s38/campaign500_normal_full_v1_s27_s38_66_nutation_mixed_neutral_v1_rect_s32_o314_v02_neutralmixed_mixed_chain.asset","7f96f8e9b8e534540a5cb18e16c0a3d7","732bf512a8f254d4b92c7b1aa6db9269","21","31","651","639","80","22","30","660","650","72","0.9848","0.985","9","5","0.895"
"138","14","shape","Shape","Shape","Shape","困难","REPLACED","ShapeCandidatePlanned","ShapeMaskInventory","","","","Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV2/shape_refresh_v2_L138_bowlingpin_main.asset","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgNext10B/campaign500_shape_psg_next10b_04_L138_bowlingpin.asset","e11c004d91a350b48a3ffe322f831088","68db4ae306134404a839e1bbc0890728","28","44","1232","729","99","28","44","1232","740","90","0.6006","0.995","9","11",""
"139","14","normal","Recovery","Ordinary","Recovery","普通/恢复","REPLACED","ReplacedRhythmV4","Campaign500_HardGateUntil0910","PeelHard","rail_chain","","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_68_direct_normal_rect_stair_push_g0_v07.asset","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w10smp/c5nep_w10smp_24_nutation_strict_mixed_peak_v1_rect_s18_o179_v03_strictmixedpeak_mixed_chain.asset","da3ab8bac32b0d84484338cd34ded434","2ab15f2a4295d8b4fa0b1f171d68c59a","20","39","780","761","101","24","32","768","754","85","0.9818","0.982","9","7","0.879"
"140","14","normal","Hard","Hard","Normal","困难","REPLACED","ReplacedRhythmV4","Campaign500_HardGateUntil0910","Campaign500_HardGateUntil0910","strict_peak_chain","","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_92_direct_normal_rect_section_unlock_g3_v10.asset","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h01r/c5hole_lowchoice_v1_h01r_36_nutation_strict_mixed_peak_v1_rect_s05_o047_v05_strictmixedpeak_strict_peak_chain_hf1.asset","81010ef83ca872a48ae62225124fd4e0","3e13210f2c15fd04782aebf9c132780e","23","34","782","769","102","24","32","768","755","80","0.9831","0.983","11","6","0.846"
"141","15","normal","Recovery","Ordinary","Recovery","普通/恢复","REPLACED","ReplacedRhythmV4","Campaign500_HardGateUntil0910","Campaign500_HardGateUntil0910","curve_chain","","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_35_direct_normal_rect_sweep_g3_v04.asset","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s39_s50_tail/campaign500_normal_full_v1_s39_s50_tail_06_nutation_peel_v2_rect_s41_o407_v02_peelhard_curve_chain.asset","3c2e5f0a8b494e041ac48668f0d760cc","07c7358784f928041ada3a402f107890","23","39","897","880","114","26","34","884","862","92","0.9751","0.975","11","6","0.831"
"142","15","hole","HoleRescue","HoleRescue","HoleRescue","普通/恢复","KEPT_CURRENT","OriginalNonTarget","","","","","Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_038_std_26x24_dual.asset","Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_038_std_26x24_dual.asset","0b24c22efa1b4484090822db8d7f32c9","0b24c22efa1b4484090822db8d7f32c9","26","24","624","536","50","26","24","624","536","50","0.859","","","",""
"143","15","shape","Shape","Shape","Shape","普通/恢复","REPLACED","ShapeCandidatePlanned","ShapeMaskInventory","","","","Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L143_watermelonslice_large.asset","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgReviewTop3Rescue/campaign500_shape_psg_review_top3_rescue_30_L143_watermelonslice_dense.asset","b21aee2f86e682446ae8aa6852499cfc","c6e4c7fdb3227924fae4d42e1dd5cac5","42","34","1428","755","87","42","34","1428","759","89","0.5315","0.987","8","7",""
"144","15","normal","Hard","Hard","Pressure","特别困难","REPLACED","ReplacedRhythmV4","SeedV5LongChain30Front300","slot_seedmaze_chamber_corridor","family_profile_chain","","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_103_direct_normal_rect_lock_buckle_g4_v11.asset","Assets/ArrowMagic/SOData/Levels/Campaign500LongChainProd200PoolV1/campaign500_longchain_prod200_pool_v1_80_l106_long_normal_b_section_s11_slot_seedmaze_chamber_corridor.asset","a2596732926af2243ad1523de26294a4","44e8e2b8af278cf4482cf40118f11c1c","22","40","880","866","113","23","28","644","609","40","0.9457","0.9457","11","4","0.938"
"145","15","normal","Recovery","Ordinary","Recovery","普通/恢复","REPLACED","ReplacedRhythmV4","Campaign500_HardGateUntil0910","PeelMid","curve_chain","","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/NormalExtraSlice02/direct_pure_normal_extra_02_16_direct_normal_pure_extra_rect_maze_long_chain_g19_v05.asset","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w10smh/c5nep_w10smh_07_nutation_strict_mixed_hard_v1_rect_s14_o140_v02_strictmixedhard_mixed_chain.asset","3965795b7e1bf2b4195faf79c1c0aaa8","86d60fe974118bf41adf9e6ce6b5b8a4","21","34","714","704","95","23","31","713","702","77","0.9846","0.985","10","6","0.87"
"146","15","normal","Normal","Ordinary","Normal","普通/恢复","REPLACED","ReplacedRhythmV4","Campaign500_HardGateUntil0910","NeutralMixed","rail_chain","","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice06/direct_pure_topup_06_12_direct_normal_pure_rect_dense_weave_g7_v08.asset","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w6nm/c5nep_w6nm_01_nutation_mixed_neutral_v1_rect_s28_o279_v00_neutralmixed_rail_chain.asset","e44f074630f5d4840a3387454f3a2fa1","e9f6e3742ac7d5b489ab75fdf5758f49","22","31","682","668","95","22","30","660","645","71","0.9773","0.977","9","4","0.879"
"147","15","shape","Shape","Shape","Shape","普通/恢复","REPLACED","ShapeCandidatePlanned","ShapeMaskInventory","","","","Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L147_caveentrance_large.asset","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgNext10B/campaign500_shape_psg_next10b_06_L147_caveentrance.asset","9280c6dee70c1c54baf007f8f12e8f15","d5a2388773b8ea848b8587f56d931556","44","43","1892","858","100","44","43","1892","859","106","0.454","0.986","11","13",""
"148","15","normal","Hard","Hard","Pressure","困难","REPLACED","ReplacedRhythmV4","SeedV5LongChain30Front300","slot_headmix_outerclean","family_profile_chain","","Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV4/shape_refresh_v4_L148_sgp_merged_final_outer_repair_quality_filtered26_harde_02_sgp_linework.asset","Assets/ArrowMagic/SOData/Levels/Campaign500LongChainProd200PoolV1/campaign500_longchain_prod200_pool_v1_50_l064_long_normal_b_maze_s07_slot_headmix_outerclean.asset","555b35f3d88e13447a18552b77839073","15752237b68b25244a4b832b03562ed3","23","37","851","851","111","21","27","567","539","34","0.9506","0.9506","10","7","0.882"
"149","15","normal","PeakExtreme","Peak","Peak","极难","REPLACED","ReplacedRhythmV4","HubMixedRefill30Front300","hub_spoke","mixed_chain","","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_126_direct_normal_rect_core_burst_g0_v13.asset","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationHubMixedV1Strict30RefillPool/nutation_hub_mixed_v1_strict30_refill_19_s05_r03.asset","9c845f6143ebbb94faf77a834174aa8f","3f00380164927df478edf6e619cea9af","22","39","858","843","114","23","31","713","682","98","0.9565","0.957","11","6","0.827"
"150","15","normal","Normal","Ordinary","Normal","普通/恢复","REPLACED","ReplacedRhythmV4","Campaign500_HardGateUntil0910","PeelMid","rail_chain","","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_65_direct_normal_topup_rect_section_unlock_g8_v09.asset","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s27_s38/campaign500_normal_full_v1_s27_s38_129_nutation_peel_rail_v1_rect_s37_o369_v02_peelmid_rail_chain.asset","3995ae9ff3c2b2649a6141fdff464cd6","d2fbd2a56c2733645bc352e6d6343470","20","37","740","725","104","26","35","910","902","84","0.9912","0.991","10","6","0.891"
"151","16","hole","HoleRescue","HoleRescue","HoleRescue","困难","KEPT_CURRENT","OriginalNonTarget","","","","","Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_054_std_30x30_lock.asset","Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_054_std_30x30_lock.asset","99ad7d88ecea6db45868e2a7246b935f","99ad7d88ecea6db45868e2a7246b935f","30","30","900","810","84","30","30","900","810","84","0.9","","","",""
"152","16","normal","Hard","Hard","Normal","困难","REPLACED","ReplacedRhythmV4","Campaign500_HardGateUntil0910","Campaign500_HardGateUntil0910","curve_chain","","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_133_direct_normal_rect_lock_buckle_g1_v14.asset","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s27_s38/campaign500_normal_full_v1_s27_s38_33_nutation_peel_v2_rect_s29_o289_v02_peelmid_curve_chain.asset","92379ec495229974ca1d2ff0e0e454a7","7d769688c5d560a47b139a32459ef7a6","21","39","819","804","106","23","31","713","689","82","0.9663","0.966","11","3","0.875"
"153","16","shape","Shape","Shape","Shape","困难","REPLACED","ShapeCandidatePlanned","ShapeMaskInventory","","","","Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV2/shape_refresh_v2_L153_pumpkin_large.asset","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgNext10B/campaign500_shape_psg_next10b_07_L153_pumpkin.asset","712f8bf440399dd48809b78211a5a926","3a27091de8a6c2d46b674a27f5840aff","43","38","1634","1045","115","43","38","1634","1056","131","0.6463","0.990","10","13",""
"154","16","normal","PeakExtreme","Peak","Pressure","特别困难","REPLACED","ReplacedRhythmV4","HubMixedRefill30Front300","hub_spoke","mixed_chain","","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_98_direct_normal_rect_stair_push_g3_v10.asset","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationHubMixedV1Strict30RefillPool/nutation_hub_mixed_v1_strict30_refill_20_s05_r04.asset","6f1fa5223ad8331449646e0d0a9df893","cdab859aef3a4634581b52e0f8e56c01","23","38","874","858","113","23","31","713","686","99","0.9621","0.962","11","6","0.824"
