campaignOrder,slotKind,idealScore,targetDifficultyTag,sourcePool,sourceKind,sourceOrder,levelId,assetName,difficultyTagV1,difficultyScoreV1,pressureTag,paceTag,startTag,clearTag,choiceTag,shapeTag,visualTag,noveltyTag,mechanicTag,riskTags,reasonTags,theme,width,height,chains,assetPath,selectionReason
190,Normal,449.478,VeryHard,normal_campaign500,normal,480,r1_ab_060_above300_level_510_final,r1_ab_060_above300_level_510_final,VeryHard,622,HighPressure,Spike,StartWide,ClearBurst,ChoiceReadable,Tall,VisualDense,Standard,None,NoRisk,VisualDense|LargeScale|FlowRelief,,36,56,182,Assets/ArrowMagic/SOData/Levels/Seeds/r1_ab_060_above300_level_510_final.asset,ideal=449|target=VeryHard|kind=Normal|scoreDiff=173
191,Normal,467.784,Normal,normal_campaign500,normal,284,direct_normal_topup_43_direct_normal_topup_rect_dense_weave_g11_v06,direct_normal_topup_43_direct_normal_topup_rect_dense_weave_g11_v06,Normal,268,LowPressure,Flow,StartWide,ClearFlow,ChoiceReadable,Tall,VisualMedium,Standard,None,NoRisk,FlowRelief,,21,37,106,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_43_direct_normal_topup_rect_dense_weave_g11_v06.asset,ideal=468|target=Normal|kind=Normal|scoreDiff=200
192,Normal,480.087,Normal,normal_campaign500,normal,335,direct_normal_143_direct_normal_rect_lock_buckle_g2_v15,direct_normal_143_direct_normal_rect_lock_buckle_g2_v15,Normal,278,LowPressure,Bottleneck,StartWide,ClearFlow,ChoiceReadable,Tall,VisualMedium,Standard,None,NoRisk,FlowRelief,,22,41,115,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_143_direct_normal_rect_lock_buckle_g2_v15.asset,ideal=480|target=Normal|kind=Normal|scoreDiff=202
193,Normal,483.601,Normal,normal_campaign500,normal,235,direct_normal_18_direct_normal_rect_stair_push_g1_v02,direct_normal_18_direct_normal_rect_stair_push_g1_v02,Normal,276,LowPressure,Bottleneck,StartWide,ClearFlow,ChoiceReadable,Tall,VisualMedium,Standard,None,NoRisk,FlowRelief,,23,36,114,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_18_direct_normal_rect_stair_push_g1_v02.asset,ideal=484|target=Normal|kind=Normal|scoreDiff=208
194,Shape,477.95,Normal,shape_final_with_supplement,shape,73,r2_outer_strong_005_r2_006_a401_procmask_74_onion_maskproceduralvertical_34x48-transitionoceanpearlclamtall,TransitionOceanPearlClamTall,Normal,364,LowPressure,Flow,StartWide,ClearFlow,ChoiceManyGood,SpecialShape,VisualMedium,VisualSpice,ShapePuzzle,NoRisk,LargeScale|FlowRelief,Ocean,34,48,142,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_74_onion_maskproceduralvertical_34x48-transitionoceanpearlclamtall_20260611_111307.asset,ideal=478|target=Normal|kind=Shape|theme=Ocean|scoreDiff=114
195,Normal,465.275,Hard,normal_campaign500,normal,356,direct_polish_clean_08_direct_polish_normal_rect_sweep_g0_v01,direct_polish_clean_08_direct_polish_normal_rect_sweep_g0_v01,Hard,479,LowPressure,Bottleneck,StartWide,ClearFlow,ChoiceReadable,Tall,VisualMedium,Standard,None,NoRisk,LargeScale|FlowRelief,,23,39,137,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishCleanCandidates/direct_polish_clean_08_direct_polish_normal_rect_sweep_g0_v01.asset,ideal=465|target=Hard|kind=Normal|scoreDiff=14
196,Normal,449.642,Normal,normal_campaign500,normal,301,direct_normal_103_direct_normal_rect_lock_buckle_g4_v11,direct_normal_103_direct_normal_rect_lock_buckle_g4_v11,Normal,277,LowPressure,Bottleneck,StartWide,ClearFlow,ChoiceReadable,Tall,VisualMedium,Standard,None,NoRisk,FlowRelief,,22,40,113,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_103_direct_normal_rect_lock_buckle_g4_v11.asset,ideal=450|target=Normal|kind=Normal|scoreDiff=173
197,Normal,435.931,Normal,normal_campaign500,normal,256,direct_normal_130_direct_normal_rect_maze_long_chain_g0_v13,direct_normal_130_direct_normal_rect_maze_long_chain_g0_v13,Normal,265,LowPressure,Bottleneck,StartWide,ClearFlow,ChoiceReadable,Tall,VisualMedium,Standard,None,NoRisk,FlowRelief,,22,38,108,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_130_direct_normal_rect_maze_long_chain_g0_v13.asset,ideal=436|target=Normal|kind=Normal|scoreDiff=171
198,Shape,428.492,Hard,shape_final_with_supplement,shape,131,r2_outer_strong_005_r2_006_a401_procmask_147_onion_maskproceduralvertical_42x60-biggrove02tall,BigGrove02Tall,Hard,467,LowPressure,StopGo,StartWide,ClearFlow,ChoiceManyGood,SpecialShape,VisualDense,VisualSpice,ShapePuzzle,NoRisk,VisualDense|LargeScale|FlowRelief,Nature,42,60,191,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_147_onion_maskproceduralvertical_42x60-biggrove02tall_20260611_112549.asset,ideal=428|target=Hard|kind=Shape|theme=Nature|scoreDiff=39
199,Normal,429.957,Normal,normal_campaign500,normal,241,direct_normal_124_direct_normal_rect_dense_weave_g0_v13,direct_normal_124_direct_normal_rect_dense_weave_g0_v13,Normal,266,LowPressure,Bottleneck,StartWide,ClearBurst,ChoiceReadable,Tall,VisualMedium,Standard,None,NoRisk,FlowRelief,,22,40,108,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_124_direct_normal_rect_dense_weave_g0_v13.asset,ideal=430|target=Normal|kind=Normal|scoreDiff=164
200,Normal,440.512,VeryHard,normal_campaign500,normal,472,direct_advanced_29_direct_advanced_veryhard_rect_stair_push_g3_v04,direct_advanced_29_direct_advanced_veryhard_rect_stair_push_g3_v04,VeryHard,627,LowPressure,Spike,StartWide,ClearFlow,ChoiceReadable,Tall,VisualDense,Standard,None,NoRisk,VisualDense|LargeScale|FlowRelief,,25,49,195,Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_29_direct_advanced_veryhard_rect_stair_push_g3_v04.asset,ideal=441|target=VeryHard|kind=Normal|scoreDiff=186
201,Normal,457.851,Normal,normal_campaign500,normal,216,direct_normal_26_direct_normal_rect_core_burst_g2_v03,direct_normal_26_direct_normal_rect_core_burst_g2_v03,Normal,276,LowPressure,Bottleneck,StartWide,ClearFlow,ChoiceReadable,Tall,VisualMedium,Standard,None,NoRisk,FlowRelief,,20,39,104,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_26_direct_normal_rect_core_burst_g2_v03.asset,ideal=458|target=Normal|kind=Normal|scoreDiff=182
202,Normal,477.805,Normal,normal_campaign500,normal,218,direct_normal_65_direct_normal_rect_sweep_g0_v07,direct_normal_65_direct_normal_rect_sweep_g0_v07,Normal,257,LowPressure,Flow,StartWide,ClearFlow,ChoiceReadable,Tall,VisualMedium,Standard,None,NoRisk,FlowRelief,,22,38,106,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_65_direct_normal_rect_sweep_g0_v07.asset,ideal=478|target=Normal|kind=Normal|scoreDiff=221
203,Normal,495.489,Hard,normal_campaign500,normal,348,direct_polish_clean_15_direct_polish_normal_rect_stair_push_g1_v02,direct_polish_clean_15_direct_polish_normal_rect_stair_push_g1_v02,Hard,496,LowPressure,Bottleneck,StartWide,ClearFlow,ChoiceReadable,Tall,VisualMedium,Standard,None,NoRisk,LargeScale|FlowRelief,,23,40,147,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishCleanCandidates/direct_polish_clean_15_direct_polish_normal_rect_stair_push_g1_v02.asset,ideal=495|target=Hard|kind=Normal|scoreDiff=1
204,Shape,506.639,Normal,shape_final_with_supplement,shape,147,r2_outer_strong_005_r2_006_a401_procmask_supp_14_onion_maskfinalsupplement_30x42-mainuichatbubbletall,MainUiChatBubbleTall,Normal,305,LowPressure,Flow,StartWide,ClearFlow,ChoiceManyGood,SpecialShape,VisualSparse,VisualSpice,ShapePuzzle,NoRisk,FlowRelief,ToolUI,30,42,114,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_supp_14_onion_maskfinalsupplement_30x42-mainuichatbubbletall_20260611_124400.asset,ideal=507|target=Normal|kind=Shape|theme=ToolUI|scoreDiff=202
205,Normal,508.786,Hard,normal_campaign500,normal,363,direct_polish_hard_18_direct_polish_hard_rect_maze_long_chain_g5_v02,direct_polish_hard_18_direct_polish_hard_rect_maze_long_chain_g5_v02,Hard,502,LowPressure,Bottleneck,StartWide,ClearFlow,ChoiceReadable,Tall,VisualDense,Standard,None,NoRisk,VisualDense|LargeScale,,24,42,160,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishHardCandidates/direct_polish_hard_18_direct_polish_hard_rect_maze_long_chain_g5_v02.asset,ideal=509|target=Hard|kind=Normal|scoreDiff=7
206,Normal,501.929,Normal,normal_campaign500,normal,199,direct_normal_91_direct_normal_rect_outer_shell_g3_v10,direct_normal_91_direct_normal_rect_outer_shell_g3_v10,Normal,265,LowPressure,Bottleneck,StartWide,ClearFlow,ChoiceReadable,Tall,VisualMedium,Standard,None,NoRisk,FlowRelief,,21,38,105,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_91_direct_normal_rect_outer_shell_g3_v10.asset,ideal=502|target=Normal|kind=Normal|scoreDiff=237
207,Hole,488.54,Normal,hole_mask_early_front,hole,16,r1_ab_156_above300_level_672_final_holeblock_multiseed_final,hole_prod_24x28_slant_r01_r1_ab_156_above300_level_672_final_20260610_115005,Normal,418,HighPressure,Spike,StartMedium,ClearFlow,ChoiceTactical,HoleBlocker,VisualMedium,MechanicSpice,HoleBlocker,NoRisk,None,HoleBlocker,24,28,61,Assets/ArrowMagic/SOData/Levels/Production/HoleMask/Candidates/hole_prod_24x28_slant_r01_r1_ab_156_above300_level_672_final_20260610_115005.asset,ideal=489|target=Normal|kind=Hole|hole-spacing|scoreDiff=71
208,Normal,472.881,Hard,normal_campaign500,normal,371,direct_normal_136_direct_normal_rect_core_burst_g1_v14,direct_normal_136_direct_normal_rect_core_burst_g1_v14,Hard,472,LowPressure,Spike,StartWide,ClearFlow,ChoiceReadable,Tall,VisualMedium,Standard,None,NoRisk,FlowRelief,,23,41,126,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_136_direct_normal_rect_core_burst_g1_v14.asset,ideal=473|target=Hard|kind=Normal|scoreDiff=1
209,Shape,459.839,Normal,shape_final_with_supplement,shape,84,r2_outer_strong_005_r2_006_a401_procmask_86_onion_maskproceduralvertical_36x48-transitionmagiccauldrontall,TransitionMagicCauldronTall,Normal,361,LowPressure,Flow,StartWide,ClearFlow,ChoiceManyGood,SpecialShape,VisualMedium,VisualSpice,ShapePuzzle,NoRisk,LargeScale|FlowRelief,Magic,36,48,139,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_86_onion_maskproceduralvertical_36x48-transitionmagiccauldrontall_20260611_111402.asset,ideal=460|target=Normal|kind=Shape|theme=Magic|scoreDiff=99
210,Normal,453.58,VeryHard,normal_campaign500,normal,468,direct_advanced_39_direct_advanced_veryhard_rect_sweep_g0_v05,direct_advanced_39_direct_advanced_veryhard_rect_sweep_g0_v05,VeryHard,626,LowPressure,Bottleneck,StartWide,ClearFlow,ChoiceReadable,Tall,VisualDense,Standard,None,NoRisk,VisualDense|LargeScale|FlowRelief,,25,46,182,Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_39_direct_advanced_veryhard_rect_sweep_g0_v05.asset,ideal=454|target=VeryHard|kind=Normal|scoreDiff=172
211,Normal,456.413,Normal,normal_campaign500,normal,307,direct_normal_topup_49_direct_normal_topup_rect_section_unlock_g6_v07,direct_normal_topup_49_direct_normal_topup_rect_section_unlock_g6_v07,Normal,276,LowPressure,Bottleneck,StartWide,ClearFlow,ChoiceReadable,Tall,VisualMedium,Standard,None,NoRisk,FlowRelief,,22,35,106,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_49_direct_normal_topup_rect_section_unlock_g6_v07.asset,ideal=456|target=Normal|kind=Normal|scoreDiff=180
212,Normal,468.148,Normal,normal_campaign500,normal,242,direct_normal_10_direct_normal_rect_maze_long_chain_g0_v01,direct_normal_10_direct_normal_rect_maze_long_chain_g0_v01,Normal,264,LowPressure,Bottleneck,StartWide,ClearFlow,ChoiceReadable,Tall,VisualMedium,Standard,None,NoRisk,FlowRelief,,22,41,113,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_10_direct_normal_rect_maze_long_chain_g0_v01.asset,ideal=468|target=Normal|kind=Normal|scoreDiff=204
213,Shape,486.155,Hard,shape_final_with_supplement,shape,128,r2_outer_strong_005_r2_006_a401_procmask_142_long_maskproceduralvertical_44x58-bigmegamonument15tall,BigMegaMonument15Tall,Hard,472,LowPressure,StopGo,StartWide,ClearBurst,ChoiceManyGood,SpecialShape,VisualDense,VisualSpice,ShapePuzzle,NoRisk,VisualDense|LargeScale|FlowRelief,Landmark,44,58,201,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_142_long_maskproceduralvertical_44x58-bigmegamonument15tall_20260611_112528.asset,ideal=486|target=Hard|kind=Shape|theme=Landmark|scoreDiff=14
214,Normal,506.083,Normal,normal_campaign500,normal,211,r1_outer_strong_128_r1_231_a844,r1_outer_strong_128_r1_231_a844,Normal,265,LowPressure,Bottleneck,StartWide,ClearFlow,ChoiceReadable,Tall,VisualMedium,Standard,None,NoRisk,FlowRelief,,22,35,101,Assets/ArrowMagic/SOData/Levels/Generated/R1OuterStrongRepair/r1_outer_strong_128_r1_231_a844.asset,ideal=506|target=Normal|kind=Normal|scoreDiff=241
215,Normal,523.053,Hard,normal_campaign500,normal,349,direct_polish_clean_13_direct_polish_normal_rect_core_burst_g1_v02,direct_polish_clean_13_direct_polish_normal_rect_core_burst_g1_v02,Hard,504,HighPressure,Spike,StartMedium,ClearFlow,ChoiceReadable,Tall,VisualMedium,Standard,None,NoRisk,LargeScale,,21,40,135,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishCleanCandidates/direct_polish_clean_13_direct_polish_normal_rect_core_burst_g1_v02.asset,ideal=523|target=Hard|kind=Normal|scoreDiff=19
216,Normal,532.997,Normal,normal_campaign500,normal,141,direct_normal_topup_73_direct_normal_topup_rect_section_unlock_g9_v10,direct_normal_topup_73_direct_normal_topup_rect_section_unlock_g9_v10,Normal,275,LowPressure,Bottleneck,StartWide,ClearFlow,ChoiceReadable,Tall,VisualMedium,Standard,None,NoRisk,FlowRelief,,23,38,110,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_73_direct_normal_topup_rect_section_unlock_g9_v10.asset,ideal=533|target=Normal|kind=Normal|scoreDiff=258
217,Normal,533.778,Normal,normal_campaign500,normal,248,direct_normal_topup_08_direct_normal_topup_rect_sweep_g6_v01,direct_normal_topup_08_direct_normal_topup_rect_sweep_g6_v01,Normal,257,LowPressure,Flow,StartWide,ClearFlow,ChoiceReadable,Tall,VisualMedium,Standard,None,NoRisk,FlowRelief,,23,37,106,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_08_direct_normal_topup_rect_sweep_g6_v01.asset,ideal=534|target=Normal|kind=Normal|scoreDiff=277
218,Shape,520,Hard,shape_final_with_supplement,shape,130,r2_outer_strong_005_r2_006_a401_procmask_146_long_maskproceduralvertical_46x60-bigcarrier06tall,BigCarrier06Tall,Hard,464,LowPressure,StopGo,StartWide,ClearBurst,ChoiceManyGood,SpecialShape,VisualDense,VisualSpice,ShapePuzzle,NoRisk,VisualDense|LargeScale|FlowRelief,Vehicle,46,60,195,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_146_long_maskproceduralvertical_46x60-bigcarrier06tall_20260611_112547.asset,ideal=520|target=Hard|kind=Shape|theme=Vehicle|scoreDiff=56
219,Normal,511.757,Normal,normal_campaign500,normal,239,direct_normal_100_direct_normal_rect_maze_long_chain_g3_v10,direct_normal_100_direct_normal_rect_maze_long_chain_g3_v10,Normal,263,LowPressure,Bottleneck,StartWide,ClearFlow,ChoiceReadable,Tall,VisualMedium,Standard,None,NoRisk,FlowRelief,,23,38,108,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_100_direct_normal_rect_maze_long_chain_g3_v10.asset,ideal=512|target=Normal|kind=Normal|scoreDiff=249
220,Normal,496.177,VeryHard,normal_campaign500,normal,473,direct_advanced_34_direct_advanced_veryhard_rect_dense_weave_g0_v05,direct_advanced_34_direct_advanced_veryhard_rect_dense_weave_g0_v05,VeryHard,624,LowPressure,Bottleneck,StartWide,ClearFlow,ChoiceReadable,Tall,VisualDense,Standard,None,NoRisk,VisualDense|LargeScale|FlowRelief,,25,49,195,Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_34_direct_advanced_veryhard_rect_dense_weave_g0_v05.asset,ideal=496|target=VeryHard|kind=Normal|scoreDiff=128
221,Normal,483.892,Normal,normal_campaign500,normal,262,direct_normal_113_direct_normal_rect_lock_buckle_g5_v12,direct_normal_113_direct_normal_rect_lock_buckle_g5_v12,Normal,276,LowPressure,Bottleneck,StartWide,ClearFlow,ChoiceReadable,Tall,VisualMedium,Standard,None,NoRisk,FlowRelief,,23,35,107,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_113_direct_normal_rect_lock_buckle_g5_v12.asset,ideal=484|target=Normal|kind=Normal|scoreDiff=208
222,Normal,478.864,Normal,normal_campaign500,normal,181,direct_normal_19_direct_normal_rect_quasi_symmetry_g1_v02,direct_normal_19_direct_normal_rect_quasi_symmetry_g1_v02,Normal,275,LowPressure,Bottleneck,StartWide,ClearFlow,ChoiceReadable,Tall,VisualMedium,Standard,None,NoRisk,FlowRelief,,21,39,110,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_19_direct_normal_rect_quasi_symmetry_g1_v02.asset,ideal=479|target=Normal|kind=Normal|scoreDiff=204
223,Shape,483.06,Hard,shape_final_with_supplement,shape,133,r2_outer_strong_005_r2_006_a401_procmask_149_onion_maskproceduralvertical_40x60-biggrove04tall,BigGrove04Tall,Hard,506,LowPressure,StopGo,StartWide,ClearFlow,ChoiceManyGood,SpecialShape,VisualDense,VisualSpice,ShapePuzzle,NoRisk,VisualDense|LargeScale|FlowRelief,Nature,40,60,207,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_149_onion_maskproceduralvertical_40x60-biggrove04tall_20260611_112600.asset,ideal=483|target=Hard|kind=Shape|theme=Nature|scoreDiff=23
224,Normal,495.918,Normal,normal_campaign500,normal,282,direct_normal_71_direct_normal_rect_outer_shell_g1_v08,direct_normal_71_direct_normal_rect_outer_shell_g1_v08,Normal,276,LowPressure,Bottleneck,StartWide,ClearFlow,ChoiceReadable,Tall,VisualMedium,Standard,None,NoRisk,FlowRelief,,23,34,104,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_71_direct_normal_rect_outer_shell_g1_v08.asset,ideal=496|target=Normal|kind=Normal|scoreDiff=220
225,Hole,514.501,Hard,hole_mask_early_front,hole,56,r1_ab_232_above300_level_845_final_take_refill_v2_p2_delta12_occ8_addcells_rewrite_v2_v2_r3_added89_rotation_vflip_holeblock_multiseed_final,hole_prod_32x24_wide_r02_r1_ab_232_above300_level_845_final_take_refi_20260610_124813,Hard,516,HighPressure,Spike,StartMedium,ClearFlow,ChoiceReadable,HoleBlocker,VisualMedium,MechanicSpice,HoleBlocker,NoRisk,None,HoleBlocker,32,24,87,Assets/ArrowMagic/SOData/Levels/Production/HoleMask/Candidates/hole_prod_32x24_wide_r02_r1_ab_232_above300_level_845_final_take_refi_20260610_124813.asset,ideal=515|target=Hard|kind=Hole|hole-spacing|scoreDiff=1
226,Normal,534.297,Normal,normal_campaign500,normal,125,r1_ab_186_above300_level_735_final,r1_ab_186_above300_level_735_final,Normal,257,LowPressure,Bottleneck,StartMedium,ClearBurst,ChoiceTactical,Tall,VisualSparse,Standard,None,NoRisk,FlowRelief,,21,32,65,Assets/ArrowMagic/SOData/Levels/Seeds/r1_ab_186_above300_level_735_final.asset,ideal=534|target=Normal|kind=Normal|scoreDiff=277
227,Normal,550.466,Normal,normal_campaign500,normal,250,direct_normal_134_direct_normal_rect_dense_weave_g1_v14,direct_normal_134_direct_normal_rect_dense_weave_g1_v14,Normal,265,LowPressure,Flow,StartWide,ClearFlow,ChoiceReadable,Tall,VisualMedium,Standard,None,NoRisk,FlowRelief,,23,35,107,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_134_direct_normal_rect_dense_weave_g1_v14.asset,ideal=550|target=Normal|kind=Normal|scoreDiff=285
228,Normal,559.159,Hard,normal_campaign500,normal,489,direct_polish_hard_17_direct_polish_hard_rect_sweep_g5_v02,direct_polish_hard_17_direct_polish_hard_rect_sweep_g5_v02,Hard,614,LowPressure,Bottleneck,StartWide,ClearFlow,ChoiceManyGood,Tall,VisualDense,Standard,None,NoRisk,VisualDense|LargeScale|FlowRelief,,23,47,177,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishHardCandidates/direct_polish_hard_17_direct_polish_hard_rect_sweep_g5_v02.asset,ideal=559|target=Hard|kind=Normal|scoreDiff=55
229,Normal,558.58,Normal,normal_campaign500,normal,283,direct_normal_08_direct_normal_rect_stair_push_g0_v01,direct_normal_08_direct_normal_rect_stair_push_g0_v01,Normal,275,LowPressure,Bottleneck,StartWide,ClearFlow,ChoiceReadable,Tall,VisualMedium,Standard,None,NoRisk,FlowRelief,,22,34,105,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_08_direct_normal_rect_stair_push_g0_v01.asset,ideal=559|target=Normal|kind=Normal|scoreDiff=284
