campaignOrder,slotKind,templateId,experienceRole,contentSeries,unlockTag,storyBeat,idealScore,targetDifficultyTag,stageRelativeDifficultyTag,stageDifficultyScore,sourcePool,sourceKind,sourceOrder,levelId,assetName,difficultyTagV1,difficultyScoreV1,pressureTag,paceTag,startTag,clearTag,choiceTag,shapeTag,visualTag,noveltyTag,mechanicTag,riskTags,reasonTags,theme,width,height,chains,assetPath,selectionReason
157,Hole,A-Standard,MechanicSpice,HoleMechanic,None,HoleMechanic,406.856,Normal,StageNormal,405,hole_mask_early_front,hole,35,r1_ab_148_above300_level_652_final_take_refill_v2_p2_delta9_occ9_addcells_rewrite_v2_v2_r2_added46_rotation_hflip_holeblock_multiseed_final,hole_prod_26x22_wide_r03_r1_ab_148_above300_level_652_final_take_refi_20260610_120424,Normal,405,HighPressure,Spike,StartMedium,ClearFlow,ChoiceTactical,HoleBlocker,VisualMedium,MechanicSpice,HoleBlocker,NoRisk,None,HoleBlocker,26,22,60,Assets/ArrowMagic/SOData/Levels/Production/HoleMask/Candidates/hole_prod_26x22_wide_r03_r1_ab_148_above300_level_652_final_take_refi_20260610_120424.asset,ideal=407|target=Normal|kind=Hole|template=A-Standard|role=MechanicSpice|hole-spacing|scoreDiff=2
158,Normal,A-Standard,Bottleneck,Auto,None,Auto,440.068,Hard,StageNormal,440,normal_campaign500,normal,442,composite_play_cand_033_composite_portrait150_006_composite_greedy_ab_00_hflip_keep_edge120,composite_play_cand_033_composite_portrait150_006_composite_greedy_ab_00_hflip_keep_edge120,Hard,440,LowPressure,Bottleneck,StartWide,ClearBurst,ChoiceReadable,Tall,VisualMedium,Standard,None,NoRisk,LargeScale|FlowRelief,,30,47,137,Assets/ArrowMagic/SOData/Levels/Generated/CompositeSeedVariantsABPlayabilityCandidates300/composite_play_cand_033_composite_portrait150_006_composite_greedy_ab_00_hflip_keep_edge120.asset,ideal=440|target=Hard|kind=Normal|template=A-Standard|role=Bottleneck|scoreDiff=0
159,Normal,A-Standard,Recovery,Auto,None,Auto,300.04,Normal,StageNormal,288,normal_campaign500,normal,206,direct_normal_03_direct_normal_rect_lock_buckle_g0_v01,direct_normal_03_direct_normal_rect_lock_buckle_g0_v01,Normal,288,LowPressure,Bottleneck,StartMedium,ClearFlow,ChoiceReadable,Tall,VisualMedium,Standard,None,NoRisk,FlowRelief,,20,40,103,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_03_direct_normal_rect_lock_buckle_g0_v01.asset,ideal=300|target=Normal|kind=Normal|template=A-Standard|role=Recovery|scoreDiff=12
160,Normal,A-Standard,Peak,Auto,None,Auto,465.111,VeryHard,StageVeryHard|Peak,627,normal_campaign500,normal,472,direct_advanced_29_direct_advanced_veryhard_rect_stair_push_g3_v04,direct_advanced_29_direct_advanced_veryhard_rect_stair_push_g3_v04,VeryHard,627,LowPressure,Spike,StartWide,ClearFlow,ChoiceReadable,Tall,VisualDense,Standard,None,NoRisk,VisualDense|LargeScale|FlowRelief,,25,49,195,Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_29_direct_advanced_veryhard_rect_stair_push_g3_v04.asset,ideal=465|target=VeryHard|kind=Normal|template=A-Standard|role=Peak|scoreDiff=162
161,Normal,B-Recovery,Flow,Auto,None,Auto,364.968,Normal,StageNormal,284,normal_campaign500,normal,160,direct_normal_111_direct_normal_rect_outer_shell_g5_v12,direct_normal_111_direct_normal_rect_outer_shell_g5_v12,Normal,284,LowPressure,Bottleneck,StartMedium,ClearFlow,ChoiceReadable,Tall,VisualMedium,Standard,None,NoRisk,FlowRelief,,23,36,103,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_111_direct_normal_rect_outer_shell_g5_v12.asset,ideal=365|target=Normal|kind=Normal|template=B-Recovery|role=Flow|scoreDiff=81
162,Normal,B-Recovery,Observe,Auto,None,Auto,354.354,Normal,StageFlow,280,normal_campaign500,normal,310,direct_normal_31_direct_normal_rect_outer_shell_g3_v04,direct_normal_31_direct_normal_rect_outer_shell_g3_v04,Normal,280,LowPressure,Bottleneck,StartWide,ClearFlow,ChoiceReadable,Tall,VisualMedium,Standard,None,NoRisk,FlowRelief,,23,40,115,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_31_direct_normal_rect_outer_shell_g3_v04.asset,ideal=354|target=Normal|kind=Normal|template=B-Recovery|role=Observe|scoreDiff=74
163,Normal,B-Recovery,Pressure,Auto,None,Auto,386.772,Hard,StageNormal,435,normal_campaign500,normal,438,composite_play_cand_060_composite_portrait150_006_composite_greedy_ab_00_vflip_keep_edge120,composite_play_cand_060_composite_portrait150_006_composite_greedy_ab_00_vflip_keep_edge120,Hard,435,LowPressure,Bottleneck,StartWide,ClearBurst,ChoiceReadable,Tall,VisualMedium,Standard,None,NoRisk,LargeScale|FlowRelief,,30,47,137,Assets/ArrowMagic/SOData/Levels/Generated/CompositeSeedVariantsABPlayabilityCandidates300/composite_play_cand_060_composite_portrait150_006_composite_greedy_ab_00_vflip_keep_edge120.asset,ideal=387|target=Hard|kind=Normal|template=B-Recovery|role=Pressure|scoreDiff=48
164,Shape,B-Recovery,VisualSpice,MainShape,None,VisualSpice,358.519,Normal,StageNormal,362,shape_final_with_supplement,shape,56,r2_outer_strong_005_r2_006_a401_procmask_56_onion_maskproceduralvertical_34x50-transitionobelisktall,TransitionObeliskTall,Normal,362,LowPressure,Flow,StartWide,ClearFlow,ChoiceManyGood,SpecialShape,VisualMedium,VisualSpice,ShapePuzzle,NoRisk,LargeScale|FlowRelief,Landmark,34,50,138,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_56_onion_maskproceduralvertical_34x50-transitionobelisktall_20260611_111133.asset,ideal=359|target=Normal|kind=Shape|template=B-Recovery|role=VisualSpice|theme=Landmark|scoreDiff=3
165,Normal,B-Recovery,Recovery,Auto,None,Auto,278.333,Normal,StageFlow,272,normal_campaign500,normal,271,direct_normal_50_direct_normal_rect_maze_long_chain_g4_v05,direct_normal_50_direct_normal_rect_maze_long_chain_g4_v05,Normal,272,LowPressure,Bottleneck,StartWide,ClearFlow,ChoiceReadable,Tall,VisualMedium,Standard,None,NoRisk,FlowRelief,,22,35,106,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_50_direct_normal_rect_maze_long_chain_g4_v05.asset,ideal=278|target=Normal|kind=Normal|template=B-Recovery|role=Recovery|scoreDiff=6
166,Normal,B-Recovery,Core,Auto,None,Auto,392.738,Hard,StageNormal,433,normal_campaign500,normal,396,composite_play_cand_022_composite_portrait150_082_composite_greedy_ab_08_identity_keep_edge120,composite_play_cand_022_composite_portrait150_082_composite_greedy_ab_08_identity_keep_edge120,Hard,433,LowPressure,Bottleneck,StartWide,ClearBurst,ChoiceReadable,Tall,VisualMedium,Standard,None,NoRisk,FlowRelief,,29,41,126,Assets/ArrowMagic/SOData/Levels/Generated/CompositeSeedVariantsABPlayabilityCandidates300/composite_play_cand_022_composite_portrait150_082_composite_greedy_ab_08_identity_keep_edge120.asset,ideal=393|target=Hard|kind=Normal|template=B-Recovery|role=Core|scoreDiff=40
167,Normal,B-Recovery,Bottleneck,Auto,None,Auto,447,Hard,StageNormal,445,normal_campaign500,normal,443,composite_play_cand_189_composite_portrait150_073_composite_greedy_ab_08_rot180_keep_edge120,composite_play_cand_189_composite_portrait150_073_composite_greedy_ab_08_rot180_keep_edge120,Hard,445,LowPressure,Bottleneck,StartWide,ClearBurst,ChoiceReadable,Square,VisualMedium,Standard,None,NoRisk,LargeScale|FlowRelief,,29,39,132,Assets/ArrowMagic/SOData/Levels/Generated/CompositeSeedVariantsABPlayabilityCandidates300/composite_play_cand_189_composite_portrait150_073_composite_greedy_ab_08_rot180_keep_edge120.asset,ideal=447|target=Hard|kind=Normal|template=B-Recovery|role=Bottleneck|scoreDiff=2
168,Normal,B-Recovery,Normal,Auto,None,Auto,426.423,Normal,StageFlow,278,normal_campaign500,normal,179,direct_normal_topup_50_direct_normal_topup_rect_lock_buckle_g6_v07,direct_normal_topup_50_direct_normal_topup_rect_lock_buckle_g6_v07,Normal,278,LowPressure,Bottleneck,StartWide,ClearFlow,ChoiceReadable,Tall,VisualMedium,Standard,None,NoRisk,FlowRelief,,23,37,110,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_50_direct_normal_topup_rect_lock_buckle_g6_v07.asset,ideal=426|target=Normal|kind=Normal|template=B-Recovery|role=Normal|scoreDiff=148
169,Normal,B-Recovery,Recovery,Auto,None,Auto,337.637,Normal,StageFlow,278,normal_campaign500,normal,225,r2_outer_strong_125_r2_231_a844,r2_outer_strong_125_r2_231_a844,Normal,278,LowPressure,Bottleneck,StartWide,ClearFlow,ChoiceReadable,Tall,VisualMedium,Standard,None,NoRisk,FlowRelief,,24,35,111,Assets/ArrowMagic/SOData/Levels/Generated/R2OuterStrongRepair/r2_outer_strong_125_r2_231_a844.asset,ideal=338|target=Normal|kind=Normal|template=B-Recovery|role=Recovery|scoreDiff=60
170,Normal,B-Recovery,Peak,Auto,None,Auto,514.529,Hard,StageHard,502,normal_campaign500,normal,363,direct_polish_hard_18_direct_polish_hard_rect_maze_long_chain_g5_v02,direct_polish_hard_18_direct_polish_hard_rect_maze_long_chain_g5_v02,Hard,502,LowPressure,Bottleneck,StartWide,ClearFlow,ChoiceReadable,Tall,VisualDense,Standard,None,NoRisk,VisualDense|LargeScale,,24,42,160,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishHardCandidates/direct_polish_hard_18_direct_polish_hard_rect_maze_long_chain_g5_v02.asset,ideal=515|target=Hard|kind=Normal|template=B-Recovery|role=Peak|scoreDiff=13
171,Normal,C-Visual,Flow,Auto,None,Auto,418.539,Normal,StageFlow,268,normal_campaign500,normal,226,direct_normal_95_direct_normal_rect_sweep_g3_v10,direct_normal_95_direct_normal_rect_sweep_g3_v10,Normal,268,LowPressure,Flow,StartWide,ClearFlow,ChoiceReadable,Tall,VisualMedium,Standard,None,NoRisk,FlowRelief,,21,37,107,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_95_direct_normal_rect_sweep_g3_v10.asset,ideal=419|target=Normal|kind=Normal|template=C-Visual|role=Flow|scoreDiff=151
172,Normal,C-Visual,Observe,Auto,None,Auto,403.272,Normal,StageFlow,278,normal_campaign500,normal,229,direct_normal_52_direct_normal_rect_section_unlock_g5_v06,direct_normal_52_direct_normal_rect_section_unlock_g5_v06,Normal,278,LowPressure,Bottleneck,StartWide,ClearBurst,ChoiceReadable,Tall,VisualMedium,Standard,None,NoRisk,FlowRelief,,23,40,112,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_52_direct_normal_rect_section_unlock_g5_v06.asset,ideal=403|target=Normal|kind=Normal|template=C-Visual|role=Observe|scoreDiff=125
173,Shape,C-Visual,VisualSpice,MainShape,None,VisualSpice,388.507,Normal,StageNormal,364,shape_final_with_supplement,shape,73,r2_outer_strong_005_r2_006_a401_procmask_74_onion_maskproceduralvertical_34x48-transitionoceanpearlclamtall,TransitionOceanPearlClamTall,Normal,364,LowPressure,Flow,StartWide,ClearFlow,ChoiceManyGood,SpecialShape,VisualMedium,VisualSpice,ShapePuzzle,NoRisk,LargeScale|FlowRelief,Ocean,34,48,142,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_74_onion_maskproceduralvertical_34x48-transitionoceanpearlclamtall_20260611_111307.asset,ideal=389|target=Normal|kind=Shape|template=C-Visual|role=VisualSpice|theme=Ocean|scoreDiff=25
174,Normal,C-Visual,Normal,Auto,None,Auto,378.885,Normal,StageFlow,278,normal_campaign500,normal,335,direct_normal_143_direct_normal_rect_lock_buckle_g2_v15,direct_normal_143_direct_normal_rect_lock_buckle_g2_v15,Normal,278,LowPressure,Bottleneck,StartWide,ClearFlow,ChoiceReadable,Tall,VisualMedium,Standard,None,NoRisk,FlowRelief,,22,41,115,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_143_direct_normal_rect_lock_buckle_g2_v15.asset,ideal=379|target=Normal|kind=Normal|template=C-Visual|role=Normal|scoreDiff=101
175,Normal,C-Visual,Pressure,Auto,None,Auto,412.634,Hard,StageNormal,433,normal_campaign500,normal,400,composite_play_cand_050_composite_portrait150_082_composite_greedy_ab_08_hflip_keep_edge120,composite_play_cand_050_composite_portrait150_082_composite_greedy_ab_08_hflip_keep_edge120,Hard,433,LowPressure,Bottleneck,StartWide,ClearBurst,ChoiceReadable,Tall,VisualMedium,Standard,None,NoRisk,FlowRelief,,29,41,126,Assets/ArrowMagic/SOData/Levels/Generated/CompositeSeedVariantsABPlayabilityCandidates300/composite_play_cand_050_composite_portrait150_082_composite_greedy_ab_08_hflip_keep_edge120.asset,ideal=413|target=Hard|kind=Normal|template=C-Visual|role=Pressure|scoreDiff=20
176,Normal,C-Visual,Recovery,Auto,None,Auto,290.688,Normal,StageNormal,285,normal_campaign500,normal,230,direct_normal_108_direct_normal_rect_stair_push_g4_v11,direct_normal_108_direct_normal_rect_stair_push_g4_v11,Normal,285,LowPressure,Bottleneck,StartMedium,ClearFlow,ChoiceReadable,Tall,VisualMedium,Standard,None,NoRisk,FlowRelief,,20,41,106,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_108_direct_normal_rect_stair_push_g4_v11.asset,ideal=291|target=Normal|kind=Normal|template=C-Visual|role=Recovery|scoreDiff=6
177,Normal,C-Visual,Core,Auto,None,Auto,401.425,Hard,StageNormal,434,normal_campaign500,normal,378,composite_play_cand_036_composite_portrait150_012_composite_greedy_ab_01_hflip_keep_edge120,composite_play_cand_036_composite_portrait150_012_composite_greedy_ab_01_hflip_keep_edge120,Hard,434,LowPressure,Bottleneck,StartWide,ClearBurst,ChoiceReadable,Tall,VisualMedium,Standard,None,NoRisk,LargeScale|FlowRelief,,31,44,130,Assets/ArrowMagic/SOData/Levels/Generated/CompositeSeedVariantsABPlayabilityCandidates300/composite_play_cand_036_composite_portrait150_012_composite_greedy_ab_01_hflip_keep_edge120.asset,ideal=401|target=Hard|kind=Normal|template=C-Visual|role=Core|scoreDiff=33
178,Shape,C-Visual,VisualSpice,MainShape,None,VisualSpice,421.118,Normal,StageNormal,352,shape_final_with_supplement,shape,87,r2_outer_strong_005_r2_006_a401_procmask_89_long_maskproceduralvertical_36x50-transitionmagicknighthelmettall,TransitionMagicKnightHelmetTall,Normal,352,LowPressure,Flow,StartWide,ClearFlow,ChoiceManyGood,SpecialShape,VisualMedium,VisualSpice,ShapePuzzle,NoRisk,LargeScale|FlowRelief,Magic,36,50,141,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_89_long_maskproceduralvertical_36x50-transitionmagicknighthelmettall_20260611_111411.asset,ideal=421|target=Normal|kind=Shape|template=C-Visual|role=VisualSpice|theme=Magic|scoreDiff=69
179,Normal,C-Visual,VisualRecovery,Auto,None,Auto,344.951,Normal,StageFlow,267,normal_campaign500,normal,169,direct_normal_topup_48_direct_normal_topup_rect_sweep_g11_v06,direct_normal_topup_48_direct_normal_topup_rect_sweep_g11_v06,Normal,267,LowPressure,Flow,StartWide,ClearFlow,ChoiceReadable,Tall,VisualMedium,Standard,None,NoRisk,FlowRelief,,22,36,105,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_48_direct_normal_topup_rect_sweep_g11_v06.asset,ideal=345|target=Normal|kind=Normal|template=C-Visual|role=VisualRecovery|scoreDiff=78
180,Hole,C-Visual,MechanicSpice,HoleMechanic,None,HoleMechanic,453.347,Normal,StageNormal,418,hole_mask_early_front,hole,16,r1_ab_156_above300_level_672_final_holeblock_multiseed_final,hole_prod_24x28_slant_r01_r1_ab_156_above300_level_672_final_20260610_115005,Normal,418,HighPressure,Spike,StartMedium,ClearFlow,ChoiceTactical,HoleBlocker,VisualMedium,MechanicSpice,HoleBlocker,NoRisk,None,HoleBlocker,24,28,61,Assets/ArrowMagic/SOData/Levels/Production/HoleMask/Candidates/hole_prod_24x28_slant_r01_r1_ab_156_above300_level_672_final_20260610_115005.asset,ideal=453|target=Normal|kind=Hole|template=C-Visual|role=MechanicSpice|hole-spacing|scoreDiff=35
181,Normal,D-Pressure,Flow,Auto,None,Auto,458.219,Normal,StageFlow,280,normal_campaign500,normal,158,direct_normal_46_direct_normal_rect_core_burst_g4_v05,direct_normal_46_direct_normal_rect_core_burst_g4_v05,Normal,280,LowPressure,Bottleneck,StartWide,ClearFlow,ChoiceReadable,Tall,VisualMedium,Standard,None,NoRisk,FlowRelief,,22,36,108,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_46_direct_normal_rect_core_burst_g4_v05.asset,ideal=458|target=Normal|kind=Normal|template=D-Pressure|role=Flow|scoreDiff=178
182,Normal,D-Pressure,Pressure,Auto,None,Auto,488.82,Hard,StageHard,485,normal_campaign500,normal,369,r1_ab_217_above300_level_808_final,r1_ab_217_above300_level_808_final,Hard,485,LowPressure,Spike,StartMedium,ClearBurst,ChoiceTactical,Tall,VisualMedium,Standard,None,NoRisk,LargeScale|FlowRelief,,31,42,135,Assets/ArrowMagic/SOData/Levels/Seeds/r1_ab_217_above300_level_808_final.asset,ideal=489|target=Hard|kind=Normal|template=D-Pressure|role=Pressure|scoreDiff=4
183,Normal,D-Pressure,Observe,Auto,None,Auto,441.946,Normal,StageFlow,277,normal_campaign500,normal,265,direct_normal_topup_21_direct_normal_topup_rect_dual_zone_g8_v03,direct_normal_topup_21_direct_normal_topup_rect_dual_zone_g8_v03,Normal,277,LowPressure,Bottleneck,StartWide,ClearFlow,ChoiceReadable,Tall,VisualMedium,Standard,None,NoRisk,FlowRelief,,22,38,113,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_21_direct_normal_topup_rect_dual_zone_g8_v03.asset,ideal=442|target=Normal|kind=Normal|template=D-Pressure|role=Observe|scoreDiff=165
184,Normal,D-Pressure,Bottleneck,Auto,None,Auto,461.444,Hard,StageHard,463,normal_campaign500,normal,382,r2_outer_strong_099_r2_194_a753,r2_outer_strong_099_r2_194_a753,Hard,463,LowPressure,Bottleneck,StartMedium,ClearBurst,ChoiceTactical,Square,VisualMedium,Standard,None,NoRisk,FlowRelief,,35,39,123,Assets/ArrowMagic/SOData/Levels/Generated/R2OuterStrongRepair/r2_outer_strong_099_r2_194_a753.asset,ideal=461|target=Hard|kind=Normal|template=D-Pressure|role=Bottleneck|scoreDiff=2
185,Normal,D-Pressure,Recovery,Auto,None,Auto,317.157,Normal,StageFlow,280,normal_campaign500,normal,180,direct_normal_53_direct_normal_rect_lock_buckle_g5_v06,direct_normal_53_direct_normal_rect_lock_buckle_g5_v06,Normal,280,LowPressure,Bottleneck,StartWide,ClearFlow,ChoiceReadable,Tall,VisualMedium,Standard,None,NoRisk,FlowRelief,,21,36,105,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_53_direct_normal_rect_lock_buckle_g5_v06.asset,ideal=317|target=Normal|kind=Normal|template=D-Pressure|role=Recovery|scoreDiff=37
186,Shape,D-Pressure,VisualSpice,MainShape,None,VisualSpice,403.595,Normal,StageNormal,346,shape_final_with_supplement,shape,110,r2_outer_strong_005_r2_006_a401_procmask_112_onion_maskproceduralvertical_36x48-transitiondistinctscorpiontall,TransitionDistinctScorpionTall,Normal,346,LowPressure,Flow,StartWide,ClearFlow,ChoiceManyGood,SpecialShape,VisualSparse,VisualSpice,ShapePuzzle,NoRisk,LargeScale|FlowRelief,Nature,36,48,133,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_112_onion_maskproceduralvertical_36x48-transitiondistinctscorpiontall_20260611_111713.asset,ideal=404|target=Normal|kind=Shape|template=D-Pressure|role=VisualSpice|theme=Nature|scoreDiff=58
187,Normal,D-Pressure,Core,Auto,None,Auto,403.696,Hard,StageNormal,437,normal_campaign500,normal,436,composite_play_cand_029_composite_portrait150_001_composite_greedy_ab_00_hflip_keep_edge120,composite_play_cand_029_composite_portrait150_001_composite_greedy_ab_00_hflip_keep_edge120,Hard,437,LowPressure,Bottleneck,StartWide,ClearBurst,ChoiceReadable,Tall,VisualMedium,Standard,None,NoRisk,LargeScale|FlowRelief,,30,47,138,Assets/ArrowMagic/SOData/Levels/Generated/CompositeSeedVariantsABPlayabilityCandidates300/composite_play_cand_029_composite_portrait150_001_composite_greedy_ab_00_hflip_keep_edge120.asset,ideal=404|target=Hard|kind=Normal|template=D-Pressure|role=Core|scoreDiff=33
188,Normal,D-Pressure,Pressure,Auto,None,Auto,448.022,Hard,StageNormal,448,normal_campaign500,normal,417,composite_play_cand_133_composite_portrait150_132_composite_greedy_ab_14_identity_keep_edge120,composite_play_cand_133_composite_portrait150_132_composite_greedy_ab_14_identity_keep_edge120,Hard,448,LowPressure,Bottleneck,StartWide,ClearBurst,ChoiceReadable,Tall,VisualMedium,Standard,None,NoRisk,FlowRelief,,28,41,127,Assets/ArrowMagic/SOData/Levels/Generated/CompositeSeedVariantsABPlayabilityCandidates300/composite_play_cand_133_composite_portrait150_132_composite_greedy_ab_14_identity_keep_edge120.asset,ideal=448|target=Hard|kind=Normal|template=D-Pressure|role=Pressure|scoreDiff=0
189,Normal,D-Pressure,Recovery,Auto,None,Auto,334.603,Normal,StageFlow,276,normal_campaign500,normal,165,direct_normal_14_direct_normal_rect_dense_weave_g1_v02,direct_normal_14_direct_normal_rect_dense_weave_g1_v02,Normal,276,LowPressure,Bottleneck,StartWide,ClearFlow,ChoiceReadable,Tall,VisualMedium,Standard,None,NoRisk,FlowRelief,,23,38,113,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_14_direct_normal_rect_dense_weave_g1_v02.asset,ideal=335|target=Normal|kind=Normal|template=D-Pressure|role=Recovery|scoreDiff=59
190,Normal,D-Pressure,Peak,Auto,None,Auto,534.478,Hard,StageHard,497,normal_campaign500,normal,345,direct_polish_hard_01_direct_polish_hard_rect_section_unlock_g4_v01,direct_polish_hard_01_direct_polish_hard_rect_section_unlock_g4_v01,Hard,497,LowPressure,Bottleneck,StartWide,ClearFlow,ChoiceReadable,Tall,VisualMedium,Standard,None,NoRisk,LargeScale,,23,40,145,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishHardCandidates/direct_polish_hard_01_direct_polish_hard_rect_section_unlock_g4_v01.asset,ideal=534|target=Hard|kind=Normal|template=D-Pressure|role=Peak|scoreDiff=37
