order,bucket,bucketRank,type,score,levelId,path,packs,width,height,chains,coverage,outer1,openers,avgChoices,unlockBursts,dependencyBlocks,families,qualityFlags,portableSolved,portableScore,portableQuality
197,refresh,109,maze,156.9,direct_pure_topup_05_24_direct_normal_pure_rect_maze_long_chain_g11_v06,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice05/direct_pure_topup_05_24_direct_normal_pure_rect_maze_long_chain_g11_v06.asset,direct_pure_topup_slice05_candidates,20,33,83,0.982,0.990,14,6.92,19,352,direct_normal:maze_long_chain:g11,ok,True,187.9,long-straight-run
198,normal,102,shape_object,290,r2_outer_strong_005_r2_006_a401_procmask_104_onion_maskproceduralvertical_30x42-maindistinctplugtall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_104_onion_maskproceduralvertical_30x42-maindistinctplugtall_20260611_111517.asset,shape_final_with_supplement,30,42,105,0.986,,15,12.9,,11.8,shape:Object:tools-items:object:procmask_104_onion_maskproceduralvertical_30x42-maindistinctplugtall_20260611_111517,rel:Novelty:ShapeVisual:Shape:Object:tools-items:object:main,True,290,Normal
199,normal,0,section,149.4,direct_normal_42_direct_normal_rect_section_unlock_g4_v05,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_42_direct_normal_rect_section_unlock_g4_v05.asset,direct_normal_candidates,22,38,108,0.983,0.974,22,10.00,22,504,direct_normal:section_unlock:g4,ok,True,190.3,ok
200,normal,166,section,153.8,direct_normal_topup_06_direct_normal_topup_rect_stair_push_g6_v01,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_06_direct_normal_topup_rect_stair_push_g6_v01.asset,direct_normal_topup_candidates,21,38,106,0.981,0.982,20,8.77,16,524,direct_normal:stair_push:g6,ok,True,190.2,ok
201,normal,31,hole_rescue,249,hole_candidate_037_std_26x24_section,Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_037_std_26x24_section.asset,hole_combined_20260613,26,24,56,0.975,0.973,9,0.161,19,0.242,hole_combined:SectionUnlock:std_26x24_section,hole10_v4:SectionUnlock:keep,True,249,hole10_v4_keep
202,refresh,87,dense,162.0,direct_pure_topup_06_09_direct_normal_pure_rect_outer_shell_g7_v08,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice06/direct_pure_topup_06_09_direct_normal_pure_rect_outer_shell_g7_v08.asset,direct_pure_topup_slice06_candidates,19,38,94,0.979,0.991,18,7.11,18,391,asset:direct_pure_topup_06_09_direct_n,ok,True,189.0,ok
203,normal,63,shape_ocean,282,r2_outer_strong_005_r2_006_a401_procmask_63_onion_maskproceduralvertical_30x42-mainoceanflipperstall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_63_onion_maskproceduralvertical_30x42-mainoceanflipperstall_20260611_111223.asset,shape_final_with_supplement,30,42,103,0.983,,14,12.04,,12.1,shape:Ocean:diving-gear:equipment:procmask_63_onion_maskproceduralvertical_30x42-mainoceanflipperstall_20260611_111223,rel:Novelty:ShapeVisual:Shape:Ocean:diving-gear:equipment:main,True,282,Normal
204,normal,182,section,151.6,direct_normal_67_direct_normal_rect_dual_zone_g0_v07,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_67_direct_normal_rect_dual_zone_g0_v07.asset,direct_normal_candidates,22,36,107,0.982,0.991,17,8.27,21,567,direct_normal:dual_zone:g0,ok,True,190.8,ok
205,normal,209,sweep,142.4,direct_normal_131_direct_normal_rect_outer_shell_g1_v14,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_131_direct_normal_rect_outer_shell_g1_v14.asset,direct_normal_candidates,21,40,111,0.987,1.000,16,10.79,25,534,asset:direct_normal_131_direct_normal_,ok,True,192.1,ok
206,normal,193,lock,148.5,direct_normal_topup_04_direct_normal_topup_rect_core_burst_g6_v01,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_04_direct_normal_topup_rect_core_burst_g6_v01.asset,direct_normal_topup_candidates,23,34,103,0.981,0.973,23,8.34,19,515,direct_normal:core_burst:g6,ok,True,189.4,ok
207,normal,138,shape_music,288,r2_outer_strong_005_r2_006_a401_procmask_supp_05_onion_maskfinalsupplement_30x42-mainmusicheadphonestall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_supp_05_onion_maskfinalsupplement_30x42-mainmusicheadphonestall_20260611_124310.asset,shape_final_with_supplement,30,42,103,0.978,,14,12.04,,12.1,shape:Music:stage:object:procmask_supp_05_onion_maskfinalsupplement_30x42-mainmusicheadphonestall_20260611_124310,rel:Novelty:ShapeVisual:Shape:Music:stage:object:main,True,288,Normal
208,normal,175,section,152.7,direct_normal_12_direct_normal_rect_section_unlock_g1_v02,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_12_direct_normal_rect_section_unlock_g1_v02.asset,direct_normal_candidates,23,39,111,0.974,0.983,18,8.79,24,596,direct_normal:section_unlock:g1,ok,True,190.3,ok
209,hard,63,lock,158.2,direct_pure_topup_08_08_direct_polish_hard_pure_rect_lock_buckle_g12_v04,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice08/direct_pure_topup_08_08_direct_polish_hard_pure_rect_lock_buckle_g12_v04.asset,direct_pure_topup_slice08_candidates,23,42,157,0.983,0.992,18,11.22,31,751,direct_polish:lock_buckle:g12,ok,True,197.0,ok
210,normal,181,section,151.6,direct_normal_149_direct_normal_rect_quasi_symmetry_g2_v15,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_149_direct_normal_rect_quasi_symmetry_g2_v15.asset,direct_normal_candidates,22,38,113,0.990,1.000,24,7.97,23,472,direct_normal:quasi_symmetry:g2,ok,True,192.7,ok
211,normal,135,sweep,157.8,direct_normal_135_direct_normal_rect_sweep_g1_v14,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_135_direct_normal_rect_sweep_g1_v14.asset,direct_normal_candidates,21,39,103,0.974,0.991,16,9.33,26,497,direct_normal:sweep:g1,ok,True,189.7,ok
212,normal,73,maze,167.6,direct_pure_normal_extra_01_16_direct_normal_pure_extra_rect_maze_long_chain_g16_v02,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/NormalExtraSlice01/direct_pure_normal_extra_01_16_direct_normal_pure_extra_rect_maze_long_chain_g16_v02.asset,direct_pure_normal_extra_slice01_candidates,19,35,85,0.992,1.000,12,7.18,16,310,direct_normal:maze_long_chain:g16,ok,True,189.5,ok
213,normal,7,shape_nature,289,r2_outer_strong_005_r2_006_a401_procmask_07_onion_maskproceduralvertical_30x42-maincactustall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_07_onion_maskproceduralvertical_30x42-maincactustall_20260611_110436.asset,shape_final_with_supplement,30,42,106,0.982,,15,12.9,,11.9,shape:Nature:plants-creatures:natural:procmask_07_onion_maskproceduralvertical_30x42-maincactustall_20260611_110436,rel:Hard:ShapePressure:Shape:Nature:plants-creatures:natural:main,True,289,Normal
214,normal,129,lock,158.2,direct_normal_66_direct_normal_rect_core_burst_g0_v07,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_66_direct_normal_rect_core_burst_g0_v07.asset,direct_normal_candidates,20,40,105,0.989,1.000,12,9.64,21,506,direct_normal:core_burst:g0,ok,True,191.6,ok
215,refresh,57,dense,168.7,direct_pure_topup_05_12_direct_normal_pure_rect_dense_weave_g10_v05,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice05/direct_pure_topup_05_12_direct_normal_pure_rect_dense_weave_g10_v05.asset,direct_pure_topup_slice05_candidates,18,36,90,0.991,1.000,15,6.56,20,376,direct_normal:dense_weave:g10,ok,True,190.0,ok
216,hard,10,section,169.3,direct_pure_topup_09_08_direct_polish_hard_pure_rect_stair_push_g14_v06,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice09/direct_pure_topup_09_08_direct_polish_hard_pure_rect_stair_push_g14_v06.asset,direct_pure_topup_slice09_candidates,21,42,144,0.978,0.992,16,7.17,34,854,direct_polish:stair_push:g14,ok,True,195.0,ok
217,normal,53,hole_rescue,249,hole_candidate_072_wide_28x22_lock,Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_072_wide_28x22_lock.asset,hole_combined_20260613,28,22,56,0.993,0.989,12,0.214,14,0.245,hole_combined:LockBuckle:wide_28x22_lock,hole10_v4:LockBuckle:keep,True,249,hole10_v4_keep
218,normal,16,shape_vehicle,291,r2_outer_strong_005_r2_006_a401_procmask_16_onion_maskproceduralvertical_30x42-maintrainfronttall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_16_onion_maskproceduralvertical_30x42-maintrainfronttall_20260611_110458.asset,shape_final_with_supplement,30,42,106,0.979,,15,12.9,,11.9,shape:Vehicle:transport:vehicle:procmask_16_onion_maskproceduralvertical_30x42-maintrainfronttall_20260611_110458,rel:Novelty:ShapeVisual:Shape:Vehicle:transport:vehicle:main,True,291,Normal
219,normal,127,section,158.3,direct_normal_topup_17_direct_normal_topup_rect_section_unlock_g8_v03,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_17_direct_normal_topup_rect_section_unlock_g8_v03.asset,direct_normal_topup_candidates,22,36,105,0.986,1.000,18,7.65,20,463,direct_normal:section_unlock:g8,ok,True,191.4,ok
220,normal,8,lock,202.1,direct_pure_normal_extra_02_10_direct_normal_pure_extra_rect_lock_buckle_g19_v05,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/NormalExtraSlice02/direct_pure_normal_extra_02_10_direct_normal_pure_extra_rect_lock_buckle_g19_v05.asset,direct_pure_normal_extra_slice02_candidates,19,32,80,0.979,0.980,11,5.43,21,317,direct_normal:lock_buckle:g19,ok,True,186.8,ok
221,normal,219,dense,138.0,direct_normal_topup_11_direct_normal_topup_rect_dense_weave_g7_v02,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_11_direct_normal_topup_rect_dense_weave_g7_v02.asset,direct_normal_topup_candidates,21,39,109,0.987,0.991,22,9.82,20,560,direct_normal:dense_weave:g7,ok,True,191.5,ok
222,normal,84,lock,165.9,direct_normal_26_direct_normal_rect_core_burst_g2_v03,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_26_direct_normal_rect_core_burst_g2_v03.asset,direct_normal_candidates,20,39,104,0.981,0.991,23,7.06,17,449,direct_normal:core_burst:g2,ok,True,190.4,ok
223,normal,141,shape_music,294,r2_outer_strong_005_r2_006_a401_procmask_supp_08_onion_maskfinalsupplement_30x42-mainmusicdrumtall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_supp_08_onion_maskfinalsupplement_30x42-mainmusicdrumtall_20260611_124316.asset,shape_final_with_supplement,30,42,103,0.977,,14,12.04,,12.1,shape:Music:stage:object:procmask_supp_08_onion_maskfinalsupplement_30x42-mainmusicdrumtall_20260611_124316,rel:Novelty:ShapeVisual:Shape:Music:stage:object:main,True,294,Normal
224,normal,131,section,158.1,direct_normal_27_direct_normal_rect_dual_zone_g2_v03,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_27_direct_normal_rect_dual_zone_g2_v03.asset,direct_normal_candidates,22,35,108,0.983,0.991,18,8.61,19,580,direct_normal:dual_zone:g2,ok,True,191.0,ok
225,normal,85,hole_rescue,250,hole_topup_022_topup_std_22x28_maze,Assets/ArrowMagic/SOData/Levels/HoleProcedural/TopupCandidates/hole_topup_022_topup_std_22x28_maze.asset,hole_combined_20260613,22,28,57,0.969,0.973,13,0.228,16,0.242,hole_combined:MazeLongChain:topup_std_22x28_maze,hole10_v4:MazeLongChain:keep,True,250,hole10_v4_keep
226,normal,76,section,166.9,direct_normal_69_direct_normal_rect_quasi_symmetry_g0_v07,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_69_direct_normal_rect_quasi_symmetry_g0_v07.asset,direct_normal_candidates,22,35,105,0.974,0.991,17,8.15,24,437,direct_normal:quasi_symmetry:g0,ok,True,189.9,ok
227,hard,56,lock,159.2,direct_polish_hard_02_direct_polish_hard_rect_lock_buckle_g4_v01,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishHardCandidates/direct_polish_hard_02_direct_polish_hard_rect_lock_buckle_g4_v01.asset,direct_polish_hard_candidates,24,43,163,0.984,0.992,22,8.24,35,920,direct_polish:lock_buckle:g4,ok,True,197.7,ok
228,normal,95,shape_magic,279,r2_outer_strong_005_r2_006_a401_procmask_97_long_maskproceduralvertical_30x42-maindistinctghosttall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_97_long_maskproceduralvertical_30x42-maindistinctghosttall_20260611_111455.asset,shape_final_with_supplement,30,42,109,0.975,,15,12.9,,12.3,shape:Magic:creature:creature:procmask_97_long_maskproceduralvertical_30x42-maindistinctghosttall_20260611_111455,rel:Hard:ShapePressure:Shape:Magic:creature:creature:main,True,279,Normal
229,normal,105,section,162.2,direct_normal_152_direct_normal_rect_section_unlock_g3_v16,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_152_direct_normal_rect_section_unlock_g3_v16.asset,direct_normal_candidates,21,40,107,0.988,1.000,16,8.28,24,572,direct_normal:section_unlock:g3,ok,True,191.8,ok
230,normal,66,sweep,168.1,direct_pure_topup_04_05_direct_normal_pure_rect_sweep_g6_v01,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice04/direct_pure_topup_04_05_direct_normal_pure_rect_sweep_g6_v01.asset,direct_pure_topup_slice04_candidates,22,35,101,0.981,1.000,18,6.17,18,452,direct_normal:sweep:g6,ok,True,190.4,ok
231,normal,163,maze,154.0,direct_pure_normal_extra_03_08_direct_normal_pure_extra_rect_maze_long_chain_g15_v07,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/NormalExtraSlice03/direct_pure_normal_extra_03_08_direct_normal_pure_extra_rect_maze_long_chain_g15_v07.asset,direct_pure_normal_extra_slice03_candidates,21,31,103,0.982,0.980,20,8.75,18,387,direct_normal:maze_long_chain:g15,ok,True,189.8,ok
232,hard,83,lock,152.2,direct_polish_clean_04_direct_polish_normal_rect_core_burst_g0_v01,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishCleanCandidates/direct_polish_clean_04_direct_polish_normal_rect_core_burst_g0_v01.asset,direct_polish_clean_candidates,23,39,143,0.972,0.967,19,11.84,33,723,direct_polish:core_burst:g0,ok,True,193.2,ok
233,normal,108,shape_object,293,r2_outer_strong_005_r2_006_a401_procmask_110_onion_maskproceduralvertical_34x46-transitiondistinctscissorstall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_110_onion_maskproceduralvertical_34x46-transitiondistinctscissorstall_20260611_111640.asset,shape_final_with_supplement,34,46,108,0.977,,15,12.9,,12.2,shape:Object:tools-items:object:procmask_110_onion_maskproceduralvertical_34x46-transitiondistinctscissorstall_20260611_111640,rel:Novelty:ShapeVisual:Shape:Object:tools-items:object:transition,True,293,Normal
234,refresh,117,sweep,155.3,nomask_style_expansion_16_zig_river_a,Assets/ArrowMagic/SOData/Levels/NoMaskProcedural/StyleExpansionPreview/nomask_style_expansion_16_zig_river_a.asset,no_mask_style_expansion_preview,18,25,54,0.978,0.988,14,8.11,10,143,motif:zig_river,ok,True,183.9,long-straight-run
235,normal,99,hole_rescue,251,hole_topup_045_topup_wide_28x22_dual,Assets/ArrowMagic/SOData/Levels/HoleProcedural/TopupCandidates/hole_topup_045_topup_wide_28x22_dual.asset,hole_combined_20260613,28,22,58,0.98,0.973,9,0.155,15,0.278,hole_combined:DualZone:topup_wide_28x22_dual,hole10_v4:DualZone:keep,True,251,hole10_v4_keep
236,normal,124,section,159.5,direct_normal_topup_47_direct_normal_topup_rect_quasi_symmetry_g11_v06,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_47_direct_normal_topup_rect_quasi_symmetry_g11_v06.asset,direct_normal_topup_candidates,21,39,107,0.989,1.000,17,7.40,21,543,direct_normal:quasi_symmetry:g11,ok,True,191.9,ok
237,normal,158,lock,154.7,direct_normal_71_direct_normal_rect_outer_shell_g1_v08,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_71_direct_normal_rect_outer_shell_g1_v08.asset,direct_normal_candidates,23,34,104,0.986,1.000,19,8.59,21,454,asset:direct_normal_71_direct_normal_r,ok,True,191.2,ok
238,normal,15,shape_character,294,r2_outer_strong_005_r2_006_a401_procmask_15_onion_maskproceduralvertical_30x42-mainsnowmantall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_15_onion_maskproceduralvertical_30x42-mainsnowmantall_20260611_110455.asset,shape_final_with_supplement,30,42,108,0.98,,15,12.9,,12.2,shape:Character:animals-mascots:character:procmask_15_onion_maskproceduralvertical_30x42-mainsnowmantall_20260611_110455,rel:Hard:ShapePressure:Shape:Character:animals-mascots:character:main,True,294,Normal
239,very_hard,1,section,153.2,direct_polish_hard_19_direct_polish_hard_rect_section_unlock_g6_v03,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishHardCandidates/direct_polish_hard_19_direct_polish_hard_rect_section_unlock_g6_v03.asset,direct_polish_hard_candidates,24,44,171,0.983,1.000,19,8.40,33,1121,direct_polish:section_unlock:g6,ok,True,199.0,ok
240,normal,0,section,146.2,direct_polish_clean_05_direct_polish_normal_rect_dual_zone_g0_v01,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishCleanCandidates/direct_polish_clean_05_direct_polish_normal_rect_dual_zone_g0_v01.asset,direct_polish_clean_candidates,20,36,117,0.988,0.991,25,10.47,24,487,direct_polish:dual_zone:g0,ok,True,192.5,ok
241,hard,28,sweep,163.0,direct_normal_115_direct_normal_rect_sweep_g5_v12,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_115_direct_normal_rect_sweep_g5_v12.asset,direct_normal_candidates,23,42,120,0.979,0.952,15,11.94,30,517,direct_normal:sweep:g5,ok,True,190.4,ok
242,normal,54,hole_rescue,251,hole_candidate_073_wide_28x22_section,Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_073_wide_28x22_section.asset,hole_combined_20260613,28,22,58,0.972,0.962,5,0.086,19,0.257,hole_combined:SectionUnlock:wide_28x22_section,hole10_v4:SectionUnlock:keep,True,251,hole10_v4_keep
243,normal,23,shape_space,298,r2_outer_strong_005_r2_006_a401_procmask_23_onion_maskproceduralvertical_30x42-mainastronautmascottall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_23_onion_maskproceduralvertical_30x42-mainastronautmascottall_20260611_110521.asset,shape_final_with_supplement,30,42,111,0.985,,16,13.76,,12,shape:Space:sci-fi:character:procmask_23_onion_maskproceduralvertical_30x42-mainastronautmascottall_20260611_110521,rel:Normal:ShapeNormal:Shape:Space:sci-fi:character:main,True,298,Normal
244,normal,0,section,128.2,direct_normal_topup_62_direct_normal_topup_rect_stair_push_g7_v08,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_62_direct_normal_topup_rect_stair_push_g7_v08.asset,direct_normal_topup_candidates,22,40,115,0.982,0.992,19,9.95,21,541,direct_normal:stair_push:g7,ok,True,191.8,ok
245,hard,69,lock,157.2,direct_polish_clean_22_direct_polish_normal_rect_core_burst_g2_v03,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishCleanCandidates/direct_polish_clean_22_direct_polish_normal_rect_core_burst_g2_v03.asset,direct_polish_clean_candidates,23,41,150,0.981,0.992,19,10.51,35,685,direct_polish:core_burst:g2,ok,True,195.9,ok
246,normal,215,maze,139.9,direct_normal_150_direct_normal_rect_maze_long_chain_g2_v15,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_150_direct_normal_rect_maze_long_chain_g2_v15.asset,direct_normal_candidates,20,42,109,0.985,0.975,19,10.67,27,608,direct_normal:maze_long_chain:g2,ok,True,190.6,ok
247,normal,101,shape_object,298,r2_outer_strong_005_r2_006_a401_procmask_103_onion_maskproceduralvertical_28x42-maindistinctmittentall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_103_onion_maskproceduralvertical_28x42-maindistinctmittentall_20260611_111515.asset,shape_final_with_supplement,28,42,109,0.978,,15,12.9,,12.3,shape:Object:tools-items:object:procmask_103_onion_maskproceduralvertical_28x42-maindistinctmittentall_20260611_111515,rel:Novelty:ShapeVisual:Shape:Object:tools-items:object:main,True,298,Normal
