order,stage,currentDifficulty,proposedDifficulty,difficultyDelta,reviewWarnings,evidenceScore,chainPctInStage,dependencyPctInStage,openerPressure,choicePressure,levelType,type,slotRole,relativeDifficulty,chains,score,openers,avgChoices,dependencyBlocks,validationMatched,validationStatus,validationFlags,shapeId,levelId,proposalReason,sourceAsset
189,151-200,2,3,1,,0.856,0.88,0.96,0.96,0.78,普通,lock,Pressure,Hard,112,169.2,14.0,6.69,627.0,1,Green,None,,direct_normal_56_direct_normal_rect_core_burst_g5_v06,rhythm=Hard;slot=Pressure;stage_chain_top25;dependency_top10;few_openers_relative;low_choice_pressure,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_56_direct_normal_rect_core_burst_g5_v06.asset
190,151-200,1,2,1,NeedRevalidate,0.644,0.88,0.64,0.38,0.36,普通,section,Normal,Normal,112,147.2,20.0,10.15,438.0,0,Missing,Missing,,direct_polish_clean_01_direct_polish_normal_rect_section_unlock_g0_v01,stage_chain_top25;needs_revalidation,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishCleanCandidates/direct_polish_clean_01_direct_polish_normal_rect_section_unlock_g0_v01.asset
191,151-200,1,1,0,,0.372,0.34,0.48,0.12,0.72,普通,lock,Normal,Normal,95,163.6,20.0,7.05,374.0,1,Green,None,,direct_pure_normal_extra_02_18_direct_normal_pure_extra_rect_lock_buckle_g20_v06,stage_quota_relative,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/NormalExtraSlice02/direct_pure_normal_extra_02_18_direct_normal_pure_extra_rect_lock_buckle_g20_v06.asset
192,151-200,2,1,-1,NeedRevalidate,0.089,0.1,0.1,0.04,0.92,hole,hole_rescue,HoleRescue,Mechanic,54,248.0,13.0,0.241,0.223,0,Missing,Missing,,hole_candidate_063_tall_20x30_lock,slot=HoleRescue;low_choice_pressure;hole_stage_relative;needs_revalidation,Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_063_tall_20x30_lock.asset
193,151-200,1,1,0,,0.334,0.46,0.08,0.94,0.16,普通,shape_ocean,Shape,Novelty,102,289.0,14.0,12.04,0.179,1,Green,None,shape_main_ocean_starfish_tall,r2_outer_strong_005_r2_006_a401_procmask_61_onion_maskproceduralvertical_30x40-mainoceanstarfishtall,slot=Shape;few_openers_relative;shape_can_carry_stage_pressure,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_61_onion_maskproceduralvertical_30x40-mainoceanstarfishtall_20260611_111208.asset
194,151-200,1,1,0,,0.33,0.24,0.4,0.34,0.86,普通,dense,Normal,Normal,87,174.9,16.0,5.85,347.0,1,Green,None,,direct_pure_normal_extra_01_11_direct_normal_pure_extra_rect_dense_weave_g16_v02,low_choice_pressure,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/NormalExtraSlice01/direct_pure_normal_extra_01_11_direct_normal_pure_extra_rect_dense_weave_g16_v02.asset
195,151-200,1,2,1,,0.565,0.74,0.88,0.22,0.64,普通,sweep,Recovery,Recovery,106,160.6,20.0,7.56,592.0,1,Green,None,,direct_normal_topup_08_direct_normal_topup_rect_sweep_g6_v01,slot=Recovery;dependency_top25,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_08_direct_normal_topup_rect_sweep_g6_v01.asset
196,151-200,3,4,1,,0.993,1.0,1.0,0.98,0.02,普通,lock,Peak,VeryHard,135,166.0,14.0,13.61,688.0,1,Green,None,,direct_polish_clean_13_direct_polish_normal_rect_core_burst_g1_v02,rhythm=VeryHard;slot=Peak;stage_chain_top10;dependency_top10;few_openers_relative,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishCleanCandidates/direct_polish_clean_13_direct_polish_normal_rect_core_burst_g1_v02.asset
197,151-200,1,1,0,,0.32,0.18,0.42,0.56,0.74,普通,maze,Normal,Normal,83,156.9,14.0,6.92,352.0,1,Green,None,,direct_pure_topup_05_24_direct_normal_pure_rect_maze_long_chain_g11_v06,stage_quota_relative,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice05/direct_pure_topup_05_24_direct_normal_pure_rect_maze_long_chain_g11_v06.asset
198,151-200,1,1,0,,0.446,0.62,0.3,0.78,0.04,普通,shape_object,Shape,Novelty,105,290.0,15.0,12.9,11.8,1,Green,None,shape_main_distinct_plug_tall,r2_outer_strong_005_r2_006_a401_procmask_104_onion_maskproceduralvertical_30x42-maindistinctplugtall,slot=Shape;few_openers_relative;shape_can_carry_stage_pressure,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_104_onion_maskproceduralvertical_30x42-maindistinctplugtall_20260611_111517.asset
199,151-200,1,2,1,,0.524,0.82,0.68,0.14,0.38,普通,section,Recovery,Recovery,108,149.4,22.0,10.0,504.0,1,Green,None,,direct_normal_42_direct_normal_rect_section_unlock_g4_v05,slot=Recovery;stage_chain_top25,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_42_direct_normal_rect_section_unlock_g4_v05.asset
200,151-200,1,2,1,,0.608,0.74,0.74,0.22,0.48,普通,section,Normal,Normal,106,153.8,20.0,8.77,524.0,1,Green,None,,direct_normal_topup_06_direct_normal_topup_rect_stair_push_g6_v01,stage_quota_relative,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_06_direct_normal_topup_rect_stair_push_g6_v01.asset
201,201-250,2,1,-1,NeedRevalidate,0.162,0.06,0.04,0.4,0.94,hole,hole_rescue,HoleRescue,Mechanic,56,249.0,9.0,0.161,0.242,0,Missing,Missing,,hole_candidate_037_std_26x24_section,slot=HoleRescue;low_choice_pressure;hole_stage_relative;needs_revalidation,Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_037_std_26x24_section.asset
202,201-250,1,1,0,,0.305,0.2,0.42,0.2,0.78,普通,dense,Normal,Normal,94,162.0,18.0,7.11,391.0,1,Green,None,,direct_pure_topup_06_09_direct_normal_pure_rect_outer_shell_g7_v08,low_choice_pressure,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice06/direct_pure_topup_06_09_direct_normal_pure_rect_outer_shell_g7_v08.asset
203,201-250,1,1,0,,0.317,0.36,0.22,0.74,0.14,普通,shape_ocean,Shape,Novelty,103,282.0,14.0,12.04,12.1,1,Green,None,shape_main_ocean_flippers_tall,r2_outer_strong_005_r2_006_a401_procmask_63_onion_maskproceduralvertical_30x42-mainoceanflipperstall,slot=Shape;shape_can_carry_stage_pressure,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_63_onion_maskproceduralvertical_30x42-mainoceanflipperstall_20260611_111223.asset
204,201-250,2,2,0,,0.632,0.58,0.78,0.42,0.58,普通,section,Pressure,Hard,107,151.6,17.0,8.27,567.0,1,Green,None,,direct_normal_67_direct_normal_rect_dual_zone_g0_v07,rhythm=Hard;slot=Pressure;dependency_top25,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_67_direct_normal_rect_dual_zone_g0_v07.asset
205,201-250,1,2,1,,0.535,0.78,0.7,0.54,0.26,普通,sweep,Recovery,Recovery,111,142.4,16.0,10.79,534.0,1,Green,None,,direct_normal_131_direct_normal_rect_outer_shell_g1_v14,slot=Recovery;stage_chain_top25,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_131_direct_normal_rect_outer_shell_g1_v14.asset
206,201-250,1,1,0,,0.416,0.36,0.66,0.04,0.54,普通,lock,Normal,Normal,103,148.5,23.0,8.34,515.0,1,Green,None,,direct_normal_topup_04_direct_normal_topup_rect_core_burst_g6_v01,stage_quota_relative,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_04_direct_normal_topup_rect_core_burst_g6_v01.asset
207,201-250,1,1,0,,0.317,0.36,0.22,0.74,0.14,普通,shape_music,Shape,Novelty,103,288.0,14.0,12.04,12.1,1,Green,None,shape_main_music_headphones_tall,r2_outer_strong_005_r2_006_a401_procmask_supp_05_onion_maskfinalsupplement_30x42-mainmusicheadphonestall,slot=Shape;shape_can_carry_stage_pressure,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_supp_05_onion_maskfinalsupplement_30x42-mainmusicheadphonestall_20260611_124310.asset
208,201-250,2,3,1,,0.722,0.78,0.84,0.36,0.44,普通,section,Pressure,Hard,111,152.7,18.0,8.79,596.0,1,Green,None,,direct_normal_12_direct_normal_rect_section_unlock_g1_v02,rhythm=Hard;slot=Pressure;stage_chain_top25;dependency_top25,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_12_direct_normal_rect_section_unlock_g1_v02.asset
209,201-250,3,4,1,NeedRevalidate,0.964,0.96,0.94,0.9,0.24,普通,lock,Peak,VeryHard,157,158.2,18.0,11.22,751.0,0,Missing,Missing,,direct_pure_topup_08_08_direct_polish_hard_pure_rect_lock_buckle_g12_v04,rhythm=VeryHard;slot=Peak;stage_chain_top10;dependency_top10;few_openers_relative;needs_revalidation,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice08/direct_pure_topup_08_08_direct_polish_hard_pure_rect_lock_buckle_g12_v04.asset
210,201-250,1,2,1,,0.586,0.8,0.56,0.12,0.68,普通,section,Normal,Normal,113,151.6,24.0,7.97,472.0,1,Green,None,,direct_normal_149_direct_normal_rect_quasi_symmetry_g2_v15,stage_chain_top25,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_149_direct_normal_rect_quasi_symmetry_g2_v15.asset
211,201-250,1,1,0,,0.334,0.36,0.6,0.48,0.4,普通,sweep,Recovery,Recovery,103,157.8,16.0,9.33,497.0,1,Green,None,,direct_normal_135_direct_normal_rect_sweep_g1_v14,slot=Recovery,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_135_direct_normal_rect_sweep_g1_v14.asset
212,201-250,1,1,0,,0.293,0.16,0.34,0.62,0.74,普通,maze,Normal,Normal,85,167.6,12.0,7.18,310.0,1,Green,None,,direct_pure_normal_extra_01_16_direct_normal_pure_extra_rect_maze_long_chain_g16_v02,stage_quota_relative,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/NormalExtraSlice01/direct_pure_normal_extra_01_16_direct_normal_pure_extra_rect_maze_long_chain_g16_v02.asset
213,201-250,1,1,0,,0.336,0.5,0.14,0.58,0.02,普通,shape_nature,Shape,Novelty,106,289.0,15.0,12.9,11.9,1,Green,PeakTooFlat,shape_main_cactus_tall,r2_outer_strong_005_r2_006_a401_procmask_07_onion_maskproceduralvertical_30x42-maincactustall,slot=Shape;shape_can_carry_stage_pressure,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_07_onion_maskproceduralvertical_30x42-maincactustall_20260611_110436.asset
214,201-250,2,2,0,,0.567,0.46,0.64,0.92,0.38,普通,lock,Pressure,Hard,105,158.2,12.0,9.64,506.0,1,Green,None,,direct_normal_66_direct_normal_rect_core_burst_g0_v07,rhythm=Hard;slot=Pressure;few_openers_relative,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_66_direct_normal_rect_core_burst_g0_v07.asset
215,201-250,1,1,0,,0.295,0.18,0.38,0.3,0.84,普通,dense,Normal,Normal,90,168.7,15.0,6.56,376.0,1,Green,None,,direct_pure_topup_05_12_direct_normal_pure_rect_dense_weave_g10_v05,low_choice_pressure,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice05/direct_pure_topup_05_12_direct_normal_pure_rect_dense_weave_g10_v05.asset
216,201-250,3,4,1,,0.982,0.92,0.96,0.94,0.76,普通,section,Peak,VeryHard,144,169.3,16.0,7.17,854.0,1,Green,None,,direct_pure_topup_09_08_direct_polish_hard_pure_rect_stair_push_g14_v06,rhythm=VeryHard;slot=Peak;stage_chain_top10;dependency_top10;few_openers_relative;low_choice_pressure,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice09/direct_pure_topup_09_08_direct_polish_hard_pure_rect_stair_push_g14_v06.asset
217,201-250,2,1,-1,NeedRevalidate,0.144,0.06,0.06,0.08,0.92,hole,hole_rescue,HoleRescue,Mechanic,56,249.0,12.0,0.214,0.245,0,Missing,Missing,,hole_candidate_072_wide_28x22_lock,slot=HoleRescue;low_choice_pressure;hole_stage_relative;needs_revalidation,Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_072_wide_28x22_lock.asset
218,201-250,1,1,0,,0.336,0.5,0.14,0.58,0.02,普通,shape_vehicle,Shape,Novelty,106,291.0,15.0,12.9,11.9,1,Green,None,shape_main_train_front_tall,r2_outer_strong_005_r2_006_a401_procmask_16_onion_maskproceduralvertical_30x42-maintrainfronttall,slot=Shape;shape_can_carry_stage_pressure,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_16_onion_maskproceduralvertical_30x42-maintrainfronttall_20260611_110458.asset
219,201-250,1,1,0,,0.444,0.46,0.52,0.28,0.7,普通,section,Normal,Normal,105,158.3,18.0,7.65,463.0,1,Green,None,,direct_normal_topup_17_direct_normal_topup_rect_section_unlock_g8_v03,stage_quota_relative,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_17_direct_normal_topup_rect_section_unlock_g8_v03.asset
220,201-250,1,1,0,NeedRevalidate,0.304,0.14,0.36,0.72,0.88,普通,lock,Normal,Normal,80,202.1,11.0,5.43,317.0,0,Missing,Missing,,direct_pure_normal_extra_02_10_direct_normal_pure_extra_rect_lock_buckle_g19_v05,low_choice_pressure;needs_revalidation,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/NormalExtraSlice02/direct_pure_normal_extra_02_10_direct_normal_pure_extra_rect_lock_buckle_g19_v05.asset
221,201-250,1,2,1,NeedRevalidate,0.505,0.72,0.76,0.16,0.36,普通,dense,Recovery,Recovery,109,138.0,22.0,9.82,560.0,0,Missing,Missing,,direct_normal_topup_11_direct_normal_topup_rect_dense_weave_g7_v02,slot=Recovery;dependency_top25;needs_revalidation,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_11_direct_normal_topup_rect_dense_weave_g7_v02.asset
222,201-250,1,1,0,,0.391,0.4,0.46,0.06,0.8,普通,lock,Normal,Normal,104,165.9,23.0,7.06,449.0,1,Green,None,,direct_normal_26_direct_normal_rect_core_burst_g2_v03,low_choice_pressure,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_26_direct_normal_rect_core_burst_g2_v03.asset
223,201-250,1,1,0,,0.317,0.36,0.22,0.74,0.14,普通,shape_music,Shape,Novelty,103,294.0,14.0,12.04,12.1,1,Green,None,shape_main_music_drum_tall,r2_outer_strong_005_r2_006_a401_procmask_supp_08_onion_maskfinalsupplement_30x42-mainmusicdrumtall,slot=Shape;shape_can_carry_stage_pressure,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_supp_08_onion_maskfinalsupplement_30x42-mainmusicdrumtall_20260611_124316.asset
224,201-250,2,3,1,NeedRevalidate,0.655,0.64,0.82,0.3,0.48,普通,section,Pressure,Hard,108,158.1,18.0,8.61,580.0,0,Missing,Missing,,direct_normal_27_direct_normal_rect_dual_zone_g2_v03,rhythm=Hard;slot=Pressure;dependency_top25;needs_revalidation,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_27_direct_normal_rect_dual_zone_g2_v03.asset
225,201-250,2,1,-1,NeedRevalidate,0.142,0.08,0.04,0.02,0.9,hole,hole_rescue,HoleRescue,Mechanic,57,250.0,13.0,0.228,0.242,0,Missing,Missing,,hole_topup_022_topup_std_22x28_maze,slot=HoleRescue;low_choice_pressure;hole_stage_relative;needs_revalidation,Assets/ArrowMagic/SOData/Levels/HoleProcedural/TopupCandidates/hole_topup_022_topup_std_22x28_maze.asset
226,201-250,1,1,0,,0.425,0.46,0.44,0.38,0.64,普通,section,Normal,Normal,105,166.9,17.0,8.15,437.0,1,Green,None,,direct_normal_69_direct_normal_rect_quasi_symmetry_g0_v07,stage_quota_relative,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_69_direct_normal_rect_quasi_symmetry_g0_v07.asset
227,201-250,3,4,1,,0.996,0.98,0.98,0.8,0.62,普通,lock,Peak,VeryHard,163,159.2,22.0,8.24,920.0,1,Green,None,,direct_polish_hard_02_direct_polish_hard_rect_lock_buckle_g4_v01,rhythm=VeryHard;slot=Peak;stage_chain_top10;dependency_top10;few_openers_relative,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishHardCandidates/direct_polish_hard_02_direct_polish_hard_rect_lock_buckle_g4_v01.asset
228,201-250,1,1,0,,0.48,0.72,0.3,0.68,0.02,普通,shape_magic,Shape,Novelty,109,279.0,15.0,12.9,12.3,1,Green,PeakTooFlat,shape_main_distinct_ghost_tall,r2_outer_strong_005_r2_006_a401_procmask_97_long_maskproceduralvertical_30x42-maindistinctghosttall,slot=Shape;shape_can_carry_stage_pressure,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_97_long_maskproceduralvertical_30x42-maindistinctghosttall_20260611_111455.asset
229,201-250,2,3,1,,0.644,0.58,0.8,0.52,0.56,普通,section,Pressure,Hard,107,162.2,16.0,8.28,572.0,1,Green,None,,direct_normal_152_direct_normal_rect_section_unlock_g3_v16,rhythm=Hard;slot=Pressure;dependency_top25,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_152_direct_normal_rect_section_unlock_g3_v16.asset
230,201-250,1,1,0,,0.247,0.22,0.48,0.24,0.86,普通,sweep,Recovery,Recovery,101,168.1,18.0,6.17,452.0,1,Green,None,,direct_pure_topup_04_05_direct_normal_pure_rect_sweep_g6_v01,slot=Recovery;low_choice_pressure,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice04/direct_pure_topup_04_05_direct_normal_pure_rect_sweep_g6_v01.asset
231,201-250,1,1,0,,0.26,0.36,0.4,0.18,0.46,普通,maze,Recovery,Recovery,103,154.0,20.0,8.75,387.0,1,Green,None,,direct_pure_normal_extra_03_08_direct_normal_pure_extra_rect_maze_long_chain_g15_v07,slot=Recovery,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/NormalExtraSlice03/direct_pure_normal_extra_03_08_direct_normal_pure_extra_rect_maze_long_chain_g15_v07.asset
232,201-250,2,3,1,,0.816,0.9,0.92,0.82,0.22,普通,lock,Pressure,Hard,143,152.2,19.0,11.84,723.0,1,Green,None,,direct_polish_clean_04_direct_polish_normal_rect_core_burst_g0_v01,rhythm=Hard;slot=Pressure;stage_chain_top10;dependency_top10;few_openers_relative,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishCleanCandidates/direct_polish_clean_04_direct_polish_normal_rect_core_burst_g0_v01.asset
233,201-250,1,1,0,,0.432,0.64,0.26,0.64,0.02,普通,shape_object,Shape,Novelty,108,293.0,15.0,12.9,12.2,1,Green,None,shape_transition_distinct_scissors_tall,r2_outer_strong_005_r2_006_a401_procmask_110_onion_maskproceduralvertical_34x46-transitiondistinctscissorstall,slot=Shape;shape_can_carry_stage_pressure,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_110_onion_maskproceduralvertical_34x46-transitiondistinctscissorstall_20260611_111640.asset
234,201-250,1,1,0,NeedRevalidate,0.092,0.02,0.32,0.0,0.66,普通,sweep,Recovery,Recovery,54,155.3,14.0,8.11,143.0,0,Missing,Missing,,nomask_style_expansion_16_zig_river_a,slot=Recovery;needs_revalidation,Assets/ArrowMagic/SOData/Levels/NoMaskProcedural/StyleExpansionPreview/nomask_style_expansion_16_zig_river_a.asset
235,201-250,2,1,-1,NeedRevalidate,0.212,0.12,0.1,0.5,0.96,hole,hole_rescue,HoleRescue,Mechanic,58,251.0,9.0,0.155,0.278,0,Missing,Missing,,hole_topup_045_topup_wide_28x22_dual,slot=HoleRescue;low_choice_pressure;hole_stage_relative;needs_revalidation,Assets/ArrowMagic/SOData/Levels/HoleProcedural/TopupCandidates/hole_topup_045_topup_wide_28x22_dual.asset
236,201-250,2,2,0,,0.628,0.58,0.74,0.42,0.72,普通,section,Pressure,Hard,107,159.5,17.0,7.4,543.0,1,Green,None,,direct_normal_topup_47_direct_normal_topup_rect_quasi_symmetry_g11_v06,rhythm=Hard;slot=Pressure,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_47_direct_normal_topup_rect_quasi_symmetry_g11_v06.asset
237,201-250,1,1,0,,0.399,0.4,0.5,0.22,0.5,普通,lock,Normal,Normal,104,154.7,19.0,8.59,454.0,1,Green,None,,direct_normal_71_direct_normal_rect_outer_shell_g1_v08,stage_quota_relative,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_71_direct_normal_rect_outer_shell_g1_v08.asset
238,201-250,1,1,0,,0.432,0.64,0.26,0.64,0.02,普通,shape_character,Shape,Novelty,108,294.0,15.0,12.9,12.2,1,Green,PeakTooFlat,shape_main_snowman_tall,r2_outer_strong_005_r2_006_a401_procmask_15_onion_maskproceduralvertical_30x42-mainsnowmantall,slot=Shape;shape_can_carry_stage_pressure,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_15_onion_maskproceduralvertical_30x42-mainsnowmantall_20260611_110455.asset
239,201-250,4,4,0,,1.072,1.0,1.0,0.94,0.52,普通,section,Peak,RelativeExtreme,171,153.2,19.0,8.4,1121.0,1,Green,None,,direct_polish_hard_19_direct_polish_hard_rect_section_unlock_g6_v03,rhythm=RelativeExtreme;slot=Peak;stage_chain_top10;dependency_top10;few_openers_relative,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishHardCandidates/direct_polish_hard_19_direct_polish_hard_rect_section_unlock_g6_v03.asset
240,201-250,1,2,1,,0.499,0.84,0.58,0.1,0.32,普通,section,Recovery,Recovery,117,146.2,25.0,10.47,487.0,1,Green,None,,direct_polish_clean_05_direct_polish_normal_rect_dual_zone_g0_v01,slot=Recovery;stage_chain_top25,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishCleanCandidates/direct_polish_clean_05_direct_polish_normal_rect_dual_zone_g0_v01.asset
241,201-250,1,2,1,NeedRevalidate,0.633,0.86,0.68,0.86,0.2,普通,sweep,Recovery,Recovery,120,163.0,15.0,11.94,517.0,0,Missing,Missing,,direct_normal_115_direct_normal_rect_sweep_g5_v12,slot=Recovery;stage_chain_top25;few_openers_relative;needs_revalidation,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_115_direct_normal_rect_sweep_g5_v12.asset
242,201-250,2,1,-1,NeedRevalidate,0.241,0.12,0.08,0.98,0.98,hole,hole_rescue,HoleRescue,Mechanic,58,251.0,5.0,0.086,0.257,0,Missing,Missing,,hole_candidate_073_wide_28x22_section,slot=HoleRescue;few_openers_relative;low_choice_pressure;hole_stage_relative;needs_revalidation,Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_073_wide_28x22_section.asset
