packLabel,packPath,indexInPack,campaignOrder,status,leakScore,hardeningBudget,flags,recommendedOperators,levelId,assetPath,bucket,type,relativeDifficulty,slotRole,width,height,chains,arrowTiles,blockTiles,boardFill,playableFill,avgChainLength,maxChainLength,greedySolved,greedySteps,tuningDifficultyScore,initialClearableChains,openingChoices,openingGoodMoves,openingGoodMoveRatio,avgChoices,maxChoices,earlyAvgChoices,earlyMaxChoices,bottleneckRatio,forcedMoveRatio,avgClearPerMove,avgNewUnlocksPerMove,largestUnlockBurst,choiceWaveStdDev,averageStepsToNextUnlock,dependencyDepthProxy,directOuterExits,directClearableOuterExits,directOuterExitRatio,directClearableOuterExitRatio,longRayOuterExits,edgeShortChains,edgeShortDirectOuterExits,boundaryStraightOuterExits,earlyEntropyClass,entropyCurve,details
final,Assets/ArrowMagic/SOData/Packs/Campaign500/Campaign500FinalPack.asset,128,128,LowLeak,250,3,BoundaryLeak|DirectEscapeLeak|OuterExitHeavy|ChoiceExplosion,redirect_outer_heads|gate_opening_choices,direct_pure_normal_extra_01_02_direct_normal_pure_extra_rect_lock_buckle_g15_v01,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/NormalExtraSlice01/direct_pure_normal_extra_01_02_direct_normal_pure_extra_rect_lock_buckle_g15_v01.asset,refresh,lock,Normal,Normal,19,34,80,640,0,0.991,0.991,8,13,True,80,809,13,13,6,0.462,6.263,13,11.2,13,0.238,0.013,8,0.838,4,2.897,1.522,1.522,13,13,0.163,0.163,0,0,0,1,front_loaded_flat,13>13>12>11>11>11>11>10>10>10>10>9>9>8>9>8>...,
final,Assets/ArrowMagic/SOData/Packs/Campaign500/Campaign500FinalPack.asset,129,129,LowLeak,418,3,BoundaryLeak|DirectEscapeLeak|OuterExitHeavy|ChoiceExplosion|WeakDependency|TooManyGoodOpeners,redirect_outer_heads|gate_opening_choices|inject_region_gate,direct_normal_topup_30_direct_normal_topup_rect_stair_push_g9_v04,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_30_direct_normal_topup_rect_stair_push_g9_v04.asset,normal,section,Hard,Pressure,22,35,102,762,0,0.99,0.99,7.471,13,True,102,928,18,18,11,0.611,9.373,18,14.8,18,0.343,0.01,7.471,0.824,3,3.284,1.75,1.75,18,18,0.176,0.176,0,0,0,2,front_loaded_flat,18>18>17>16>15>14>13>12>12>13>13>14>13>14>14>13>...,
final,Assets/ArrowMagic/SOData/Packs/Campaign500/Campaign500FinalPack.asset,130,130,LowLeak,342,3,BoundaryLeak|DirectEscapeLeak|OuterExitHeavy|ChoiceExplosion|WeakDependency|TooManyGoodOpeners,redirect_outer_heads|gate_opening_choices|inject_region_gate,direct_pure_topup_06_07_direct_normal_pure_rect_dual_zone_g6_v07,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice06/direct_pure_topup_06_07_direct_normal_pure_rect_dual_zone_g6_v07.asset,refresh,section,Normal,Normal,22,31,96,673,0,0.987,0.987,7.01,12,True,96,857,15,15,10,0.667,8.896,15,10.9,15,0.417,0.01,7.01,0.844,4,2.547,1.852,1.852,15,15,0.156,0.156,0,0,0,1,front_loaded_flat,15>14>13>12>11>10>9>8>9>8>9>8>7>7>6>7>...,
final,Assets/ArrowMagic/SOData/Packs/Campaign500/Campaign500FinalPack.asset,131,131,LowLeak,332,3,BoundaryLeak|DirectEscapeLeak|OuterExitHeavy|ChoiceExplosion|WeakDependency,redirect_outer_heads|gate_opening_choices|inject_region_gate,direct_pure_topup_04_01_direct_normal_pure_rect_outer_shell_g6_v01,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice04/direct_pure_topup_04_01_direct_normal_pure_rect_outer_shell_g6_v01.asset,refresh,dense,Normal,Normal,18,31,81,548,0,0.982,0.982,6.765,13,True,81,706,14,14,7,0.5,8.358,14,13.4,14,0.309,0.012,6.765,0.827,3,3.923,1.418,1.418,14,14,0.173,0.173,0,1,1,2,front_loaded_flat,14>13>13>13>14>13>14>14>13>13>13>14>13>13>12>12>...,
final,Assets/ArrowMagic/SOData/Packs/Campaign500/Campaign500FinalPack.asset,132,132,LowLeak,278,3,BoundaryLeak|DirectEscapeLeak|OuterExitHeavy|ChoiceExplosion,redirect_outer_heads|gate_opening_choices,direct_pure_topup_04_22_direct_normal_pure_rect_core_burst_g8_v03,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice04/direct_pure_topup_04_22_direct_normal_pure_rect_core_burst_g8_v03.asset,refresh,lock,Hard,Pressure,19,32,86,600,0,0.987,0.987,6.977,13,True,86,782,15,15,5,0.333,6.895,15,12.9,15,0.209,0.012,6.977,0.826,4,3.177,2.239,2.239,15,15,0.174,0.174,0,1,0,0,front_loaded_flat,15>14>13>12>14>13>12>13>12>11>10>10>9>9>11>10>...,
final,Assets/ArrowMagic/SOData/Packs/Campaign500/Campaign500FinalPack.asset,133,133,MediumLeak,520,4,BoundaryLeak|DirectEscapeLeak|OuterExitHeavy|ChoiceExplosion|WeakDependency,redirect_outer_heads|gate_opening_choices|inject_region_gate,r2_outer_strong_005_r2_006_a401_maskonlyb01_05_large_musicnote,Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L133_musicnote_large.asset,shape,shape_magic,Novelty,Shape,34,47,94,700,0,0.438,0.438,7.447,17,True,94,842,23,23,9,0.391,13.202,26,22.4,24,0.266,0.021,7.447,0.755,4,5.897,2,2,23,23,0.245,0.245,22,0,0,0,front_loaded_flat,23>22>22>21>21>22>24>23>23>23>26>25>24>23>22>21>...,
final,Assets/ArrowMagic/SOData/Packs/Campaign500/Campaign500FinalPack.asset,134,134,Ok,168,0,BoundaryLeak|DirectEscapeLeak|ChoiceExplosion,redirect_outer_heads|gate_opening_choices,direct_pure_topup_01_24_direct_refresh_topup_rect_maze_long_chain_g2_v03,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice01/direct_pure_topup_01_24_direct_refresh_topup_rect_maze_long_chain_g2_v03.asset,refresh,maze,Normal,Normal,14,29,56,399,0,0.983,0.983,7.125,11,True,56,611,7,7,3,0.429,6.554,12,8,12,0.232,0.036,7.125,0.875,4,2.329,1.735,1.735,7,7,0.125,0.125,0,2,1,1,controlled,7>8>7>7>6>6>9>9>9>12>11>11>11>10>9>8>...,
final,Assets/ArrowMagic/SOData/Packs/Campaign500/Campaign500FinalPack.asset,135,135,Ok,70,0,ChoiceExplosion,redirect_outer_heads|gate_opening_choices,hole_topup_012_topup_tall_20x30_shell,Assets/ArrowMagic/SOData/Levels/HoleProcedural/TopupCandidates/hole_topup_012_topup_tall_20x30_shell.asset,normal,hole_rescue,Mechanic,HoleRescue,20,30,52,510,72,0.85,0.966,9.808,22,True,52,774,5,5,2,0.4,6.75,11,7.6,11,0.346,0.038,9.808,0.904,5,2.2,1.872,1.872,5,5,0.096,0.096,0,0,0,0,controlled,5>4>7>7>7>6>10>9>11>10>9>8>9>8>7>7>...,
final,Assets/ArrowMagic/SOData/Packs/Campaign500/Campaign500FinalPack.asset,136,136,LowLeak,402,3,BoundaryLeak|DirectEscapeLeak|OuterExitHeavy|ChoiceExplosion|WeakDependency,redirect_outer_heads|gate_opening_choices|inject_region_gate,direct_normal_39_direct_normal_rect_quasi_symmetry_g3_v04,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_39_direct_normal_rect_quasi_symmetry_g3_v04.asset,normal,section,VeryHard,Peak,23,36,113,817,0,0.987,0.987,7.23,13,True,113,996,18,18,8,0.444,9.841,19,17.9,19,0.327,0.009,7.23,0.841,5,4.565,1.768,1.768,18,18,0.159,0.159,0,0,0,1,front_loaded_flat,18>17>17>18>18>18>19>19>18>17>17>16>15>14>16>16>...,
final,Assets/ArrowMagic/SOData/Packs/Campaign500/Campaign500FinalPack.asset,137,137,LowLeak,278,3,BoundaryLeak|DirectEscapeLeak|OuterExitHeavy|ChoiceExplosion,redirect_outer_heads|gate_opening_choices,direct_pure_topup_04_19_direct_normal_pure_rect_lock_buckle_g8_v03,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice04/direct_pure_topup_04_19_direct_normal_pure_rect_lock_buckle_g8_v03.asset,refresh,lock,Normal,Normal,21,31,80,639,0,0.982,0.982,7.988,13,True,80,808,14,14,5,0.357,7.325,14,10.6,14,0.263,0.013,7.988,0.825,4,2.172,1.833,1.833,14,14,0.175,0.175,0,1,1,2,front_loaded_flat,14>13>12>11>10>10>9>9>8>10>10>9>9>8>8>8>...,
final,Assets/ArrowMagic/SOData/Packs/Campaign500/Campaign500FinalPack.asset,138,138,MediumLeak,516,4,BoundaryLeak|DirectEscapeLeak|OuterExitHeavy|ChoiceExplosion|WeakDependency,redirect_outer_heads|gate_opening_choices|inject_region_gate,r2_outer_strong_005_r2_006_a401_maskonlyb05_03_main_bowlingpin,Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV2/shape_refresh_v2_L138_bowlingpin_main.asset,normal,shape_space,Novelty,Shape,28,44,99,729,0,0.592,0.592,7.364,13,True,99,872,23,23,8,0.348,11.99,25,23.4,25,0.273,0.01,7.364,0.768,5,5.89,1.895,1.895,23,23,0.232,0.232,23,0,0,0,front_loaded_flat,23>24>25>24>24>24>23>23>22>22>21>22>21>20>20>19>...,
final,Assets/ArrowMagic/SOData/Packs/Campaign500/Campaign500FinalPack.asset,139,139,LowLeak,445,3,BoundaryLeak|DirectEscapeLeak|OuterExitHeavy|ChoiceExplosion|WeakDependency,redirect_outer_heads|gate_opening_choices|inject_region_gate,direct_normal_68_direct_normal_rect_stair_push_g0_v07,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_68_direct_normal_rect_stair_push_g0_v07.asset,normal,section,Recovery,Recovery,20,39,101,761,0,0.976,0.976,7.535,13,True,101,915,20,20,6,0.3,10.98,22,19.7,22,0.267,0.01,7.535,0.802,4,5.237,1.778,1.778,20,20,0.198,0.198,0,0,0,0,front_loaded_flat,20>20>20>20>20>19>18>19>19>22>21>20>19>19>18>17>...,
final,Assets/ArrowMagic/SOData/Packs/Campaign500/Campaign500FinalPack.asset,140,140,LowLeak,375,3,BoundaryLeak|DirectEscapeLeak|OuterExitHeavy|ChoiceExplosion|WeakDependency,redirect_outer_heads|gate_opening_choices|inject_region_gate,direct_normal_92_direct_normal_rect_section_unlock_g3_v10,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_92_direct_normal_rect_section_unlock_g3_v10.asset,normal,section,Normal,Normal,23,34,102,769,0,0.983,0.983,7.539,13,True,102,942,17,17,7,0.412,9.039,17,15.5,17,0.363,0.029,7.539,0.833,5,3.955,1.765,1.765,17,17,0.167,0.167,0,2,1,1,front_loaded_flat,17>17>16>16>15>15>15>15>14>15>14>14>13>13>13>13>...,
final,Assets/ArrowMagic/SOData/Packs/Campaign500/Campaign500FinalPack.asset,141,141,MediumLeak,495,4,BoundaryLeak|DirectEscapeLeak|OuterExitHeavy|BoundaryStraightLeak|ChoiceExplosion|WeakDependency,redirect_outer_heads|wrap_boundary_straights|gate_opening_choices|inject_region_gate,direct_normal_35_direct_normal_rect_sweep_g3_v04,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_35_direct_normal_rect_sweep_g3_v04.asset,normal,sweep,Recovery,Recovery,23,39,114,880,0,0.981,0.981,7.719,13,True,114,1026,25,25,10,0.4,8.14,25,22,25,0.298,0.009,7.719,0.781,4,5.53,1.843,1.843,25,25,0.219,0.219,0,2,1,4,front_loaded_flat,25>24>23>22>22>21>21>21>21>20>19>18>17>16>16>15>...,
final,Assets/ArrowMagic/SOData/Packs/Campaign500/Campaign500FinalPack.asset,142,142,Ok,138,0,BoundaryLeak|DirectEscapeLeak|ChoiceExplosion,redirect_outer_heads|gate_opening_choices,hole_candidate_038_std_26x24_dual,Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_038_std_26x24_dual.asset,normal,hole_rescue,Mechanic,HoleRescue,26,24,50,536,72,0.859,0.971,10.72,21,True,50,756,6,6,3,0.5,7.14,13,8,13,0.38,0.02,10.72,0.88,5,2.561,1.773,1.773,6,6,0.12,0.12,0,1,0,0,gated_release,6>7>7>6>5>7>8>9>13>12>11>10>10>10>10>10>...,
final,Assets/ArrowMagic/SOData/Packs/Campaign500/Campaign500FinalPack.asset,143,143,LowLeak,308,3,BoundaryLeak|DirectEscapeLeak|OuterExitHeavy|ChoiceExplosion|WeakDependency,redirect_outer_heads|gate_opening_choices|inject_region_gate,r2_outer_strong_005_r2_006_a401_maskonlyb05_19_large_watermelonslice,Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L143_watermelonslice_large.asset,normal,shape_magic,Novelty,Shape,42,34,87,755,0,0.529,0.529,8.678,17,True,87,935,14,14,5,0.357,9.851,18,12.3,14,0.287,0.011,8.678,0.839,5,3.577,1.863,1.863,14,14,0.161,0.161,14,0,0,0,front_loaded_flat,14>14>13>12>12>12>13>12>11>10>11>10>12>11>11>11>...,
final,Assets/ArrowMagic/SOData/Packs/Campaign500/Campaign500FinalPack.asset,144,144,LowLeak,400,3,BoundaryLeak|DirectEscapeLeak|OuterExitHeavy|ChoiceExplosion|WeakDependency,redirect_outer_heads|gate_opening_choices|inject_region_gate,direct_normal_103_direct_normal_rect_lock_buckle_g4_v11,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_103_direct_normal_rect_lock_buckle_g4_v11.asset,normal,lock,Hard,Pressure,22,40,113,866,0,0.984,0.984,7.664,13,True,113,1040,19,19,9,0.474,7.611,19,16.1,19,0.31,0.018,7.664,0.832,5,3.785,1.83,1.83,19,19,0.168,0.168,0,1,1,2,front_loaded_flat,19>18>17>17>16>15>15>15>15>14>14>14>13>12>11>10>...,
final,Assets/ArrowMagic/SOData/Packs/Campaign500/Campaign500FinalPack.asset,145,145,LowLeak,422,3,BoundaryLeak|DirectEscapeLeak|OuterExitHeavy|ChoiceExplosion|TooManyGoodOpeners,redirect_outer_heads|gate_opening_choices,direct_pure_normal_extra_02_16_direct_normal_pure_extra_rect_maze_long_chain_g19_v05,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/NormalExtraSlice02/direct_pure_normal_extra_02_16_direct_normal_pure_extra_rect_maze_long_chain_g19_v05.asset,normal,maze,Recovery,Recovery,21,34,95,704,0,0.986,0.986,7.411,13,True,95,857,21,21,12,0.571,8.779,21,19.8,21,0.274,0.021,7.411,0.779,4,5.472,2.068,2.068,21,21,0.221,0.221,0,1,0,0,front_loaded_flat,21>20>20>20>20>19>18>21>20>19>20>19>18>18>17>17>...,
final,Assets/ArrowMagic/SOData/Packs/Campaign500/Campaign500FinalPack.asset,146,146,MediumLeak,450,4,BoundaryLeak|DirectEscapeLeak|OuterExitHeavy|ChoiceExplosion|WeakDependency|TooManyGoodOpeners,redirect_outer_heads|gate_opening_choices|inject_region_gate,direct_pure_topup_06_12_direct_normal_pure_rect_dense_weave_g7_v08,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice06/direct_pure_topup_06_12_direct_normal_pure_rect_dense_weave_g7_v08.asset,refresh,dense,Normal,Normal,22,31,95,668,0,0.979,0.979,7.032,13,True,95,828,18,18,10,0.556,10.989,22,19,20,0.2,0.011,7.032,0.811,4,5.564,1.831,1.831,18,18,0.189,0.189,0,0,0,1,front_loaded_flat,18>19>18>18>19>18>20>20>20>20>20>22>22>21>20>21>...,
final,Assets/ArrowMagic/SOData/Packs/Campaign500/Campaign500FinalPack.asset,147,147,LowLeak,427,3,BoundaryLeak|DirectEscapeLeak|OuterExitHeavy|ChoiceExplosion,redirect_outer_heads|gate_opening_choices,r2_outer_strong_005_r2_006_a401_maskonlyb08_09_large_caveentrance,Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L147_caveentrance_large.asset,shape,shape_landmark,Novelty,Shape,44,43,100,858,0,0.453,0.453,8.58,17,True,100,1005,23,23,10,0.435,13.57,23,21.1,23,0.35,0.01,8.58,0.77,4,5.269,2.013,2.013,23,23,0.23,0.23,22,0,0,0,front_loaded_flat,23>22>21>22>21>21>20>21>20>20>19>19>19>18>17>20>...,
final,Assets/ArrowMagic/SOData/Packs/Campaign500/Campaign500FinalPack.asset,148,148,Ok,120,0,ChoiceExplosion|WeakDependency,redirect_outer_heads|gate_opening_choices|inject_region_gate,sgp_merged_final_outer_repair_quality_filtered26_harde_02_sgp_linework_maze_08_sgp_linework_maze_bluepri,Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV4/shape_refresh_v4_L148_sgp_merged_final_outer_repair_quality_filtered26_harde_02_sgp_linework.asset,normal,section,Hard,Pressure,23,37,111,851,0,1,1,7.667,18,True,111,1455,4,4,2,0.5,9.009,16,9.2,11,0.315,0.009,7.667,0.964,7,2.723,1.636,1.636,4,4,0.036,0.036,0,2,1,1,front_loaded_flat,4>10>10>9>10>11>10>10>9>9>9>15>16>15>15>14>...,
final,Assets/ArrowMagic/SOData/Packs/Campaign500/Campaign500FinalPack.asset,149,149,LowLeak,263,3,BoundaryLeak|DirectEscapeLeak|OuterExitHeavy|BoundaryStraightLeak|ChoiceExplosion,redirect_outer_heads|wrap_boundary_straights|gate_opening_choices,direct_normal_126_direct_normal_rect_core_burst_g0_v13,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_126_direct_normal_rect_core_burst_g0_v13.asset,normal,lock,VeryHard,Peak,22,39,114,843,0,0.983,0.983,7.395,13,True,114,1063,13,13,7,0.538,6.693,13,10.9,13,0.316,0.009,7.395,0.886,4,2.425,1.495,1.495,13,13,0.114,0.114,0,0,0,3,front_loaded_flat,13>13>13>13>12>11>10>9>8>7>7>7>7>6>7>7>...,
final,Assets/ArrowMagic/SOData/Packs/Campaign500/Campaign500FinalPack.asset,150,150,LowLeak,396,3,BoundaryLeak|DirectEscapeLeak|OuterExitHeavy|BoundaryStraightLeak|ChoiceExplosion|WeakDependency,redirect_outer_heads|wrap_boundary_straights|gate_opening_choices|inject_region_gate,direct_normal_topup_65_direct_normal_topup_rect_section_unlock_g8_v09,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_65_direct_normal_topup_rect_section_unlock_g8_v09.asset,normal,section,Normal,Normal,20,37,104,725,0,0.98,0.98,6.971,13,True,104,901,17,17,7,0.412,10.462,17,14.6,17,0.317,0.01,6.971,0.837,5,3.273,1.782,1.782,17,17,0.163,0.163,0,0,0,3,front_loaded_flat,17>17>16>15>14>13>13>13>14>14>13>17>16>15>14>13>...,
final,Assets/ArrowMagic/SOData/Packs/Campaign500/Campaign500FinalPack.asset,151,151,MediumLeak,454,4,BoundaryLeak|DirectEscapeLeak|OuterExitHeavy|ChoiceExplosion|WeakDependency,redirect_outer_heads|gate_opening_choices|inject_region_gate,hole_candidate_054_std_30x30_lock,Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_054_std_30x30_lock.asset,normal,hole_rescue,Mechanic,HoleRescue,30,30,84,810,72,0.9,0.978,9.643,22,True,84,976,15,15,8,0.533,16.952,25,17.2,23,0.357,0.012,9.643,0.821,5,6.239,1.812,1.812,15,15,0.179,0.179,0,3,1,1,front_loaded_flat,15>14>14>13>15>18>17>21>22>23>22>21>24>24>24>24>...,
final,Assets/ArrowMagic/SOData/Packs/Campaign500/Campaign500FinalPack.asset,152,152,MediumLeak,533,4,BoundaryLeak|DirectEscapeLeak|OuterExitHeavy|ChoiceExplosion|WeakDependency,redirect_outer_heads|gate_opening_choices|inject_region_gate,direct_normal_133_direct_normal_rect_lock_buckle_g1_v14,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_133_direct_normal_rect_lock_buckle_g1_v14.asset,normal,lock,Normal,Normal,21,39,106,804,0,0.982,0.982,7.585,13,True,106,934,25,25,11,0.44,11.698,25,21.6,25,0.264,0.009,7.585,0.764,4,4.721,1.506,1.506,25,25,0.236,0.236,0,0,0,2,front_loaded_flat,25>24>23>23>22>21>20>20>19>19>18>17>16>15>15>15>...,
final,Assets/ArrowMagic/SOData/Packs/Campaign500/Campaign500FinalPack.asset,153,153,LowLeak,400,3,BoundaryLeak|DirectEscapeLeak|OuterExitHeavy|ChoiceExplosion|WeakDependency,redirect_outer_heads|gate_opening_choices|inject_region_gate,r2_outer_strong_005_r2_006_a401_maskonlyb02_16_large_pumpkin,Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV2/shape_refresh_v2_L153_pumpkin_large.asset,normal,shape_character,Novelty,Shape,43,38,115,1045,0,0.64,0.64,9.087,17,True,115,1245,16,16,6,0.375,13.348,20,17.7,19,0.339,0.009,9.087,0.861,4,4.528,1.869,1.869,16,16,0.139,0.139,16,0,0,0,front_loaded_flat,16>16>19>19>19>19>18>18>17>16>17>16>16>15>14>15>...,
final,Assets/ArrowMagic/SOData/Packs/Campaign500/Campaign500FinalPack.asset,154,154,LowLeak,412,3,BoundaryLeak|DirectEscapeLeak|OuterExitHeavy|ChoiceExplosion|WeakDependency,redirect_outer_heads|gate_opening_choices|inject_region_gate,direct_normal_98_direct_normal_rect_stair_push_g3_v10,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_98_direct_normal_rect_stair_push_g3_v10.asset,normal,section,Hard,Pressure,23,38,113,858,0,0.982,0.982,7.593,13,True,113,1034,18,18,7,0.389,10.504,18,17.2,18,0.283,0.009,7.593,0.841,4,3.877,1.674,1.674,18,18,0.159,0.159,0,1,1,1,front_loaded_flat,18>18>17>18>18>18>17>17>16>15>14>13>13>13>12>12>...,
final,Assets/ArrowMagic/SOData/Packs/Campaign500/Campaign500FinalPack.asset,155,155,LowLeak,279,3,BoundaryLeak|DirectEscapeLeak|OuterExitHeavy|ChoiceExplosion,redirect_outer_heads|gate_opening_choices,direct_pure_normal_extra_02_19_direct_normal_pure_extra_rect_dense_weave_g20_v06,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/NormalExtraSlice02/direct_pure_normal_extra_02_19_direct_normal_pure_extra_rect_dense_weave_g20_v06.asset,normal,dense,Normal,Normal,18,35,84,615,0,0.976,0.976,7.321,13,True,84,772,15,15,7,0.467,7.321,15,13.6,15,0.262,0.012,7.321,0.821,3,3.185,1.507,1.507,15,15,0.179,0.179,0,0,0,0,front_loaded_flat,15>14>15>14>14>14>14>13>12>11>11>11>12>11>10>9>...,
final,Assets/ArrowMagic/SOData/Packs/Campaign500/Campaign500FinalPack.asset,156,156,Ok,177,0,BoundaryLeak|DirectEscapeLeak|OuterExitHeavy|ChoiceExplosion,redirect_outer_heads|gate_opening_choices,direct_diff120_55_direct_diff_normal_near_square_stair_ladder_g3_v04,Assets/ArrowMagic/SOData/Levels/DirectProcedural/Differentiation120Candidates/direct_diff120_55_direct_diff_normal_near_square_stair_ladder_g3_v04.asset,normal,section,VeryHard,Peak,26,29,94,737,0,0.977,0.977,7.84,13,True,94,972,10,10,4,0.4,5.691,10,7.8,10,0.266,0.021,7.84,0.894,4,1.857,1.583,1.583,10,10,0.106,0.106,0,0,0,0,front_loaded_flat,10>10>9>8>8>7>7>6>7>6>5>6>6>6>6>5>...,
final,Assets/ArrowMagic/SOData/Packs/Campaign500/Campaign500FinalPack.asset,157,157,LowLeak,346,3,BoundaryLeak|DirectEscapeLeak|OuterExitHeavy|ChoiceExplosion|WeakDependency,redirect_outer_heads|gate_opening_choices|inject_region_gate,direct_pure_topup_06_05_direct_normal_pure_rect_sweep_g6_v07,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice06/direct_pure_topup_06_05_direct_normal_pure_rect_sweep_g6_v07.asset,refresh,sweep,Recovery,Recovery,20,33,84,649,0,0.983,0.983,7.726,13,True,84,818,15,15,6,0.4,9.571,20,13.9,15,0.357,0.012,7.726,0.821,4,5.158,1.884,1.884,15,15,0.179,0.179,0,0,0,2,front_loaded_flat,15>15>15>14>13>12>13>13>15>14>14>15>17>20>19>19>...,
final,Assets/ArrowMagic/SOData/Packs/Campaign500/Campaign500FinalPack.asset,158,158,MediumLeak,451,4,BoundaryLeak|DirectEscapeLeak|OuterExitHeavy|ChoiceExplosion|WeakDependency,redirect_outer_heads|gate_opening_choices|inject_region_gate,r2_outer_strong_005_r2_006_a401_maskonlyb01_07_large_starfish,Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L158_starfish_large.asset,normal,shape_symbol,Novelty,Shape,43,43,99,835,0,0.452,0.452,8.434,17,True,99,994,18,18,7,0.389,12.879,24,21.4,24,0.394,0.03,8.434,0.818,4,7.543,1.63,1.63,18,18,0.182,0.182,18,0,0,0,front_loaded_flat,18>18>21>21>23>22>23>22>22>24>23>22>22>21>22>21>...,
final,Assets/ArrowMagic/SOData/Packs/Campaign500/Campaign500FinalPack.asset,159,159,LowLeak,375,3,BoundaryLeak|DirectEscapeLeak|OuterExitHeavy|BoundaryStraightLeak|ChoiceExplosion|WeakDependency,redirect_outer_heads|wrap_boundary_straights|gate_opening_choices|inject_region_gate,direct_normal_137_direct_normal_rect_dual_zone_g1_v14,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_137_direct_normal_rect_dual_zone_g1_v14.asset,refresh,section,Normal,Normal,21,37,100,766,0,0.986,0.986,7.66,13,True,100,941,17,17,7,0.412,7.75,17,15.8,17,0.25,0.02,7.66,0.83,4,3.814,1.904,1.904,17,17,0.17,0.17,0,0,0,3,front_loaded_flat,17>16>15>15>14>15>16>17>17>16>15>15>14>13>13>12>...,
final,Assets/ArrowMagic/SOData/Packs/Campaign500/Campaign500FinalPack.asset,160,160,Ok,244,0,BoundaryLeak|DirectEscapeLeak|OuterExitHeavy|ChoiceExplosion|TooManyGoodOpeners,redirect_outer_heads|gate_opening_choices,direct_pure_topup_04_14_direct_normal_pure_rect_core_burst_g7_v02,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice04/direct_pure_topup_04_14_direct_normal_pure_rect_core_burst_g7_v02.asset,refresh,lock,Normal,Normal,21,31,76,638,0,0.98,0.98,8.395,13,True,76,814,12,12,7,0.583,6.684,12,10,12,0.342,0.013,8.395,0.842,3,2.053,1.641,1.641,12,12,0.158,0.158,0,0,0,0,front_loaded_flat,12>11>10>9>9>10>11>10>9>9>8>7>7>6>6>6>...,
final,Assets/ArrowMagic/SOData/Packs/Campaign500/Campaign500FinalPack.asset,161,161,LowLeak,362,3,BoundaryLeak|DirectEscapeLeak|OuterExitHeavy|BoundaryStraightLeak|ChoiceExplosion|WeakDependency,redirect_outer_heads|wrap_boundary_straights|gate_opening_choices|inject_region_gate,nomask_style_expansion_36_snake_spine_tall,Assets/ArrowMagic/SOData/Levels/NoMaskProcedural/StyleExpansionPreview/nomask_style_expansion_36_snake_spine_tall.asset,refresh,sweep,Recovery,Recovery,17,30,53,506,0,0.992,0.992,9.547,155,True,53,635,14,14,5,0.357,8.849,15,13.6,15,0.208,0.019,9.547,0.736,4,3.688,1.769,1.769,14,14,0.264,0.264,0,2,2,3,front_loaded_flat,14>13>13>12>14>15>15>14>13>13>13>13>12>12>11>11>...,
