order,slotRole,relativeDifficulty,template,bucket,type,styleKey,chains,score,openers,avgChoices,dependencyBlocks,levelId,path,families,qualityFlags,portableQuality
203,Shape,Novelty,E_early_peak,normal,shape_ocean,Ocean,103,282,14,12.04,12.1,r2_outer_strong_005_r2_006_a401_procmask_63_onion_maskproceduralvertical_30x42-mainoceanflipperstall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_63_onion_maskproceduralvertical_30x42-mainoceanflipperstall_20260611_111223.asset,shape:Ocean:diving-gear:equipment:procmask_63_onion_maskproceduralvertical_30x42-mainoceanflipperstall_20260611_111223,rel:Novelty:ShapeVisual:Shape:Ocean:diving-gear:equipment:main,Normal
204,Normal,Normal,E_early_peak,hard,section,dual_zone,120,163.0,21,12.86,564,direct_polish_clean_23_direct_polish_normal_rect_dual_zone_g2_v03,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishCleanCandidates/direct_polish_clean_23_direct_polish_normal_rect_dual_zone_g2_v03.asset,direct_polish:dual_zone:g2,ok;rel:Recovery:Recovery,ok
205,Recovery,Recovery,E_early_peak,normal,sweep,sweep,116,147.7,17,8.53,675,direct_normal_topup_80_direct_normal_topup_rect_sweep_g9_v10,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_80_direct_normal_topup_rect_sweep_g9_v10.asset,direct_normal:sweep:g9,ok;rel:Normal:Normal,ok
206,Peak,VeryHard,E_early_peak,hard,section,section_unlock,148,167.0,17,11.69,817,direct_pure_topup_10_09_direct_polish_hard_pure_rect_section_unlock_g11_v09,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice10/direct_pure_topup_10_09_direct_polish_hard_pure_rect_section_unlock_g11_v09.asset,direct_polish:section_unlock:g11,ok,ok
207,Normal,Normal,E_early_peak,hard,lock,core_burst,145,138,30,13.5,526,direct_pure_topup_08_20_direct_polish_hard_pure_rect_core_burst_g13_v05,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice08/direct_pure_topup_08_20_direct_polish_hard_pure_rect_core_burst_g13_v05.asset,direct_polish:core_burst:g13,too-open|yellow_replacement:GrindyLowClear,too-open
208,Shape,Novelty,E_early_peak,normal,shape_object,Object,105,290,15,12.9,11.8,r2_outer_strong_005_r2_006_a401_procmask_104_onion_maskproceduralvertical_30x42-maindistinctplugtall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_104_onion_maskproceduralvertical_30x42-maindistinctplugtall_20260611_111517.asset,shape:Object:tools-items:object:procmask_104_onion_maskproceduralvertical_30x42-maindistinctplugtall_20260611_111517,rel:Novelty:ShapeVisual:Shape:Object:tools-items:object:main,Normal
209,Recovery,Recovery,E_early_peak,normal,maze,maze_long_chain,110,157.8,19,8.69,503,direct_normal_110_direct_normal_rect_maze_long_chain_g4_v11,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_110_direct_normal_rect_maze_long_chain_g4_v11.asset,direct_normal:maze_long_chain:g4,ok,ok
210,Normal,Normal,E_early_peak,normal,section,stair_push,114,150.2,16,8.97,441,direct_normal_128_direct_normal_rect_stair_push_g0_v13,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_128_direct_normal_rect_stair_push_g0_v13.asset,direct_normal:stair_push:g0,ok;rel:Normal:Normal,ok
211,Recovery,Recovery,A_peak9,refresh,sweep,sweep,97,156.6,16,6.87,487,direct_pure_topup_06_21_direct_normal_pure_rect_sweep_g8_v09,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice06/direct_pure_topup_06_21_direct_normal_pure_rect_sweep_g8_v09.asset,direct_normal:sweep:g8,ok;rel:Recovery:Recovery,ok
212,Normal,Normal,A_peak9,normal,dense,dense_weave,103,163.0,17,7.84,499,direct_normal_topup_67_direct_normal_topup_rect_dense_weave_g8_v09,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_67_direct_normal_topup_rect_dense_weave_g8_v09.asset,direct_normal:dense_weave:g8,ok;rel:Normal:Normal,ok
213,Shape,Novelty,A_peak9,normal,shape_music,Music,103,288,14,12.04,12.1,r2_outer_strong_005_r2_006_a401_procmask_supp_05_onion_maskfinalsupplement_30x42-mainmusicheadphonestall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_supp_05_onion_maskfinalsupplement_30x42-mainmusicheadphonestall_20260611_124310.asset,shape:Music:stage:object:procmask_supp_05_onion_maskfinalsupplement_30x42-mainmusicheadphonestall_20260611_124310,rel:Novelty:ShapeVisual:Shape:Music:stage:object:main,Normal
214,Pressure,Hard,A_peak9,hard,lock,direct_pure_topup_09_22_direct_p,134,165.4,20,9.34,678,direct_pure_topup_09_22_direct_polish_hard_pure_rect_outer_shell_g9_v07,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice09/direct_pure_topup_09_22_direct_polish_hard_pure_rect_outer_shell_g9_v07.asset,asset:direct_pure_topup_09_22_direct_p,ok;rel:Hard:Pressure,ok
215,Recovery,Recovery,A_peak9,refresh,maze,long_corridor,66,139,15,11.44,200,nomask_style_expansion_20_long_corridor_b,Assets/ArrowMagic/SOData/Levels/NoMaskProcedural/StyleExpansionPreview/nomask_style_expansion_20_long_corridor_b.asset,motif:long_corridor,ok|yellow_replacement:GrindyLowClear,long-straight-run
216,Normal,Normal,A_peak9,normal,section,dual_zone,106,168.5,12,9.04,479,direct_pure_topup_05_15_direct_normal_pure_rect_dual_zone_g10_v05,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice05/direct_pure_topup_05_15_direct_normal_pure_rect_dual_zone_g10_v05.asset,direct_normal:dual_zone:g10,ok;rel:Normal:Normal,ok
217,HoleRescue,Mechanic,A_peak9,normal,hole_rescue,standard_24x32_late,86,258,80,80,39.3,hole_proc_standard_24x32_late_923033_24x32_c86,Assets/ArrowMagic/SOData/Levels/Production/HoleProcedural/Candidates/hole_proc_standard_24x32_late_923033_24x32_c86.asset,hole_procedural:standard_24x32_late,procedural_hole_standard,procedural_hole_standard
218,Shape,Novelty,A_peak9,normal,shape_nature,Nature,106,289,15,12.9,11.9,r2_outer_strong_005_r2_006_a401_procmask_07_onion_maskproceduralvertical_30x42-maincactustall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_07_onion_maskproceduralvertical_30x42-maincactustall_20260611_110436.asset,shape:Nature:plants-creatures:natural:procmask_07_onion_maskproceduralvertical_30x42-maincactustall_20260611_110436,rel:Hard:ShapePressure:Shape:Nature:plants-creatures:natural:main,Normal
219,Peak,VeryHard,A_peak9,hard,lock,core_burst,147,174.6,20,6.75,860,direct_pure_topup_09_06_direct_polish_hard_pure_rect_core_burst_g14_v06,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice09/direct_pure_topup_09_06_direct_polish_hard_pure_rect_core_burst_g14_v06.asset,direct_polish:core_burst:g14,ok,ok
220,Normal,Normal,A_peak9,refresh,section,section_unlock,97,165.5,10,6.52,400,direct_pure_topup_04_10_direct_normal_pure_rect_section_unlock_g7_v02,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice04/direct_pure_topup_04_10_direct_normal_pure_rect_section_unlock_g7_v02.asset,direct_normal:section_unlock:g7,ok;rel:Recovery:Recovery,ok
221,Recovery,Recovery,F_chapter_breath,normal,maze,maze_long_chain,108,162.1,15,10.28,441,direct_normal_100_direct_normal_rect_maze_long_chain_g3_v10,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_100_direct_normal_rect_maze_long_chain_g3_v10.asset,direct_normal:maze_long_chain:g3,ok;rel:Normal:Normal,ok
222,Normal,Normal,F_chapter_breath,normal,dense,dense_weave,102,174.3,16,7.14,412,direct_normal_topup_51_direct_normal_topup_rect_dense_weave_g6_v07,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_51_direct_normal_topup_rect_dense_weave_g6_v07.asset,direct_normal:dense_weave:g6,ok;rel:Normal:Normal,ok
223,Shape,Novelty,F_chapter_breath,normal,shape_vehicle,Vehicle,106,291,15,12.9,11.9,r2_outer_strong_005_r2_006_a401_procmask_16_onion_maskproceduralvertical_30x42-maintrainfronttall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_16_onion_maskproceduralvertical_30x42-maintrainfronttall_20260611_110458.asset,shape:Vehicle:transport:vehicle:procmask_16_onion_maskproceduralvertical_30x42-maintrainfronttall_20260611_110458,rel:Novelty:ShapeVisual:Shape:Vehicle:transport:vehicle:main,Normal
224,Pressure,Hard,F_chapter_breath,normal,section,stair_push,106,163.1,12,7.34,585,direct_normal_108_direct_normal_rect_stair_push_g4_v11,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_108_direct_normal_rect_stair_push_g4_v11.asset,direct_normal:stair_push:g4,ok;rel:Normal:Normal,ok
225,Normal,Normal,F_chapter_breath,normal,lock,lock_buckle,115,140.4,20,10.01,540,direct_normal_33_direct_normal_rect_lock_buckle_g3_v04,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_33_direct_normal_rect_lock_buckle_g3_v04.asset,direct_normal:lock_buckle:g3,ok;rel:Normal:Normal,ok
226,Peak,VeryHard,F_chapter_breath,hard,section,quasi_symmetry,138,160.8,16,11.05,665,direct_pure_topup_08_03_direct_polish_hard_pure_rect_quasi_symmetry_g11_v03,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice08/direct_pure_topup_08_03_direct_polish_hard_pure_rect_quasi_symmetry_g11_v03.asset,direct_polish:quasi_symmetry:g11,ok;rel:Normal:Normal,ok
227,Recovery,Recovery,F_chapter_breath,hard,sweep,sweep,130,158.9,22,9.25,564,direct_pure_topup_10_06_direct_polish_hard_pure_rect_sweep_g10_v08,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice10/direct_pure_topup_10_06_direct_polish_hard_pure_rect_sweep_g10_v08.asset,direct_polish:sweep:g10,ok,ok
228,Shape,Novelty,F_chapter_breath,normal,shape_music,Music,103,294,14,12.04,12.1,r2_outer_strong_005_r2_006_a401_procmask_supp_08_onion_maskfinalsupplement_30x42-mainmusicdrumtall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_supp_08_onion_maskfinalsupplement_30x42-mainmusicdrumtall_20260611_124316.asset,shape:Music:stage:object:procmask_supp_08_onion_maskfinalsupplement_30x42-mainmusicdrumtall_20260611_124316,rel:Novelty:ShapeVisual:Shape:Music:stage:object:main,Normal
229,Normal,Normal,F_chapter_breath,normal,lock,core_burst,104,171.8,10,7.54,448,direct_normal_topup_12_direct_normal_topup_rect_core_burst_g7_v02,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_12_direct_normal_topup_rect_core_burst_g7_v02.asset,direct_normal:core_burst:g7,ok;rel:Normal:Normal,ok
230,Normal,Normal,F_chapter_breath,normal,section,dual_zone,114,166.1,21,6.89,577,direct_normal_17_direct_normal_rect_dual_zone_g1_v02,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_17_direct_normal_rect_dual_zone_g1_v02.asset,direct_normal:dual_zone:g1,ok;rel:Normal:Normal,ok
231,Recovery,Recovery,B_peak7_end_calm,normal,maze,maze_long_chain,103,170.9,16,8.71,471,direct_pure_topup_06_16_direct_normal_pure_rect_maze_long_chain_g7_v08,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice06/direct_pure_topup_06_16_direct_normal_pure_rect_maze_long_chain_g7_v08.asset,direct_normal:maze_long_chain:g7,ok;rel:Normal:Normal,ok
232,Normal,Normal,B_peak7_end_calm,normal,dense,direct_pure_topup_05_17_direct_n,84,210.3,9,5.68,387,direct_pure_topup_05_17_direct_normal_pure_rect_outer_shell_g11_v06,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice05/direct_pure_topup_05_17_direct_normal_pure_rect_outer_shell_g11_v06.asset,asset:direct_pure_topup_05_17_direct_n,ok;rel:Recovery:Recovery,ok
233,Shape,Novelty,B_peak7_end_calm,normal,shape_magic,Magic,109,279,15,12.9,12.3,r2_outer_strong_005_r2_006_a401_procmask_97_long_maskproceduralvertical_30x42-maindistinctghosttall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_97_long_maskproceduralvertical_30x42-maindistinctghosttall_20260611_111455.asset,shape:Magic:creature:creature:procmask_97_long_maskproceduralvertical_30x42-maindistinctghosttall_20260611_111455,rel:Hard:ShapePressure:Shape:Magic:creature:creature:main,Normal
234,Pressure,Hard,B_peak7_end_calm,hard,lock,lock_buckle,137,161.0,17,8.25,604,direct_polish_clean_20_direct_polish_normal_rect_lock_buckle_g2_v03,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishCleanCandidates/direct_polish_clean_20_direct_polish_normal_rect_lock_buckle_g2_v03.asset,direct_polish:lock_buckle:g2,ok;rel:Normal:Normal,ok
235,Recovery,Recovery,B_peak7_end_calm,hard,sweep,direct_pure_topup_10_18_direct_p,126,164.4,20,10.44,567,direct_pure_topup_10_18_direct_polish_hard_pure_rect_outer_shell_g11_v09,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice10/direct_pure_topup_10_18_direct_polish_hard_pure_rect_outer_shell_g11_v09.asset,asset:direct_pure_topup_10_18_direct_p,ok,ok
236,Normal,Normal,B_peak7_end_calm,normal,section,stair_push,114,162.4,17,8.20,556,direct_normal_18_direct_normal_rect_stair_push_g1_v02,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_18_direct_normal_rect_stair_push_g1_v02.asset,direct_normal:stair_push:g1,ok,ok
237,Peak,VeryHard,B_peak7_end_calm,hard,lock,core_burst,157,162.0,15,10.23,893,direct_pure_topup_10_12_direct_polish_hard_pure_rect_core_burst_g11_v09,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice10/direct_pure_topup_10_12_direct_polish_hard_pure_rect_core_burst_g11_v09.asset,direct_polish:core_burst:g11,ok;rel:Normal:Normal,ok
238,Shape,Novelty,B_peak7_end_calm,normal,shape_object,Object,108,293,15,12.9,12.2,r2_outer_strong_005_r2_006_a401_procmask_110_onion_maskproceduralvertical_34x46-transitiondistinctscissorstall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_110_onion_maskproceduralvertical_34x46-transitiondistinctscissorstall_20260611_111640.asset,shape:Object:tools-items:object:procmask_110_onion_maskproceduralvertical_34x46-transitiondistinctscissorstall_20260611_111640,rel:Novelty:ShapeVisual:Shape:Object:tools-items:object:transition,Normal
239,Pressure,Hard,B_peak7_end_calm,normal,section,section_unlock,112,163.5,13,8.54,619,direct_normal_52_direct_normal_rect_section_unlock_g5_v06,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_52_direct_normal_rect_section_unlock_g5_v06.asset,direct_normal:section_unlock:g5,ok;rel:Normal:Normal,ok
240,Recovery,Recovery,B_peak7_end_calm,hard,section,dual_zone,150,127,33,14.68,723,direct_pure_topup_09_17_direct_polish_hard_pure_rect_dual_zone_g9_v07,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice09/direct_pure_topup_09_17_direct_polish_hard_pure_rect_dual_zone_g9_v07.asset,direct_polish:dual_zone:g9,too-open|yellow_replacement:GrindyLowClear,too-open
241,Recovery,Recovery,C_double_wave,normal,maze,maze_long_chain,103,175.6,18,6.83,464,direct_normal_20_direct_normal_rect_maze_long_chain_g1_v02,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_20_direct_normal_rect_maze_long_chain_g1_v02.asset,direct_normal:maze_long_chain:g1,ok;rel:Normal:Normal,ok
242,HoleRescue,Mechanic,C_double_wave,normal,hole_rescue,standard_24x32_late,91,262,80,80,44.3,hole_proc_standard_24x32_late_923551_24x32_c91,Assets/ArrowMagic/SOData/Levels/Production/HoleProcedural/Candidates/hole_proc_standard_24x32_late_923551_24x32_c91.asset,hole_procedural:standard_24x32_late,procedural_hole_standard,procedural_hole_standard
243,Shape,Novelty,C_double_wave,normal,shape_character,Character,108,294,15,12.9,12.2,r2_outer_strong_005_r2_006_a401_procmask_15_onion_maskproceduralvertical_30x42-mainsnowmantall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_15_onion_maskproceduralvertical_30x42-mainsnowmantall_20260611_110455.asset,shape:Character:animals-mascots:character:procmask_15_onion_maskproceduralvertical_30x42-mainsnowmantall_20260611_110455,rel:Hard:ShapePressure:Shape:Character:animals-mascots:character:main,Normal
244,Recovery,Recovery,C_double_wave,normal,sweep,sweep,115,172.2,18,6.61,661,direct_normal_105_direct_normal_rect_sweep_g4_v11,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_105_direct_normal_rect_sweep_g4_v11.asset,direct_normal:sweep:g4,ok,ok
245,Normal,Normal,C_double_wave,normal,section,stair_push,113,165.9,17,7.47,531,direct_normal_topup_54_direct_normal_topup_rect_stair_push_g6_v07,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_54_direct_normal_topup_rect_stair_push_g6_v07.asset,direct_normal:stair_push:g6,ok;rel:Normal:Normal,ok
246,Pressure,Hard,C_double_wave,hard,lock,core_burst,126,153.8,17,9.56,533,direct_normal_136_direct_normal_rect_core_burst_g1_v14,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_136_direct_normal_rect_core_burst_g1_v14.asset,direct_normal:core_burst:g1,ok,ok
247,Normal,Normal,C_double_wave,normal,section,dual_zone,113,154.2,13,8.11,540,direct_normal_77_direct_normal_rect_dual_zone_g1_v08,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_77_direct_normal_rect_dual_zone_g1_v08.asset,direct_normal:dual_zone:g1,ok;rel:Recovery:Recovery,ok
248,Shape,Novelty,C_double_wave,normal,shape_space,Space,111,298,16,13.76,12,r2_outer_strong_005_r2_006_a401_procmask_23_onion_maskproceduralvertical_30x42-mainastronautmascottall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_23_onion_maskproceduralvertical_30x42-mainastronautmascottall_20260611_110521.asset,shape:Space:sci-fi:character:procmask_23_onion_maskproceduralvertical_30x42-mainastronautmascottall_20260611_110521,rel:Normal:ShapeNormal:Shape:Space:sci-fi:character:main,Normal
249,Peak,VeryHard,C_double_wave,hard,lock,lock_buckle,163,159.2,22,8.24,920,direct_polish_hard_02_direct_polish_hard_rect_lock_buckle_g4_v01,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishHardCandidates/direct_polish_hard_02_direct_polish_hard_rect_lock_buckle_g4_v01.asset,direct_polish:lock_buckle:g4,ok;rel:VeryHard:Peak,ok
250,Recovery,Recovery,C_double_wave,normal,dense,direct_normal_101_direct_normal_,112,152.2,22,7.91,528,direct_normal_101_direct_normal_rect_outer_shell_g4_v11,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_101_direct_normal_rect_outer_shell_g4_v11.asset,asset:direct_normal_101_direct_normal_,ok,ok
251,Recovery,Recovery,D_visual_middle,refresh,maze,long_corridor,66,155,16,7.55,219,nomask_style_expansion_21_long_corridor_mid,Assets/ArrowMagic/SOData/Levels/NoMaskProcedural/StyleExpansionPreview/nomask_style_expansion_21_long_corridor_mid.asset,motif:long_corridor,ok|yellow_replacement:StartFakeWide,long-straight-run
252,Normal,Normal,D_visual_middle,normal,dense,direct_normal_51_direct_normal_r,101,166.0,15,7.49,470,direct_normal_51_direct_normal_rect_outer_shell_g5_v06,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_51_direct_normal_rect_outer_shell_g5_v06.asset,asset:direct_normal_51_direct_normal_r,ok;rel:Normal:Normal,ok
253,Shape,Novelty,D_visual_middle,normal,shape_object,Object,109,298,15,12.9,12.3,r2_outer_strong_005_r2_006_a401_procmask_103_onion_maskproceduralvertical_28x42-maindistinctmittentall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_103_onion_maskproceduralvertical_28x42-maindistinctmittentall_20260611_111515.asset,shape:Object:tools-items:object:procmask_103_onion_maskproceduralvertical_28x42-maindistinctmittentall_20260611_111515,rel:Novelty:ShapeVisual:Shape:Object:tools-items:object:main,Normal
