order,bucket,bucketRank,type,score,levelId,path,packs,width,height,chains,coverage,outer1,openers,avgChoices,unlockBursts,dependencyBlocks,families,qualityFlags,portableSolved,portableScore,portableQuality,slotRole,relativeDifficulty,template,styleKey,pressureScore
188,normal,169,section,153.2,direct_normal_topup_61_direct_normal_topup_rect_dual_zone_g7_v08,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_61_direct_normal_topup_rect_dual_zone_g7_v08.asset,direct_normal_topup_candidates,21,38,106,0.982,0.982,20,10.19,21,579,direct_normal:dual_zone:g7,ok,True,190.4,ok,Normal,Normal,D_visual_middle,dual_zone,107.5
189,normal,62,lock,169.2,direct_normal_56_direct_normal_rect_core_burst_g5_v06,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_56_direct_normal_rect_core_burst_g5_v06.asset,direct_normal_candidates,23,38,112,0.984,1.000,14,6.69,28,627,direct_normal:core_burst:g5,ok,True,192.0,ok,Pressure,Hard,D_visual_middle,core_burst,132.8
190,normal,0,section,147.2,direct_polish_clean_01_direct_polish_normal_rect_section_unlock_g0_v01,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishCleanCandidates/direct_polish_clean_01_direct_polish_normal_rect_section_unlock_g0_v01.asset,direct_polish_clean_candidates,20,36,112,0.974,1.000,20,10.15,20,438,direct_polish:section_unlock:g0,ok,True,191.1,ok,Normal,Normal,D_visual_middle,section_unlock,107.6
191,normal,98,lock,163.6,direct_pure_normal_extra_02_18_direct_normal_pure_extra_rect_lock_buckle_g20_v06,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/NormalExtraSlice02/direct_pure_normal_extra_02_18_direct_normal_pure_extra_rect_lock_buckle_g20_v06.asset,direct_pure_normal_extra_slice02_candidates,21,33,95,0.991,0.990,20,7.05,18,374,direct_normal:lock_buckle:g20,ok,True,190.2,ok,Normal,Normal,E_early_peak,lock_buckle,96.8
192,normal,70,hole_rescue,259,hole_proc_standard_24x30_mid_921469_24x30_c82,Assets/ArrowMagic/SOData/Levels/Production/HoleProcedural/Candidates/hole_proc_standard_24x30_mid_921469_24x30_c82.asset,hole_procedural_candidates,24,30,82,0.9,,76,76,,45.9,hole_procedural:standard_24x30_mid,procedural_hole_standard,True,259,procedural_hole_standard,HoleRescue,Mechanic,E_early_peak,standard_24x30_mid,-113.0
193,shape,109,shape_ocean,289,r2_outer_strong_005_r2_006_a401_procmask_61_onion_maskproceduralvertical_30x40-mainoceanstarfishtall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_61_onion_maskproceduralvertical_30x40-mainoceanstarfishtall_20260611_111208.asset,shape_final_with_supplement,30,40,102,0.574,,14,12.04,,0.179,shape:Ocean:SpecialShape,NoRisk|yellow_replacement:GrindyLowClear,True,289,Normal,Shape,Novelty,E_early_peak,Ocean,112.7
194,normal,42,dense,174.9,direct_pure_normal_extra_01_11_direct_normal_pure_extra_rect_dense_weave_g16_v02,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/NormalExtraSlice01/direct_pure_normal_extra_01_11_direct_normal_pure_extra_rect_dense_weave_g16_v02.asset,direct_pure_normal_extra_slice01_candidates,18,37,87,0.991,1.000,16,5.85,18,347,direct_normal:dense_weave:g16,ok,True,189.6,ok,Normal,Normal,E_early_peak,dense_weave,97.7
195,normal,116,sweep,160.6,direct_normal_topup_08_direct_normal_topup_rect_sweep_g6_v01,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_08_direct_normal_topup_rect_sweep_g6_v01.asset,direct_normal_topup_candidates,23,37,106,0.982,0.974,20,7.56,23,592,direct_normal:sweep:g6,ok,True,190.0,ok,Recovery,Recovery,E_early_peak,sweep,114.0
196,hard,15,lock,166.0,direct_polish_clean_13_direct_polish_normal_rect_core_burst_g1_v02,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishCleanCandidates/direct_polish_clean_13_direct_polish_normal_rect_core_burst_g1_v02.asset,direct_polish_clean_candidates,21,40,135,0.974,0.992,14,13.61,35,688,direct_polish:core_burst:g1,ok,True,193.5,ok,Peak,VeryHard,E_early_peak,core_burst,144.9
197,refresh,109,maze,156.9,direct_pure_topup_05_24_direct_normal_pure_rect_maze_long_chain_g11_v06,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice05/direct_pure_topup_05_24_direct_normal_pure_rect_maze_long_chain_g11_v06.asset,direct_pure_topup_slice05_candidates,20,33,83,0.982,0.990,14,6.92,19,352,direct_normal:maze_long_chain:g11,ok,True,187.9,long-straight-run,Normal,Normal,E_early_peak,maze_long_chain,91.5
198,normal,102,shape_object,290,r2_outer_strong_005_r2_006_a401_procmask_104_onion_maskproceduralvertical_30x42-maindistinctplugtall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_104_onion_maskproceduralvertical_30x42-maindistinctplugtall_20260611_111517.asset,shape_final_with_supplement,30,42,105,0.986,,15,12.9,,11.8,shape:Object:tools-items:object:procmask_104_onion_maskproceduralvertical_30x42-maindistinctplugtall_20260611_111517,rel:Novelty:ShapeVisual:Shape:Object:tools-items:object:main,True,290,Normal,Shape,Novelty,E_early_peak,Object,113.4
199,normal,0,section,149.4,direct_normal_42_direct_normal_rect_section_unlock_g4_v05,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_42_direct_normal_rect_section_unlock_g4_v05.asset,direct_normal_candidates,22,38,108,0.983,0.974,22,10.00,22,504,direct_normal:section_unlock:g4,ok,True,190.3,ok,Recovery,Recovery,E_early_peak,section_unlock,103.7
200,normal,166,section,153.8,direct_normal_topup_06_direct_normal_topup_rect_stair_push_g6_v01,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_06_direct_normal_topup_rect_stair_push_g6_v01.asset,direct_normal_topup_candidates,21,38,106,0.981,0.982,20,8.77,16,524,direct_normal:stair_push:g6,ok,True,190.2,ok,Normal,Normal,E_early_peak,stair_push,108.2
201,refresh,101,maze,159.1,nomask_style_12_long_corridor,Assets/ArrowMagic/SOData/Levels/NoMaskProcedural/StylePreview/nomask_style_12_long_corridor.asset,no_mask_style_preview,19,27,49,0.973,0.977,11,7.08,11,130,motif:long_corridor,ok,True,182.4,long-straight-run,Recovery,Recovery,A_peak9,long_corridor,54.0
202,refresh,87,dense,162.0,direct_pure_topup_06_09_direct_normal_pure_rect_outer_shell_g7_v08,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice06/direct_pure_topup_06_09_direct_normal_pure_rect_outer_shell_g7_v08.asset,direct_pure_topup_slice06_candidates,19,38,94,0.979,0.991,18,7.11,18,391,asset:direct_pure_topup_06_09_direct_n,ok,True,189.0,ok,Normal,Normal,A_peak9,direct_pure_topup_06_09_direct_n,98.8
203,normal,63,shape_ocean,282,r2_outer_strong_005_r2_006_a401_procmask_63_onion_maskproceduralvertical_30x42-mainoceanflipperstall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_63_onion_maskproceduralvertical_30x42-mainoceanflipperstall_20260611_111223.asset,shape_final_with_supplement,30,42,103,0.983,,14,12.04,,12.1,shape:Ocean:diving-gear:equipment:procmask_63_onion_maskproceduralvertical_30x42-mainoceanflipperstall_20260611_111223,rel:Novelty:ShapeVisual:Shape:Ocean:diving-gear:equipment:main,True,282,Normal,Shape,Novelty,A_peak9,Ocean,112.9
204,normal,182,section,151.6,direct_normal_67_direct_normal_rect_dual_zone_g0_v07,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_67_direct_normal_rect_dual_zone_g0_v07.asset,direct_normal_candidates,22,36,107,0.982,0.991,17,8.27,21,567,direct_normal:dual_zone:g0,ok,True,190.8,ok,Pressure,Hard,A_peak9,dual_zone,115.4
205,normal,209,sweep,142.4,direct_normal_131_direct_normal_rect_outer_shell_g1_v14,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_131_direct_normal_rect_outer_shell_g1_v14.asset,direct_normal_candidates,21,40,111,0.987,1.000,16,10.79,25,534,asset:direct_normal_131_direct_normal_,ok,True,192.1,ok,Recovery,Recovery,A_peak9,direct_normal_131_direct_normal_,113.5
206,normal,193,lock,148.5,direct_normal_topup_04_direct_normal_topup_rect_core_burst_g6_v01,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_04_direct_normal_topup_rect_core_burst_g6_v01.asset,direct_normal_topup_candidates,23,34,103,0.981,0.973,23,8.34,19,515,direct_normal:core_burst:g6,ok,True,189.4,ok,Normal,Normal,A_peak9,core_burst,100.5
207,normal,138,shape_music,288,r2_outer_strong_005_r2_006_a401_procmask_supp_05_onion_maskfinalsupplement_30x42-mainmusicheadphonestall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_supp_05_onion_maskfinalsupplement_30x42-mainmusicheadphonestall_20260611_124310.asset,shape_final_with_supplement,30,42,103,0.978,,14,12.04,,12.1,shape:Music:stage:object:procmask_supp_05_onion_maskfinalsupplement_30x42-mainmusicheadphonestall_20260611_124310,rel:Novelty:ShapeVisual:Shape:Music:stage:object:main,True,288,Normal,Shape,Novelty,A_peak9,Music,114.0
208,normal,175,section,152.7,direct_normal_12_direct_normal_rect_section_unlock_g1_v02,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_12_direct_normal_rect_section_unlock_g1_v02.asset,direct_normal_candidates,23,39,111,0.974,0.983,18,8.79,24,596,direct_normal:section_unlock:g1,ok,True,190.3,ok,Pressure,Hard,A_peak9,section_unlock,118.3
209,hard,63,lock,158.2,direct_pure_topup_08_08_direct_polish_hard_pure_rect_lock_buckle_g12_v04,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice08/direct_pure_topup_08_08_direct_polish_hard_pure_rect_lock_buckle_g12_v04.asset,direct_pure_topup_slice08_candidates,23,42,157,0.983,0.992,18,11.22,31,751,direct_polish:lock_buckle:g12,ok,True,197.0,ok,Peak,VeryHard,A_peak9,lock_buckle,166.4
210,normal,181,section,151.6,direct_normal_149_direct_normal_rect_quasi_symmetry_g2_v15,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_149_direct_normal_rect_quasi_symmetry_g2_v15.asset,direct_normal_candidates,22,38,113,0.990,1.000,24,7.97,23,472,direct_normal:quasi_symmetry:g2,ok,True,192.7,ok,Normal,Normal,A_peak9,quasi_symmetry,108.9
211,normal,135,sweep,157.8,direct_normal_135_direct_normal_rect_sweep_g1_v14,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_135_direct_normal_rect_sweep_g1_v14.asset,direct_normal_candidates,21,39,103,0.974,0.991,16,9.33,26,497,direct_normal:sweep:g1,ok,True,189.7,ok,Recovery,Recovery,F_chapter_breath,sweep,109.6
212,normal,73,maze,167.6,direct_pure_normal_extra_01_16_direct_normal_pure_extra_rect_maze_long_chain_g16_v02,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/NormalExtraSlice01/direct_pure_normal_extra_01_16_direct_normal_pure_extra_rect_maze_long_chain_g16_v02.asset,direct_pure_normal_extra_slice01_candidates,19,35,85,0.992,1.000,12,7.18,16,310,direct_normal:maze_long_chain:g16,ok,True,189.5,ok,Normal,Normal,F_chapter_breath,maze_long_chain,96.3
213,normal,7,shape_nature,289,r2_outer_strong_005_r2_006_a401_procmask_07_onion_maskproceduralvertical_30x42-maincactustall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_07_onion_maskproceduralvertical_30x42-maincactustall_20260611_110436.asset,shape_final_with_supplement,30,42,106,0.982,,15,12.9,,11.9,shape:Nature:plants-creatures:natural:procmask_07_onion_maskproceduralvertical_30x42-maincactustall_20260611_110436,rel:Hard:ShapePressure:Shape:Nature:plants-creatures:natural:main,True,289,Normal,Shape,Novelty,F_chapter_breath,Nature,114.2
214,normal,129,lock,158.2,direct_normal_66_direct_normal_rect_core_burst_g0_v07,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_66_direct_normal_rect_core_burst_g0_v07.asset,direct_normal_candidates,20,40,105,0.989,1.000,12,9.64,21,506,direct_normal:core_burst:g0,ok,True,191.6,ok,Pressure,Hard,F_chapter_breath,core_burst,117.0
215,refresh,57,dense,168.7,direct_pure_topup_05_12_direct_normal_pure_rect_dense_weave_g10_v05,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice05/direct_pure_topup_05_12_direct_normal_pure_rect_dense_weave_g10_v05.asset,direct_pure_topup_slice05_candidates,18,36,90,0.991,1.000,15,6.56,20,376,direct_normal:dense_weave:g10,ok,True,190.0,ok,Normal,Normal,F_chapter_breath,dense_weave,100.7
216,hard,10,section,169.3,direct_pure_topup_09_08_direct_polish_hard_pure_rect_stair_push_g14_v06,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice09/direct_pure_topup_09_08_direct_polish_hard_pure_rect_stair_push_g14_v06.asset,direct_pure_topup_slice09_candidates,21,42,144,0.978,0.992,16,7.17,34,854,direct_polish:stair_push:g14,ok,True,195.0,ok,Peak,VeryHard,F_chapter_breath,stair_push,169.1
217,normal,56,hole_rescue,258,hole_proc_standard_24x32_late_923033_24x32_c86,Assets/ArrowMagic/SOData/Levels/Production/HoleProcedural/Candidates/hole_proc_standard_24x32_late_923033_24x32_c86.asset,hole_procedural_candidates,24,32,86,0.906,,80,80,,39.3,hole_procedural:standard_24x32_late,procedural_hole_standard,True,258,procedural_hole_standard,HoleRescue,Mechanic,F_chapter_breath,standard_24x32_late,-122.2
218,normal,16,shape_vehicle,291,r2_outer_strong_005_r2_006_a401_procmask_16_onion_maskproceduralvertical_30x42-maintrainfronttall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_16_onion_maskproceduralvertical_30x42-maintrainfronttall_20260611_110458.asset,shape_final_with_supplement,30,42,106,0.979,,15,12.9,,11.9,shape:Vehicle:transport:vehicle:procmask_16_onion_maskproceduralvertical_30x42-maintrainfronttall_20260611_110458,rel:Novelty:ShapeVisual:Shape:Vehicle:transport:vehicle:main,True,291,Normal,Shape,Novelty,F_chapter_breath,Vehicle,114.5
219,normal,127,section,158.3,direct_normal_topup_17_direct_normal_topup_rect_section_unlock_g8_v03,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_17_direct_normal_topup_rect_section_unlock_g8_v03.asset,direct_normal_topup_candidates,22,36,105,0.986,1.000,18,7.65,20,463,direct_normal:section_unlock:g8,ok,True,191.4,ok,Normal,Normal,F_chapter_breath,section_unlock,110.7
220,normal,8,lock,202.1,direct_pure_normal_extra_02_10_direct_normal_pure_extra_rect_lock_buckle_g19_v05,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/NormalExtraSlice02/direct_pure_normal_extra_02_10_direct_normal_pure_extra_rect_lock_buckle_g19_v05.asset,direct_pure_normal_extra_slice02_candidates,19,32,80,0.979,0.980,11,5.43,21,317,direct_normal:lock_buckle:g19,ok,True,186.8,ok,Normal,Normal,F_chapter_breath,lock_buckle,102.3
221,normal,219,dense,138.0,direct_normal_topup_11_direct_normal_topup_rect_dense_weave_g7_v02,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_11_direct_normal_topup_rect_dense_weave_g7_v02.asset,direct_normal_topup_candidates,21,39,109,0.987,0.991,22,9.82,20,560,direct_normal:dense_weave:g7,ok,True,191.5,ok,Recovery,Recovery,B_peak7_end_calm,dense_weave,105.0
222,normal,84,lock,165.9,direct_normal_26_direct_normal_rect_core_burst_g2_v03,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_26_direct_normal_rect_core_burst_g2_v03.asset,direct_normal_candidates,20,39,104,0.981,0.991,23,7.06,17,449,direct_normal:core_burst:g2,ok,True,190.4,ok,Normal,Normal,B_peak7_end_calm,core_burst,104.7
223,normal,141,shape_music,294,r2_outer_strong_005_r2_006_a401_procmask_supp_08_onion_maskfinalsupplement_30x42-mainmusicdrumtall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_supp_08_onion_maskfinalsupplement_30x42-mainmusicdrumtall_20260611_124316.asset,shape_final_with_supplement,30,42,103,0.977,,14,12.04,,12.1,shape:Music:stage:object:procmask_supp_08_onion_maskfinalsupplement_30x42-mainmusicdrumtall_20260611_124316,rel:Novelty:ShapeVisual:Shape:Music:stage:object:main,True,294,Normal,Shape,Novelty,B_peak7_end_calm,Music,115.1
224,normal,131,section,158.1,direct_normal_27_direct_normal_rect_dual_zone_g2_v03,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_27_direct_normal_rect_dual_zone_g2_v03.asset,direct_normal_candidates,22,35,108,0.983,0.991,18,8.61,19,580,direct_normal:dual_zone:g2,ok,True,191.0,ok,Pressure,Hard,B_peak7_end_calm,dual_zone,116.1
225,normal,216,maze,138.9,direct_normal_80_direct_normal_rect_maze_long_chain_g1_v08,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_80_direct_normal_rect_maze_long_chain_g1_v08.asset,direct_normal_candidates,21,41,111,0.980,0.983,20,10.94,25,473,direct_normal:maze_long_chain:g1,ok,True,190.8,ok,Recovery,Recovery,B_peak7_end_calm,maze_long_chain,104.9
226,normal,76,section,166.9,direct_normal_69_direct_normal_rect_quasi_symmetry_g0_v07,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_69_direct_normal_rect_quasi_symmetry_g0_v07.asset,direct_normal_candidates,22,35,105,0.974,0.991,17,8.15,24,437,direct_normal:quasi_symmetry:g0,ok,True,189.9,ok,Normal,Normal,B_peak7_end_calm,quasi_symmetry,111.9
227,hard,56,lock,159.2,direct_polish_hard_02_direct_polish_hard_rect_lock_buckle_g4_v01,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishHardCandidates/direct_polish_hard_02_direct_polish_hard_rect_lock_buckle_g4_v01.asset,direct_polish_hard_candidates,24,43,163,0.984,0.992,22,8.24,35,920,direct_polish:lock_buckle:g4,ok,True,197.7,ok,Peak,VeryHard,B_peak7_end_calm,lock_buckle,178.2
228,normal,95,shape_magic,279,r2_outer_strong_005_r2_006_a401_procmask_97_long_maskproceduralvertical_30x42-maindistinctghosttall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_97_long_maskproceduralvertical_30x42-maindistinctghosttall_20260611_111455.asset,shape_final_with_supplement,30,42,109,0.975,,15,12.9,,12.3,shape:Magic:creature:creature:procmask_97_long_maskproceduralvertical_30x42-maindistinctghosttall_20260611_111455,rel:Hard:ShapePressure:Shape:Magic:creature:creature:main,True,279,Normal,Shape,Novelty,B_peak7_end_calm,Magic,115.4
229,normal,105,section,162.2,direct_normal_152_direct_normal_rect_section_unlock_g3_v16,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_152_direct_normal_rect_section_unlock_g3_v16.asset,direct_normal_candidates,21,40,107,0.988,1.000,16,8.28,24,572,direct_normal:section_unlock:g3,ok,True,191.8,ok,Pressure,Hard,B_peak7_end_calm,section_unlock,118.9
230,normal,66,sweep,168.1,direct_pure_topup_04_05_direct_normal_pure_rect_sweep_g6_v01,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice04/direct_pure_topup_04_05_direct_normal_pure_rect_sweep_g6_v01.asset,direct_pure_topup_slice04_candidates,22,35,101,0.981,1.000,18,6.17,18,452,direct_normal:sweep:g6,ok,True,190.4,ok,Recovery,Recovery,B_peak7_end_calm,sweep,110.8
231,normal,163,maze,154.0,direct_pure_normal_extra_03_08_direct_normal_pure_extra_rect_maze_long_chain_g15_v07,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/NormalExtraSlice03/direct_pure_normal_extra_03_08_direct_normal_pure_extra_rect_maze_long_chain_g15_v07.asset,direct_pure_normal_extra_slice03_candidates,21,31,103,0.982,0.980,20,8.75,18,387,direct_normal:maze_long_chain:g15,ok,True,189.8,ok,Recovery,Recovery,C_double_wave,maze_long_chain,100.5
232,hard,83,lock,152.2,direct_polish_clean_04_direct_polish_normal_rect_core_burst_g0_v01,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishCleanCandidates/direct_polish_clean_04_direct_polish_normal_rect_core_burst_g0_v01.asset,direct_polish_clean_candidates,23,39,143,0.972,0.967,19,11.84,33,723,direct_polish:core_burst:g0,ok,True,193.2,ok,Pressure,Hard,C_double_wave,core_burst,147.8
233,normal,108,shape_object,293,r2_outer_strong_005_r2_006_a401_procmask_110_onion_maskproceduralvertical_34x46-transitiondistinctscissorstall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_110_onion_maskproceduralvertical_34x46-transitiondistinctscissorstall_20260611_111640.asset,shape_final_with_supplement,34,46,108,0.977,,15,12.9,,12.2,shape:Object:tools-items:object:procmask_110_onion_maskproceduralvertical_34x46-transitiondistinctscissorstall_20260611_111640,rel:Novelty:ShapeVisual:Shape:Object:tools-items:object:transition,True,293,Normal,Shape,Novelty,C_double_wave,Object,116.9
