rank,selected,selectRank,selectStatus,bucket,type,score,levelId,path,packs,width,height,chains,tiles,coverage,aspect,outer1,outer2,maxOuterEmptyRun,holeScore,localEmpty8,centerEmpty,openers,avgChoices,minChoices,maxChoices,unlockBursts,maxUnlockBurst,keyLockSteps,firstOuter,lastOuter,endingShort,avgChain,maxChain,regionSwitches,dependencyBlocks,dependencyCycles,dependencyLayerStuck,dependencyMaxRayBlockers,edgeShort,edgeLong,maxEdgeRun,families,qualityFlags,portableValid,portableSolved,portableOpeners,portableScore,portableQuality,details
145,1,25,selected,normal,section,182.7,direct_pure_normal_extra_02_23_direct_normal_pure_extra_rect_quasi_symmetry_g20_v06,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/NormalExtraSlice02/direct_pure_normal_extra_02_23_direct_normal_pure_extra_rect_quasi_symmetry_g20_v06.asset,direct_pure_normal_extra_slice02_candidates,18,33,78,587,0.988,0.545,1.000,1.000,0,8.6,0.047,0.021,13,6.91,1,13,12,4,8,0.850,0.100,0.500,7.53,13,49,306,0,0,11,3,1,11,direct_normal:quasi_symmetry:g20,ok,True,True,13,188.3,ok,type=dense; play=94.7; deps=306/0/0
146,1,26,selected,normal,lock,182.5,direct_pure_normal_extra_01_18_direct_normal_pure_extra_rect_lock_buckle_g17_v03,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/NormalExtraSlice01/direct_pure_normal_extra_01_18_direct_normal_pure_extra_rect_lock_buckle_g17_v03.asset,direct_pure_normal_extra_slice01_candidates,19,36,91,671,0.981,0.528,0.991,0.980,1,12.1,0.063,0.026,12,6.07,1,13,17,6,8,0.870,0.000,0.368,7.37,13,49,361,0,0,13,1,3,12,direct_normal:lock_buckle:g17,ok,True,True,12,188.8,ok,type=dense; play=97.2; deps=361/0/0
147,1,27,selected,normal,dense,182.0,direct_normal_21_direct_normal_rect_outer_shell_g2_v03,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_21_direct_normal_rect_outer_shell_g2_v03.asset,direct_normal_candidates,22,38,103,823,0.984,0.579,1.000,0.996,0,13.3,0.063,0.031,14,6.06,1,15,21,3,5,0.615,0.000,0.333,7.99,13,52,490,0,0,17,1,3,11,asset:direct_normal_21_direct_normal_r,ok,True,True,14,191.0,ok,type=dense; play=98.0; deps=490/0/0
148,1,28,selected,normal,maze,181.5,direct_pure_normal_extra_02_24_direct_normal_pure_extra_rect_maze_long_chain_g20_v06,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/NormalExtraSlice02/direct_pure_normal_extra_02_24_direct_normal_pure_extra_rect_maze_long_chain_g20_v06.asset,direct_pure_normal_extra_slice02_candidates,19,35,86,655,0.985,0.543,0.981,0.990,1,13.7,0.078,0.018,16,5.88,1,16,17,4,6,0.773,0.000,0.111,7.62,13,38,344,0,0,10,3,3,12,direct_normal:maze_long_chain:g20,ok,True,True,16,188.1,ok,type=dense; play=102.8; deps=344/0/0
149,1,29,selected,normal,dense,180.5,direct_normal_14_direct_normal_rect_dense_weave_g1_v02,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_14_direct_normal_rect_dense_weave_g1_v02.asset,direct_normal_candidates,23,38,113,860,0.984,0.605,0.975,0.987,1,12.8,0.063,0.021,13,6.44,1,13,25,5,7,0.690,0.000,0.435,7.61,13,47,536,0,0,19,2,3,11,direct_normal:dense_weave:g1,ok,True,True,13,191.0,ok,type=dense; play=92.4; deps=536/0/0
150,1,30,selected,normal,sweep,180.4,direct_normal_145_direct_normal_rect_sweep_g2_v15,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_145_direct_normal_rect_sweep_g2_v15.asset,direct_normal_candidates,22,41,114,885,0.981,0.537,0.992,0.996,1,12.5,0.063,0.032,15,6.78,1,15,25,3,2,0.897,0.034,0.130,7.76,13,56,613,0,0,19,3,2,13,direct_normal:sweep:g2,ok,True,True,15,191.6,ok,type=dense; play=92.4; deps=613/0/0
151,1,31,selected,normal,lock,179.8,direct_normal_63_direct_normal_rect_lock_buckle_g0_v07,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_63_direct_normal_rect_lock_buckle_g0_v07.asset,direct_normal_candidates,22,38,107,820,0.981,0.579,0.991,0.991,1,13.3,0.063,0.024,19,6.14,1,19,26,4,6,0.852,0.000,0.227,7.66,13,50,512,0,0,14,4,2,11,direct_normal:lock_buckle:g0,ok,True,True,19,190.7,ok,type=dense; play=98.5; deps=512/0/0
152,1,32,selected,normal,sweep,179.3,direct_normal_topup_48_direct_normal_topup_rect_sweep_g11_v06,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_48_direct_normal_topup_rect_sweep_g11_v06.asset,direct_normal_topup_candidates,22,36,105,784,0.990,0.611,1.000,0.995,0,8.0,0.047,0.015,14,6.44,1,14,23,5,10,0.889,0.074,0.476,7.47,13,64,474,0,0,16,1,4,13,direct_normal:sweep:g11,ok,True,True,14,191.7,ok,type=dense; play=97.0; deps=474/0/0
153,1,33,selected,normal,section,178.9,direct_normal_119_direct_normal_rect_quasi_symmetry_g5_v12,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_119_direct_normal_rect_quasi_symmetry_g5_v12.asset,direct_normal_candidates,23,39,111,877,0.978,0.590,1.000,1.000,0,13.3,0.063,0.017,12,7.05,1,14,23,6,8,0.786,0.071,0.087,7.90,13,56,567,0,0,17,3,3,13,direct_normal:quasi_symmetry:g5,ok,True,True,12,191.3,ok,type=dense; play=89.6; deps=567/0/0
154,1,34,selected,normal,section,178.4,direct_pure_normal_extra_01_06_direct_normal_pure_extra_rect_stair_push_g15_v01,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/NormalExtraSlice01/direct_pure_normal_extra_01_06_direct_normal_pure_extra_rect_stair_push_g15_v01.asset,direct_pure_normal_extra_slice01_candidates,19,36,92,671,0.981,0.528,0.991,0.985,1,13.6,0.063,0.030,18,6.40,1,18,19,5,5,0.913,0.043,0.316,7.29,13,44,381,0,0,15,4,2,12,direct_normal:stair_push:g15,ok,True,True,18,188.9,ok,type=dense; play=99.7; deps=381/0/0
155,1,35,selected,normal,section,178.4,direct_pure_normal_extra_01_09_direct_normal_pure_extra_rect_section_unlock_g16_v02,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/NormalExtraSlice01/direct_pure_normal_extra_01_09_direct_normal_pure_extra_rect_section_unlock_g16_v02.asset,direct_pure_normal_extra_slice01_candidates,20,33,92,649,0.983,0.606,0.980,0.990,1,11.4,0.063,0.018,15,5.96,1,15,17,3,2,0.913,0.000,0.158,7.05,13,51,391,0,0,14,2,2,13,direct_normal:section_unlock:g16,ok,True,True,15,188.7,ok,type=dense; play=96.5; deps=391/0/0
156,1,36,selected,normal,maze,177.8,direct_pure_normal_extra_01_08_direct_normal_pure_extra_rect_maze_long_chain_g15_v01,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/NormalExtraSlice01/direct_pure_normal_extra_01_08_direct_normal_pure_extra_rect_maze_long_chain_g15_v01.asset,direct_pure_normal_extra_slice01_candidates,21,34,100,701,0.982,0.618,0.991,0.980,1,12.8,0.063,0.017,15,6.86,1,15,20,5,4,0.840,0.000,0.550,7.01,13,45,518,0,0,14,1,2,12,direct_normal:maze_long_chain:g15,ok,True,True,15,189.9,ok,type=dense; play=94.3; deps=518/0/0
157,1,37,selected,normal,lock,176.1,direct_normal_06_direct_normal_rect_core_burst_g0_v01,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_06_direct_normal_rect_core_burst_g0_v01.asset,direct_normal_candidates,22,35,101,761,0.988,0.629,1.000,0.991,0,6.9,0.031,0.012,16,7.28,1,16,21,4,6,0.923,0.038,0.333,7.53,13,57,493,0,0,16,1,2,13,direct_normal:core_burst:g0,ok,True,True,16,191.1,ok,type=dense; play=91.4; deps=493/0/0
158,1,38,selected,normal,lock,176.1,direct_normal_126_direct_normal_rect_core_burst_g0_v13,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_126_direct_normal_rect_core_burst_g0_v13.asset,direct_normal_candidates,22,39,114,843,0.983,0.564,0.983,0.987,1,12.2,0.063,0.030,13,6.69,1,13,20,4,4,0.828,0.000,0.261,7.39,13,57,682,0,0,16,1,4,12,direct_normal:core_burst:g0,ok,True,True,13,191.3,ok,type=dense; play=93.3; deps=682/0/0
159,1,39,selected,normal,section,175.6,direct_pure_normal_extra_02_15_direct_normal_pure_extra_rect_quasi_symmetry_g19_v05,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/NormalExtraSlice02/direct_pure_normal_extra_02_15_direct_normal_pure_extra_rect_quasi_symmetry_g19_v05.asset,direct_pure_normal_extra_slice02_candidates,20,32,86,628,0.981,0.625,1.000,0.984,0,10.5,0.047,0.018,17,6.76,1,17,17,4,4,0.818,0.273,0.222,7.30,13,57,359,0,0,18,0,1,10,direct_normal:quasi_symmetry:g19,ok,True,True,17,188.6,ok,type=dense; play=91.4; deps=359/0/0
160,1,40,selected,normal,maze,175.6,direct_normal_20_direct_normal_rect_maze_long_chain_g1_v02,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_20_direct_normal_rect_maze_long_chain_g1_v02.asset,direct_normal_candidates,23,36,103,815,0.984,0.639,0.991,0.986,1,8.7,0.047,0.015,18,6.83,1,18,20,5,8,0.885,0.000,0.238,7.91,13,56,464,0,0,19,2,1,13,direct_normal:maze_long_chain:g1,ok,True,True,18,190.6,ok,type=dense; play=94.8; deps=464/0/0
161,1,41,selected,normal,section,175.3,direct_normal_29_direct_normal_rect_quasi_symmetry_g2_v03,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_29_direct_normal_rect_quasi_symmetry_g2_v03.asset,direct_normal_candidates,22,34,108,740,0.989,0.647,1.000,1.000,0,9.6,0.047,0.019,17,6.79,1,19,26,4,9,0.926,0.148,0.455,6.85,13,58,665,0,0,16,5,2,10,direct_normal:quasi_symmetry:g2,ok,True,True,17,192.0,ok,type=dense; play=93.4; deps=665/0/0
162,1,42,selected,normal,dense,174.9,direct_pure_normal_extra_01_11_direct_normal_pure_extra_rect_dense_weave_g16_v02,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/NormalExtraSlice01/direct_pure_normal_extra_01_11_direct_normal_pure_extra_rect_dense_weave_g16_v02.asset,direct_pure_normal_extra_slice01_candidates,18,37,87,660,0.991,0.486,1.000,0.990,0,6.7,0.031,0.014,16,5.85,1,16,18,4,6,0.909,0.045,0.389,7.59,13,56,347,0,0,15,2,4,13,direct_normal:dense_weave:g16,ok,True,True,16,189.6,ok,type=dense; play=102.4; deps=347/0/0
163,1,43,selected,normal,lock,174.6,direct_pure_normal_extra_02_12_direct_normal_pure_extra_rect_core_burst_g19_v05,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/NormalExtraSlice02/direct_pure_normal_extra_02_12_direct_normal_pure_extra_rect_core_burst_g19_v05.asset,direct_pure_normal_extra_slice02_candidates,21,31,81,635,0.975,0.677,0.980,0.979,1,12.7,0.063,0.023,16,6.68,1,16,13,6,3,0.905,0.000,0.294,7.84,13,46,308,0,0,13,1,2,10,direct_normal:core_burst:g19,ok,True,True,16,186.6,ok,type=dense; play=97.0; deps=308/0/0
164,1,44,selected,normal,dense,174.3,direct_normal_topup_51_direct_normal_topup_rect_dense_weave_g6_v07,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_51_direct_normal_topup_rect_dense_weave_g6_v07.asset,direct_normal_topup_candidates,20,39,102,773,0.991,0.513,0.991,0.995,1,7.9,0.047,0.014,16,7.14,1,16,20,5,8,0.923,0.000,0.238,7.58,13,65,412,0,0,13,1,1,12,direct_normal:dense_weave:g6,ok,True,True,16,191.0,ok,type=dense; play=87.2; deps=412/0/0
165,1,45,selected,normal,lock,173.9,direct_normal_topup_50_direct_normal_topup_rect_lock_buckle_g6_v07,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_50_direct_normal_topup_rect_lock_buckle_g6_v07.asset,direct_normal_topup_candidates,23,37,110,834,0.980,0.622,1.000,0.991,0,11.8,0.063,0.018,16,6.87,1,16,24,4,8,0.714,0.107,0.318,7.58,13,53,535,0,0,15,2,2,10,direct_normal:lock_buckle:g6,ok,True,True,16,191.4,ok,type=dense; play=90.2; deps=535/0/0
166,1,46,selected,normal,lock,173.6,direct_normal_53_direct_normal_rect_lock_buckle_g5_v06,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_53_direct_normal_rect_lock_buckle_g5_v06.asset,direct_normal_candidates,21,36,105,743,0.983,0.583,1.000,1.000,0,11.8,0.063,0.024,17,7.00,1,17,20,4,5,0.852,0.074,0.190,7.08,13,50,551,0,0,17,7,1,11,direct_normal:lock_buckle:g5,ok,True,True,17,191.1,ok,type=section; play=92.1; deps=551/0/0
167,1,47,selected,normal,dense,173.6,direct_pure_normal_extra_02_19_direct_normal_pure_extra_rect_dense_weave_g20_v06,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/NormalExtraSlice02/direct_pure_normal_extra_02_19_direct_normal_pure_extra_rect_dense_weave_g20_v06.asset,direct_pure_normal_extra_slice02_candidates,18,35,84,615,0.976,0.514,0.990,0.990,1,15.6,0.078,0.035,15,7.32,1,15,15,3,2,0.857,0.048,0.471,7.32,13,39,340,0,0,12,2,1,10,direct_normal:dense_weave:g20,ok,True,True,15,187.5,ok,type=dense; play=90.5; deps=340/0/0
168,1,48,selected,normal,section,173.1,direct_pure_normal_extra_01_05_direct_normal_pure_extra_rect_dual_zone_g15_v01,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/NormalExtraSlice01/direct_pure_normal_extra_01_05_direct_normal_pure_extra_rect_dual_zone_g15_v01.asset,direct_pure_normal_extra_slice01_candidates,18,34,83,605,0.989,0.529,1.000,0.995,0,10.9,0.063,0.020,14,7.36,1,14,17,5,6,0.905,0.095,0.529,7.29,13,44,305,0,0,12,2,3,12,direct_normal:dual_zone:g15,ok,True,True,14,188.9,ok,type=dense; play=91.0; deps=305/0/0
169,1,49,selected,normal,section,173.0,direct_normal_19_direct_normal_rect_quasi_symmetry_g1_v02,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_19_direct_normal_rect_quasi_symmetry_g1_v02.asset,direct_normal_candidates,21,39,110,802,0.979,0.538,0.974,0.982,1,13.8,0.063,0.029,16,6.66,1,17,25,4,5,0.929,0.214,0.136,7.29,13,47,632,0,0,15,1,3,12,direct_normal:quasi_symmetry:g1,ok,True,True,16,190.2,ok,type=dense; play=95.8; deps=632/0/0
170,1,50,selected,normal,section,173.0,direct_normal_78_direct_normal_rect_stair_push_g1_v08,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_78_direct_normal_rect_stair_push_g1_v08.asset,direct_normal_candidates,21,34,101,707,0.990,0.618,1.000,1.000,0,6.5,0.031,0.008,15,7.40,1,15,22,3,4,0.846,0.154,0.476,7.00,13,56,461,0,0,15,4,1,11,direct_normal:stair_push:g1,ok,True,True,15,191.2,ok,type=dense; play=84.7; deps=461/0/0
171,1,51,selected,normal,dense,172.9,direct_normal_61_direct_normal_rect_outer_shell_g0_v07,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_61_direct_normal_rect_outer_shell_g0_v07.asset,direct_normal_candidates,22,39,116,847,0.987,0.564,0.983,0.978,1,8.5,0.047,0.017,18,6.34,1,18,24,5,5,0.862,0.034,0.250,7.30,13,64,557,0,0,21,3,3,13,asset:direct_normal_61_direct_normal_r,ok,True,True,18,192.0,ok,type=dense; play=94.5; deps=557/0/0
172,1,52,selected,normal,lock,172.7,direct_pure_normal_extra_01_02_direct_normal_pure_extra_rect_lock_buckle_g15_v01,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/NormalExtraSlice01/direct_pure_normal_extra_01_02_direct_normal_pure_extra_rect_lock_buckle_g15_v01.asset,direct_pure_normal_extra_slice01_candidates,19,34,80,640,0.991,0.559,1.000,0.995,0,8.9,0.047,0.009,13,6.26,1,13,14,4,3,0.900,0.000,0.250,8.00,13,54,318,0,0,15,1,5,13,direct_normal:lock_buckle:g15,ok,True,True,13,188.8,ok,type=dense; play=100.3; deps=318/0/0
173,1,53,selected,normal,section,172.6,direct_normal_topup_63_direct_normal_topup_rect_quasi_symmetry_g7_v08,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_63_direct_normal_topup_rect_quasi_symmetry_g7_v08.asset,direct_normal_topup_candidates,23,36,111,816,0.986,0.639,0.982,0.982,1,9.9,0.063,0.018,10,7.50,1,12,24,4,8,0.714,0.036,0.391,7.35,13,45,509,0,0,17,0,5,13,direct_normal:quasi_symmetry:g7,ok,True,True,10,191.2,ok,type=dense; play=83.7; deps=509/0/0
174,1,54,selected,normal,section,172.4,direct_pure_normal_extra_02_09_direct_normal_pure_extra_rect_section_unlock_g19_v05,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/NormalExtraSlice02/direct_pure_normal_extra_02_09_direct_normal_pure_extra_rect_section_unlock_g19_v05.asset,direct_pure_normal_extra_slice02_candidates,18,35,87,617,0.979,0.514,1.000,0.990,0,13.5,0.063,0.025,13,6.97,1,14,19,5,5,0.773,0.182,0.278,7.09,13,50,362,0,0,12,4,2,10,direct_normal:section_unlock:g19,ok,True,True,13,188.6,ok,type=dense; play=87.4; deps=362/0/0
175,1,55,selected,normal,sweep,172.2,direct_normal_105_direct_normal_rect_sweep_g4_v11,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_105_direct_normal_rect_sweep_g4_v11.asset,direct_normal_candidates,22,40,115,866,0.984,0.550,0.975,0.983,1,12.3,0.063,0.013,18,6.61,1,18,23,6,7,0.828,0.000,0.261,7.53,13,61,661,0,0,22,3,3,13,direct_normal:sweep:g4,ok,True,True,18,191.2,ok,type=dense; play=96.1; deps=661/0/0
176,1,56,selected,normal,lock,171.8,direct_normal_topup_12_direct_normal_topup_rect_core_burst_g7_v02,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_12_direct_normal_topup_rect_core_burst_g7_v02.asset,direct_normal_topup_candidates,22,35,104,751,0.975,0.629,0.991,0.995,1,13.1,0.063,0.031,10,7.54,1,14,25,5,8,0.808,0.000,0.429,7.22,13,53,448,0,0,14,2,4,11,direct_normal:core_burst:g7,ok,True,True,10,189.9,ok,type=dense; play=83.7; deps=448/0/0
177,1,57,selected,normal,maze,170.9,direct_pure_topup_06_16_direct_normal_pure_rect_maze_long_chain_g7_v08,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice06/direct_pure_topup_06_16_direct_normal_pure_rect_maze_long_chain_g7_v08.asset,direct_pure_topup_slice06_candidates,21,35,103,728,0.990,0.600,1.000,1.000,0,9.1,0.047,0.013,16,8.71,1,16,23,4,6,0.846,0.077,0.190,7.07,13,61,471,0,0,15,4,0,9,direct_normal:maze_long_chain:g7,ok,True,True,16,191.5,ok,type=lock; play=85.8; deps=471/0/0
178,1,58,selected,normal,section,170.9,direct_normal_102_direct_normal_rect_section_unlock_g4_v11,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_102_direct_normal_rect_section_unlock_g4_v11.asset,direct_normal_candidates,20,37,103,728,0.984,0.541,0.991,0.986,1,10.5,0.047,0.024,15,6.81,1,15,22,4,9,0.692,0.000,0.238,7.07,13,61,453,0,0,12,5,4,12,direct_normal:section_unlock:g4,ok,True,True,15,190.5,ok,type=dense; play=95.4; deps=453/0/0
179,1,59,selected,normal,section,170.5,direct_normal_topup_53_direct_normal_topup_rect_dual_zone_g6_v07,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_53_direct_normal_topup_rect_dual_zone_g6_v07.asset,direct_normal_topup_candidates,22,37,105,805,0.989,0.595,1.000,0.991,0,7.9,0.047,0.011,15,6.93,1,15,25,4,7,0.704,0.111,0.286,7.67,13,55,454,0,0,15,4,3,13,direct_normal:dual_zone:g6,ok,True,True,15,191.6,ok,type=dense; play=89.5; deps=454/0/0
180,1,60,selected,normal,lock,169.3,direct_normal_topup_36_direct_normal_topup_rect_core_burst_g10_v05,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_36_direct_normal_topup_rect_core_burst_g10_v05.asset,direct_normal_topup_candidates,23,38,108,860,0.984,0.605,0.992,0.996,1,12.7,0.078,0.021,16,6.87,1,16,23,5,6,0.815,0.111,0.273,7.96,13,56,522,0,0,14,1,4,12,direct_normal:core_burst:g10,ok,True,True,16,191.1,ok,type=dense; play=89.1; deps=522/0/0
181,1,61,selected,normal,lock,169.2,direct_normal_topup_20_direct_normal_topup_rect_core_burst_g8_v03,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_20_direct_normal_topup_rect_core_burst_g8_v03.asset,direct_normal_topup_candidates,21,36,102,747,0.988,0.583,0.991,0.986,1,8.9,0.047,0.004,17,6.80,1,17,24,5,5,0.923,0.077,0.286,7.32,13,39,552,0,0,18,2,3,11,direct_normal:core_burst:g8,ok,True,True,17,190.8,ok,type=dense; play=91.7; deps=552/0/0
182,1,62,selected,normal,lock,169.2,direct_normal_56_direct_normal_rect_core_burst_g5_v06,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_56_direct_normal_rect_core_burst_g5_v06.asset,direct_normal_candidates,23,38,112,860,0.984,0.605,1.000,0.987,0,12.8,0.063,0.021,14,6.69,1,15,28,3,6,0.821,0.000,0.304,7.68,13,59,627,0,0,17,1,6,12,direct_normal:core_burst:g5,ok,True,True,14,192.0,ok,type=dense; play=92.8; deps=627/0/0
183,1,63,selected,normal,section,168.6,direct_normal_topup_38_direct_normal_topup_rect_stair_push_g10_v05,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_38_direct_normal_topup_rect_stair_push_g10_v05.asset,direct_normal_topup_candidates,21,36,101,740,0.979,0.583,0.991,0.986,1,10.9,0.047,0.020,12,8.70,1,13,20,4,8,0.808,0.077,0.333,7.33,13,49,430,0,0,14,4,2,10,direct_normal:stair_push:g10,ok,True,True,12,189.8,ok,type=section; play=83.7; deps=430/0/0
184,1,64,selected,normal,section,168.5,direct_pure_topup_05_15_direct_normal_pure_rect_dual_zone_g10_v05,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice05/direct_pure_topup_05_15_direct_normal_pure_rect_dual_zone_g10_v05.asset,direct_pure_topup_slice05_candidates,21,37,106,767,0.987,0.568,1.000,0.995,0,9.2,0.047,0.008,12,9.04,1,16,26,3,6,0.815,0.037,0.500,7.24,13,61,479,0,0,17,1,2,13,direct_normal:dual_zone:g10,ok,True,True,12,191.6,ok,type=lock; play=83.4; deps=479/0/0
185,1,65,selected,normal,section,168.4,direct_pure_normal_extra_01_22_direct_normal_pure_extra_rect_stair_push_g17_v03,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/NormalExtraSlice01/direct_pure_normal_extra_01_22_direct_normal_pure_extra_rect_stair_push_g17_v03.asset,direct_pure_normal_extra_slice01_candidates,19,32,81,600,0.987,0.594,1.000,0.995,0,11.1,0.063,0.019,15,7.51,1,15,19,4,5,0.762,0.190,0.294,7.41,13,45,318,0,0,18,1,3,13,direct_normal:stair_push:g17,ok,True,True,15,188.5,ok,type=dense; play=89.4; deps=318/0/0
186,1,66,selected,normal,sweep,168.1,direct_pure_topup_04_05_direct_normal_pure_rect_sweep_g6_v01,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice04/direct_pure_topup_04_05_direct_normal_pure_rect_sweep_g6_v01.asset,direct_pure_topup_slice04_candidates,22,35,101,755,0.981,0.629,1.000,0.991,0,13.4,0.078,0.027,18,6.17,1,18,18,4,4,0.769,0.077,0.143,7.48,13,47,452,0,0,15,4,5,13,direct_normal:sweep:g6,ok,True,True,18,190.4,ok,type=dense; play=101.5; deps=452/0/0
187,1,67,selected,normal,dense,168.1,direct_normal_91_direct_normal_rect_outer_shell_g3_v10,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_91_direct_normal_rect_outer_shell_g3_v10.asset,direct_normal_candidates,21,38,105,787,0.986,0.553,0.982,0.986,1,11.1,0.063,0.019,17,6.55,1,17,21,4,5,0.852,0.074,0.143,7.50,13,61,603,0,0,17,2,3,10,asset:direct_normal_91_direct_normal_r,ok,True,True,17,190.6,ok,type=dense; play=90.0; deps=603/0/0
