order,bucket,bucketRank,type,score,levelId,path,packs,width,height,chains,coverage,outer1,openers,avgChoices,unlockBursts,dependencyBlocks,families,qualityFlags,portableSolved,portableScore,portableQuality,order_i,chains_i,score_f,openers_i,avgChoices_f,dep_i,_style,_pressure,slotRole,relativeDifficulty,template,styleKey,pressureScore
182,normal,162,section,154.1,direct_normal_topup_14_direct_normal_topup_rect_stair_push_g7_v02,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_14_direct_normal_topup_rect_stair_push_g7_v02.asset,direct_normal_topup_candidates,20,39,107,0.982,0.991,19,6.90,20,578,direct_normal:stair_push:g7,ok;rel:Recovery:Recovery,True,190.8,ok,182,107,154.1,19,6.9,578,stair_push,115.948,Pressure,Hard,C_double_wave,stair_push,115.9
183,normal,27,shape_art,284,r2_outer_strong_005_r2_006_a401_procmask_27_onion_maskproceduralvertical_30x42-mainpainterbusttall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_27_onion_maskproceduralvertical_30x42-mainpainterbusttall_20260611_110536.asset,shape_final_with_supplement,30,42,104,0.985,,15,12.9,,11.6,shape:Art:studio:character:procmask_27_onion_maskproceduralvertical_30x42-mainpainterbusttall_20260611_110536,rel:Novelty:ShapeVisual:Shape:Art:studio:character:main,True,284,Normal,183,104,284.0,15,12.9,11,Art,111.285,Shape,Novelty,C_double_wave,Art,111.3
184,normal,136,maze,157.8,direct_normal_110_direct_normal_rect_maze_long_chain_g4_v11,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_110_direct_normal_rect_maze_long_chain_g4_v11.asset,direct_normal_candidates,20,41,110,0.983,0.966,19,8.69,25,503,direct_normal:maze_long_chain:g4,ok,True,190.1,ok,184,110,157.8,19,8.69,503,maze_long_chain,113.767,Recovery,Recovery,C_double_wave,maze_long_chain,113.8
185,normal,44,dense,174.3,direct_normal_topup_51_direct_normal_topup_rect_dense_weave_g6_v07,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_51_direct_normal_topup_rect_dense_weave_g6_v07.asset,direct_normal_topup_candidates,20,39,102,0.991,0.991,16,7.14,20,412,direct_normal:dense_weave:g6,ok;rel:Normal:Normal,True,191.0,ok,185,102,174.3,16,7.14,412,dense_weave,112.54199999999997,Normal,Normal,C_double_wave,dense_weave,112.5
186,normal,124,section,159.5,direct_normal_topup_47_direct_normal_topup_rect_quasi_symmetry_g11_v06,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_47_direct_normal_topup_rect_quasi_symmetry_g11_v06.asset,direct_normal_topup_candidates,21,39,107,0.989,1.000,17,7.40,21,543,direct_normal:quasi_symmetry:g11,ok;rel:Normal:Normal,True,191.9,ok,186,107,159.5,17,7.4,543,quasi_symmetry,117.59500000000003,Pressure,Hard,C_double_wave,quasi_symmetry,117.6
187,refresh,28,sweep,151,direct_normal_topup_64_direct_normal_topup_rect_sweep_g7_v08,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_64_direct_normal_topup_rect_sweep_g7_v08.asset,direct_normal_topup_candidates,20,39,100,0.978,0.952,13,7.2,26,444,direct_normal:sweep:g7,ok|yellow_replacement:BottleneckHeavy|GrindyLowClear,True,190,ok,187,100,151.0,13,7.2,444,sweep,111.56,Normal,Normal,C_double_wave,sweep,111.6
188,shape,70,shape_ocean,287,r2_outer_strong_005_r2_006_a401_procmask_60_onion_maskproceduralvertical_28x42-mainoceanshelltall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_60_onion_maskproceduralvertical_28x42-mainoceanshelltall_20260611_111207.asset,shape_final_with_supplement,28,42,104,0.615,,15,12.9,,0.174,shape:Ocean:SpecialShape,NoRisk|yellow_replacement:StartFakeWide,True,287,Normal,188,104,287.0,15,12.9,0,Ocean,111.44,Shape,Novelty,C_double_wave,Ocean,111.4
189,normal,38,lock,176.1,direct_normal_126_direct_normal_rect_core_burst_g0_v13,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_126_direct_normal_rect_core_burst_g0_v13.asset,direct_normal_candidates,22,39,114,0.983,0.983,13,6.69,20,682,direct_normal:core_burst:g0,ok;rel:Normal:Normal,True,191.3,ok,189,114,176.1,13,6.69,682,core_burst,139.32600000000002,Peak,VeryHard,C_double_wave,core_burst,139.3
190,normal,209,sweep,142.4,direct_normal_131_direct_normal_rect_outer_shell_g1_v14,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_131_direct_normal_rect_outer_shell_g1_v14.asset,direct_normal_candidates,21,40,111,0.987,1.000,16,10.79,25,534,asset:direct_normal_131_direct_normal_,ok,True,192.1,ok,190,111,142.4,16,10.79,534,direct_normal_131_direct_normal_,113.5,Recovery,Recovery,C_double_wave,direct_normal_131_direct_normal_,113.5
191,normal,106,maze,162.1,direct_normal_100_direct_normal_rect_maze_long_chain_g3_v10,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_100_direct_normal_rect_maze_long_chain_g3_v10.asset,direct_normal_candidates,23,38,108,0.982,0.992,15,10.28,23,441,direct_normal:maze_long_chain:g3,ok;rel:Normal:Normal,True,190.9,ok,191,108,162.1,15,10.28,441,maze_long_chain,113.10900000000001,Recovery,Recovery,D_visual_middle,maze_long_chain,113.1
192,normal,70,hole_rescue,259,hole_proc_standard_24x30_mid_921469_24x30_c82,Assets/ArrowMagic/SOData/Levels/Production/HoleProcedural/Candidates/hole_proc_standard_24x30_mid_921469_24x30_c82.asset,hole_procedural_candidates,24,30,82,0.9,,76,76,,45.9,hole_procedural:standard_24x30_mid,procedural_hole_standard,True,259,procedural_hole_standard,192,82,259.0,76,76.0,45,standard_24x30_mid,-113.00500000000001,HoleRescue,Mechanic,D_visual_middle,standard_24x30_mid,-113.0
193,shape,9,shape_landmark,287,r2_outer_strong_005_r2_006_a401_procmask_33_onion_maskproceduralvertical_30x44-mainclocktowertall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_33_onion_maskproceduralvertical_30x44-mainclocktowertall_20260611_110755.asset,shape_final_with_supplement,30,44,105,0.567,,15,12.9,,0.176,shape:Landmark:SpecialShape,NoRisk|yellow_replacement:GrindyLowClear,True,287,Normal,193,105,287.0,15,12.9,0,Landmark,112.44,Shape,Novelty,D_visual_middle,Landmark,112.4
194,normal,81,dense,166.0,direct_normal_51_direct_normal_rect_outer_shell_g5_v06,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_51_direct_normal_rect_outer_shell_g5_v06.asset,direct_normal_candidates,21,37,101,0.978,0.991,15,7.49,24,470,asset:direct_normal_51_direct_normal_r,ok;rel:Normal:Normal,True,189.7,ok,194,101,166.0,15,7.49,470,direct_normal_51_direct_normal_r,112.84799999999998,Normal,Normal,D_visual_middle,direct_normal_51_direct_normal_r,112.8
195,normal,161,section,175.3,direct_normal_29_direct_normal_rect_quasi_symmetry_g2_v03,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_29_direct_normal_rect_quasi_symmetry_g2_v03.asset,direct_normal_candidates,22,34,108,0.989,1.000,17,6.79,26,665,direct_normal:quasi_symmetry:g2,ok;swapped-from-front40,True,192.0,ok,195,108,175.3,17,6.79,665,quasi_symmetry,126.807,Pressure,Hard,D_visual_middle,quasi_symmetry,126.8
196,normal,40,maze,175.6,direct_normal_20_direct_normal_rect_maze_long_chain_g1_v02,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_20_direct_normal_rect_maze_long_chain_g1_v02.asset,direct_normal_candidates,23,36,103,0.984,0.991,18,6.83,20,464,direct_normal:maze_long_chain:g1,ok;rel:Normal:Normal,True,190.6,ok,196,103,175.6,18,6.83,464,maze_long_chain,113.35400000000001,Recovery,Recovery,D_visual_middle,maze_long_chain,113.4
197,shape,109,shape_ocean,289,r2_outer_strong_005_r2_006_a401_procmask_61_onion_maskproceduralvertical_30x40-mainoceanstarfishtall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_61_onion_maskproceduralvertical_30x40-mainoceanstarfishtall_20260611_111208.asset,shape_final_with_supplement,30,40,102,0.574,,14,12.04,,0.179,shape:Ocean:SpecialShape,NoRisk|yellow_replacement:GrindyLowClear,True,289,Normal,197,102,289.0,14,12.04,0,Ocean,112.74799999999999,Shape,Novelty,D_visual_middle,Ocean,112.7
198,normal,154,section,155.5,direct_pure_topup_05_10_direct_normal_pure_rect_section_unlock_g10_v05,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice05/direct_pure_topup_05_10_direct_normal_pure_rect_section_unlock_g10_v05.asset,direct_pure_topup_slice05_candidates,21,38,108,0.991,0.991,16,9.16,23,433,direct_normal:section_unlock:g10,ok;rel:Normal:Normal,True,191.8,ok,198,108,155.5,16,9.16,433,section_unlock,112.257,Normal,Normal,D_visual_middle,section_unlock,112.3
199,normal,179,lock,152.1,direct_normal_103_direct_normal_rect_lock_buckle_g4_v11,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_103_direct_normal_rect_lock_buckle_g4_v11.asset,direct_normal_candidates,22,40,113,0.984,0.983,19,7.61,20,644,direct_normal:lock_buckle:g4,ok;rel:Normal:Normal,True,191.4,ok,199,113,152.1,19,7.61,644,lock_buckle,122.61999999999998,Pressure,Hard,D_visual_middle,lock_buckle,122.6
200,normal,4,dense,210.3,direct_pure_topup_05_17_direct_normal_pure_rect_outer_shell_g11_v06,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice05/direct_pure_topup_05_17_direct_normal_pure_rect_outer_shell_g11_v06.asset,direct_pure_topup_slice05_candidates,18,36,84,0.992,1.000,9,5.68,20,387,asset:direct_pure_topup_05_17_direct_n,ok;rel:Recovery:Recovery,True,189.4,ok,200,84,210.3,9,5.68,387,direct_pure_topup_05_17_direct_n,112.575,Normal,Normal,D_visual_middle,direct_pure_topup_05_17_direct_n,112.6
201,normal,147,sweep,156.3,direct_normal_05_direct_normal_rect_sweep_g0_v01,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_05_direct_normal_rect_sweep_g0_v01.asset,direct_normal_candidates,20,40,104,0.983,0.991,12,8.62,24,405,direct_normal:sweep:g0,ok;rel:Normal:Normal,True,190.5,ok,201,104,156.3,12,8.62,405,sweep,113.99300000000002,Normal,Normal,E_early_peak,sweep,114.0
202,normal,140,maze,157.1,direct_normal_50_direct_normal_rect_maze_long_chain_g4_v05,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_50_direct_normal_rect_maze_long_chain_g4_v05.asset,direct_normal_candidates,22,35,106,0.988,0.991,15,7.57,19,561,direct_normal:maze_long_chain:g4,ok,True,191.3,ok,202,106,157.1,15,7.57,561,maze_long_chain,119.28699999999998,Pressure,Hard,E_early_peak,maze_long_chain,119.3
203,normal,63,shape_ocean,282,r2_outer_strong_005_r2_006_a401_procmask_63_onion_maskproceduralvertical_30x42-mainoceanflipperstall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_63_onion_maskproceduralvertical_30x42-mainoceanflipperstall_20260611_111223.asset,shape_final_with_supplement,30,42,103,0.983,,14,12.04,,12.1,shape:Ocean:diving-gear:equipment:procmask_63_onion_maskproceduralvertical_30x42-mainoceanflipperstall_20260611_111223,rel:Novelty:ShapeVisual:Shape:Ocean:diving-gear:equipment:main,True,282,Normal,203,103,282.0,14,12.04,12,Ocean,112.90799999999999,Shape,Novelty,E_early_peak,Ocean,112.9
204,normal,214,lock,140.4,direct_normal_33_direct_normal_rect_lock_buckle_g3_v04,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_33_direct_normal_rect_lock_buckle_g3_v04.asset,direct_normal_candidates,23,39,115,0.981,0.992,20,10.01,25,540,direct_normal:lock_buckle:g3,ok;rel:Normal:Normal,True,191.7,ok,204,115,140.4,20,10.01,540,lock_buckle,113.154,Normal,Normal,E_early_peak,lock_buckle,113.2
205,normal,205,dense,144.3,direct_normal_24_direct_normal_rect_dense_weave_g2_v03,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_24_direct_normal_rect_dense_weave_g2_v03.asset,direct_normal_candidates,20,40,112,0.990,0.991,17,8.81,21,505,direct_normal:dense_weave:g2,ok;rel:Normal:Normal,True,192.2,ok,205,112,144.3,17,8.81,505,dense_weave,115.99099999999999,Recovery,Recovery,E_early_peak,dense_weave,116.0
206,hard,15,lock,166.0,direct_polish_clean_13_direct_polish_normal_rect_core_burst_g1_v02,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishCleanCandidates/direct_polish_clean_13_direct_polish_normal_rect_core_burst_g1_v02.asset,direct_polish_clean_candidates,21,40,135,0.974,0.992,14,13.61,35,688,direct_polish:core_burst:g1,ok;rel:Normal:Normal,True,193.5,ok,206,135,166.0,14,13.61,688,core_burst,144.86200000000002,Peak,VeryHard,E_early_peak,core_burst,144.9
207,normal,82,section,166.0,direct_normal_49_direct_normal_rect_quasi_symmetry_g4_v05,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_49_direct_normal_rect_quasi_symmetry_g4_v05.asset,direct_normal_candidates,20,38,102,0.979,0.991,15,7.90,21,482,direct_normal:quasi_symmetry:g4,ok;rel:Normal:Normal,True,189.9,ok,207,102,166.0,15,7.9,482,quasi_symmetry,113.53,Normal,Normal,E_early_peak,quasi_symmetry,113.5
208,normal,102,shape_object,290,r2_outer_strong_005_r2_006_a401_procmask_104_onion_maskproceduralvertical_30x42-maindistinctplugtall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_104_onion_maskproceduralvertical_30x42-maindistinctplugtall_20260611_111517.asset,shape_final_with_supplement,30,42,105,0.986,,15,12.9,,11.8,shape:Object:tools-items:object:procmask_104_onion_maskproceduralvertical_30x42-maindistinctplugtall_20260611_111517,rel:Novelty:ShapeVisual:Shape:Object:tools-items:object:main,True,290,Normal,208,105,290.0,15,12.9,11,Object,113.36499999999998,Shape,Novelty,E_early_peak,Object,113.4
209,normal,95,sweep,164.1,direct_normal_95_direct_normal_rect_sweep_g3_v10,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_95_direct_normal_rect_sweep_g3_v10.asset,direct_normal_candidates,21,37,107,0.977,0.973,16,9.39,18,487,direct_normal:sweep:g3,ok;rel:Normal:Normal,True,189.5,ok,209,107,164.1,16,9.39,487,sweep,114.28100000000002,Recovery,Recovery,E_early_peak,sweep,114.3
210,normal,63,section,168.6,direct_normal_topup_38_direct_normal_topup_rect_stair_push_g10_v05,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_38_direct_normal_topup_rect_stair_push_g10_v05.asset,direct_normal_topup_candidates,21,36,101,0.979,0.991,12,8.70,20,430,direct_normal:stair_push:g10,ok;rel:Normal:Normal,True,189.8,ok,210,101,168.6,12,8.7,430,stair_push,113.93800000000002,Normal,Normal,E_early_peak,stair_push,113.9
211,normal,111,maze,161.0,direct_polish_clean_09_direct_polish_normal_rect_maze_long_chain_g0_v01,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishCleanCandidates/direct_polish_clean_09_direct_polish_normal_rect_maze_long_chain_g0_v01.asset,direct_polish_clean_candidates,20,36,112,0.974,1.000,13,9.16,23,373,direct_polish:maze_long_chain:g0,ok,True,191.1,ok,211,112,161.0,13,9.16,373,maze_long_chain,119.34700000000001,Recovery,Recovery,A_peak9,maze_long_chain,119.3
212,normal,130,lock,158.2,direct_normal_113_direct_normal_rect_lock_buckle_g5_v12,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_113_direct_normal_rect_lock_buckle_g5_v12.asset,direct_normal_candidates,23,35,107,0.983,0.973,17,7.43,21,459,direct_normal:lock_buckle:g5,ok;rel:Normal:Normal,True,190.1,ok,212,107,158.2,17,7.43,459,lock_buckle,114.367,Normal,Normal,A_peak9,lock_buckle,114.4
213,normal,138,shape_music,288,r2_outer_strong_005_r2_006_a401_procmask_supp_05_onion_maskfinalsupplement_30x42-mainmusicheadphonestall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_supp_05_onion_maskfinalsupplement_30x42-mainmusicheadphonestall_20260611_124310.asset,shape_final_with_supplement,30,42,103,0.978,,14,12.04,,12.1,shape:Music:stage:object:procmask_supp_05_onion_maskfinalsupplement_30x42-mainmusicheadphonestall_20260611_124310,rel:Novelty:ShapeVisual:Shape:Music:stage:object:main,True,288,Normal,213,103,288.0,14,12.04,12,Music,113.988,Shape,Novelty,A_peak9,Music,114.0
214,normal,164,section,154.0,direct_normal_122_direct_normal_rect_section_unlock_g0_v13,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_122_direct_normal_rect_section_unlock_g0_v13.asset,direct_normal_candidates,22,41,117,0.979,0.992,18,9.85,24,564,direct_normal:section_unlock:g0,ok;rel:Normal:Normal,True,191.8,ok,214,117,154.0,18,9.85,564,section_unlock,121.53000000000002,Pressure,Hard,A_peak9,section_unlock,121.5
215,normal,118,sweep,160.3,direct_normal_topup_40_direct_normal_topup_rect_sweep_g10_v05,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_40_direct_normal_topup_rect_sweep_g10_v05.asset,direct_normal_topup_candidates,23,35,105,0.994,0.991,15,7.85,23,528,direct_normal:sweep:g10,ok;rel:Normal:Normal,True,191.6,ok,215,105,160.3,15,7.85,528,sweep,117.20399999999998,Recovery,Recovery,A_peak9,sweep,117.2
216,normal,94,lock,164.2,direct_normal_96_direct_normal_rect_core_burst_g3_v10,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_96_direct_normal_rect_core_burst_g3_v10.asset,direct_normal_candidates,23,39,111,0.980,0.992,21,7.16,21,513,direct_normal:core_burst:g3,ok;rel:Normal:Normal,True,191.1,ok,216,111,164.2,21,7.16,513,core_burst,116.22299999999998,Normal,Normal,A_peak9,core_burst,116.2
217,normal,56,hole_rescue,258,hole_proc_standard_24x32_late_923033_24x32_c86,Assets/ArrowMagic/SOData/Levels/Production/HoleProcedural/Candidates/hole_proc_standard_24x32_late_923033_24x32_c86.asset,hole_procedural_candidates,24,32,86,0.906,,80,80,,39.3,hole_procedural:standard_24x32_late,procedural_hole_standard,True,258,procedural_hole_standard,217,86,258.0,80,80.0,39,standard_24x32_late,-122.195,HoleRescue,Mechanic,A_peak9,standard_24x32_late,-122.2
218,normal,7,shape_nature,289,r2_outer_strong_005_r2_006_a401_procmask_07_onion_maskproceduralvertical_30x42-maincactustall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_07_onion_maskproceduralvertical_30x42-maincactustall_20260611_110436.asset,shape_final_with_supplement,30,42,106,0.982,,15,12.9,,11.9,shape:Nature:plants-creatures:natural:procmask_07_onion_maskproceduralvertical_30x42-maincactustall_20260611_110436,rel:Hard:ShapePressure:Shape:Nature:plants-creatures:natural:main,True,289,Normal,218,106,289.0,15,12.9,11,Nature,114.18499999999997,Shape,Novelty,A_peak9,Nature,114.2
219,normal,45,lock,173.9,direct_normal_topup_50_direct_normal_topup_rect_lock_buckle_g6_v07,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_50_direct_normal_topup_rect_lock_buckle_g6_v07.asset,direct_normal_topup_candidates,23,37,110,0.980,1.000,16,6.87,24,535,direct_normal:lock_buckle:g6,ok;rel:Normal:Normal,True,191.4,ok,219,110,173.9,16,6.87,535,lock_buckle,125.26099999999998,Peak,VeryHard,A_peak9,lock_buckle,125.3
220,refresh,71,section,165.5,direct_pure_topup_04_10_direct_normal_pure_rect_section_unlock_g7_v02,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice04/direct_pure_topup_04_10_direct_normal_pure_rect_section_unlock_g7_v02.asset,direct_pure_topup_slice04_candidates,22,35,97,0.978,1.000,10,6.52,21,400,direct_normal:section_unlock:g7,ok;rel:Recovery:Recovery,True,189.7,ok,220,97,165.5,10,6.52,400,section_unlock,115.05399999999999,Normal,Normal,A_peak9,section_unlock,115.1
221,normal,80,sweep,166.0,direct_normal_topup_32_direct_normal_topup_rect_sweep_g9_v04,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_32_direct_normal_topup_rect_sweep_g9_v04.asset,direct_normal_topup_candidates,20,40,108,0.984,1.000,13,7.91,23,450,direct_normal:sweep:g9,ok;rel:Normal:Normal,True,191.5,ok,221,108,166.0,13,7.91,450,sweep,121.19200000000001,Recovery,Recovery,F_chapter_breath,sweep,121.2
222,normal,24,lock,184.6,direct_normal_topup_44_direct_normal_topup_rect_core_burst_g11_v06,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_44_direct_normal_topup_rect_core_burst_g11_v06.asset,direct_normal_topup_candidates,22,39,105,0.981,1.000,17,6.04,22,474,direct_normal:core_burst:g11,ok;rel:Normal:Normal,True,190.9,ok,222,105,184.6,17,6.04,474,core_burst,120.14600000000003,Normal,Normal,F_chapter_breath,core_burst,120.1
