"order","section10","category","difficultyCode","difficultyLabel","replacementMark","changedFromOriginalTemplate","changedFromC5V4FSC","originalTemplateAssetPath","originalTemplateCopiedAssetPath","baseC5V4FSCAssetPath","finalAssetPath","finalGuid","projectionReason","linkedOrder","rhythmBucket","sourcePool","productionLane","chainLanguage","originalTargetChains","baseChain","finalChain","canvasAdjustedChain","chainDeltaVsBase","chainDeltaVsInitial","note"
"149","15","normal","4","??4","KEPT_C5V4FSC_REPLACEMENT","True","False","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_126_direct_normal_rect_core_burst_g0_v13.asset","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L149_direct_normal_126_direct_normal_rect_core_burst_g0.asset","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationHubMixedV1Strict30RefillPool/nutation_hub_mixed_v1_strict30_refill_19_s05_r03.asset","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationHubMixedV1Strict30RefillPool/nutation_hub_mixed_v1_strict30_refill_19_s05_r03.asset","3f00380164927df478edf6e619cea9af","keep_current","","Peak","HubMixedRefill30Front300","hub_spoke","mixed_chain","114","98","98","98","0","-16",""
"150","15","normal","1","??1","KEPT_C5V4FSC_REPLACEMENT","True","False","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_65_direct_normal_topup_rect_section_unlock_g8_v09.asset","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L150_direct_normal_topup_65_direct_normal_topup_rect_se.asset","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s27_s38/campaign500_normal_full_v1_s27_s38_129_nutation_peel_rail_v1_rect_s37_o369_v02_peelmid_rail_chain.asset","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s27_s38/campaign500_normal_full_v1_s27_s38_129_nutation_peel_rail_v1_rect_s37_o369_v02_peelmid_rail_chain.asset","d2fbd2a56c2733645bc352e6d6343470","keep_current","","Ordinary","Campaign500_HardGateUntil0910","PeelMid","rail_chain","104","84","84","84","0","-20",""
"151","16","hole","2","??2","KEPT_ORIGINAL_TEMPLATE","False","False","Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_054_std_30x30_lock.asset","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L151_hole_candidate_054_std_30x30_lock.asset","Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_054_std_30x30_lock.asset","Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_054_std_30x30_lock.asset","99ad7d88ecea6db45868e2a7246b935f","keep_current","","HoleRescue","","","","84","84","84","84","0","0",""
"152","16","normal","2","??2","KEPT_C5V4FSC_REPLACEMENT","True","False","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_133_direct_normal_rect_lock_buckle_g1_v14.asset","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L152_direct_normal_133_direct_normal_rect_lock_buckle_g.asset","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s27_s38/campaign500_normal_full_v1_s27_s38_33_nutation_peel_v2_rect_s29_o289_v02_peelmid_curve_chain.asset","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s27_s38/campaign500_normal_full_v1_s27_s38_33_nutation_peel_v2_rect_s29_o289_v02_peelmid_curve_chain.asset","7d769688c5d560a47b139a32459ef7a6","keep_current","","Hard","Campaign500_HardGateUntil0910","Campaign500_HardGateUntil0910","curve_chain","106","82","82","82","0","-24",""
"153","16","shape","2","??2","KEPT_C5V4FSC_REPLACEMENT","True","False","Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV2/shape_refresh_v2_L153_pumpkin_large.asset","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L153_r2_outer_strong_005_r2_006_a401_maskonlyb02_16_lar.asset","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgNext10B/campaign500_shape_psg_next10b_07_L153_pumpkin.asset","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgNext10B/campaign500_shape_psg_next10b_07_L153_pumpkin.asset","3a27091de8a6c2d46b674a27f5840aff","keep_current","","Shape","ShapeMaskInventory","","","115","131","131","131","0","16",""
"154","16","normal","3","????3","KEPT_C5V4FSC_REPLACEMENT","True","False","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_98_direct_normal_rect_stair_push_g3_v10.asset","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L154_direct_normal_98_direct_normal_rect_stair_push_g3_.asset","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationHubMixedV1Strict30RefillPool/nutation_hub_mixed_v1_strict30_refill_20_s05_r04.asset","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationHubMixedV1Strict30RefillPool/nutation_hub_mixed_v1_strict30_refill_20_s05_r04.asset","cdab859aef3a4634581b52e0f8e56c01","keep_current","","Peak","HubMixedRefill30Front300","hub_spoke","mixed_chain","113","99","99","99","0","-14",""
"155","16","normal","1","??1","V5_DONOR_REVERT_FOR_UNIQUENESS","False","True","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/NormalExtraSlice02/direct_pure_normal_extra_02_19_direct_normal_pure_extra_rect_dense_weave_g20_v06.asset","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L155_direct_pure_normal_extra_02_19_direct_normal_pure_.asset","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w10smh/c5nep_w10smh_03_nutation_strict_mixed_hard_v1_rect_s13_o125_v02_strictmixedhard_mixed_chain.asset","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/NormalExtraSlice02/direct_pure_normal_extra_02_19_direct_normal_pure_extra_rect_dense_weave_g20_v06.asset","1dcd2cd3b6d385e4c8f2c5ddba4d6d13","v11_review_donor_revert","77","Ordinary","InitialTemplateDonorRevertReviewOnly","","","84","75","84","84","9","0","projected donor revert if target move is accepted"
"156","16","normal","3","????3","KEPT_C5V4FSC_REPLACEMENT","True","False","Assets/ArrowMagic/SOData/Levels/DirectProcedural/Differentiation120Candidates/direct_diff120_55_direct_diff_normal_near_square_stair_ladder_g3_v04.asset","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L156_direct_diff120_55_direct_diff_normal_near_square_s.asset","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixV1/nutation_longchain_candidate80_holefix_v1_11_nutation_longchain_patch_v1_rect_c80hf_03_d1_weave_patch.asset","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixV1/nutation_longchain_candidate80_holefix_v1_11_nutation_longchain_patch_v1_rect_c80hf_03_d1_weave_patch.asset","59ea405427d468648a587067b92ea7c3","keep_current","","Peak","NutationLongChainStrict60Front300","maze_long_chain","patch_chain","94","74","74","79","0","-20",""
"157","16","normal","1","??1","V5_DONOR_REVERT_FOR_UNIQUENESS","False","True","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice06/direct_pure_topup_06_05_direct_normal_pure_rect_sweep_g6_v07.asset","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L157_direct_pure_topup_06_05_direct_normal_pure_rect_sw.asset","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w12a/c5nep_w12a_14_nutation_strict_mixed_hard_v1_rect_s26_o256_v05_strictmixedhard_mixed_chain.asset","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice06/direct_pure_topup_06_05_direct_normal_pure_rect_sweep_g6_v07.asset","45fef03b89a83b14998024f71563b261","v11_review_donor_revert","81","Ordinary","InitialTemplateDonorRevertReviewOnly","","","84","80","84","84","4","0","projected donor revert if target move is accepted"
"158","16","shape","2","??2","KEPT_C5V4FSC_REPLACEMENT","True","False","Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L158_starfish_large.asset","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L158_r2_outer_strong_005_r2_006_a401_maskonlyb01_07_lar.asset","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgNext10B/campaign500_shape_psg_next10b_08_L158_starfish.asset","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgNext10B/campaign500_shape_psg_next10b_08_L158_starfish.asset","bc55670a8c206af489ef8fa400562581","keep_current","","Shape","ShapeMaskInventory","","","99","96","96","96","0","-3",""
"159","16","normal","2","??2","KEPT_C5V4FSC_REPLACEMENT","True","False","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_137_direct_normal_rect_dual_zone_g1_v14.asset","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L159_direct_normal_137_direct_normal_rect_dual_zone_g1_.asset","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w11b/c5nep_w11b_56_nutation_strict_mixed_hard_v1_rect_s50_o496_v00_strictmixedhard_mixed_chain.asset","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w11b/c5nep_w11b_56_nutation_strict_mixed_hard_v1_rect_s50_o496_v00_strictmixedhard_mixed_chain.asset","50e4948294dd7d04098b55bf277724a3","keep_current","","Ordinary","Campaign500_HardGateUntil0910","PeelLight","rail_chain","100","71","71","71","0","-29",""
"160","16","normal","1","??1","V5_DONOR_REVERT_FOR_UNIQUENESS","False","True","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice04/direct_pure_topup_04_14_direct_normal_pure_rect_core_burst_g7_v02.asset","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L160_direct_pure_topup_04_14_direct_normal_pure_rect_co.asset","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s01_s13/campaign500_normal_full_v1_s01_s13_150_nutation_mixed_neutral_v1_rect_s13_o128_v02_neutralmixed_mixed_chain.asset","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice04/direct_pure_topup_04_14_direct_normal_pure_rect_core_burst_g7_v02.asset","a5799ec6e806fc241ac6995313346928","v11_review_donor_revert","55","Ordinary","InitialTemplateDonorRevertReviewOnly","","","76","69","76","76","7","0","projected donor revert if target move is accepted"
"161","17","normal","1","??1","V5_DONOR_REVERT_FOR_UNIQUENESS","False","True","Assets/ArrowMagic/SOData/Levels/NoMaskProcedural/StyleExpansionPreview/nomask_style_expansion_36_snake_spine_tall.asset","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L161_nomask_style_expansion_36_snake_spine_tall.asset","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/fastlane1/campaign500_normal_early_plus_v1_topup_fastlane1_40_nutation_flow_rail_v1_rect_s32_o311_v00_flowrail_rail_chain.asset","Assets/ArrowMagic/SOData/Levels/NoMaskProcedural/StyleExpansionPreview/nomask_style_expansion_36_snake_spine_tall.asset","e2a85547e5ce87f44acd22b012bc4798","v11_review_donor_revert","30","Ordinary","InitialTemplateDonorRevertReviewOnly","","","53","47","53","53","6","0","projected donor revert if target move is accepted"
"162","17","normal","1","??1","V5_DONOR_REVERT_FOR_UNIQUENESS","False","True","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice06/direct_pure_topup_06_04_direct_normal_pure_rect_dense_weave_g6_v07.asset","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L162_direct_pure_topup_06_04_direct_normal_pure_rect_de.asset","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h02r/c5hole_lowchoice_v1_h02r_38_nutation_strict_mixed_axisbreak_v1_rect_s11_o105_v01_strictmixedaxisbreak_axis_break_chain_hf1.asset","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice06/direct_pure_topup_06_04_direct_normal_pure_rect_dense_weave_g6_v07.asset","8d0cd5db231505048af0f062eae931d0","v11_review_donor_revert","57","Ordinary","InitialTemplateDonorRevertReviewOnly","","","95","74","95","95","21","0","projected donor revert if target move is accepted"
"163","17","shape","1","??1","KEPT_C5V4FSC_REPLACEMENT","True","False","Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L163_ring_main.asset","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L163_r2_outer_strong_005_r2_006_a401_maskonlyb05_16_mai.asset","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgRemainingDropTop3/campaign500_shape_psg_remaining_drop_top3_02_L163_ring_r2dense.asset","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgRemainingDropTop3/campaign500_shape_psg_remaining_drop_top3_02_L163_ring_r2dense.asset","bd61dd4f178af9447b968af0a1f7ff24","keep_current","","Shape","ShapeMaskInventory","","","99","90","90","90","0","-9",""
"164","17","normal","3","????3","KEPT_C5V4FSC_REPLACEMENT","True","False","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_18_direct_normal_topup_rect_lock_buckle_g8_v03.asset","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L164_direct_normal_topup_18_direct_normal_topup_rect_lo.asset","Assets/ArrowMagic/SOData/Levels/Campaign500LongChainProd200PoolV1/campaign500_longchain_prod200_pool_v1_121_l155_long_normal_a_dense_s16_slot_seedlock_gate_carrier.asset","Assets/ArrowMagic/SOData/Levels/Campaign500LongChainProd200PoolV1/campaign500_longchain_prod200_pool_v1_121_l155_long_normal_a_dense_s16_slot_seedlock_gate_carrier.asset","d6e87b9d4a8a8ac40a6a66820ae24162","keep_current","","Hard","SeedV5LongChain30Front300","slot_seedlock_gate_carrier","family_profile_chain","114","37","37","39","0","-77",""
"165","17","normal","1","??1","KEPT_C5V4FSC_REPLACEMENT","True","False","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/NormalExtraSlice02/direct_pure_normal_extra_02_24_direct_normal_pure_extra_rect_maze_long_chain_g20_v06.asset","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L165_direct_pure_normal_extra_02_24_direct_normal_pure_.asset","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s14_s26/campaign500_normal_full_v1_s14_s26_04_nutation_mixed_neutral_v1_rect_s14_o137_v00_neutralmixed_mixed_chain.asset","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s14_s26/campaign500_normal_full_v1_s14_s26_04_nutation_mixed_neutral_v1_rect_s14_o137_v00_neutralmixed_mixed_chain.asset","2a37fcc1a0dbf2740b7766bef3b51c0e","keep_current","","Ordinary","Campaign500_HardGateUntil0910","NeutralMixed","mixed_chain","86","72","72","72","0","-14",""
"166","17","normal","2","??2","V5_DONOR_REVERT_FOR_UNIQUENESS","False","True","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishCleanCandidates/direct_polish_clean_19_direct_polish_normal_rect_section_unlock_g2_v03.asset","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L166_direct_polish_clean_19_direct_polish_normal_rect_s.asset","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixS2V1/nutation_longchain_candidate80_holefix_s2_v1_60_nutation_longchain_spine_v1_rect_c80hf2_15_d3_section_spine.asset","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishCleanCandidates/direct_polish_clean_19_direct_polish_normal_rect_section_unlock_g2_v03.asset","1217bdfd0118320478e205a7320d5c31","v11_review_donor_revert","89","Hard","InitialTemplateDonorRevertReviewOnly","","","119","101","119","119","18","0","projected donor revert if target move is accepted"
"167","17","hole","1","??1","KEPT_ORIGINAL_TEMPLATE","False","False","Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_021_std_22x26_lock.asset","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L167_hole_candidate_021_std_22x26_lock.asset","Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_021_std_22x26_lock.asset","Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_021_std_22x26_lock.asset","9dc29cdf0d64dec44b343c393217dc28","keep_current","","HoleRescue","","","","53","53","53","53","0","0",""
"168","17","shape","2","??2","KEPT_C5V4FSC_REPLACEMENT","True","False","Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV2/shape_refresh_v2_L168_brickcellphone_large.asset","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L168_r2_outer_strong_005_r2_006_a401_maskonlyb06_01_lar.asset","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgReviewTop3Rescue/campaign500_shape_psg_review_top3_rescue_39_L168_brickcellphone_lock.asset","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgReviewTop3Rescue/campaign500_shape_psg_review_top3_rescue_39_L168_brickcellphone_lock.asset","7dddf6513821cc745aaddbb8298add7a","keep_current","","Shape","ShapeMaskInventory","","","110","118","118","118","0","8",""
"169","17","normal","3","????3","KEPT_C5V4FSC_REPLACEMENT","True","False","Assets/ArrowMagic/SOData/Levels/DirectProcedural/Differentiation120Candidates/direct_diff120_84_direct_diff_hard_dag_unlock_stair_ladder_g0_v01.asset","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L169_direct_diff120_84_direct_diff_hard_dag_unlock_stai.asset","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixS3V1/nutation_longchain_candidate80_holefix_s3_v1_64_nutation_longchain_spine_v1_rect_c80hf3_16_d3_lock_spine.asset","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixS3V1/nutation_longchain_candidate80_holefix_s3_v1_64_nutation_longchain_spine_v1_rect_c80hf3_16_d3_lock_spine.asset","cb8bd7086ffd5584da28a31fd6d2fa6f","keep_current","","Peak","NutationLongChainStrict60Front300","maze_long_chain","spine_chain","124","109","109","130","0","-15",""
"170","17","normal","1","??1","V5_DONOR_REVERT_FOR_UNIQUENESS","False","True","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_71_direct_normal_topup_rect_quasi_symmetry_g8_v09.asset","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L170_direct_normal_topup_71_direct_normal_topup_rect_qu.asset","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h05r/c5hole_lowchoice_v1_h05r_05_nutation_strict_mixed_choiceclamp_v1_rect_s20_o196_v04_strictmixedchoiceclamp_choice_clamp_chain_hf1.asset","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_71_direct_normal_topup_rect_quasi_symmetry_g8_v09.asset","5e2ab3b9c63833f4fbc8eb3098f1e9f5","v11_review_donor_revert","79","Ordinary","InitialTemplateDonorRevertReviewOnly","","","104","76","104","104","28","0","projected donor revert if target move is accepted"
"171","18","normal","1","??1","KEPT_C5V4FSC_REPLACEMENT","True","False","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_03_direct_normal_topup_rect_dense_weave_g6_v01.asset","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L171_direct_normal_topup_03_direct_normal_topup_rect_de.asset","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w10smh/c5nep_w10smh_17_nutation_strict_mixed_hard_v1_rect_s24_o236_v00_strictmixedhard_mixed_chain.asset","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w10smh/c5nep_w10smh_17_nutation_strict_mixed_hard_v1_rect_s24_o236_v00_strictmixedhard_mixed_chain.asset","fc498a6197c3a4c4a8b734bb366bfbaf","keep_current","","Ordinary","Campaign500_HardGateUntil0910","PeelMid","rail_chain","108","76","76","76","0","-32",""
"172","18","normal","2","??2","V5_DONOR_REVERT_FOR_UNIQUENESS","False","True","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_22_direct_normal_topup_rect_stair_push_g8_v03.asset","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L172_direct_normal_topup_22_direct_normal_topup_rect_st.asset","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixS2V1/nutation_longchain_candidate80_holefix_s2_v1_07_nutation_longchain_patch_v1_rect_c80hf2_02_d1_maze_patch.asset","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_22_direct_normal_topup_rect_stair_push_g8_v03.asset","8de0beb785d047846b8dd11015e7cc19","v11_review_donor_revert","40","Hard","InitialTemplateDonorRevertReviewOnly","","","106","70","106","106","36","0","projected donor revert if target move is accepted"
"173","18","shape","1","??1","KEPT_C5V4FSC_REPLACEMENT","True","False","Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L173_teapot_large.asset","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L173_r2_outer_strong_005_r2_006_a401_maskonlyb05_18_lar.asset","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgRemainingDropTop3/campaign500_shape_psg_remaining_drop_top3_05_L173_teapot_r2dense.asset","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgRemainingDropTop3/campaign500_shape_psg_remaining_drop_top3_05_L173_teapot_r2dense.asset","5b2f2152a43cc9c44bd8f2d442c0a45c","keep_current","","Shape","ShapeMaskInventory","","","104","107","107","107","0","3",""
