"order","levelId","assetPath","guid","category","type","relativeDifficulty","slotRole","status","flags","width","height","chains","arrowTiles","maxChainLength","shapeId","shapeNameZh"
"411","direct_normal_145_direct_normal_rect_sweep_g2_v15","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_145_direct_normal_rect_sweep_g2_v15.asset","e6b329225062a774f8f0ae2b80a2bed3","normal","sweep","Recovery","Recovery","Green","None","22","41","114","885","13","",""
"412","direct_diff120_139_direct_diff_veryhard_near_square_center_cross_g4_v05","Assets/ArrowMagic/SOData/Levels/DirectProcedural/Differentiation120Candidates/direct_diff120_139_direct_diff_veryhard_near_square_center_cross_g4_v05.asset","7e7df8669b6e48246990cb2a0aafca02","normal","section","Hard","Pressure","Green","None","32","39","158","1230","13","",""
"413","r2_outer_strong_005_r2_006_a401_maskonlyb06_06_large_payphone","Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV2/shape_refresh_v2_L413_payphone_large.asset","a029d7d7fa0561044b933cbb6b14cddc","shape","shape_landmark","Novelty","Shape","Yellow","GrindyLowClear","38","49","153","1270","17","payphone","公用电话"
"414","direct_normal_25_direct_normal_rect_sweep_g2_v03","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_25_direct_normal_rect_sweep_g2_v03.asset","8ec005cafbc6d8c438157b57c06b0138","normal","sweep","Recovery","Recovery","Green","None","22","37","107","804","13","",""
"415","direct_pure_topup_08_13_direct_polish_hard_pure_rect_quasi_symmetry_g12_v04","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice08/direct_pure_topup_08_13_direct_polish_hard_pure_rect_quasi_symmetry_g12_v04.asset","ac20011fc02d6cb4180012530b165ca5","normal","section","Normal","Normal","Green","None","23","38","141","854","10","",""
"416","direct_pure_topup_08_18_direct_polish_hard_pure_rect_lock_buckle_g13_v05","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice08/direct_pure_topup_08_18_direct_polish_hard_pure_rect_lock_buckle_g13_v05.asset","c005ffef124daec4886329aecc74425f","normal","lock","Hard","Pressure","Green","None","25","38","149","932","10","",""
"417","hole_topup_016_topup_tall_28x30_shell","Assets/ArrowMagic/SOData/Levels/HoleProcedural/TopupCandidates/hole_topup_016_topup_tall_28x30_shell.asset","9652e6ca4a4f40941b1cc3fa0b22b06a","hole","hole_rescue","Mechanic","HoleRescue","Green","None","28","30","75","751","22","",""
"418","r2_outer_strong_005_r2_006_a401_maskonlyb08_04_main_crystalcluster","Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L418_crystalcluster_main.asset","6fb70c93bfed65745ab8cc2a0150b769","shape","shape_space","Novelty","Shape","Green","None","42","42","157","1068","13","crystalcluster","水晶簇"
"419","direct_advanced_40_direct_advanced_veryhard_rect_section_unlock_g0_v05","Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_40_direct_advanced_veryhard_rect_section_unlock_g0_v05.asset","91a08e5780c5be74d888e6c86b954967","normal","section","RelativeExtreme","Peak","Green","None","27","47","203","1250","10","",""
"420","direct_pure_topup_10_01_direct_polish_hard_pure_rect_dense_weave_g10_v08","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice10/direct_pure_topup_10_01_direct_polish_hard_pure_rect_dense_weave_g10_v08.asset","5c419821a9b17254db55d1753ad66585","normal","dense","Recovery","Recovery","Green","None","22","42","143","900","10","",""
"421","direct_polish_hard_08_direct_polish_hard_rect_sweep_g4_v01","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishHardCandidates/direct_polish_hard_08_direct_polish_hard_rect_sweep_g4_v01.asset","f56419f5f6f19ba4184dd4be2608e4d8","normal","sweep","Recovery","Recovery","Green","None","25","45","180","1100","10","",""
"422","direct_normal_14_direct_normal_rect_dense_weave_g1_v02","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_14_direct_normal_rect_dense_weave_g1_v02.asset","8ae0b57b1d052274c86a715946c7a80b","normal","dense","Normal","Normal","Green","None","23","38","113","860","13","",""
"423","r2_outer_strong_005_r2_006_a401_maskonlyb05_01_large_artistpalette","Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV2/shape_refresh_v2_L423_artistpalette_large.asset","b85afea4934a0dc47a5a09ffcd851ecb","shape","shape_vehicle","Novelty","Shape","Green","None","44","38","136","1147","17","artistpalette","调色盘"
"424","direct_polish_clean_18_direct_polish_normal_rect_maze_long_chain_g1_v02","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishCleanCandidates/direct_polish_clean_18_direct_polish_normal_rect_maze_long_chain_g1_v02.asset","11ee13a83bf2a02488af27840a99ddb1","normal","maze","Normal","Normal","Green","None","22","37","129","793","10","",""
"425","direct_advanced_33_direct_advanced_veryhard_rect_lock_buckle_g0_v05","Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_33_direct_advanced_veryhard_rect_lock_buckle_g0_v05.asset","2e746213f293c034eb0b2fe0fb7aebb5","normal","lock","Hard","Pressure","Green","None","28","48","213","1320","10","",""
"426","hole_candidate_086_wide_32x24_dense","Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_086_wide_32x24_dense.asset","85a4d8d7e9000c44c8d0c66e74189d1f","hole","hole_rescue","Mechanic","HoleRescue","Green","None","32","24","80","672","19","",""
"427","r2_outer_strong_005_r2_006_a401_maskonlyb09_25_large_treasurechest","Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L427_treasurechest_large.asset","88194f3f0d2299a498d2e3c38c4325a8","shape","shape_nature","Novelty","Shape","Green","BottleneckHeavy","44","40","161","1311","17","treasurechest","宝箱"
"428","direct_pure_topup_10_03_direct_polish_hard_pure_rect_dual_zone_g10_v08","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice10/direct_pure_topup_10_03_direct_polish_hard_pure_rect_dual_zone_g10_v08.asset","a687290fde52330498ae2a87eacdd6db","normal","section","Normal","Normal","Green","None","24","39","146","910","10","",""
"429","direct_advanced_10_direct_advanced_veryhard_rect_dense_weave_g1_v02","Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_10_direct_advanced_veryhard_rect_dense_weave_g1_v02.asset","d37b89b3f49239144929310c6b9dc4cd","normal","dense","Hard","Pressure","Green","None","27","48","205","1261","10","",""
"430","direct_pure_topup_08_22_direct_polish_hard_pure_rect_stair_push_g13_v05","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice08/direct_pure_topup_08_22_direct_polish_hard_pure_rect_stair_push_g13_v05.asset","9e41036c526906f408660469dc37f81e","normal","section","Normal","Normal","Green","None","24","39","147","914","10","",""
"431","direct_normal_54_direct_normal_rect_dense_weave_g5_v06","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_54_direct_normal_rect_dense_weave_g5_v06.asset","9a3a907bddda0a349b5f27ab2eea5619","normal","dense","Normal","Normal","Green","None","23","39","112","879","13","",""
"432","direct_polish_hard_13_direct_polish_hard_rect_core_burst_g5_v02","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishHardCandidates/direct_polish_hard_13_direct_polish_hard_rect_core_burst_g5_v02.asset","8f20ff361b5f38d45bcbf037e05392bc","normal","lock","Hard","Pressure","Green","None","24","43","164","1010","10","",""
"433","r2_outer_strong_005_r2_006_a401_maskonlyb06_10_large_filmroll","Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L433_filmroll_large.asset","f33da85f11d83074c98ddf4f87ccdbf6","shape","shape_vehicle","Novelty","Shape","Green","BottleneckHeavy","43","47","161","1410","17","filmroll","胶片"
"434","direct_pure_topup_07_11_direct_polish_hard_pure_rect_section_unlock_g10_v02","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice07/direct_pure_topup_07_11_direct_polish_hard_pure_rect_section_unlock_g10_v02.asset","9bc9ce0022d50774889a27fe916f66e2","normal","section","Normal","Normal","Green","None","24","43","162","1007","10","",""
"435","hole_candidate_051_std_28x28_lock","Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_051_std_28x28_lock.asset","943f79282dee10141b8dd2103ac3cb56","hole","hole_rescue","Mechanic","HoleRescue","Green","None","28","28","76","697","22","",""
"436","direct_advanced_25_direct_advanced_veryhard_rect_lock_buckle_g3_v04","Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_25_direct_advanced_veryhard_rect_lock_buckle_g3_v04.asset","eb0b3fd59a1aaa14b8314a72047df2ac","normal","lock","RelativeExtreme","Peak","Green","None","27","45","194","1195","10","",""
"437","direct_pure_topup_08_23_direct_polish_hard_pure_rect_quasi_symmetry_g13_v05","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice08/direct_pure_topup_08_23_direct_polish_hard_pure_rect_quasi_symmetry_g13_v05.asset","1f296124da1e315479b6231f7c2d62af","normal","section","Normal","Normal","Green","None","25","41","164","1003","10","",""
"438","r2_outer_strong_005_r2_006_a401_maskonlyb09_24_large_giftbox","Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L438_giftbox_large.asset","ac75b57d9b0270044a7db34fcc35a557","shape","shape_nature","Novelty","Shape","Green","None","43","43","166","1373","17","giftbox","礼盒"
"439","direct_pure_topup_07_09_direct_polish_hard_pure_rect_maze_long_chain_g9_v01","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice07/direct_pure_topup_07_09_direct_polish_hard_pure_rect_maze_long_chain_g9_v01.asset","0c722329dd3e07b4b98bf6461e9d8627","normal","maze","Recovery","Recovery","Green","None","24","40","158","942","10","",""
"440","direct_pure_topup_08_21_direct_polish_hard_pure_rect_dual_zone_g13_v05","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice08/direct_pure_topup_08_21_direct_polish_hard_pure_rect_dual_zone_g13_v05.asset","f3517bba5d7848e428421fb39a8312c1","normal","section","Normal","Normal","Green","None","23","44","161","988","10","",""
"441","direct_normal_topup_48_direct_normal_topup_rect_sweep_g11_v06","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_48_direct_normal_topup_rect_sweep_g11_v06.asset","d6460c3145bb1eb489931095e6bbeeba","normal","sweep","Recovery","Recovery","Green","None","22","36","105","784","13","",""
"442","hole_candidate_101_wide_34x28_shell","Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_101_wide_34x28_shell.asset","2108406254a7548408a49a2669086551","hole","hole_rescue","Mechanic","HoleRescue","Green","None","34","28","81","853","22","",""
"443","r2_outer_strong_005_r2_006_a401_maskonlyb08_10_large_ufo","Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L443_ufo_large.asset","9bed04670b8862744bf04faa2bd7972f","shape","shape_symbol","Novelty","Shape","Green","BottleneckHeavy","39","31","84","714","17","ufo","飞碟"
"444","direct_pure_topup_09_05_direct_polish_hard_pure_rect_dense_weave_g14_v06","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice09/direct_pure_topup_09_05_direct_polish_hard_pure_rect_dense_weave_g14_v06.asset","48698c3e7f7377841b5cdbd5af1b6c76","normal","dense","Hard","Pressure","Green","None","23","43","159","970","10","",""
"445","direct_advanced_31_direct_advanced_veryhard_rect_sweep_g3_v04","Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_31_direct_advanced_veryhard_rect_sweep_g3_v04.asset","574cf8d49e5912e479a2be4d269e89dc","normal","sweep","Recovery","Recovery","Green","None","24","51","197","1199","10","",""
"446","direct_polish_clean_21_direct_polish_normal_rect_dense_weave_g2_v03","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishCleanCandidates/direct_polish_clean_21_direct_polish_normal_rect_dense_weave_g2_v03.asset","dd5abd8f2e041e54e8eb8adbc33fc348","normal","dense","Normal","Normal","Green","None","22","38","136","821","10","",""
"447","r2_outer_strong_005_r2_006_a401_maskonlyb02_08_compact_magicbook","Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV2/shape_refresh_v2_L447_magicbook_compact.asset","dd6745363d0f5bf4994b577b038181cc","shape","shape_object","Novelty","Shape","Green","BottleneckHeavy","31","36","78","790","24","magicbook","魔法书"
"448","direct_advanced_46_direct_advanced_veryhard_rect_quasi_symmetry_g1_v06","Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_46_direct_advanced_veryhard_rect_quasi_symmetry_g1_v06.asset","866208997f8604449aca97923c0479b2","normal","section","Hard","Pressure","Green","None","24","48","196","1128","10","",""
"449","direct_pure_topup_07_14_direct_polish_hard_pure_rect_core_burst_g10_v02","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice07/direct_pure_topup_07_14_direct_polish_hard_pure_rect_core_burst_g10_v02.asset","45d667c340046ad4892d91a1af855746","normal","lock","RelativeExtreme","Peak","Green","None","27","41","181","1090","10","",""
"450","direct_pure_topup_10_19_direct_polish_hard_pure_rect_section_unlock_g12_v10","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice10/direct_pure_topup_10_19_direct_polish_hard_pure_rect_section_unlock_g12_v10.asset","de870f60ad55e0048bf0bd7fb441ba75","normal","section","Normal","Normal","Green","None","24","44","165","1037","10","",""
"451","hole_highchain_extra_018_hc2_32x30_lock_a","Assets/ArrowMagic/SOData/Levels/HoleProcedural/HighChainCandidates/hole_highchain_extra_018_hc2_32x30_lock_a.asset","dd24c797961165d4db54bd86e88b38f8","hole","hole_rescue","Mechanic","HoleRescue","Yellow","StartFakeWide|BottleneckHeavy","32","30","90","866","22","",""
"452","direct_pure_topup_07_02_direct_polish_hard_pure_rect_lock_buckle_g9_v01","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice07/direct_pure_topup_07_02_direct_polish_hard_pure_rect_lock_buckle_g9_v01.asset","d8a81999f50821f468af4fcbe3b6f4f5","normal","lock","Normal","Normal","Green","None","23","42","154","943","10","",""
"453","r2_outer_strong_005_r2_006_a401_maskonlyb02_09_large_fish","Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L453_fish_large.asset","165fe1d604847d4439c7b9acd492d023","shape","shape_character","Novelty","Shape","Green","None","44","38","106","902","17","fish","鱼"
"454","sgp_manual_keep_outer1_repair_05_sgp_seed_hard_skeleton_newseed20260618_100431_dive","Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV4/shape_refresh_v4_L454_sgp_manual_keep_outer1_repair_05_sgp_seed_hard_skeleton_newseed2026061.asset","3c09d12b09ea5304abc68b7d7c0cb543","normal","section","Hard","Pressure","Green","StartTooNarrow","34","48","156","1609","79","",""
"455","direct_pure_topup_07_23_direct_polish_hard_pure_rect_dense_weave_g11_v03","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice07/direct_pure_topup_07_23_direct_polish_hard_pure_rect_dense_weave_g11_v03.asset","3f382166ea317514898165dd3ed3646b","normal","dense","Normal","Normal","Green","None","22","42","149","906","10","",""
"456","direct_advanced_48_direct_advanced_veryhard_rect_section_unlock_g1_v06","Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_48_direct_advanced_veryhard_rect_section_unlock_g1_v06.asset","58093147c74159d45aeb81daf6ef5eae","normal","section","RelativeExtreme","Peak","Green","None","28","50","224","1379","10","",""
"457","direct_normal_topup_72_direct_normal_topup_rect_sweep_g8_v09","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_72_direct_normal_topup_rect_sweep_g8_v09.asset","5387bdbd19029c147b775356709fbe60","normal","sweep","Recovery","Recovery","Green","None","23","40","117","903","13","",""
"458","r2_outer_strong_005_r2_006_a401_maskonlyb09_22_main_star","Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L458_star_main.asset","fcf708f1fdc0e0542b0960758be19ed5","shape","shape_nature","Novelty","Shape","Green","BottleneckHeavy","38","38","112","763","13","star","星星"
"459","direct_pure_topup_07_17_direct_polish_hard_pure_rect_quasi_symmetry_g10_v02","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice07/direct_pure_topup_07_17_direct_polish_hard_pure_rect_quasi_symmetry_g10_v02.asset","46ca8fc15b4856c42a55caabfb3f8754","normal","section","Normal","Normal","Green","None","24","47","180","1095","10","",""
"460","direct_pure_topup_08_10_direct_polish_hard_pure_rect_core_burst_g12_v04","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice08/direct_pure_topup_08_10_direct_polish_hard_pure_rect_core_burst_g12_v04.asset","2211828ffbbd76243b3ee735e2a6ecd4","normal","lock","Normal","Normal","Green","None","25","39","156","953","10","",""
"461","direct_pure_topup_07_18_direct_polish_hard_pure_rect_sweep_g10_v02","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice07/direct_pure_topup_07_18_direct_polish_hard_pure_rect_sweep_g10_v02.asset","1ec4341505996ca4d9e7c49c0671bda0","normal","sweep","Recovery","Recovery","Green","None","25","41","168","1010","10","",""
"462","direct_pure_topup_08_19_direct_polish_hard_pure_rect_dense_weave_g13_v05","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice08/direct_pure_topup_08_19_direct_polish_hard_pure_rect_dense_weave_g13_v05.asset","32e833476b455384f85b6bc0ea5587d4","normal","dense","Normal","Normal","Green","None","21","40","135","828","10","",""
"463","r2_outer_strong_005_r2_006_a401_maskonlyb08_08_compact_castletower","Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L463_castletower_compact.asset","d45776abc3e391d41b2ed83325eabcf5","shape","shape_landmark","Novelty","Shape","Green","BottleneckHeavy","29","38","71","721","24","castletower","城堡塔"
"464","direct_normal_topup_58_direct_normal_topup_rect_lock_buckle_g7_v08","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_58_direct_normal_topup_rect_lock_buckle_g7_v08.asset","fc618cf2ec539c947ac3078f107a2345","normal","lock","Hard","Pressure","Green","PeakTooFlat","22","38","111","826","13","",""
"465","direct_advanced_23_direct_advanced_veryhard_rect_sweep_g2_v03","Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_23_direct_advanced_veryhard_rect_sweep_g2_v03.asset","7ad227ae9d046ce4b9685e9fc6ff8468","normal","sweep","Recovery","Recovery","Green","None","28","48","213","1314","10","",""
"466","direct_pure_topup_07_05_direct_polish_hard_pure_rect_dual_zone_g9_v01","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice07/direct_pure_topup_07_05_direct_polish_hard_pure_rect_dual_zone_g9_v01.asset","8178082faeb347d46913f24fae06f852","normal","section","Normal","Normal","Green","None","26","40","166","1015","10","",""
"467","hole_topup_031_topup_std_26x26_maze","Assets/ArrowMagic/SOData/Levels/HoleProcedural/TopupCandidates/hole_topup_031_topup_std_26x26_maze.asset","699611b0fa183a04198bda259d76fb1c","hole","hole_rescue","Mechanic","HoleRescue","Green","None","26","26","63","591","22","",""
"468","r2_outer_strong_005_r2_006_a401_maskonlyb06_03_compact_boombox","Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L468_boombox_compact.asset","54942a1d86f1ac24a950f583322afb25","shape","shape_toolui","Novelty","Shape","Green","BottleneckHeavy","37","29","73","729","23","boombox","收录机"
"469","direct_polish_hard_18_direct_polish_hard_rect_maze_long_chain_g5_v02","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishHardCandidates/direct_polish_hard_18_direct_polish_hard_rect_maze_long_chain_g5_v02.asset","ef33a54a2ae630c469d104b4ce9cf687","normal","maze","Hard","Pressure","Green","None","24","42","160","982","10","",""
"470","direct_pure_topup_09_23_direct_polish_hard_pure_rect_section_unlock_g10_v08","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice09/direct_pure_topup_09_23_direct_polish_hard_pure_rect_section_unlock_g10_v08.asset","58fef92723bb44e44b87dfb1309189ae","normal","section","Recovery","Recovery","Green","None","25","38","149","920","10","",""
"471","direct_normal_topup_16_direct_normal_topup_rect_sweep_g7_v02","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_16_direct_normal_topup_rect_sweep_g7_v02.asset","4ed93a4b6e853cb4fbc3e1863dfb7ebf","normal","sweep","Recovery","Recovery","Green","None","22","38","106","824","13","",""
"472","direct_advanced_13_direct_advanced_veryhard_rect_stair_push_g1_v02","Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_13_direct_advanced_veryhard_rect_stair_push_g1_v02.asset","321e3d1d72ebd0a4bad68f0050f17c27","normal","section","Hard","Pressure","Green","None","28","51","231","1395","10","",""
"473","r2_outer_strong_005_r2_006_a401_maskonlyb05_11_compact_mug","Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L473_mug_compact.asset","69e2d34b4657db64b9bb543686cda3dc","shape","shape_landmark","Novelty","Shape","Green","None","33","29","67","659","24","mug","马克杯"
"474","direct_advanced_42_direct_advanced_veryhard_rect_dense_weave_g1_v06","Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_42_direct_advanced_veryhard_rect_dense_weave_g1_v06.asset","cb3f70dfee8a9cb4f9799589e01575c7","normal","dense","Recovery","Recovery","Green","None","26","44","178","1124","10","",""
"475","direct_advanced_36_direct_advanced_veryhard_rect_dual_zone_g0_v05","Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_36_direct_advanced_veryhard_rect_dual_zone_g0_v05.asset","b6ba76d4e9bf5fc4eb5f333fd34c395c","normal","section","Normal","Normal","Green","None","24","51","195","1207","10","",""
"476","direct_normal_136_direct_normal_rect_core_burst_g1_v14","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_136_direct_normal_rect_core_burst_g1_v14.asset","4b41700f384682e4daa2388813f2f849","normal","lock","Hard","Pressure","Green","None","23","41","126","926","13","",""
"477","hole_candidate_032_std_24x28_dense","Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_032_std_24x28_dense.asset","36a12545babc04d49ab84c379005bc3e","hole","hole_rescue","Mechanic","HoleRescue","Green","None","24","28","60","588","20","",""
"478","r2_outer_strong_005_r2_006_a401_maskonlyb04_09_main_flag","Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L478_flag_main.asset","a523c4a1e6777e64abaf790a910e5af9","shape","shape_space","Novelty","Shape","Green","None","38","42","112","765","13","flag","旗帜"
"479","direct_advanced_14_direct_advanced_veryhard_rect_quasi_symmetry_g1_v02","Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_14_direct_advanced_veryhard_rect_quasi_symmetry_g1_v02.asset","6e276e5d1fa5b124b811e0770eab1cd8","normal","section","RelativeExtreme","Peak","Green","None","25","44","185","1086","10","",""
"480","direct_pure_topup_08_24_direct_polish_hard_pure_rect_sweep_g13_v05","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice08/direct_pure_topup_08_24_direct_polish_hard_pure_rect_sweep_g13_v05.asset","5478f802d42d3a04fafb06fcc9b78f69","normal","sweep","Recovery","Recovery","Green","None","21","43","141","884","10","",""
"481","direct_normal_130_direct_normal_rect_maze_long_chain_g0_v13","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_130_direct_normal_rect_maze_long_chain_g0_v13.asset","0c043db17a8ab10469e8f2ea81b37bd6","normal","maze","Recovery","Recovery","Green","None","22","38","108","824","13","",""
"482","direct_pure_topup_10_22_direct_polish_hard_pure_rect_core_burst_g12_v10","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice10/direct_pure_topup_10_22_direct_polish_hard_pure_rect_core_burst_g12_v10.asset","476e1e8617cc1164ea9cbff0297983e4","normal","lock","Normal","Normal","Green","None","22","43","150","917","10","",""
"483","r2_outer_strong_005_r2_006_a401_maskonlyb09_21_compact_heart","Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV2/shape_refresh_v2_L483_heart_compact.asset","26317ebd2512b034482ca7345ed2ddde","shape","shape_landmark","Novelty","Shape","Green","BottleneckHeavy","33","31","64","644","24","heart",""
"484","hole_candidate_103_notch_24x28_section_b","Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_103_notch_24x28_section_b.asset","38405aacbdfa0664fb7bbc3f86513886","hole","hole_rescue","Mechanic","HoleRescue","Green","None","24","28","62","554","22","",""
"485","direct_advanced_44_direct_advanced_veryhard_rect_dual_zone_g1_v06","Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_44_direct_advanced_veryhard_rect_dual_zone_g1_v06.asset","f256f12bb515c5048bf21dd588ee4f4b","normal","section","Hard","Pressure","Green","None","25","46","189","1133","10","",""
"486","direct_advanced_07_direct_advanced_veryhard_rect_sweep_g0_v01","Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_07_direct_advanced_veryhard_rect_sweep_g0_v01.asset","379eec85255f2fe4a9a68d3c321530cb","normal","sweep","Recovery","Recovery","Green","None","26","50","213","1262","10","",""
"487","r2_outer_strong_005_r2_006_a401_maskonlyb01_10_main_sun","Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L487_sun_main.asset","92cf8410a1fa89e47813125e352aae4a","shape","shape_object","Novelty","Shape","Green","None","38","38","113","789","13","sun","太阳"
"488","direct_advanced_29_direct_advanced_veryhard_rect_stair_push_g3_v04","Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_29_direct_advanced_veryhard_rect_stair_push_g3_v04.asset","2ba037b0d9d8ea343a14e67a63a2ce87","normal","section","Normal","Normal","Green","None","25","49","195","1202","10","",""
"489","direct_normal_46_direct_normal_rect_core_burst_g4_v05","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_46_direct_normal_rect_core_burst_g4_v05.asset","488b61e535c0b0b4ca5b414e035b14bf","normal","lock","Hard","Pressure","Green","PeakTooFlat","22","36","108","780","13","",""
"490","direct_advanced_24_direct_advanced_veryhard_rect_section_unlock_g2_v03","Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_24_direct_advanced_veryhard_rect_section_unlock_g2_v03.asset","7f6a87291a5d8844f8f80acd8ab5ff2c","normal","section","Normal","Normal","Green","None","25","49","199","1198","10","",""
"491","direct_advanced_22_direct_advanced_veryhard_rect_quasi_symmetry_g2_v03","Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_22_direct_advanced_veryhard_rect_quasi_symmetry_g2_v03.asset","b5f790f49c9410943ac338212373c6f3","normal","sweep","Normal","Normal","Green","None","26","47","199","1197","10","",""
