"order","section10","category","replacementMark","finalStatus","sourcePool","rhythmStyleGroup","productionLane","productionChainLanguage","initialAssetPath","finalAssetPath","initialWidth","initialHeight","initialArea","initialArrowCount","initialChainCount","initialArrowCoverage","finalWidth","finalHeight","finalArea","finalArrowCount","finalChainCount","finalArrowCoverage","arrowDelta","areaDelta","finalIsLargeCanvas","finalIsLowArrowLate"
"160","16","normal","REPLACED","ReplacedRhythmV4","Campaign500_HardGateUntil0910","neutral","NeutralMixed","mixed_chain","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice04/direct_pure_topup_04_14_direct_normal_pure_rect_core_burst_g7_v02.asset","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s01_s13/campaign500_normal_full_v1_s01_s13_150_nutation_mixed_neutral_v1_rect_s13_o128_v02_neutralmixed_mixed_chain.asset","21","31","651","638","76","0.98","22","30","660","655","69","0.9924","17","9","False","False"
"161","17","normal","REPLACED","ReplacedRhythmV4","Campaign500_HardGateUntil0910","flow","FlowRail","rail_chain","Assets/ArrowMagic/SOData/Levels/NoMaskProcedural/StyleExpansionPreview/nomask_style_expansion_36_snake_spine_tall.asset","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/fastlane1/campaign500_normal_early_plus_v1_topup_fastlane1_40_nutation_flow_rail_v1_rect_s32_o311_v00_flowrail_rail_chain.asset","17","30","510","506","53","0.9922","20","27","540","538","47","0.9963","32","30","False","False"
"162","17","normal","REPLACED","ReplacedRhythmV4","Campaign500_HardGateUntil0910","hardgate","Campaign500_HardGateUntil0910","unknown_chain","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice06/direct_pure_topup_06_04_direct_normal_pure_rect_dense_weave_g6_v07.asset","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h02r/c5hole_lowchoice_v1_h02r_38_nutation_strict_mixed_axisbreak_v1_rect_s11_o105_v01_strictmixedaxisbreak_axis_break_chain_hf1.asset","19","38","722","705","95","0.9765","23","31","713","701","74","0.9832","-4","-9","True","False"
"163","17","shape","REPLACED","ShapeCandidatePlanned","ShapeMaskInventory","","","","Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L163_ring_main.asset","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgRemainingDropTop3/campaign500_shape_psg_remaining_drop_top3_02_L163_ring_r2dense.asset","34","42","1428","676","99","0.4734","34","42","1428","679","90","0.4755","3","0","True","False"
"164","17","normal","REPLACED","ReplacedRhythmV4","SeedV5LongChain30Front300","longchain","slot_seedlock_gate_carrier","family_profile_chain","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_18_direct_normal_topup_rect_lock_buckle_g8_v03.asset","Assets/ArrowMagic/SOData/Levels/Campaign500LongChainProd200PoolV1/campaign500_longchain_prod200_pool_v1_121_l155_long_normal_a_dense_s16_slot_seedlock_gate_carrier.asset","23","38","874","861","114","0.9851","21","30","630","596","37","0.946","-265","-244","False","False"
"165","17","normal","REPLACED","ReplacedRhythmV4","Campaign500_HardGateUntil0910","neutral","NeutralMixed","mixed_chain","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/NormalExtraSlice02/direct_pure_normal_extra_02_24_direct_normal_pure_extra_rect_maze_long_chain_g20_v06.asset","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s14_s26/campaign500_normal_full_v1_s14_s26_04_nutation_mixed_neutral_v1_rect_s14_o137_v00_neutralmixed_mixed_chain.asset","19","35","665","655","86","0.985","22","30","660","650","72","0.9848","-5","-5","False","False"
"166","17","normal","REPLACED","ReplacedRhythmV4","NutationLongChainStrict60Front300","longchain","maze_long_chain","spine_chain","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishCleanCandidates/direct_polish_clean_19_direct_polish_normal_rect_section_unlock_g2_v03.asset","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixS2V1/nutation_longchain_candidate80_holefix_s2_v1_60_nutation_longchain_spine_v1_rect_c80hf2_15_d3_section_spine.asset","20","38","760","745","119","0.9803","34","42","1428","1365","101","0.9559","620","668","True","False"
"167","17","hole","KEPT_CURRENT","OriginalNonTarget","","","","","Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_021_std_22x26_lock.asset","Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_021_std_22x26_lock.asset","22","26","572","485","53","0.8479","22","26","572","485","53","0.8479","0","0","False","False"
"168","17","shape","REPLACED","ShapeCandidatePlanned","ShapeMaskInventory","","","","Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV2/shape_refresh_v2_L168_brickcellphone_large.asset","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgReviewTop3Rescue/campaign500_shape_psg_review_top3_rescue_39_L168_brickcellphone_lock.asset","38","49","1862","986","110","0.5295","38","49","1862","1004","118","0.5392","18","0","True","False"
"169","17","normal","REPLACED","ReplacedRhythmV4","NutationLongChainStrict60Front300","longchain","maze_long_chain","spine_chain","Assets/ArrowMagic/SOData/Levels/DirectProcedural/Differentiation120Candidates/direct_diff120_84_direct_diff_hard_dag_unlock_stair_ladder_g0_v01.asset","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixS3V1/nutation_longchain_candidate80_holefix_s3_v1_64_nutation_longchain_spine_v1_rect_c80hf3_16_d3_lock_spine.asset","25","40","1000","987","124","0.987","35","42","1470","1404","109","0.9551","417","470","True","False"
"170","17","normal","REPLACED","ReplacedRhythmV4","Campaign500_HardGateUntil0910","hardgate","Campaign500_HardGateUntil0910","choice_clamp_chain","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_71_direct_normal_topup_rect_quasi_symmetry_g8_v09.asset","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h05r/c5hole_lowchoice_v1_h05r_05_nutation_strict_mixed_choiceclamp_v1_rect_s20_o196_v04_strictmixedchoiceclamp_choice_clamp_chain_hf1.asset","22","37","814","796","104","0.9779","24","32","768","754","76","0.9818","-42","-46","True","False"
"171","18","normal","REPLACED","ReplacedRhythmV4","Campaign500_HardGateUntil0910","hardgate","PeelMid","rail_chain","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_03_direct_normal_topup_rect_dense_weave_g6_v01.asset","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w10smh/c5nep_w10smh_17_nutation_strict_mixed_hard_v1_rect_s24_o236_v00_strictmixedhard_mixed_chain.asset","22","38","836","814","108","0.9737","23","31","713","705","76","0.9888","-109","-123","True","False"
"172","18","normal","REPLACED","ReplacedRhythmV4","NutationLongChainStrict60Front300","longchain","maze_long_chain","patch_chain","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_22_direct_normal_topup_rect_stair_push_g8_v03.asset","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixS2V1/nutation_longchain_candidate80_holefix_s2_v1_07_nutation_longchain_patch_v1_rect_c80hf2_02_d1_maze_patch.asset","23","34","782","772","106","0.9872","23","31","713","675","70","0.9467","-97","-69","True","False"
"173","18","shape","REPLACED","ShapeCandidatePlanned","ShapeMaskInventory","","","","Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L173_teapot_large.asset","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgRemainingDropTop3/campaign500_shape_psg_remaining_drop_top3_05_L173_teapot_r2dense.asset","44","38","1672","840","104","0.5024","44","38","1672","843","107","0.5042","3","0","True","False"
"174","18","normal","REPLACED","ReplacedRhythmV4","Campaign500_HardGateUntil0910","hardgate","Campaign500_HardGateUntil0910","choice_clamp_chain","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice06/direct_pure_topup_06_24_direct_normal_pure_rect_maze_long_chain_g8_v09.asset","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h04r/c5hole_lowchoice_v1_h04r_18_nutation_strict_mixed_choiceclamp_v1_rect_s17_o166_v05_strictmixedchoiceclamp_choice_clamp_chain_hf1.asset","19","36","684","674","95","0.9854","23","31","713","701","74","0.9832","27","29","True","False"
"175","18","normal","REPLACED","ReplacedRhythmV4","Campaign500_HardGateUntil0910","neutral","NeutralMixed","mixed_chain","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/NormalExtraSlice01/direct_pure_normal_extra_01_09_direct_normal_pure_extra_rect_section_unlock_g16_v02.asset","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s27_s38/campaign500_normal_full_v1_s27_s38_53_nutation_mixed_neutral_v1_rect_s31_o308_v01_neutralmixed_mixed_chain.asset","20","33","660","649","92","0.9833","22","30","660","649","71","0.9833","0","0","False","False"
"176","18","normal","REPLACED","ReplacedRhythmV4","Campaign500_HardGateUntil0910","hardgate","Campaign500_HardGateUntil0910","strict_peak_chain","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_16_direct_normal_rect_core_burst_g1_v02.asset","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h01r/c5hole_lowchoice_v1_h01r_19_nutation_strict_mixed_peak_v1_rect_s04_o039_v00_strictmixedpeak_strict_peak_chain_hf1.asset","23","37","851","835","112","0.9812","22","30","660","647","73","0.9803","-188","-191","False","False"
"177","18","hole","KEPT_CURRENT","OriginalNonTarget","","","","","Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_074_wide_28x22_dense.asset","Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_074_wide_28x22_dense.asset","28","22","616","529","52","0.8588","28","22","616","529","52","0.8588","0","0","False","False"
"178","18","shape","REPLACED","ShapeCandidatePlanned","ShapeMaskInventory","","","","Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L178_shell_main.asset","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgReviewTop3Rescue/campaign500_shape_psg_review_top3_rescue_44_L178_shell_core.asset","38","34","1292","778","104","0.6022","38","34","1292","791","90","0.6122","13","0","True","False"
"179","18","normal","REPLACED","ReplacedRhythmV4","NutationLongChainStrict60Front300","longchain","maze_long_chain","spine_chain","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_26_direct_normal_topup_rect_lock_buckle_g9_v04.asset","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80V1/nutation_longchain_candidate80_v1_36_nutation_longchain_spine_v1_rect_c80_09_d2_core_spine.asset","22","39","858","842","115","0.9814","28","38","1064","977","65","0.9182","135","206","True","False"
"180","18","normal","REPLACED","ReplacedRhythmV4","Campaign500_HardGateUntil0910","neutral","NeutralMixed","mixed_chain","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_56_direct_normal_topup_rect_sweep_g6_v07.asset","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s27_s38/campaign500_normal_full_v1_s27_s38_28_nutation_mixed_neutral_v1_rect_s29_o282_v00_neutralmixed_mixed_chain.asset","21","38","798","782","108","0.9799","22","30","660","650","70","0.9848","-132","-138","False","False"
"181","19","normal","REPLACED","ReplacedRhythmV4","Campaign500_HardGateUntil0910","hardgate","Campaign500_HardGateUntil0910","strict_hard_chain","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_90_direct_normal_rect_maze_long_chain_g2_v09.asset","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h01r/c5hole_lowchoice_v1_h01r_08_nutation_strict_mixed_hard_v1_rect_s03_o025_v01_strictmixedhard_strict_hard_chain_hf1.asset","22","36","792","778","106","0.9823","23","31","713","700","77","0.9818","-78","-79","True","False"
"182","19","normal","REPLACED","ReplacedRhythmV4","Campaign500_HardGateUntil0910","neutral","NeutralMixed","mixed_chain","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice04/direct_pure_topup_04_06_direct_normal_pure_rect_core_burst_g6_v01.asset","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s39_s50/campaign500_normal_full_v1_s39_s50_25_nutation_mixed_neutral_v1_rect_s41_o406_v00_neutralmixed_mixed_chain.asset","18","38","684","671","88","0.981","22","30","660","650","71","0.9848","-21","-24","False","False"
"183","19","shape","REPLACED","ShapeCandidatePlanned","ShapeMaskInventory","","","","Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L183_airplane_main.asset","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgReviewTop3Rescue/campaign500_shape_psg_review_top3_rescue_46_L183_airplane_sweep.asset","42","42","1764","749","103","0.4246","42","42","1764","749","91","0.4246","0","0","True","False"
"184","19","hole","KEPT_CURRENT","OriginalNonTarget","","","","","Assets/ArrowMagic/SOData/Levels/HoleProcedural/TopupCandidates/hole_topup_024_topup_std_24x28_dual.asset","Assets/ArrowMagic/SOData/Levels/HoleProcedural/TopupCandidates/hole_topup_024_topup_std_24x28_dual.asset","24","28","672","583","55","0.8676","24","28","672","583","55","0.8676","0","0","False","False"
"185","19","normal","REPLACED","ReplacedRhythmV4","Campaign500_HardGateUntil0910","hardgate","PeelMid","curve_chain","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_158_direct_normal_rect_stair_push_g3_v16.asset","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w10smh/c5nep_w10smh_12_nutation_strict_mixed_hard_v1_rect_s20_o199_v03_strictmixedhard_mixed_chain.asset","21","37","777","764","103","0.9833","23","31","713","705","75","0.9888","-59","-64","True","False"
"186","19","normal","REPLACED","ReplacedRhythmV4","Campaign500_HardGateUntil0910","neutral","Campaign500_HardGateUntil0910","mixed_chain","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_55_direct_normal_rect_sweep_g5_v06.asset","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s27_s38/campaign500_normal_full_v1_s27_s38_06_nutation_mixed_neutral_v1_rect_s27_o262_v02_neutralmixed_mixed_chain.asset","21","36","756","749","104","0.9907","22","30","660","650","71","0.9848","-99","-96","False","False"
"187","19","shape","REPLACED","ShapeCandidatePlanned","ShapeMaskInventory","","","","Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L187_waterdrop_main.asset","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgRemainingDropTop3/campaign500_shape_psg_remaining_drop_top3_07_L187_waterdrop_r2core.asset","30","42","1260","719","102","0.5706","30","42","1260","725","90","0.5754","6","0","True","False"
"188","19","normal","REPLACED","ReplacedRhythmV4","Campaign500_HardGateUntil0910","hardgate","PeelMid","rail_chain","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_61_direct_normal_topup_rect_dual_zone_g7_v08.asset","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w11d/c5nep_w11d_14_nutation_strict_mixed_hard_v1_rect_s25_o249_v03_strictmixedhard_mixed_chain.asset","21","38","798","784","106","0.9825","23","31","713","706","72","0.9902","-78","-85","True","False"
"189","19","normal","REPLACED","ReplacedRhythmV4","SeedV5LongChain30Front300","longchain","slot_headmix_outerclean","family_profile_chain","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_56_direct_normal_rect_core_burst_g5_v06.asset","Assets/ArrowMagic/SOData/Levels/Campaign500LongChainProd200PoolV1/campaign500_longchain_prod200_pool_v1_48_l062_long_normal_a_dense_s07_slot_headmix_outerclean_near.asset","23","38","874","860","112","0.984","17","24","408","376","22","0.9216","-484","-466","False","False"
"190","19","normal","REPLACED","ReplacedRhythmV4","Campaign500_HardGateUntil0910","neutral","NeutralMixed","mixed_chain","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_54_direct_normal_topup_rect_stair_push_g6_v07.asset","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s27_s38/campaign500_normal_full_v1_s27_s38_42_nutation_mixed_neutral_v1_rect_s30_o291_v02_neutralmixed_mixed_chain.asset","23","39","897","878","113","0.9788","22","30","660","642","69","0.9727","-236","-237","False","False"
"191","20","normal","REPLACED","ReplacedRhythmV4","Campaign500_HardGateUntil0910","hardgate","Campaign500_HardGateUntil0910","choice_clamp_chain","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/NormalExtraSlice02/direct_pure_normal_extra_02_18_direct_normal_pure_extra_rect_lock_buckle_g20_v06.asset","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h03r/c5hole_lowchoice_v1_h03r_38_nutation_strict_mixed_choiceclamp_v1_rect_s15_o148_v01_strictmixedchoiceclamp_choice_clamp_chain_hf1.asset","21","33","693","687","95","0.9913","23","31","713","706","74","0.9902","19","20","True","False"
"192","20","hole","KEPT_CURRENT","OriginalNonTarget","","","","","Assets/ArrowMagic/SOData/Levels/HoleProcedural/TopupCandidates/hole_topup_035_topup_std_28x28_dense.asset","Assets/ArrowMagic/SOData/Levels/HoleProcedural/TopupCandidates/hole_topup_035_topup_std_28x28_dense.asset","28","28","784","697","82","0.889","28","28","784","697","82","0.889","0","0","True","False"
"193","20","shape","REPLACED","ShapeCandidatePlanned","ShapeMaskInventory","","","","Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L193_robothead_large.asset","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgNext10C/campaign500_shape_psg_next10c_05_L193_robothead.asset","44","40","1760","850","102","0.483","44","40","1760","861","104","0.4892","11","0","True","False"
"194","20","normal","REPLACED","ReplacedRhythmV4","Campaign500_HardGateUntil0910","neutral","NeutralMixed","mixed_chain","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/NormalExtraSlice01/direct_pure_normal_extra_01_11_direct_normal_pure_extra_rect_dense_weave_g16_v02.asset","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s27_s38/campaign500_normal_full_v1_s27_s38_133_nutation_mixed_neutral_v1_rect_s38_o371_v00_neutralmixed_mixed_chain.asset","18","37","666","660","87","0.991","22","30","660","656","70","0.9939","-4","-6","False","False"
"195","20","normal","REPLACED","ReplacedRhythmV4","Campaign500NormalFullV1UnusedStrict","flow","FlowPatch","patch_chain","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_08_direct_normal_topup_rect_sweep_g6_v01.asset","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s46_s50_tail/campaign500_normal_full_v1_s46_s50_tail_09_nutation_mixed_neutral_v1_rect_s46_o457_v02_neutralmixed_mixed_chain.asset","23","37","851","836","106","0.9824","22","30","660","644","71","0.9758","-192","-191","False","False"
