"Row","Mode","Order","Section10","StyleHint","DifficultyCode","ExperienceRole","ProfileHint","SpecId","LevelId","AssetPath","Width","Height","Chains","TemplateTargetChains","SpecTargetChains","TargetChainsMin","TargetChainsMax","Arrows","Coverage","OuterBandCoverage","InitialMovableChains","EdgeHeadChains","AvgChain","MaxChain","PortableSolved","PortableOpeners","Attempts","Status","sourceReportCsv","sourceProjectRoot","originalAssetPath","absoluteAssetPath","traceEligible"
"58","pure_relaxed","244","25","section","1","Normal","PSG_Normal_section_NormalOrRecovery_Normal","sgp_pressure_hard_campaign500_pure_relaxed_l244_section","campaign500_psg_prod200_c04_o011_s150_n050_58_sgp_pressure_hard_campaign500_pure_relaxed_l244_section","Assets/ArrowMagic/SOData/Levels/Campaign500PSGNormal/Chunks/prod200_c04_o011_s150_n050/campaign500_psg_prod200_c04_o011_s150_n050_58_sgp_pressure_hard_campaign500_pure_relaxed_l244_section.asset","22","40","112","115","103","103","127","864","0.982","0.974","6","8","7.71","16","True","6","44","Style=PressureCampaignRelaxed | Score=33277 | TargetInitial=8 | OpeningRatio=0.080 | EarlyChoices=21.0/53 | LocalRun=7 | Jump=10.7 | NearRate=0.61 | Direction=n/a | Peel style=PressureCampaignRelaxed seed=7708071 fill=864/880(0.982) chains=112 remaining=16 rejectedShort=0 failedPeels=1 | FlipGate=ops=7 initial=9->6 edgeHeads=14->8 earlyChoices=17.1/36 localRun=8 jump=8.1 near=0.68 targetInitial=4","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal-c04\Assets\ArrowMagic\SOData\Reports\Campaign500\PSGNormal\campaign500_psg_normal_prod200_c04_o011_s150_n050_report.csv","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal-c04","Assets/ArrowMagic/SOData/Levels/Campaign500PSGNormal/Chunks/prod200_c04_o011_s150_n050/campaign500_psg_prod200_c04_o011_s150_n050_58_sgp_pressure_hard_campaign500_pure_relaxed_l244_section.asset","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal-c04\Assets\ArrowMagic\SOData\Levels\Campaign500PSGNormal\Chunks\prod200_c04_o011_s150_n050\campaign500_psg_prod200_c04_o011_s150_n050_58_sgp_pressure_hard_campaign500_pure_relaxed_l244_section.asset","True"
"59","layout_soft","244","25","section","1","Normal","PSG_Normal_section_NormalOrRecovery_Normal","sgp_pressure_hard_campaign500_layout_soft_l244_section","campaign500_psg_prod200_c04_o011_s150_n050_59_sgp_pressure_hard_campaign500_layout_soft_l244_section","Assets/ArrowMagic/SOData/Levels/Campaign500PSGNormal/Chunks/prod200_c04_o011_s150_n050/campaign500_psg_prod200_c04_o011_s150_n050_59_sgp_pressure_hard_campaign500_layout_soft_l244_section.asset","26","34","118","117","110","103","128","869","0.983","0.973","5","11","7.36","14","True","5","65","Style=PressureCampaignMedium | Score=37058 | TargetInitial=8 | OpeningRatio=0.042 | EarlyChoices=27.3/45 | LocalRun=11 | Jump=5.9 | NearRate=0.74 | Direction=n/a | Peel style=PressureCampaignMedium seed=9916636 fill=869/884(0.983) chains=118 remaining=15 rejectedShort=0 failedPeels=1","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal-c04\Assets\ArrowMagic\SOData\Reports\Campaign500\PSGNormal\campaign500_psg_normal_prod200_c04_o011_s150_n050_report.csv","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal-c04","Assets/ArrowMagic/SOData/Levels/Campaign500PSGNormal/Chunks/prod200_c04_o011_s150_n050/campaign500_psg_prod200_c04_o011_s150_n050_59_sgp_pressure_hard_campaign500_layout_soft_l244_section.asset","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal-c04\Assets\ArrowMagic\SOData\Levels\Campaign500PSGNormal\Chunks\prod200_c04_o011_s150_n050\campaign500_psg_prod200_c04_o011_s150_n050_59_sgp_pressure_hard_campaign500_layout_soft_l244_section.asset","True"
"60","language_a","245","25","lock","3","Pressure","PSG_Normal_lock_VeryHard_Pressure","sgp_pressure_hard_campaign500_language_a_l245_lock","","Assets/ArrowMagic/SOData/Levels/Campaign500PSGNormal/Chunks/prod200_c04_o011_s150_n050/campaign500_psg_prod200_c04_o011_s150_n050_60_sgp_pressure_hard_campaign500_language_a_l245_lock.asset","23","41","0","150","141","135","165","0","0.000","0.000","0","0","0.00","0","False","0","0","ChainTargetMiss chains=116 target=141 | Style=PressureCampaignLockLang | Score=31639 | TargetInitial=6 | OpeningRatio=0.017 | EarlyChoices=22.4/36 | LocalRun=12 | Jump=6.3 | NearRate=0.77 | Direction=n/a | Peel style=PressureCampaignLockLang seed=19764679 fill=927/943(0.983) chains=116 remaining=16 rejectedShort=0 failedPeels=1","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal-c04\Assets\ArrowMagic\SOData\Reports\Campaign500\PSGNormal\campaign500_psg_normal_prod200_c04_o011_s150_n050_report.csv","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal-c04","Assets/ArrowMagic/SOData/Levels/Campaign500PSGNormal/Chunks/prod200_c04_o011_s150_n050/campaign500_psg_prod200_c04_o011_s150_n050_60_sgp_pressure_hard_campaign500_language_a_l245_lock.asset","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal-c04\Assets\ArrowMagic\SOData\Levels\Campaign500PSGNormal\Chunks\prod200_c04_o011_s150_n050\campaign500_psg_prod200_c04_o011_s150_n050_60_sgp_pressure_hard_campaign500_language_a_l245_lock.asset","False"
"61","language_b","245","25","lock","3","Pressure","PSG_Normal_lock_VeryHard_Pressure","sgp_pressure_hard_campaign500_language_b_l245_lock","campaign500_psg_prod200_c04_o011_s150_n050_61_sgp_pressure_hard_campaign500_language_b_l245_lock","Assets/ArrowMagic/SOData/Levels/Campaign500PSGNormal/Chunks/prod200_c04_o011_s150_n050/campaign500_psg_prod200_c04_o011_s150_n050_61_sgp_pressure_hard_campaign500_language_b_l245_lock.asset","23","41","125","150","141","135","165","932","0.988","0.983","5","14","7.46","15","True","5","283","Style=PressureCampaignLockLang | Score=38020 | TargetInitial=6 | OpeningRatio=0.040 | EarlyChoices=20.7/40 | LocalRun=9 | Jump=7.7 | NearRate=0.74 | Direction=n/a | Peel style=PressureCampaignLockLang seed=32762231 fill=932/943(0.988) chains=125 remaining=11 rejectedShort=0 failedPeels=1","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal-c04\Assets\ArrowMagic\SOData\Reports\Campaign500\PSGNormal\campaign500_psg_normal_prod200_c04_o011_s150_n050_report.csv","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal-c04","Assets/ArrowMagic/SOData/Levels/Campaign500PSGNormal/Chunks/prod200_c04_o011_s150_n050/campaign500_psg_prod200_c04_o011_s150_n050_61_sgp_pressure_hard_campaign500_language_b_l245_lock.asset","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal-c04\Assets\ArrowMagic\SOData\Levels\Campaign500PSGNormal\Chunks\prod200_c04_o011_s150_n050\campaign500_psg_prod200_c04_o011_s150_n050_61_sgp_pressure_hard_campaign500_language_b_l245_lock.asset","True"
"62","pure_relaxed","245","25","lock","3","Pressure","PSG_Normal_lock_VeryHard_Pressure","sgp_pressure_hard_campaign500_pure_relaxed_l245_lock","campaign500_psg_prod200_c04_o011_s150_n050_62_sgp_pressure_hard_campaign500_pure_relaxed_l245_lock","Assets/ArrowMagic/SOData/Levels/Campaign500PSGNormal/Chunks/prod200_c04_o011_s150_n050/campaign500_psg_prod200_c04_o011_s150_n050_62_sgp_pressure_hard_campaign500_pure_relaxed_l245_lock.asset","23","41","120","150","135","135","165","928","0.984","0.975","5","9","7.73","16","True","5","143","Style=PressureCampaignRelaxed | Score=42815 | TargetInitial=8 | OpeningRatio=0.042 | EarlyChoices=24.6/37 | LocalRun=7 | Jump=6.4 | NearRate=0.74 | Direction=n/a | Peel style=PressureCampaignRelaxed seed=18113005 fill=928/943(0.984) chains=120 remaining=15 rejectedShort=0 failedPeels=1","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal-c04\Assets\ArrowMagic\SOData\Reports\Campaign500\PSGNormal\campaign500_psg_normal_prod200_c04_o011_s150_n050_report.csv","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal-c04","Assets/ArrowMagic/SOData/Levels/Campaign500PSGNormal/Chunks/prod200_c04_o011_s150_n050/campaign500_psg_prod200_c04_o011_s150_n050_62_sgp_pressure_hard_campaign500_pure_relaxed_l245_lock.asset","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal-c04\Assets\ArrowMagic\SOData\Levels\Campaign500PSGNormal\Chunks\prod200_c04_o011_s150_n050\campaign500_psg_prod200_c04_o011_s150_n050_62_sgp_pressure_hard_campaign500_pure_relaxed_l245_lock.asset","True"
"63","layout_soft","245","25","lock","3","Pressure","PSG_Normal_lock_VeryHard_Pressure","sgp_pressure_hard_campaign500_layout_soft_l245_lock","campaign500_psg_prod200_c04_o011_s150_n050_63_sgp_pressure_hard_campaign500_layout_soft_l245_lock","Assets/ArrowMagic/SOData/Levels/Campaign500PSGNormal/Chunks/prod200_c04_o011_s150_n050/campaign500_psg_prod200_c04_o011_s150_n050_63_sgp_pressure_hard_campaign500_layout_soft_l245_lock.asset","27","35","134","143","134","135","165","928","0.982","0.978","5","9","6.93","14","True","5","234","Style=PressureCampaignMedium | Score=43867 | TargetInitial=9 | OpeningRatio=0.045 | EarlyChoices=33.6/54 | LocalRun=7 | Jump=9.6 | NearRate=0.65 | Direction=n/a | Peel style=PressureCampaignMedium seed=27652602 fill=928/945(0.982) chains=134 remaining=17 rejectedShort=0 failedPeels=1 | FlipGate=ops=1 initial=6->5 edgeHeads=10->9 earlyChoices=30.3/46 localRun=7 jump=10.9 near=0.58 targetInitial=5","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal-c04\Assets\ArrowMagic\SOData\Reports\Campaign500\PSGNormal\campaign500_psg_normal_prod200_c04_o011_s150_n050_report.csv","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal-c04","Assets/ArrowMagic/SOData/Levels/Campaign500PSGNormal/Chunks/prod200_c04_o011_s150_n050/campaign500_psg_prod200_c04_o011_s150_n050_63_sgp_pressure_hard_campaign500_layout_soft_l245_lock.asset","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal-c04\Assets\ArrowMagic\SOData\Levels\Campaign500PSGNormal\Chunks\prod200_c04_o011_s150_n050\campaign500_psg_prod200_c04_o011_s150_n050_63_sgp_pressure_hard_campaign500_layout_soft_l245_lock.asset","True"
"64","language_a","246","25","maze","1","Recovery","PSG_Normal_maze_NormalOrRecovery_Recovery","sgp_pressure_hard_campaign500_language_a_l246_maze","campaign500_psg_prod200_c04_o011_s150_n050_64_sgp_pressure_hard_campaign500_language_a_l246_maze","Assets/ArrowMagic/SOData/Levels/Campaign500PSGNormal/Chunks/prod200_c04_o011_s150_n050/campaign500_psg_prod200_c04_o011_s150_n050_64_sgp_pressure_hard_campaign500_language_a_l246_maze.asset","20","42","127","109","114","98","120","821","0.977","0.983","6","11","6.46","11","True","6","227","Style=PressureCampaignMazeLang | Score=18006 | TargetInitial=8 | OpeningRatio=0.047 | EarlyChoices=34.5/52 | LocalRun=5 | Jump=5.2 | NearRate=0.68 | Direction=n/a | Peel style=PressureCampaignMazeLang seed=26922798 fill=821/840(0.977) chains=127 remaining=19 rejectedShort=0 failedPeels=1 | FlipGate=ops=2 initial=6->6 edgeHeads=11->11 earlyChoices=32.5/45 localRun=5 jump=6.1 near=0.68 targetInitial=5","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal-c04\Assets\ArrowMagic\SOData\Reports\Campaign500\PSGNormal\campaign500_psg_normal_prod200_c04_o011_s150_n050_report.csv","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal-c04","Assets/ArrowMagic/SOData/Levels/Campaign500PSGNormal/Chunks/prod200_c04_o011_s150_n050/campaign500_psg_prod200_c04_o011_s150_n050_64_sgp_pressure_hard_campaign500_language_a_l246_maze.asset","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal-c04\Assets\ArrowMagic\SOData\Levels\Campaign500PSGNormal\Chunks\prod200_c04_o011_s150_n050\campaign500_psg_prod200_c04_o011_s150_n050_64_sgp_pressure_hard_campaign500_language_a_l246_maze.asset","True"
"65","language_b","246","25","maze","1","Recovery","PSG_Normal_maze_NormalOrRecovery_Recovery","sgp_pressure_hard_campaign500_language_b_l246_maze","campaign500_psg_prod200_c04_o011_s150_n050_65_sgp_pressure_hard_campaign500_language_b_l246_maze","Assets/ArrowMagic/SOData/Levels/Campaign500PSGNormal/Chunks/prod200_c04_o011_s150_n050/campaign500_psg_prod200_c04_o011_s150_n050_65_sgp_pressure_hard_campaign500_language_b_l246_maze.asset","20","42","133","109","114","98","120","816","0.971","0.987","6","8","6.14","11","True","6","372","Style=PressureCampaignMazeLang | Score=19017 | TargetInitial=8 | OpeningRatio=0.045 | EarlyChoices=24.2/43 | LocalRun=12 | Jump=6.2 | NearRate=0.81 | Direction=n/a | Peel style=PressureCampaignMazeLang seed=42119663 fill=816/840(0.971) chains=133 remaining=24 rejectedShort=0 failedPeels=1 | FlipGate=ops=2 initial=6->6 edgeHeads=8->8 earlyChoices=24.0/43 localRun=10 jump=6.3 near=0.81 targetInitial=5","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal-c04\Assets\ArrowMagic\SOData\Reports\Campaign500\PSGNormal\campaign500_psg_normal_prod200_c04_o011_s150_n050_report.csv","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal-c04","Assets/ArrowMagic/SOData/Levels/Campaign500PSGNormal/Chunks/prod200_c04_o011_s150_n050/campaign500_psg_prod200_c04_o011_s150_n050_65_sgp_pressure_hard_campaign500_language_b_l246_maze.asset","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal-c04\Assets\ArrowMagic\SOData\Levels\Campaign500PSGNormal\Chunks\prod200_c04_o011_s150_n050\campaign500_psg_prod200_c04_o011_s150_n050_65_sgp_pressure_hard_campaign500_language_b_l246_maze.asset","True"
"66","language_c","246","25","maze","1","Recovery","PSG_Normal_maze_NormalOrRecovery_Recovery","sgp_pressure_hard_campaign500_language_c_l246_maze","campaign500_psg_prod200_c04_o011_s150_n050_66_sgp_pressure_hard_campaign500_language_c_l246_maze","Assets/ArrowMagic/SOData/Levels/Campaign500PSGNormal/Chunks/prod200_c04_o011_s150_n050/campaign500_psg_prod200_c04_o011_s150_n050_66_sgp_pressure_hard_campaign500_language_c_l246_maze.asset","20","42","132","109","114","98","120","819","0.975","0.948","6","10","6.20","11","True","6","136","Style=PressureCampaignMazeLang | Score=16532 | TargetInitial=8 | OpeningRatio=0.053 | EarlyChoices=27.0/43 | LocalRun=9 | Jump=6.1 | NearRate=0.61 | Direction=n/a | Peel style=PressureCampaignMazeLang seed=17415271 fill=819/840(0.975) chains=132 remaining=21 rejectedShort=0 failedPeels=1 | FlipGate=ops=4 initial=7->6 edgeHeads=13->10 earlyChoices=25.8/41 localRun=9 jump=5.9 near=0.68 targetInitial=5","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal-c04\Assets\ArrowMagic\SOData\Reports\Campaign500\PSGNormal\campaign500_psg_normal_prod200_c04_o011_s150_n050_report.csv","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal-c04","Assets/ArrowMagic/SOData/Levels/Campaign500PSGNormal/Chunks/prod200_c04_o011_s150_n050/campaign500_psg_prod200_c04_o011_s150_n050_66_sgp_pressure_hard_campaign500_language_c_l246_maze.asset","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal-c04\Assets\ArrowMagic\SOData\Levels\Campaign500PSGNormal\Chunks\prod200_c04_o011_s150_n050\campaign500_psg_prod200_c04_o011_s150_n050_66_sgp_pressure_hard_campaign500_language_c_l246_maze.asset","True"
"67","pure_relaxed","246","25","maze","1","Recovery","PSG_Normal_maze_NormalOrRecovery_Recovery","sgp_pressure_hard_campaign500_pure_relaxed_l246_maze","campaign500_psg_prod200_c04_o011_s150_n050_67_sgp_pressure_hard_campaign500_pure_relaxed_l246_maze","Assets/ArrowMagic/SOData/Levels/Campaign500PSGNormal/Chunks/prod200_c04_o011_s150_n050/campaign500_psg_prod200_c04_o011_s150_n050_67_sgp_pressure_hard_campaign500_pure_relaxed_l246_maze.asset","20","42","106","109","98","98","120","826","0.983","0.978","2","11","7.79","16","True","2","213","Style=PressureCampaignRelaxed | Score=27841 | TargetInitial=7 | OpeningRatio=0.019 | EarlyChoices=29.0/51 | LocalRun=6 | Jump=6.3 | NearRate=0.65 | Direction=n/a | Peel style=PressureCampaignRelaxed seed=25489974 fill=826/840(0.983) chains=106 remaining=14 rejectedShort=0 failedPeels=1","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal-c04\Assets\ArrowMagic\SOData\Reports\Campaign500\PSGNormal\campaign500_psg_normal_prod200_c04_o011_s150_n050_report.csv","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal-c04","Assets/ArrowMagic/SOData/Levels/Campaign500PSGNormal/Chunks/prod200_c04_o011_s150_n050/campaign500_psg_prod200_c04_o011_s150_n050_67_sgp_pressure_hard_campaign500_pure_relaxed_l246_maze.asset","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal-c04\Assets\ArrowMagic\SOData\Levels\Campaign500PSGNormal\Chunks\prod200_c04_o011_s150_n050\campaign500_psg_prod200_c04_o011_s150_n050_67_sgp_pressure_hard_campaign500_pure_relaxed_l246_maze.asset","True"
"68","layout_soft","246","25","maze","1","Recovery","PSG_Normal_maze_NormalOrRecovery_Recovery","sgp_pressure_hard_campaign500_layout_soft_l246_maze","campaign500_psg_prod200_c04_o011_s150_n050_68_sgp_pressure_hard_campaign500_layout_soft_l246_maze","Assets/ArrowMagic/SOData/Levels/Campaign500PSGNormal/Chunks/prod200_c04_o011_s150_n050/campaign500_psg_prod200_c04_o011_s150_n050_68_sgp_pressure_hard_campaign500_layout_soft_l246_maze.asset","25","32","106","105","110","93","114","786","0.983","0.967","4","8","7.42","14","True","4","24","Style=PressureCampaignMedium | Score=36503 | TargetInitial=7 | OpeningRatio=0.038 | EarlyChoices=23.0/40 | LocalRun=8 | Jump=7.4 | NearRate=0.74 | Direction=n/a | Peel style=PressureCampaignMedium seed=5705453 fill=786/800(0.983) chains=106 remaining=14 rejectedShort=0 failedPeels=1","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal-c04\Assets\ArrowMagic\SOData\Reports\Campaign500\PSGNormal\campaign500_psg_normal_prod200_c04_o011_s150_n050_report.csv","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal-c04","Assets/ArrowMagic/SOData/Levels/Campaign500PSGNormal/Chunks/prod200_c04_o011_s150_n050/campaign500_psg_prod200_c04_o011_s150_n050_68_sgp_pressure_hard_campaign500_layout_soft_l246_maze.asset","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal-c04\Assets\ArrowMagic\SOData\Levels\Campaign500PSGNormal\Chunks\prod200_c04_o011_s150_n050\campaign500_psg_prod200_c04_o011_s150_n050_68_sgp_pressure_hard_campaign500_layout_soft_l246_maze.asset","True"
"69","language_a","248","25","section","1","Normal","PSG_Normal_section_NormalOrRecovery_Normal","sgp_pressure_hard_campaign500_language_a_l248_section","campaign500_psg_prod200_c04_o011_s150_n050_69_sgp_pressure_hard_campaign500_language_a_l248_section","Assets/ArrowMagic/SOData/Levels/Campaign500PSGNormal/Chunks/prod200_c04_o011_s150_n050/campaign500_psg_prod200_c04_o011_s150_n050_69_sgp_pressure_hard_campaign500_language_a_l248_section.asset","20","38","99","102","96","92","112","749","0.986","0.986","5","6","7.57","14","True","5","222","Style=PressureCampaignSectionLang | Score=24971 | TargetInitial=6 | OpeningRatio=0.051 | EarlyChoices=29.6/48 | LocalRun=8 | Jump=9.1 | NearRate=0.61 | Direction=n/a | Peel style=PressureCampaignSectionLang seed=26445419 fill=749/760(0.986) chains=99 remaining=11 rejectedShort=0 failedPeels=1 | FlipGate=ops=2 initial=5->5 edgeHeads=7->6 earlyChoices=28.9/43 localRun=6 jump=9.1 near=0.58 targetInitial=4","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal-c04\Assets\ArrowMagic\SOData\Reports\Campaign500\PSGNormal\campaign500_psg_normal_prod200_c04_o011_s150_n050_report.csv","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal-c04","Assets/ArrowMagic/SOData/Levels/Campaign500PSGNormal/Chunks/prod200_c04_o011_s150_n050/campaign500_psg_prod200_c04_o011_s150_n050_69_sgp_pressure_hard_campaign500_language_a_l248_section.asset","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal-c04\Assets\ArrowMagic\SOData\Levels\Campaign500PSGNormal\Chunks\prod200_c04_o011_s150_n050\campaign500_psg_prod200_c04_o011_s150_n050_69_sgp_pressure_hard_campaign500_language_a_l248_section.asset","True"
"70","language_b","248","25","section","1","Normal","PSG_Normal_section_NormalOrRecovery_Normal","sgp_pressure_hard_campaign500_language_b_l248_section","campaign500_psg_prod200_c04_o011_s150_n050_70_sgp_pressure_hard_campaign500_language_b_l248_section","Assets/ArrowMagic/SOData/Levels/Campaign500PSGNormal/Chunks/prod200_c04_o011_s150_n050/campaign500_psg_prod200_c04_o011_s150_n050_70_sgp_pressure_hard_campaign500_language_b_l248_section.asset","20","38","104","102","96","92","112","750","0.987","0.977","4","6","7.21","13","True","4","377","Style=PressureCampaignSectionLang | Score=26562 | TargetInitial=6 | OpeningRatio=0.038 | EarlyChoices=25.2/50 | LocalRun=6 | Jump=7.3 | NearRate=0.65 | Direction=n/a | Peel style=PressureCampaignSectionLang seed=42689582 fill=750/760(0.987) chains=104 remaining=10 rejectedShort=0 failedPeels=1","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal-c04\Assets\ArrowMagic\SOData\Reports\Campaign500\PSGNormal\campaign500_psg_normal_prod200_c04_o011_s150_n050_report.csv","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal-c04","Assets/ArrowMagic/SOData/Levels/Campaign500PSGNormal/Chunks/prod200_c04_o011_s150_n050/campaign500_psg_prod200_c04_o011_s150_n050_70_sgp_pressure_hard_campaign500_language_b_l248_section.asset","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal-c04\Assets\ArrowMagic\SOData\Levels\Campaign500PSGNormal\Chunks\prod200_c04_o011_s150_n050\campaign500_psg_prod200_c04_o011_s150_n050_70_sgp_pressure_hard_campaign500_language_b_l248_section.asset","True"
